Dialogue,Emotions
Come on Joey!!!,"Excitement, Anticipation, Optimism"
"Rach, I told you everything I knew last night! Look, it's not that big of a deal,so Monica and Chandler are doing it.","Neutral, Disgust, Frustration"
I can't believe you would say that!,"Anger, Surprise, Frustration"
Sorry. Monica and Chandler are making love.,"Love, Excitement, Anticipation"
No! I mean come on! This is a,"Anger, Confusion, Frustration"
(thinks) I don't know.,"Neutral, Confusion, Frustration"
Is he romantic with her?,"Love, Anticipation, Confusion"
I don't know.,"Neutral, Confusion, Frustration"
Are they in love?,"Love, Excitement, Anticipation"
(thinks) I don't know.,"Neutral, Confusion, Frustration"
You don't know anything.,"Neutral, Sadness, Frustration"
"Ohh, I know one thing!","Happiness, Confidence, Excitement"
What?,"Surprise, Confusion, Frustration"
They did it right there on the couch.,"Neutral, Excitement, Anticipation"
Hey Ross!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"(disinterested) Hey-yeah. (He hurries up to the counter.) Hey Gunther, can I havea scone please? (To the gang.) Wanna hear some good news? Someone I know is gettingmarried! Yeah! And weddings are happy occasions! Oh, by-the-by it's my ex-wife Emily!",Happiness
What? Oh!,"Surprise, Excitement, Confusion"
Sorry man.,Neutral
Here's your scone.,"Happiness, Contentment, Neutral"
"Oh, thanks Gunther. (He takes it, hands the plate it's on to Rachel, sets it downon the table, and proceeds to pound it into oblivion while saying.) STUPID BRITISH SNACKFOOD!!!!!!!","Anger, Disgust, Frustration"
Did they teach you that in your anger management class?,"Anger, Frustration"
"Hey, you know what might help you deal with it? Think of it this way, you andEmily are in the past and you can't be mad about the past. So are you still mad about theLouisiana Purchase?","Neutral, Confusion, Frustration"
"Pheebs, I don’t think anyone's mad about that.","Contentment, Confidence, Neutral"
Exactly! Because it's in the past!,"Confidence, Neutral, Nostalgia"
(eyeing the flattened scone) Anybody gonna eat that?,"Neutral, Disgust, Anticipation"
"Look at us all dressed up for the big office party! By the way, what are wecelebrating?","Happiness, Excitement, Confusion"
"Oh, we had a lot of liquor left over from the Christmas party.","Happiness, Contentment, Nostalgia"
I think this is so cool because none of our friends are here and we can be areal couple. We don't have to hide.,"Happiness, Contentment, Excitement"
"I know, I can do this. (He takes her hand.)","Confidence, Excitement, Optimism"
"Ooh, and I can do this. (She kisses him on the cheek.)","Happiness, Love, Excitement"
"Hey Bing! (Slaps him on his ass.) (Sees Monica) Wo-ho-ho, who's the pretty ladyand what the hell is she doing with you?","Happiness, Surprise, Disgust"
