Dialogue,Emotions
"Okay, now this one is rare, this one is medium well! Now go-go-go!(Phoebe enters) Hey Phoebe!","Enthusiasm, Affection"
Hey!,"Enthusiasm, Excitement"
Hey how was dinner?!,Excitement
Dinner was good!,Satisfaction
Okay!,Excitement
I’m just saying hi! Now I’m gonna go!,"Boredom, Affection, Engagement, Interest"
Okay!,Frustration
"(To him) Oh, well hello there.",Affection
Hi.,Calmness
(To Monica) I didn’t see this on the menu.,Frustration
"Uh Tim? This is Phoebe. Phoebe this is Tim, my new sous chef.","Excitement, Engagement"
"Oh, so you're Monica’s boss?",Curiosity
Actually she’s my-my boss. Sous is French for under.,Frustration
Oh! I sous stand.,Frustration
"Hey Tim? I need a calamari and a Caesar salad. And umm, could you get methe pesto?","Frustration, Satisfaction, Boredom"
Yeah.,Boredom
Oh you…you made pesto?,Frustration
Yes I did.,Achievement
Would you say your pesto is the best-o?,Unknown
"I…I-I don’t know, but I would say it’s pretty good-o.(Phoebe laughs too hard.)",Frustration
"All right, I still need a calamari and a Caesar salad.",Satisfaction
I like your necklace.,Affection
I made it myself.,"Achievement, Satisfaction"
You are so talented.,"Achievement, Satisfaction, Gratitude"
"Well, it’s no pesto.","Frustration, Disappointment"
"All right, all right! Let’s just cut to the chase, okay? (ToPhoebe) You’re single. (To Tim) You’re single. (To Phoebe) He gets off work ateleven. (To Tim) She’ll be waiting for your call. (To Phoebe) I’ll give him yournumber if I can get one calamari and one Caesar salad!! (Everyone in the kitchen stops.) Idid not yell. I am","Frustration, Excitement, Anticipation, Engagement"
Wow Bing! Burning the midnight oil.,Exhaustion
"You know me sir. Oh ah, I do have a question for ya. Do you know how Iget around the office computer network so I can access the really good Internet porn?","Frustration, Curiosity, Interest"
You’re a joker Bing. (Walks away.),Frustration
What’s funny about that?,Confusion
(running up) Hey! Sorry I kept you waiting so long.,Excitement
"Hey that’s okay. So, where do you want to go?",Calmness
"Oh ah, I think you know where I want to go.",Frustration
The,"Contentment, Engagement, Relief, Calmness"
Yeah!,Enthusiasm
Again?!,Frustration
Yeah!!,Enthusiasm
"I’m telling you, I like the food!","Satisfaction, Enthusiasm"
You like the,Interest
Hey Toby! Have a good night. (Walks by.),Satisfaction
Did that guy just call you Toby?,Confusion
"Yeah, he thinks that’s my name.",Frustration
"Well, why don’t you correct him?",Frustration
"Oh it’s been going on way to long now. Y’know, I mean thefirst time he said it we were just passing each other in the hallway, so I didn’t sayanything. And then the next time he said, Hey Toby","Frustration, Boredom"
Five years?! Chandler you have to tell him!,Frustration
"No! That would be so awkward! Look—Besides, we work in differentdepartments. He’s on the sixth floor y’know? So he calls me Toby once in awhile. What’s the big deal? It could be worse, it’s not like he’s callingme Muriel. (Chandler suddenly freezes into place.)","Frustration, Boredom"
(laughs) Muriel. Wh-why would he call you Muriel? (Ross realizessomething.) Oh my God! Chandler,"Excitement, Realization"
Shh! It is a family name!,Frustration
