Dialogue,Emotions
All right! Here we go! 1999! The year of Joey!,"Achievement, Enthusiasm"
"(deadpan, standing next to Monica) We're very happy for you.","Boredom, Disappointment"
What's the matter?!,Frustration
"We wanted to kiss at midnight, but nobody else is going to soy'know…","Frustration, Disappointment"
"All right, I'll take care of it.",Satisfaction
"Oh no, wait! Joey!",Frustration
(hopping) 73! 72! 71!,"Enthusiasm, Excitement"
"Ross! Ross! Ross, listen! Who are you kissing at midnight, huh? Rachel orPhoebe?",Excitement
What?,Frustration
"Well you gotta kiss someone, you can't kiss your sister.","Boredom, Affection"
"Well, who's gonna kiss my sister.",Frustration
Chandler.,"Frustration, Boredom"
"Awww, man! Really?",Frustration
"Dude-dude, who would you rather have kiss your sister, me or Chandler?","Affection, Jealousy"
That's a good point.,Satisfaction
Yeah.,Boredom
"Oh well, since I have that whole history with Rachel, I guess Phoebe.","Frustration, Doubt"
"Okay, great!","Satisfaction, Excitement"
All right.,Boredom
Pheebs! Pheebs! Ross wants to kiss you at midnight!,Excitement
"It's so obvious, why doesn't he just ask?",Frustration
"Rach! Rach! Listen, I'm gonna kiss you at midnight.","Enthusiasm, Affection, Excitement"
What?!,Frustration
"Well, everyone's gotta kiss someone. You can't kiss Ross you got thehistory.","Frustration, Jealousy, Disappointment"
So?,Frustration
"So? Who would you rather have kiss you, me or Chandler?",Jealousy
"Oh, good point.",Satisfaction
Yeah!,Enthusiasm
(watching the ball drop) 3! 2! 1!,"Achievement, Satisfaction, Excitement, Anticipation"
(To Monica) Happy New Year!,"Affection, Gratitude, Love, Joy"
Happy New Year.,Satisfaction
"(To Phoebe) Happy New Year, Pheebs!",Affection
You too!,"Enthusiasm, Engagement"
"(To Joey) Happy New Year, Joey!","Affection, Joy"
So did that do anything for ya?,Boredom
Y'know what? I'm gonna go out on a limb and say no divorces in '99!,"Achievement, Satisfaction"
But your divorce isn't even final yet.,Frustration
"Just the one divorce in '99! Y'know what, I am gonna be happy this year. Iam gonna make myself happy.",Unknown
"Do you want us to leave the room, or?",Confusion
Everyday I am gonna do one thing that I haven't done before.,"Enthusiasm, Excitement, Curiosity"
Ooh! That's a good one! Mine is to pilot a commercial jet.,Excitement
"That's good one too, Pheebs. Now all you have to do is find aplaneload of people who's resolution is to plummet to their deaths.",Frustration
"Maybe your resolution is to not make fun of your friends, especially theones who may soon be flying you to Europe for free on their own plane.","Satisfaction, Jealousy, Gratitude"
She has a better chance of sprouting wings and flying up your nose thanyou do of not making fun of us.,"Frustration, Boredom, Disappointment, Anticipation"
"In fact, I'll bet you 50 bucks that you can't go the whole year withoutmaking fun of us. Eh, y'know what, better yet? A week.","Boredom, Anticipation"
"I'll take that bet my friend. And you know what, paying me the 50bucks could be the new thing you do that day!"" (Ross looks at him.) And itstarts right now!""",Enthusiasm
"All right, my New Year's resolution is to learn how to play the guitar.","Enthusiasm, Motivation"
Ohh.,Frustration
Really?! How come?,Frustration
"Well, y'know those special skills I have listed on my resume? I would loveit would be great if one of those was true.",Frustration
Do you want me to teach you? I'm a great teacher.,"Enthusiasm, Confidence"
Really? Who-who have you taught?,"Curiosity, Doubt"
"Well, I taught me and I",Frustration
Yeah that'd be great! Thanks Pheebs!,"Enthusiasm, Gratitude"
"Op, look! Claire forgot her glasses! And she's gonna be really needingthese to keep an eye on that boyfriend, who, I hear, needs to keep his stapler in his deskdrawer, if you know what I'm talking about.","Enthusiasm, Jealousy, Anticipation, Curiosity"
"Hey Rach, maybe your resolution should be to umm, gossip less.",Frustration
I don't gossip!,Frustration
"Well, maybe sometimes I find out things or I hear something and I passthat information on y'know kinda like a public service, it doesn't mean I'm a gossip. Imean, would you call Ted Kopel a gossip?","Curiosity, Confidence"
"Well if Ted Kopel talked about his coworkers botched boob jobs, I would.",Unknown
What? They were like this!,Frustration
Okay! (She leaves.) (To Chandler and Joey.) Hey!,Excitement
,Unknown
I just asked that girl out.,Achievement
Nice!,"Achievement, Satisfaction, Enthusiasm"
"Nice!! Yeah! Is that part of your resolution, your new thing for today?",Enthusiasm
Yes it is. See. (Shows them the piece of paper she gave him with her nameand phone number on it.),"Achievement, Satisfaction"
(reading it) Elizabeth Hornswoggle?,Boredom
"That's right, uh, Elizabeth Hornswoggle.",Confusion
Horn-swoggle.,"Curiosity, Confusion"
You all right Chandler? Is there something funny about that name?,"Confusion, Embarrassment"
"No. No, I just think that maybe I-I'd heard it somewhere before. (Sitsdown rubbing his temple.)","Confusion, Realization"
Oh really! Where? Somewhere funny I'd bet! (Chandler is straining to keepquiet as Phoebe enters.),"Frustration, Curiosity"
"Hi, Pheebs!","Enthusiasm, Affection"
Hey!,Enthusiasm
"Oh-oh, guess what? I-I have a date with Elizabeth (Talking into Chandler'sear.) Hornswoggle.",Excitement
"Hornswoggle? (To Chandler) Ooh, this must be killing you.","Frustration, Jealousy"
"All right, see you later.",Satisfaction
"See ya! All right Pheebs, I am ready for my first lesson.",Enthusiasm
"Okay. (Joey tries to take the guitar.) Oh no-no-no, you don't touch theguitar! First you learn here, (Points to her head.) then you learn here. (Points to theguitar.)",Frustration
"Umm, okay.",Unknown
"Okay, lesson one: chords. Now, I don't know the actual names of thechords but umm, I-I-I made up names for the way my hand looks while I'm doing them. (Shestarts to show Joey the chords. Transcribers Note: For this one you'll have to use yourimagination, 'cause it would take me 50 pages to describe each one. So if you want to seethem, you'll have to wait for this episode to come to a TV near you.) (Holding up her handand then reconfiguring her hand with each name.) So then, this is Bear Claw. Okay, umm,Turkey Leg and Old Lady. (Joey tries to imitate them.)","Frustration, Boredom, Enthusiasm"
"What an interesting approach to guitar instruction. Y'know some mightfind it amusing, I myself find it regular.",Interest
"Hey everybody, Rachel was so good today. She didn't gossip at all.","Achievement, Satisfaction, Gratitude"
