Dialogue,Emotions
Come on Joey!!!,Frustration
"Rach, I told you everything I knew last night! Look, it's not that big of a deal,so Monica and Chandler are doing it.","Frustration, Boredom"
I can't believe you would say that!,Frustration
Sorry. Monica and Chandler are making love.,"Embarrassment, Disorientation"
No! I mean come on! This is a,Frustration
(thinks) I don't know.,Confusion
Is he romantic with her?,Curiosity
I don't know.,Frustration
Are they in love?,Love
(thinks) I don't know.,Confusion
You don't know anything.,"Frustration, Disappointment"
"Ohh, I know one thing!",Enthusiasm
What?,Frustration
They did it right there on the couch.,Satisfaction
Hey Ross!,Excitement
Hey!,Enthusiasm
"(disinterested) Hey-yeah. (He hurries up to the counter.) Hey Gunther, can I havea scone please? (To the gang.) Wanna hear some good news? Someone I know is gettingmarried! Yeah! And weddings are happy occasions! Oh, by-the-by it's my ex-wife Emily!","Enthusiasm, Affection, Excitement"
What? Oh!,Unknown
Sorry man.,Embarrassment
Here's your scone.,Satisfaction
"Oh, thanks Gunther. (He takes it, hands the plate it's on to Rachel, sets it downon the table, and proceeds to pound it into oblivion while saying.) STUPID BRITISH SNACKFOOD!!!!!!!",Frustration
Did they teach you that in your anger management class?,"Frustration, Anger, Indignation"
"Hey, you know what might help you deal with it? Think of it this way, you andEmily are in the past and you can't be mad about the past. So are you still mad about theLouisiana Purchase?","Frustration, Boredom, Curiosity, Interest"
"Pheebs, I don’t think anyone's mad about that.",Unknown
Exactly! Because it's in the past!,"Achievement, Satisfaction"
(eyeing the flattened scone) Anybody gonna eat that?,Curiosity
"Look at us all dressed up for the big office party! By the way, what are wecelebrating?","Excitement, Confusion"
"Oh, we had a lot of liquor left over from the Christmas party.",Satisfaction
I think this is so cool because none of our friends are here and we can be areal couple. We don't have to hide.,"Enthusiasm, Affection, Love, Trust, Excitement, Contentment"
"I know, I can do this. (He takes her hand.)","Achievement, Satisfaction, Affection, Gratitude, Love, Trust, Excitement, Determination"
"Ooh, and I can do this. (She kisses him on the cheek.)",Affection
"Hey Bing! (Slaps him on his ass.) (Sees Monica) Wo-ho-ho, who's the pretty ladyand what the hell is she doing with you?","Affection, Interest"
"I asked myself that very question, sir. Uh, (Points to Monica) this isMonica. (Points to his boss.) This is my boss, Doug. Doug this is Monica.","Enthusiasm, Engagement"
"Hi, nice to meet you!","Satisfaction, Enthusiasm, Engagement"
Hi! And this is my wife Kara.,Affection
Nice to meet you Monica. Bing! (Slaps Chandler on his butt.),Affection
"Say uh, Bing, did you hear about the new law firm we got working for us?",Enthusiasm
