Dialogue,Emotions
Hey! Ready to go?,Enthusiasm
"Oh yeah, let me just finish this.",Frustration
"Hey Ross, check this out! (he tries to spin a basketball on his fingertip but he throws it against a table) yeah, I can't do that!",Frustration
What are you doin'?,"Curiosity, Confusion"
"Have you seen this? It's a new alumni website for college! It's cool! You can post messages for people, let everyone know what you're up to.","Enthusiasm, Excitement"
"Great, a faster way to tell people that I'm unemployed and childless .","Frustration, Disappointment"
It's actually kinda interesting to find out what people are doing... remember Andrea Rich?,Interest
The tall girl who wouldn't sleep with you?,"Frustration, Jealousy"
"Uh uh... well, her Internet Company went under and she lost an ear in a boating accident...","Frustration, Disappointment"
Bet she'd sleep with you now...,Jealousy
No... I already e-mailed her.,Frustration
Let me see what you wrote about yourself: Doctor Paleontology,Excitement
"You know what? I'm gonna finish this later, ok? Let me just grab my coat.","Frustration, Boredom"
Hey! (he throws the basketball against a table again),Frustration
(he picks up the ball) What do you think you learnt how to do in the last two minutes?? (he enters another room),"Frustration, Boredom"
"Maybe we finish this for him! (he sits down on the sofa and he start typing on Ross' computer) Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!""","Enthusiasm, Relaxation"
"(he stops Chandler from posting the message) No, no, no... what do... you can't do that to him!",Frustration
"(he comes back) Alright, let's go!",Excitement
Dude! (he opens his arms to receive the ball from Ross' hands),Enthusiasm
I think you made it clear you cannot be trusted with the ball inside the house!,"Frustration, Trust, Betrayal"
(after Ross leaves the room) aaand SEND! (he hits the send button),Excitement
Hey! How was basketball?,Enthusiasm
"Oh, it was a lot of fun right up until Chandler got a finger in the eye!",Frustration
"Oh, no! Who did that?",Frustration
Chandler... hey... (he goes towards his room but he stops near Emma's cot) Rach... what's Hugsy doin' in the crib with Emma? (he looks puzzled),Confusion
"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?","Affection, Curiosity"
"(still very puzzled) Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!",Confusion
"Joey... are you sure? I mean, I know how much you love him!",Affection
"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount...",Frustration
"All right... Oh, Emma loves him!","Affection, Love"
Why wouldn't she? He's a wonderful person!,"Affection, Trust"
Hi.,Calmness
Hey Phoebe... how you doin'? You feelin' better?,Affection
"Breaking up sucks! Oh, I really miss Mike!","Loneliness, Heartbreak"
"Oh, I'm so sorry!",Unknown
"Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!! (pause) Hey Monica, I really need your help getting through this...","Frustration, Affection, Helplessness"
You're not gonna need my help?,Frustration
"Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you.",Frustration
"Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth (he goes towards the counter)",Excitement
"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.","Loneliness, Gratitude, Love, Heartbreak, Trust, Betrayal"
"Ok, you got it!","Achievement, Satisfaction"
"(after a pause) Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said.","Frustration, Relaxation"
Really? If that's what you want...,Frustration
That was a test and you just failed.,Frustration
Damn it! Rookie mistake!,Frustration
(yelling at Chandler) I have sex with dinosaurs??,"Frustration, Embarrassment, Anger"
I believe I read that somewhere!,"Realization, Interest"
"That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long...  (pause) It's not funny!!","Frustration, Boredom"
I respectfully disagree.,Respect
I can't believe you put that on my alumni page!,Frustration
Who cares? Nobody reads those things,"Frustration, Boredom"
You'd better hope not because I just read what you put on your page today.,"Frustration, Betrayal"
I don't have a page.,Frustration
Oh oh oh! I RESPECTFULLY DISAGREE!!,"Frustration, Respect"
"Look at you, all sweet and innocent, sleeping like an angel...  with Emma's chubby little hands wrapped around ya. (he picks up Hugsy) It's okay, Emma, you stay asleep. (Emma cries)","Affection, Love, Heartbreak"
"(threatening Joey with a scrunchy): Step away from the crib, I have a weapon!","Anger, Irritation, Rage, Indignation"
"It's okay, it's okay Rach, it's me. Put down the scrunchy.",Affection
What are you doing?,Frustration
"Well, I heard Emma stirring, so I came to make sure she could reach Hugsy.","Affection, Love"
"Oh, oh thanks. Alright well, now that I'm up I'm going to go to the bathroom.",Gratitude
(placing Hugsy back in the crib) There you go sweetie...  (to Emma) This isn't over.,Affection
"Alright, wait a second, why would Ross tell everyone in your class that you are as...  (reads from the screen) gay as the day is long""?""","Frustration, Anger, Irritation"
Because I told everyone he slept with dinosaurs.,Frustration
But that's clearly a joke. This could easily be true. (Phone rings),"Boredom, Disappointment"
Would you get that please? People have been calling to congratulate me all day.,"Achievement, Satisfaction"
"(On the phone) Hello? No, he's not here. Yeah, this is his wife. Yeah, well, it came as quite a shock to me too. I guess I should have known. Yeah, I mean, he just kept making me watch Moulin Rouge.","Frustration, Boredom"
"Hang up, hang up. And that was a great movie! (Monica hangs up) I'm so gonna get back at Ross... oh yeah, this will show him, here we go (starts typing something).","Frustration, Anticipation"
What are you doing?,"Frustration, Curiosity"
"Oh, you'll see my friend.",Enthusiasm
(visibly upset) I'm dead?,Frustration
(faking sympathy) And so young.,Frustration
Posting that I died? That really isn't funny.,Frustration
