Dialogue,Emotions
"Terry, I, I, I know that I haven't worked here very long, but I waswondering, do you think it would be possible if I got a $100 advance in my salary?","Stress, Frustration"
An advance?,Achievement
"It's so that I can spend Thanksgiving with my family. See, every year wego skiing in Vail, and normally my father pays for my ticket, but I sort of started thewhole independence thing, you know, which is actually why I took this job.","Achievement, Satisfaction, Gratitude, Excitement, Contentment"
"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really,really awful.",Frustration
"Ok, I, I hear what you're sayin'. I'm with you. Um, but I, but I'mtrying really hard. And I think I'm doing better. I really do. Does anybody need coffee?(everyone in the place raises their hand) Oh, look at that.","Stress, Frustration, Satisfaction, Overwhelm, Boredom, Enthusiasm, Contentment, Engagement, Exhaustion"
"Excuse me, sir. Hi, you come in here all time. I was just wondering, doyou think there's a possibility that you could give me an advance on my tips?",Frustration
Huh?,Confusion
"Ok, ok, that's fine. Fine. Hey, I'm sorry about that spill before.(picks up the tip he leaves) Only $98.50 to go.","Frustration, Gratitude, Determination"
"Hey. Ross, did you know Mom and Dad are going to Puerto Rico forThanksgiving?",Excitement
"No, they're not.",Frustration
"Yes, they are. The Blymens invited them.",Satisfaction
You're wrong.,Frustration
I am not wrong.,Frustration
You're wrong.,Frustration
"No, I just talked to them.",Frustration
"(getting up, upset) I'm calling Mom.",Frustration
"Hey, hey.",Curiosity
Hey.,Relaxation
Hey.,Relaxation
And this from the cry-for-help department. Are you wearing makeup?,Unknown
"Yes, I am. As of today, I am officially Joey Tribbiani, actor slash model.","Achievement, Satisfaction, Enthusiasm"
"That's so funny, 'cause I was thinking you look more like JoeyTribbiani, man slash woman.",Unknown
What were you modeling for?,Curiosity
You know those posters for the city free clinic?,Curiosity
"Oh, wow, so you're gonna be one of those healthy",Frustration
"You know, the asthma guy was really cute.",Affection
Do you know which one you're gonna be?,Doubt
"No, but I hear lyme disease is open, so... (crosses fingers)","Relief, Hope"
"Good luck, man. I hope you get it.",Hope
Thanks.,Gratitude
"(to Monica) Well, you were right. How can they do this to us, huh? It'sThanksgiving.",Frustration
"Ok, I'll tell you what. How about I cook dinner at my place? I'll makeit just like Mom's.","Excitement, Nostalgia"
Will you make the mashed potatoes with the lumps?,Frustration
"You know, they're not actually supposed to have... (Ross looks at hersheepishly) I'll work on the lumps. Joey, you're going home, right?","Frustration, Embarrassment"
Yeah.,Boredom
"And I assume, Chandler, you are still boycotting all the pilgrimholidays.","Frustration, Boredom"
"Yes, every single one of them.","Achievement, Satisfaction"
"Phoebe, you're gonna be with your grandma?","Anxiety, Curiosity, Belonging"
"Yes, and her boyfriend. But we're celebrating Thanksgiving in December'cause he is lunar.",Overwhelm
"So you're free Thursday, then.","Anticipation, Curiosity, Interest"
"Yeah. Oh, can I come?",Excitement
"Yeah. Rach, are you thinking you're gonna make it to Vail?","Excitement, Anticipation"
"Absolutely. Shoop, shoop, shoop. Only a hundred and two dollars to go.","Achievement, Satisfaction"
I thought it was $98.50.,Frustration
"Yeah, well it was. I, I broke a cup.",Frustration
"Well, I'm off to Carol's.",Enthusiasm
"Ooh, ooh! Why don't we invite her?",Enthusiasm
"(mimicking) Ooh, ooh. Because she's my ex-wife, and will probably want tobring her, ooh, ooh, lesbian life partner.",Frustration
"Hi, is uh, is Carol here?",Anxiety
"No, she's at a faculty meeting.",Frustration
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...","Confusion, Disorientation"
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back tothe museum.",Gratitude
What's it look like?,Frustration
Kinda like a big face without skin.,"Confusion, Wonder"
"Yes, I'm familiar with the concept. We can just look for it.",Satisfaction
"Ok. (browsing the apartment) Wow, you guys sure have a lot of books aboutbein' a lesbian.",Curiosity
"Well, you know, you have to take a course. Otherwise, they don't let youdo it.","Frustration, Anxiety"
"(picking up a book) Hey, hey, Yertle the Turtle. A classic.","Enthusiasm, Affection, Nostalgia"
"Actually, I'm reading it to the baby.","Affection, Engagement"
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're...crazy?","Confusion, Realization"
"What, you don't think they can hear sounds in there?",Frustration
"You're not serious, I mean, you really... you really talk to it?",Frustration
"Yeah, all the time. I want the baby to know my voice.","Affection, Love"
"Do you uh, do you talk about me?","Curiosity, Insecurity"
"Yeah, yeah, all the time.",Boredom
Really?,Curiosity
"But um, we just refer to you as Bobo the Sperm Guy.",Boredom
"Look, if she's talking to it, I just think that I should get some bellytime too. Not that I believe any of this.",Frustration
"Oh, I believe it. I think the baby can totally hear everything. I canshow you. Look, this will seem a little weird, but you put your head inside this turkey,and then we'll all talk, and you'll hear everything we say.",Interest
"I'd just like to say that I'm totally behind this experiment. In fact,I'd very much like to butter your head.",Enthusiasm
"Hey, Rach, did you make your money?",Achievement
"No, not even close. Forget Vail, forget seeing my family, forget shoop,shoop, shoop.","Frustration, Overwhelm, Boredom, Disappointment"
"Rach, here's your mail.","Satisfaction, Affection"
"Thanks, you can just put it on the table.",Gratitude
"(insistently) No, here's your mail.",Frustration
"Thanks, you can just put it on the table.",Gratitude
(gives her an envelope) Would you just open it?,Anticipation
