Dialogue,Emotions
"(reading the comics) Eh..., I don’t, I don’t know.",Boredom
What?,Frustration
"Well, as old as he is in dog years, do you think Snoopy should stillbe allowed to fly this thing?","Boredom, Enthusiasm"
Rachel?,"Excitement, Anticipation"
Yeah.,Boredom
"Do you remember when you first came here, how you spent two weeksgetting trained by another waitress?","Frustration, Satisfaction, Gratitude"
"Oh, sure! Do you need me to train somebody new?",Satisfaction
"(laughs) Good one. Actually, ah, Terry wants you to take the trainingagain, whenever.","Satisfaction, Affection"
"(to Chandler) Eh, do you believe that?",Frustration
(thinks about it) Yeah?,Curiosity
"So that’s two boxes of the Holiday Macaroons. On behalf of the BrownBirds of America, I salute you. (Does the Brown Bird salute, she blows on a bird call,then holds her hand, palm facing out, next to her face, and then waves it like a birdflapping it’s wings.)","Achievement, Satisfaction, Enthusiasm, Gratitude, Engagement"
"Just admit it Chandler, you have no backhand.",Frustration
"Excuse me little one, I have a very solid backhand.",Achievement
Shielding your face and shrieking like a girl... is not a backhand.,Frustration
I was shrieking... like a Marine.,Excitement
"All right here. Watch me execute the three ‘P’s of championshipplay. Power. (swings the racquet) Precision. (swings the racquet.) and penache. (does abackswing and hits Sarah who’s started up the stairs, knocking her down, they bothwatch in horror.)","Frustration, Embarrassment"
You broke a little girl’s leg?!!,"Frustration, Disappointment"
I know. I feel horrible. Okay.,Unknown
(reading the paper) Says here that a muppet got whacked on,"Frustration, Disappointment"
"Well, I’m gonna go see her. I want to bring her something, what doyou think she’ll like?","Enthusiasm, Affection, Curiosity"
Maybe a,Frustration
I’m gonna get back to retraining. (gets up),Determination
"All right, see you guys. (starts to leave)",Unknown
"Look out kids, he’s coming! (Ross continues to leave with hishead down in shame.)",Embarrassment
And I gotta go sell some Christmas trees.,"Achievement, Exhaustion"
"Have fun. Oh wait, no, don’t! I forgot I am totally against thatnow.",Frustration
What? Me having a job?,Frustration
"No, no, I am against innocent trees being cut down in their prime, andtheir, their corpses grotesquely dressed in like tinsel and twinkly lights. (to Joey) Hey,how do you sleep at night?",Frustration
"Well, I’m pretty tired from lugging the trees around all day. Hey,Phoebe listen, you got this all wrong. Those trees were born to be Christmas trees, theirfulfilling their life purpose, by, by making people happy.","Satisfaction, Gratitude, Love, Contentment, Exhaustion"
Really?,Frustration
"Yes. Yes, and ah, ah, the trees are happy too, because for most ofthem, it’s the only chance to see New York.","Enthusiasm, Curiosity, Interest"
"...and after you’ve delivered the drinks, you take the emptytray....","Achievement, Satisfaction"
"Gunther, Gunther, please, I’ve worked here for two and a halfyears, I know the empty trays go over there. (points to the counter.)",Frustration
What if you put them here. (sets the empty tray on another stack ofempty trays on the back counter.),Frustration
"Huh. Well, y'know that’s actually a really good idea, because thatway they’ll be closer to the mugs. Y'know what, you should have the other waitressesdo that too.","Satisfaction, Enthusiasm, Interest"
They already do. That’s why they call it the ‘trayspot.’,Frustration
"Gee, I always heard them talk about that, I just always thought that itwas a club they went to. Oh God, I’m, I’m sorry. (walks away)","Frustration, Embarrassment"
It’s all right. Sweetheart.,"Affection, Love"
"So, this must be kinda neat for ya, huh? I mean, your Dad tells me thatyou get a couple of days off school, and you, you ah, don’t have to sell thosecookies anymore.","Satisfaction, Enthusiasm"
"Well, I kinda wanted to sell the cookies. The girl who sells the mostwins a trip to Spacecamp, and gets to sit in a","Achievement, Enthusiasm, Excitement, Anticipation"
"Wow, you ah, you really like all this space stuff, huh?",Enthusiasm
"Yeah. My Dad says if I spend as much time helping him clean apartments,as I do daydreaming about outer space, he’d be able to afford a trip to the TajMahal.","Frustration, Enthusiasm"
I think you would have to clean a whole lot of apartments to go all theway to India.,"Frustration, Exhaustion"
"No. The one in Atlantic City, Dad loves the slots. He says he’sgonna double the college money my Grandma left me.",Frustration
"Huh. Well, good luck to Dad. Say, how many more boxes would you have tosell in order to win?","Curiosity, Interest"
The girl who won last year sold four hundred and seventy-five.,"Achievement, Satisfaction, Jealousy"
Yeah.,Boredom
"So far, I’ve sold seventy-five.",Achievement
"Four hundred, huh? Well, that sounds do-able. (starts to get out hiswallet) How much are the boxes?","Satisfaction, Interest"
Five dollars a box.,Satisfaction
(puts away his wallet) And what is second prize?,Unknown
"A ten speed bike. But, I’d rather have something my Dadcouldn’t sell.","Frustration, Affection"
"Well, that makes sense.",Satisfaction
"Could you do me one favor, if it’s not too much trouble?",Gratitude
"Yeah, Sarah, anything.",Enthusiasm
"Could you pull open the curtains for me? The astronauts from the spaceshuttle are gonna be on the news, and since we don’t have a TV, the lady across thealley said she’d push hers up to a window, so I could watch it.","Gratitude, Excitement, Hope"
"(looking through her peephole, we see Ross standing in the hallway.)Yesss?",Frustration
"Hi, I’m selling Brown Bird cookies.",Satisfaction
"You’re no Brown Bird, I can see you through my peephole.",Frustration
"No, hi, I’m, I’m an honorary Brown Bird (does the Brown Birdsalute.)",Excitement
What does that mean?,Confusion
"Ah, well, it means that I can sell cookies, but I’m not invited tosleep-overs.","Frustration, Loneliness"
"I can dial 9-1-1 at the touch of a button, y'know. Now, go away!",Frustration
"No, please, please, um, it’s for a poor little girl who wants to goto Spacecamp more than anything in the world.","Enthusiasm, Gratitude"
"I’m pressing, a policeman is on his way.","Stress, Frustration"
"Okay, okay! I’m going. I’m going. (goes across the hall to knockon another door.)",Frustration
