Dialogue,Emotions
Do you realize this is probably the last time we’ll all be here inthe coffee house as six single people?,"Nostalgia, Anticipation"
Why?! What’s happening to the coffee house?! (Monica looks at her.)Oh! (Realizes.),"Stress, Frustration, Realization"
Yep! From now on its gonna be the four of you guys and me and themisses. The little woman. The wife. The old ball and chain.,"Frustration, Affection, Love, Pride"
Old?,Boredom
The young hot ball and chain.,Frustration
That’s much better.,"Achievement, Satisfaction"
(checking her watch) Op! We gotta go! (The girls stand up.),"Stress, Achievement, Frustration, Satisfaction, Excitement"
"Oh, where are you guys going?","Curiosity, Interest"
We’re gonna pick up the wedding dress then we’re gonna havelunch with mom. (Joey stands up.),"Enthusiasm, Contentment"
Ah. Joey you’re-you’re having lunch with my mom?,Jealousy
"No, I-I just heard lunch. But yeah, I can go. Sure! (They all exit.)",Boredom
"(To Chandler) Y’know what? Actually I’m kinda glad they’releaving ‘cause uh, I need to talk to you about something.",Relief
What’s up?,"Boredom, Relaxation, Engagement, Curiosity, Interest"
"Well this uh, this may be a little awkward.",Unknown
"Listen, if you want to borrow money, its kind of a bad time. I’mbuying dinner for 128 people tomorrow night.","Stress, Frustration"
"No, its…Its not that. Umm, now what I’m going to say to you,I’m","Stress, Frustration"
But you’re still my friend?,"Affection, Gratitude, Love, Trust"
Not for the next few minutes.,Unknown
"During this time…are you, are you still my best man?",Doubt
Nope.,Frustration
Do I still call you Ross?,Relief
"Okay! You guys are getting married tomorrow and-and I couldn’t bemore thrilled for both of you, but as Monica’s older brother I-I have to tell youthis. If you ever hurt my little sister, if you ever cause her any unhappiness of anykind, I will hunt you down, and kick your ass! (Chandler laughs.) What?I’m-I’m-I’m serious! (Chandler laughs harder.) Come—Hey! Dude! Stopit! Okay? I’m-I’m not kidding here!","Frustration, Affection, Jealousy"
"(smiling) Hey, I hear what your saying, okay? And, thanks for thewarning.",Gratitude
No problem.,Satisfaction
So are we…friends again?,"Relief, Hope"
Yeah.,Boredom
Okay. (Pause) You won’t,Frustration
What ‘cha doing Mon?,Excitement
"I’m making a list of all the things that are most likely to gowrong at the wedding. Now, that way I can be prepared.","Stress, Frustration"
What are they?,"Curiosity, Interest"
"Well, so far I have uh, my bride’s maids dresses won’t getpicked up, my veil gets lost, or I don’t have my something blue.","Frustration, Overwhelm"
Hey! Those are all the things I’m responsible for!,"Achievement, Satisfaction"
I had to go with the odds Rach.,Frustration
(entering) Hey! You guys! Remember that audition I had a while ago anddidn’t get the part?,"Frustration, Disappointment"
The commercial?,Frustration
No!,Frustration
That play?,Curiosity
No!,Frustration
That other play?,"Disappointment, Confusion"
Nooo!,Frustration
The movie?,Boredom
Yes!!,Excitement
Ohh!,Curiosity
Yes that’s the one about the soldiers who fight in World War I!,Excitement
"Oh, yeah! Back then y’know, we called the Great War. It really was!","Enthusiasm, Nostalgia"
"Well anyway, the guy they wanted backed out and now they want me! I startshooting today!",Excitement
Congratulations!,Achievement
Oh that’s great!,Enthusiasm
Wait! Wait! Wait! You can’t start today! Today’s the rehearsaldinner!,"Stress, Frustration"
"Oh no, I’ll be done by then.",Frustration
Oh. Well then way to go you big movie star!,Achievement
"I know! All right, I’ll see you guys over there! I’m off tofight the Nazis.",Excitement
"Oh, wait Joey! We fought the Nazis in World War II, not World War I.",Frustration
"Whoa! Okay. Yeah well, who-who was in World War I? (Rachel pauses as shethinks.)","Curiosity, Confusion"
Go ahead.,Relief
You’re gonna be late! Go! Go! (He runs out.),"Stress, Frustration"
Who did we fight in World War I?,Curiosity
Mexico?,Curiosity
Yes! Very good.,"Achievement, Satisfaction, Enthusiasm"
(approaching) Hey Joey! We’re ready.,Enthusiasm
Yeah! Me too. (He pats his pocket.),Excitement
(to another actor) Richard? We’re ready for you.(Richard approaches.) Joey Tribbiani? This is Richard Crosby he’s playing Vincent.,"Excitement, Engagement"
I’m doing my scenes with you?,Frustration
Nice to meet you Joey.,Unknown
Wow! I can’t believe this! This is incredible. I mean you just won anOscar!,Excitement
No I didn’t.,Frustration
I think you did.,Frustration
I think I lost. Three times.,"Frustration, Disappointment"
Uh…Cookie?,"Curiosity, Confusion"
"(approaching) Okay! We’re about an hour away from getting thescene lit. So uh, if you guys don’t mind, can we run it a couple of times?","Enthusiasm, Relaxation"
"Yeah, sure.",Boredom
"Okay, all right. Let’s do it. (He walks off.)And…Action!","Achievement, Enthusiasm, Excitement"
We have to find the rest of the platoon!,"Determination, Anxiety, Hope"
Forget the platoon! The platoon is gone! (He is spitting on the hard Psand Ts.),Frustration
(wiping his face) What?!,Frustration
(still spitting) The platoon is dead! Face facts Tony!,Frustration
(wipes face) So what are we gonna do?! We have no reinforcements! No-nofood!,"Frustration, Overwhelm"
"No, we still have food in the basement! I saw potatoes and some drypasta!",Satisfaction
"Hang on a minute! Joey, you keep touching your face. Is somethingwrong?",Frustration
"(glances at Richard) No. Nope, I uh…I th—I thought it might bekind of a cool character thing. Y’know? He’s uh, he’s a face toucher.(Behind his back, Richard is nodding no.)","Anxiety, Embarrassment, Insecurity"
I don’t think so. Let’s take it back to Richard’slast line. (Walks off.) Action!,Frustration
"We may not have any weapons, but we still have food. In the basement Isaw potatoes and some dry pasta, and a few tins of tuna! (Joey backs away and wipes hisface again.)","Contentment, Relief, Hope, Calmness"
"Honey, we gotta go!",Stress
(entering from the bedroom) Okay. Here’s a question you neverhave to ask. My dad just called and wanted to know if he could borrow one of your pearlnecklaces.,"Frustration, Anxiety"
"(laughs) I don’t have anything like that, but let me go see ifRachel does.","Enthusiasm, Interest"
"Yes, include more people in this.","Enthusiasm, Engagement"
"Hey, do you realize that at this time tomorrow we’ll be gettingmarried?",Excitement
Wait a minute! I have a,Frustration
"I just, I can’t believe that we made it!","Achievement, Excitement"
Well you don’t have to sound so surprised.,Frustration
I’m sorry but…nothing.,"Frustration, Disappointment"
What?,Frustration
"Well…honestly ever since we got engaged I have been waiting forsomething to, to flip you out.",Frustration
Honestly? Me too.,Enthusiasm
Really?,Unknown
Yeah. Y’know I keep thinking that something stupid is gonna comeup and I’ll go all…Chandler. But nothing has.,"Frustration, Exhaustion, Curiosity"
"Ohh, I’m so glad. Thank you so much for staying so calm duringthis. I mean it’s really, it’s made me stay calm. (Chandler just looks at her.)I coulda been worse!","Gratitude, Calmness"
Okay. I’ll be right there.,Calmness
"(voice on answering machine) Hi! If you’re calling before Saturday,you’ve reached Monica and Chandler. But if you’re calling after Saturday,you’ve reached Mr. and Mrs. Bing! Please leave a message for the Bings!","Enthusiasm, Affection"
"Hey Maureen! (They hug.) Gosh! Hey uh, Chandler? This is my cousinMaureen.","Affection, Excitement"
We’re the Bings.,Belonging
Hi! Oh you guys look so beautiful!,Affection
