Dialogue,Emotions
(she enters) Hey guys!,Enthusiasm
Hey!,"Excitement, Engagement"
"Honey, I got us that room at the Woodford Inn this weekend.","Satisfaction, Gratitude, Love, Excitement"
That place in Vermont? You,Frustration
"Wait, you can't go away this weekend! It's Emma's birthday!",Frustration
Yeah!,Enthusiasm
We're having a party.,Enthusiasm
"Well, can't you just have the party when we get back?",Frustration
No.,Frustration
"No,   that day... that won't be her real birthday!",Frustration
Gee if only she were one and had no idea what the hell a birthday   was!,Frustration
"C'mon you guys, this is really important to us.",Stress
"Well, I'm sorry, but Chandler and I could really use a weekend away.   You know, to reconnect... emotionally.","Stress, Frustration, Affection, Gratitude"
There's this thing I really want us to do. I read about it in Maxim...,Excitement
"Well, can't you just go to Vermont the next day?","Frustration, Disappointment"
"Yeah, we want everyone to be there. As much as I hate to delay your doing   weird sex stuff to my little sister.","Frustration, Disappointment"
"And I mean, you know, you guys... This is a big deal. I mean, how can   we have her first birthday party without her aunt and her uncle!","Overwhelm, Enthusiasm, Affection, Gratitude"
"All right, we'll stay. We can just drive up after the party.",Satisfaction
"Fine, but if we end up not doing this Maxim thing because of this   party...","Frustration, Disappointment"
"Believe me, that is not why we won't   be doing that!",Frustration
"You know Pheebs, when I was little, on my birthday, my daddy would   hide a present in every room of the house, and then he would draw a treasure   map to help me find 'em all.","Satisfaction, Affection, Nostalgia"
"Oooh, I love family traditions like that. When uhm...   when Ursula and I were kids, on our birthday, our stepdad would sell his blood   to buy us food!","Enthusiasm, Gratitude, Love"
(he enters) Hey guys!,Enthusiasm
Hi!,Enthusiasm
"Hey, I brought the camera for Emma's video.",Enthusiasm
"Oh, good, good! We had this idea to make a birthday video for Emma   and we'll give it to her when she is 18.",Enthusiasm
"Oh, COOL!! Wow, it's like a time capsule!","Excitement, Nostalgia, Curiosity"
Yeah!,Enthusiasm
"Oh, just think... she's gonna be watching that video on a TV that hasn't   even been invented yet! With friends who right now are just like babies! And   they'll be living in a floating city that the humans built to escape the ant   people!","Excitement, Wonder"
"That's the hope! So, is Emma awake yet?","Enthusiasm, Hope"
"Oh no, it's still nap time. But she'll be up soon.",Frustration
"Ah, and where is Joey?",Curiosity
I said it's still nap time.,Frustration
"(taping Joey with the cam) Hey, there is uncle Joey!",Excitement
Hey!,Enthusiasm
"Hey, say something to Emma on her 18th birthday!","Affection, Gratitude, Love"
"18, uh? (starts to prepare himself to say his How You Doin'""   line)""",Enthusiasm
"What, what!? it's for her hot friends!","Frustration, Jealousy"
When they see this you'll be 52!,Frustration
And starting to think about settling down!,"Achievement, Satisfaction, Enthusiasm, Excitement"
"Hey Joey, will you please set this up for people to put Emma's presents   on?",Satisfaction
I'd love to! Yeah!,"Enthusiasm, Love"
Yeah! I wrote Emma a song.,Enthusiasm
"Oh, yeah! How was I supposed to know?",Frustration
"Joey, it's a birthday party.",Enthusiasm
"Yeah, but for a one-year-old. What's the point... the other day she laughed   for like an hour at a cup. Just a cup with a picture of Elmo on it dressed as   a farmer. And he's standing next to this cow and the cow says El-moo""!   (Joey starts laughing) Yeah... that's a funny cup!""","Enthusiasm, Affection, Contentment"
Hey!,Enthusiasm
Hey hey! Where's the birthday girl?,"Enthusiasm, Affection"
"Oh, she's still napping",Contentment
"Oh, sure, she was probably up all night, excited about the party   she knows is happening.",Excitement
"Look, I know that you guys really want to get to Vermont and this isn't   a really big deal to you, but it really is to us, ok? Emma will never have a   first birthday again.","Frustration, Overwhelm, Heartbreak"
All right... you're right. We're sorry. Now let's wake up Emma and   get the fun time started!,"Satisfaction, Enthusiasm"
"No really, she didn't sleep well last night, so we can't wake her up.","Frustration, Tiredness, Worry"
"Are you freaking kidding me, Green?",Frustration
HI!,Enthusiasm
(points the camcorder towards them to record their entrance) Hey!,Excitement
So glad you came!,"Enthusiasm, Gratitude"
I can't believe Emma is already one!,Unknown
(to Monica) I remember your first birthday! Ross was jealous of all the   attention we were giving you. He pulled on his testicles so hard! We had to   take him to the emergency room!,Jealousy
Hey Mr. and Mrs. Geller! Let me help you with that.,Enthusiasm
Thank you!,Gratitude
"Oh man, this is great, uh? The three of us together again! You know what   would be fun? If we gave this present to Emma from all of us!","Enthusiasm, Affection, Gratitude"
Which one are you?,Curiosity
I can't believe Emma is still asleep!,Frustration
"I know, what are we gonna do?",Anxiety
I've got a plan. I've got a plan. I'm going to ram this platter really   hard into your ribs. You're gonna scream out and that'll wake her up!,"Determination, Anxiety"
I'm not going to Vermont with this Monica!,"Frustration, Disappointment"
"Hey Pheebs, you know what? I was thinking... since you wrote a song,   maybe I could do something for Emma using my talents!","Enthusiasm, Gratitude, Love"
"No, no, no! My talents as an actor!",Frustration
Oh!,Unknown
"You know, I could like maybe... I could do a dramatic reading of one   of her books!",Enthusiasm
Or you could stick a fork in an apple!,"Frustration, Boredom"
"Hey, I think Emma might like it!",Excitement
Oh! Emma might like what?,Curiosity
"Um, my present!",Frustration
What did you get her?,Frustration
Actually we prepared performances.,"Achievement, Satisfaction"
Separate performances.,Achievement
But equally real!,Interest
"Well, this sounds like fun! Well, you know what? Actually? People are   getting a little antsy waiting Emma to wake up from her nap, so would you mind   performing them once now?","Frustration, Enthusiasm"
"Sure, yeah!",Enthusiasm
(unconfidently) O K.,"Frustration, Doubt"
"(to everybody) All right, let’s get this party started, huh?   Joey and Phoebe are gonna perform a little something for us.",Enthusiasm
"Oh, great!",Excitement
(to Joey) Are you gonna be embarrassed going up there having nothing   prepared?,Embarrassment
"Hey, I do it every week with three cameras pointed at me and a whole   crew waiting!","Frustration, Overwhelm"
"So, Joey, what are you gonna do for us?",Curiosity
I will be doing a dramatic reading of one of Emma’s books.,"Enthusiasm, Interest"
"Oh, ok, which one?",Frustration
