Dialogue,Emotions
"Ohhh, man!!",Frustration
(coming in from his bedroom) What is that?,Frustration
Treeger’s snaking the shower drain.,Frustration
What in the name of hell?,Frustration
Maybe he found you flip-flop.,Frustration
Hey!,Enthusiasm
Whoa! Is this porn? What did I do? I must’ve hit something on theremote.,"Frustration, Confusion"
Do we pay for this?,Frustration
"No, we didn’t even pay our cable bill—maybe this is how theypunish us.",Frustration
Maybe we shouldn’t pay our phone bill—free phone sex.,Frustration
Maybe we shouldn’t pay our gas bill? (Stops and thinks about what hejust said.),Worry
"(coming in from the bathroom) Whoa, hey, that lady’s all kindsof naked.",Unknown
"Yeah, Joey just pressed something on the remote and it just, came on!","Achievement, Satisfaction"
"Yeah, it happened to me once. I was just flipping through thechannels and bam! It was like finding money.","Satisfaction, Excitement"
Like finding money with naked people on it!,Excitement
"Then I made the mistake of turning off the TV, I never got it backagain. And I’m sad. (Exits.)",Frustration
(to Chandler) Why would he turn off the TV? (Chandler shrugs.),"Frustration, Boredom"
"All right, y’know what, come on, do we really have to watch thiswhile we eat? (She makes a move for the remote.)","Frustration, Boredom"
We don’t know what could make this go away.,"Frustration, Overwhelm"
"Yeah, so no one touches the remote. And no one touches the TV!",Frustration
And no one touches the,Frustration
"Imagine a protective porn bubble if you will, okay?",Curiosity
"Well at least, I’m going to mute it.",Frustration
We still have porn.,Relaxation
Hey.,Relaxation
"(entering, carrying her massage table) Hi!",Enthusiasm
Hi!,Enthusiasm
"Honey, what are you doing? That’s too heavy.",Unknown
Yeah.,Boredom
"Give it here. (She takes the table.) Oh, God. (And gives it to Monicaright away.)","Frustration, Relief"
Okay.,Boredom
"Ohh, I’m getting too pregnant for this, lugging around a stupidmassage table. Y’know, I have to find a job where I carrying a smaller table. (Shegoes over and stands in front of the TV.)","Frustration, Overwhelm, Boredom"
Or a job where you don’t have to carry a table.,Frustration
You mean like a doctor?,Confusion
Pheebs! You’re blocking the porn! Look out!,Frustration
"Ohh! (She moves.) Oh my. Oh, that reminds me, I have to see my OB-GYNtoday.","Stress, Overwhelm, Relief, Worry"
Hi.,Unknown
Hi.,Calmness
"So uh, Emily just went to the airport.",Relaxation
Oh. Why didn’t you take her?,Frustration
"Eh, her-her uncle already had planned on doing it. And y’know, we-wesaid our good-byes this morning, so…","Frustration, Boredom"
You must feel horrible. Hey! The guys have free porn!,"Frustration, Excitement"
(Thinks about it.) Nah.,Unknown
"Hey, cheer up! You’re gonna see her again, right?",Unknown
"Well I, that’s the thing, I don’t know! I mean, whenever Ibrought it up with her she said, (In a British accent.) This is so fantastic! Why dowe have to talk about the future? Let’s just enjoy…""""","Frustration, Enthusiasm"
"(interrupting him) No-no-no, don’t-don’t do the accent.You’ve",Frustration
And why do you care so much?,Frustration
Because! You could get to live out my fantasy!,Frustration
You had fantasies about Emily?,"Disappointment, Curiosity, Worry, Insecurity"
"No! Y’know,",Frustration
Is that why in junior high you were the only one that hung out with thatUkrainian kid?,"Loneliness, Jealousy, Gratitude, Love"
"Yeah that, plus his mom used to put sour cream on everything!",Frustration
Ahh.,Calmness
Do you love her?,"Affection, Love"
"We said it was only going to be two weeks, y’know?",Frustration
You love her!,Love
What-what is love really?,Curiosity
"Ohhh, I",Frustration
I am a good kisser.,Achievement
"Then you two can, can sneak into the cockpit, and things will start toheat up, and then a stewardess comes in… (Ross looks at her.) I’ve been watchingtoo much porn.","Frustration, Embarrassment"
Is that the heartbeat?,"Excitement, Curiosity, Interest"
That’s it.,Frustration
Oh my God!,Fear
Oh wow! This is so cool.,Enthusiasm
Have we talked about the possibility of multiple births?,Curiosity
"Why don’t take care of this one, and should I get pregnant again,I’ll hold onto your card, okay?","Frustration, Gratitude"
"No, I’m getting three separate heartbeats.",Stress
Three? You guys were worried I wouldn’t even have one!,Achievement
Doctors are wrong all the time.,"Frustration, Doubt"
"Well, yeah.",Frustration
"Well, so, are-are you sure that there are three?!","Frustration, Doubt"
Definitely. (Points out each head on the ultrasound.),"Achievement, Satisfaction"
Oh my God! Oh my God! Oh my God!! So I-I mean so in a few monthsI’m going to have three full grown babies just walkin’ around inside me?! Oh!Oh! And it’s gonna be one of those log rides where they just come shooting out!,"Overwhelm, Excitement"
"Actually, giving birth to three babies isn’t that differentfrom giving birth to one.",Satisfaction
What do you know?!,Frustration
"(entering) Oh-oh, Phoebe!",Overwhelm
Ooh! Hi!,Excitement
"Hi! (She runs over and hugs Phoebe’s stomach.) So, how did it go atthe doctors?","Affection, Curiosity, Interest, Relief, Hope"
"Oh well, okay, hey, y’know how when you’re umm, you’rewalking down the street and you see three people in a row, and you say, Oh","Boredom, Confusion"
Yes.,Unknown
"Okay, yeah well, good news, you’re going to have three babies.","Overwhelm, Excitement"
Three babies?,"Frustration, Overwhelm"
I finally got my band!,"Achievement, Satisfaction, Excitement"
"We’re gonna have a big family, I’ve always wanted a big family!","Satisfaction, Enthusiasm, Affection, Excitement"
"Oh God, I’m so glad you guys are happy, I was so afraid you weregoing to be all freaked.","Relief, Worry"
Why would we be freaked?,Frustration
"No, no maybe ‘cause it’s harder to raise them, and the addedexpense, and…",Frustration
(They’re less than happy now) Oh.,"Frustration, Disappointment"
Right.,Boredom
"No, back to happy. Back to happy!","Frustration, Excitement"
"No-no-no, no, it’s going to be fine. Because umm, because I teachHome Ec, and uh, I can have 30 kids making baby clothes all year long. Y’knowit’ll-it’ll be like my very own little sweatshop.","Boredom, Enthusiasm, Determination"
"Yeah, I’ve been thinking ever since you said we were havingtriplets, the best thing for me to do is to drop out of college and get a job.",Determination
"No, Frank.",Frustration
No you can’t quit college! No! You’re in college? Really?,Frustration
"Yeah, refrigerator college.",Boredom
Yeah.,Boredom
"Yeah, y’know when we found out we were going to have a baby,y’know I figured y’know like I should y’know have like a career—and Ilove refrigerators!","Enthusiasm, Love"
You can’t give up on your dream.,"Determination, Hope"
"No, it’s okay. We’re-we’re gonna have three kids! Andthat’s-that’s a different kind of dream. Three kids and no money.","Frustration, Satisfaction, Overwhelm, Disappointment, Exhaustion, Anxiety"
Emily! (Runs up.),Excitement
Oh my God! What are you doing here? (They hug),"Affection, Excitement"
"I just, I had to see you one more time before you took-off.","Nostalgia, Desperation"
You are so sweet. (They kiss.),"Affection, Love"
"That’s, that’s, that’s a big candy bar. (She’s holdingone of those huge",Excitement
Me too.,Satisfaction
"Well, that’ me. (They kiss again.) Here, have this. (She gives himthe candy bar.) I’m only allowed one piece of carryon anyway. (She starts towards thejetway.)","Affection, Gratitude, Love, Trust"
"(stops her) Wait uh, listen. I-I, I have to tell you something. Umm,I’ve been thinking, I’m just gonna come out and say it. Okay? I-I-I ah, I-Ithink I love you.",Love
Oh. (She’s shocked and hugs him.) Thank you. (She boards the plane.),"Affection, Gratitude"
That’s no problem.,Satisfaction
What’s that song? It has been in my head all day long.,Frustration
It’s the theme from Good Will Humping.,Boredom
Y’know who doesn’t even like dirty movies? My new boyfriendJoshua.,Satisfaction
Yeah right.,Frustration
"No, he told me. He prefers to leave certain things to the imagination.",Satisfaction
"Oh-oh, yeah, and did he also say that ah, some of the dialogue wascorny and that he actually found it was funny and not sexy?","Frustration, Disappointment"
Yes!,"Achievement, Satisfaction, Excitement"
"Yeah, he likes porn.",Frustration
Where ya going?,Curiosity
"I’m going to find out if he really thinks supermodels are tooskinny. (As she exits, Phoebe enters.) Hey, Pheebs!","Enthusiasm, Affection, Curiosity, Interest"
Hey.,"Engagement, Interest"
