Dialogue,Emotions
"Hey, remember when I had a monkey?",Nostalgia
Yeah.,Boredom
"Yeah, what, what was I thinking?",Frustration
"(he’s just picked up their bill) Hey! So, what’s with the 20percent tip? Did I do something wrong?",Frustration
Twenty percent is a pretty generous tip Joe.,Satisfaction
Y’know what’s more generous than that?! Fifty percent!Y’know what’s even more generous than that?!!,"Frustration, Excitement"
I see where you’re goin’!,Excitement
What’s up with the greed Joe?,"Frustration, Disappointment"
"All right, look I’m sorry you guys, but it’s just that I gottaget these new head shots made. And they’re really expensive, y’know? I’mdown to like three! Well, actually two ‘cause one of ‘em I kinda blackened insome teeth—Why did I do that?! (Hits himself in the head.)","Frustration, Overwhelm"
"Well isn’t there something you can do to earn a little extra money? Imean, can’t-can’t you pick up, I don’t know, an extra shift here?",Frustration
"Or, y’know, I used to beg for money. Of course it helps ifyou’ve got y’know a little of this (she sticks her chest out and shakes it)goin’ on. Wow! I still have it!","Achievement, Enthusiasm"
"Oh, wait! Wait! Don’t you have an audition today? Yeah! Maybeyou’ll get that job!","Excitement, Anticipation"
"Oh, ha-ha-ha! Ooh! Wait a minute, I used to get medical experiments downon me all the time!",Enthusiasm
"(reminiscing) Ah, finally an explanation.",Satisfaction
"No-no! I used to get paid for all kinds of medical stuff, remember?Let’s see uh, well I don’t want to donate sperm again. (To Ross) I really preferdoing that at the home office y’know? (Ross nods his head.) Ooh-ooh, maybe they wantlike some of my blood or-or spit or something, huh?","Frustration, Enthusiasm"
(approaching with a tray with an order on it) Joey!,"Enthusiasm, Affection"
Yeah?,Frustration
What did I tell you about talking to your friends while you’reworking?,Frustration
Uhh do it?,Frustration
"That guy (points) has been waiting for his coffee for ten minutes!He’s complained about you three times! (He hands the coffee cup to Joey, assumingthat Joey will deliver it and walks away.)",Frustration
"Well, where was I? (Takes a sip of the coffee.)",Curiosity
Hi!,Enthusiasm
Hey!,Excitement
"Hey, what have you guys been up to?",Curiosity
Ohh! We went to a self-defense class today!,"Achievement, Enthusiasm"
Wow!,Excitement
"Yeah, kicking a guy in the crotch all morning really takes it out of ya!",Exhaustion
Takes it out of you? (Laughs.),"Satisfaction, Exhaustion"
"Now, we can kick anybody’s ass!","Enthusiasm, Triumph"
Yeah!,Enthusiasm
After one class? I don’t think so.,Frustration
What? You wanna see me self-defend myself?! Go over there (points) andpretend you’re a sexual predator! Go on! I dare ya!!,"Frustration, Anger, Indignation"
"Well, of course you can defend yourself from an attack you know is coming,that’s not enough. Look, I studying kara-tay for a long time, and there’s aconcept you should really be familiar with. It’s what the Japanese call (he holds twofingers up to his temple, and he does this every time he says this word) unagi.",Frustration
Isn’t that a kind of sushi?,Curiosity
"No, it’s a concept!",Frustration
Yeah it is! It is! It’s freshwater eel!,"Satisfaction, Enthusiasm"
"All right, maybe it means that too…",Frustration
Ohh! I would kill for a salmon skin roll right now!,"Satisfaction, Excitement"
Y’know what? Fine! Get attacked! I don’t even care!,Frustration
(deadpan) Come on Ross. We’re sorry. Please tell us what it is.,Frustration
Unagi is a state of total awareness. Okay? Only by achieving true unagican you be prepared for any danger that may befall you!,"Excitement, Determination"
You mean in case someone is trying to steal your bamboo sleeping mat oryour kettle of fish?,Boredom
"(moves closer) All I’m saying is, it’s one thing being preparedfor an attack against like each other; whole another story being prepared for an attack, Idon’t know, like a (turns and puts his face close to Rachel’s and screams)","Frustration, Anger"
"All right, you know that one was coming, but that doesn’t mean youhave unagi. (Does the finger thing.)","Frustration, Boredom"
"(To Phoebe) Ooh! Y’know what? If we made reservations, we couldhave unagi in about a half-hour.","Satisfaction, Enthusiasm"
"Y’know what… (Moves away as Chandler enters, panicked.)",Panic
"Hey-hey, is Monica here?","Excitement, Interest"
No.,Frustration
No.,Frustration
"Okay, look I need your help, I don’t know what to get her forValentine’s Day.",Frustration
"Well, Valentine’s Day was like two weeks ago, so I wouldn’tget her a calendar!",Frustration
(laughs) She was working on Valentine’s Day so we’recelebrating it tonight.,Satisfaction
"Ohh, hey! Why don’t you book a date for both of you at one of thoseromantic spas?","Enthusiasm, Affection, Curiosity"
"Ooh, Joey, that’s actually a really good idea!","Enthusiasm, Affection"
"And of course, crotchless panties.",Unknown
"Well appealing as that does sound to her boyfriend (pause) and herbrother, (the camera pans to Ross flashing Joey a very evil look; Joey gets scared) Ican’t do that we promised we’d make each other gifts this year.",Frustration
"Aw, I love that.","Affection, Love"
You guys!,Frustration
"You can’t make crotchless panties? You take, you take a pair ofscissors and you just cut…",Frustration
"(interrupting him) Okay-okay-okay! So, making things. That sounds likeso much fun.",Enthusiasm
"Yeah, I thought so to until I paper mached one of my eyes shut.",Frustration
"Oh, I love paper mache! What did you make?",Enthusiasm
I made a… (Does one of those gibberish words.),Frustration
What is that?,Curiosity
Nothing!,Frustration
So what are you gonna do?,Frustration
"Well, have you guys made anything that maybe I can take credit for?",Frustration
"Ohh! I have! I have! I started making these little sock bunnies! (Shetakes out a sock that’s been made into a bunny with eyes, nose, mouth, whiskers, andtwo other socks sown onto it for ears.) Oh for crying out loud!","Frustration, Excitement"
"Hey, wait a minute! That is my sock!",Frustration
"Now, it’s you little bunny friend. (She sticks it in Rachel’sface and they both laugh.)",Affection
"(admiring his work) This, this actually is a… (Does the samegibberish word from before.)","Achievement, Satisfaction"
(entering) Hey!,Enthusiasm
"Hey! Honey, can I ask you a question about the Valentine’s Daygifts?","Excitement, Interest"
"Oh, yeah.",Boredom
Do we have to make the entire thing?,"Frustration, Overwhelm, Boredom"
"Yes! Why, did you—you forget to make yours?",Frustration
"Of course, of course not. I just have to uh, go over to the placewhere I-I made it and pick-pick it up.","Stress, Frustration, Overwhelm"
"Okay. (They kiss.) Okay, I can’t wait! This is going to be the bestValentine’s Day ever! (Chandler giggles and exits.) I can’t believe it! Make thepresents! Make the presents!","Enthusiasm, Love, Excitement, Energized"
(sticking his head back in) What?,Frustration
I’m just so excited to make the presents! (Chandler does anothersarcastic/scared laugh and leaves.) Shoot!,"Frustration, Excitement"
