Dialogue,Emotions
"(reading the program) Ooh! Look! Look! Look! Look, there's Joey'spicture! This is so exciting!",Excitement
"You can always spot someone who's never seen one of his plays before.Notice, no fear, no sense of impending doom...",Unknown
"The exclamation point in the title scares me. (Gesturing) Y'know, it'snot just","Anxiety, Fear"
"Oh, shhh, shh. Magic is about to happen.",Enthusiasm
"Vell, Eva, ve've done some excellent vork here, and I vould have to say,your pwoblem is qviiite clear. (He goes into a song and dance number.)","Achievement, Satisfaction, Enthusiasm"
God. I feel violated.,Frustration
"Did anybody else feel they just wanted to peel the skin off their body,to have something else to do?",Frustration
"(staring at a woman across the room) Ross, ten o'clock.",Curiosity
Is it? Feels like two.,Frustration
"No,",Frustration
What?,Frustration
"(sighs and gestures to explain) There's a beautiful woman at eight,nine, ten o'clock!","Stress, Frustration"
Oh. Hel-lo!,Excitement
"She's amazing! She makes the women that I dream about look like short,fat, bald men!",Jealousy
"Well, go over to her! She's not with anyone.",Frustration
"Oh yeah, and what would my opening line be? 'Excuse me.Blarrglarrghh.'",Frustration
"Oh, c'mon. She's a person, you can do it!",Unknown
"Oh please, could she",Frustration
He could never get a woman like that in a million years.,Jealousy
"Thank you, buddy.",Gratitude
"Oh, oh, but y'know, you always see these really beautiful women withthese really nothing guys, you could be one of those guys.","Curiosity, Confusion, Realization, Interest"
You could do that!,Achievement
Y'think?,Confusion
Yeah!,Enthusiasm
"Oh God, I can't believe I'm even considering this... I'm very veryaware of my tongue...",Doubt
C'mon! C'mon!,Frustration
Here goes. (He walks over to her but just stands there.),"Confusion, Realization"
...Yes?,Frustration
"Hi.... um... okay, next word... would be... Chandler! Chandler is myname, and, uh...(He clears his throat noisily)...hi.","Curiosity, Confusion, Relief, Embarrassment"
"Yes, you said that.",Frustration
"Yes, yes I did, but what I didn't say was what I was about to say,what I wanted to say was, uh... would you like to go out with me sometime, thankyou,goodnight. (He walks back to the others but she calls him back.)","Curiosity, Confusion, Interest, Hope, Embarrassment"
Chandler?,Confusion
Hey! You're in a play! I didn't know you could dance! You had a beard!,Enthusiasm
Whadja think?,Boredom
...Hey! You're in a play! I didn't know you could dance! You had a beard!,Excitement
"C'mon, you guys, it wasn't that bad. It was better than that thing I didwith the trolls, at least you got to see my head.","Frustration, Satisfaction"
(admitting) Saw your head. Saw your head.,Frustration
"(running back) She said yes!! She said yes!! (To Joey) Awful play,man. Whoah. (To All) Her name's Aurora, and she's Italian, and she pronounces my name'Chand-lrr'. 'Chand-lrr'. I think I like it better that way. (To Joey) Oh, listen, theusher gave me this to give to you. (He fishes a card out of his pocket.)","Achievement, Affection, Excitement"
What is it?,Confusion
"The Estelle Leonard Talent Agency. Wow, an agency left me its card! Maybethey wanna sign me!","Excitement, Anticipation"
Based on,Unknown
"Hey, kids.",Affection
Hey.,Interest
"(reading Monica's palm) No, 'cause this line is passion, and this is...just a line.",Frustration
"Well, I can't believe I've been here almost seven seconds and youhaven't asked me how my date went.",Frustration
"Oh, right, right. How was your date, 'Chand-lrr'?","Frustration, Curiosity"
It was unbelievable. I-I've never met anyone like her. She's had themost amazing life! She was in the Israeli army...,"Enthusiasm, Interest"
"...Luckily none of the bullets hit the engine block. So, we made itto the border, but just barely, and I- ...I've been talking about myself all night long,I'm sorry. What about you? Tell me one of your stories.","Stress, Frustration, Overwhelm, Boredom, Affection"
"Alright. Once I got on the subway, right, and it was at night, and Irode it all the way to Brooklyn... just for the hell of it.",Excitement
We talked 'til like two. It was this perfect evening... more orless.,"Achievement, Satisfaction, Enthusiasm, Love, Relaxation, Contentment, Engagement"
...All of a sudden we realised we were in Yammon.,"Excitement, Relaxation"
"Oh, I'm sorry, so 'we' is?",Frustration
'We' would be me and Rick.,Boredom
Who's Rick?,Confusion
Who's Rick?,Confusion
My husband.,Affection
Ooooohhh.,Unknown
"Oh, so you're divorced?","Curiosity, Interest"
No.,Frustration
"Oh, I'm sorry, then you're widowed?...Hopefully?","Anxiety, Confusion, Despair"
"No, I'm still married.",Frustration
"So tell me, how do- how do you think your husband would feel about yousitting here with me?...Sliding your foot so far up my pant leg you can count the changein my pocket?","Jealousy, Betrayal"
"Don't worry. I imagine he'd be okay with you because really, he's okaywith Ethan.","Love, Trust"
"Ethan? There's, there's an Ethan?",Curiosity
Mmmm... Ethan is my... boyfriend.,"Affection, Love"
What?!,Frustration
"So explain something to me here, uh, what kind of a relationship doyou imagine us having if you already have a husband and a boyfriend?","Curiosity, Confusion"
I suppose mainly sexual.,Curiosity
...Hm.,Frustration
Oh. I'm sorry it didn't work out.,Disappointment
What 'not work out'? I'm seeing her again on Thursday. Didn't youlisten to the story?,Frustration
"Didn't you listen to the story? I mean, this is twisted! How could youget involved with a woman like this?","Frustration, Disappointment"
"Well, y'know, I had some trouble with it at first too, but the way Ilook at it is, I get all the good stuff: all the fun, all the talking, all the sex; and","Satisfaction, Relaxation"
"Oh, yeah. That is not true. Ross, is this your fantasy?","Frustration, Boredom"
"No, of course not! (Thinks) ...Yeah, yeah, it is.","Frustration, Satisfaction"
What? So you guys don't mind going out with someone else who's going outwith someone else?,"Frustration, Jealousy, Confusion"
I couldn't do it.,Frustration
"Good for you, Joey.","Satisfaction, Affection"
"When I'm with a woman, I need to","Affection, Loneliness, Love"
"Well, y'know, monogamy can be a, uh, tricky concept. I mean,anthropologically speaking-",Curiosity
"Fine. Fine, alright, now you'll never know.","Frustration, Betrayal"
"We're kidding. C'mon, tell us!",Enthusiasm
Yeah! C'mon!,Enthusiasm
"Alright. There's a theory, put forth by Richard Leakey-","Curiosity, Interest"
Tah-daaah!,Excitement
Are we greeting each other this way now? 'Cause I like that.,"Satisfaction, Excitement"
"Look! I cleaned! I did the windows, I did the floors... I even used allthe attachments on the vacuum, except that little round one with the bristles, I don'tknow what that's for.","Achievement, Satisfaction, Overwhelm"
"Oh yeah, nobody knows. And we're not supposed to ask.",Frustration
"Well, whaddya think?",Boredom
Very clean! It looks great! Terrific!,Satisfaction
...Oh! I-I see you moved the green ottoman.,Unknown
Uh-oh...,Unknown
How-how did that happen?,Confusion
"I dunno.. I-I thought it looked better there. And I- and also, it's anextra seat around the coffee table.","Frustration, Disappointment"
"Yeah, yeah, it's interesting.. but y'know what? Just for fun, let's seewhat it looked like in the old spot. (She moves it.) Alright, just to compare. Let's see.Well, it looks good there too. Let's just leave it there for a while.","Satisfaction, Curiosity, Interest"
(to Rachel) I can't believe you tried to move the green ottoman.,Frustration
"Thank God you didn't try to fan out the magazines. I mean, she'llscratch your eyes right out.","Frustration, Relief"
"You guys, I am not that bad!",Frustration
"Yeah, you are, Monica. Remember when I lived with you? You were like, alittle, y'know, (psycho) Ree! Ree! Ree! Ree!",Frustration
That is so unfair!,Frustration
"Oh c'mon! When we were kids, yours was the only Raggedy Ann doll thatwasn't raggedy!",Frustration
"Okay, so I'm responsible, I'm organised. But hey, I can be a kook.",Relaxation
"Alright, you madcap gal. Try to imagine this. The phone bill arrives, butyou don't pay it right away.",Frustration
Why not?,Frustration
Because you're a kook! Instead you wait until they send you a notice.,Frustration
I could do that.,Achievement
"Okay, uh, you let me go grocery shopping, and I buy laundry detergent,but it's not the one with the easy-pour spout.",Frustration
Why would someone do that?! ...One might wonder.,Frustration
"Someone's left a glass on the coffee table. There's no coaster. It's acold drink, it's a hot day. Little beads of condensation are inching their way closer andcloser to the surface of the wood...",Anxiety
STOP IT!! ...Oh my God. It's true! Who am I?,"Frustration, Confusion"
Monica? You're Mom.,"Affection, Love"
Ree! Ree! Ree! Ree! Ree!,"Frustration, Overwhelm"
"(on phone) Uh huh.. uh huh... oh my God! Okay! Okay, I'll be there! (Hehangs up and to all.) That was my agent. (He tosses and catches the phone.) My agent hasjust gotten me a job...in the new Al Pacino movie!",Excitement
Oh my God! Whoah!,"Overwhelm, Excitement"
"Well, what's the part?","Curiosity, Interest"
"Can you believe this? Al Pacino! This guy's the reason I became an actor!I'm out of order? Pfeeeh. You're out of order! This whole courtroom's out oforder!""""","Frustration, Anger, Indignation"
"Seriously, what-what's the part?","Frustration, Curiosity, Confusion"
Just when I thought I was out,Frustration
"C'mon, seriously, Joey, what's the part?",Frustration
...I'm his (mumbles),Frustration
"..You're, you're 'mah mah mah' what?",Frustration
"...I'm his butt double. 'Kay? I play Al Pacino's butt. Alright? He goesinto the shower, and then- I'm his butt.",Enthusiasm
(trying not to laugh) Oh my God.,Unknown
"C'mon, you guys. This is a real movie, and Al Pacino's in it, and that'sbig!",Enthusiasm
"Oh no, it's terrific, it's... it's... y'know, you deserve this, afterall your years of struggling, you've finally been able to crack your way intoshowbusiness.","Achievement, Gratitude, Excitement, Contentment, Engagement"
"Okay, okay, fine! Make jokes, I don't care! This is a big break for me!","Achievement, Frustration"
"You're right, you're right, it is...So you gonna invite us all to the bigopening?","Enthusiasm, Curiosity"
"Alright, alright, alright...","Achievement, Frustration, Excitement, Exhaustion"
Here. I need to borrow some moisturizer.,"Frustration, Satisfaction"
For what?,Frustration
Whaddya think? Today's the big day!,Excitement
"Oh my God. Okay, go into the bathroom, use whatever you want, just don'tever tell me what you did in there.","Anxiety, Irritation"
Thank you! (He goes into the bathroom.),Gratitude
Where's Joey? His mom's on the phone.,Love
He's in the bathroom. I don't think you wanna go in there!,Anticipation
"C'mon, we're roommates! (He goes into the bathroom, screams, and runsback out.) My eyes!! My eyes!!","Frustration, Pain"
I warned you...,Frustration
Who is being loud?,Frustration
"Oh, that would be Monica. Hey, listen, I wanna borrow a coupla things,Aurora spent the night, I really wanna make her breakfast.","Affection, Excitement"
"Oh, you got the whole night, huh?",Boredom
"Yeah, well, I only have twenty minutes until Ethan, so, y'know.. (Hestarts to raid the fridge.)",Frustration
"Ooh, do I sense a little bit of resentment?",Unknown
"No, no resentment, believe me, it's worth it. 'Kay? Y'know in arelationship you have these key moments that you know you'll remember for the rest of yourlife? Well, every- single- second is like that with Aurora.. and I've just wasted aboutthirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?(He has armloads of stuff.)","Frustration, Overwhelm, Boredom, Excitement"
"Sure. Oh, um, Chandler? Y'know, the-the old Monica would-would remindyou to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.","Frustration, Boredom"
"(on phone)...Dammit, hire the girl! (He hangs up the phone.)Okay, everybody ready?","Achievement, Frustration"
"Uh, listen, I just wanna thank you for this great opportunity.",Gratitude
Lose the robe.,Frustration
Me?,Curiosity
That would work.,Satisfaction
Right. Okay. Losing the robe. (He takes off the robe.) And the robe islost.,"Frustration, Satisfaction"
"Okay, everybody, we'd like to get this in one take, please. Let's rollit.. water's working (The shower starts).. and... action.","Excitement, Determination"
"And cut. Hey, Butt Guy, what the hell are you doing?",Frustration
"Well, I'm- I'm showering.",Unknown
"No, that was clenching.",Frustration
"Oh. Well, the way I see it, the guy's upset here, y'know? I mean, hiswife's dead, his brother's missing... I think his butt would be angry here.","Frustration, Heartbreak, Trust"
"I think his butt would like to get this shot before lunch. Once again,rolling... water working... and action....and cut. What was that?","Frustration, Curiosity, Confusion"
I was going for quiet desperation. But if you have to ask...,"Frustration, Disappointment"
"God, I love these fingers...",Love
Thank you.,Gratitude
"No, actually I meant my fingers. Look at 'em, look at how happy theyare.","Enthusiasm, Affection"
"(moves Chandler's arm and look at his watch.) Oh my God, I'm late. (Shestarts to get up.)","Stress, Frustration, Overwhelm"
"Oh no nonononononnononono, don't go.. (He kisses her and pulls herback down.)","Affection, Love, Heartbreak"
Okay.,Unknown
Don't go.,Fear
"Okay. Oh no, I have to.","Stress, Frustration"
"(to himself) Too bad, she's leaving.",Disappointment
(getting up and dressing) I'm sorry. He'll be waiting for me.,"Frustration, Disappointment"
"Well, I thought- I thought you talked to Rick.",Frustration
It's not Rick.,Frustration
"What, Ethan? He got to spend the whole day with you!",Frustration
"No, it's-it's Andrew.","Frustration, Confusion"
"I know there'll be many moments in the years to come when I'll regretasking the following question, but- And Andrew is?",Curiosity
He's... new.,Confusion
"Oh, so what you're saying is you're not completely fulfilled by Rick,Ethan and myself?","Frustration, Jealousy"
"No, that's not exactly what I was..",Frustration
"Well, y'know, most women would kill for three guys like us.",Achievement
So what do you want?,Frustration
You.,Frustration
You have me!,"Achievement, Gratitude, Love"
"Nono, just you.",Frustration
Whaddyou mean?,Frustration
Lose the other guys.,"Frustration, Determination"
"...Like, ...all of them?",Frustration
"C'mon, we're great together, why not?",Enthusiasm
"Why can't we just have what we have now? Why can't we just talk, andlaugh, and make love, without feeling obligated to one another... and up until tonight Ithought that's what you wanted too.","Frustration, Loneliness, Heartbreak, Confusion"
"...Well, y'know, part of me wants that, but it's like I'm two guys,y'know? I mean, one guy's going 'Shut up! This is great!' But there's this other guy.Actually it's the same guy that wells up every time that Grinch's heart grows three sizesand breaks that measuring device... And he's saying, y'know, 'This is too hard! Get out!Get out!'","Frustration, Overwhelm, Loneliness, Love, Heartbreak"
So... which one of the two guys will you listen to?,Frustration
"I don't know, I-I have to listen to both of them, they don't exactlylet each other finish...",Frustration
Which one?,Curiosity
...The second guy.,Frustration
"(gets up to leave) Well, call me if you change your mind.",Relief
"Sorry, the first guy runs the lips.",Frustration
Look at it this way:,"Engagement, Interest"
Hey!,Excitement
"Hey, waitwait, aren't you the guy that plays the butt in the new AlPacino movie?","Curiosity, Interest"
Nope.,Frustration
"No? What happened, big guy?",Frustration
"(to Ross) Big guy?""""",Affection
It felt like a 'big guy' moment.,Achievement
I got fired.,Frustration
Oh!,Unknown
"Yeah, they said I acted too much with it. I told everybody about this! Noweverybody's gonna go to the theatre, expecting to see me, and...","Frustration, Disappointment, Anticipation"
"Oh, Joey, you know what, no-one is gonna be able to tell.",Satisfaction
My mom will.,"Love, Belonging"
Something so sweet and...disturbing about that.,Unknown
"Y'know, I've done nothing but crappy plays for six years. And I finallyget my shot, and I blow it!",Frustration
Maybe this wasn't your shot.,Frustration
"Yeah, I mean... I think when it's your shot, y'know, you-you know it'syour shot. Did it... feel like your shot..?","Curiosity, Confusion, Realization"
"Hard to tell, I was naked.",Embarrassment
"No, I don't think this was your shot. I mean, I don't even think youjust get one shot. I really believe big things are gonna happen for you, I do! You'vegotta just keep thinking about the day that some kid is gonna run up to his friends and go'I got the part! I got the part! I'm gonna be Joey Tribbiani's ass!'.","Enthusiasm, Hope"
Yeah? That's so nice! (They hug.),"Satisfaction, Affection"
"I'm sorry, Joey. I'm gonna go to bed, guys.",Exhaustion
Night.,Unknown
"Uh, Mon, you-you gonna leave your shoes out here?",Curiosity
(determined) Uh-huh!,Determination
Really? Just casually strewn about in that reckless haphazard manner?,Frustration
"Doesn't matter, I'll get 'em tomorrow. Or not. Whenever. (He goes to herroom.)","Frustration, Boredom"
She,Unknown
"(hums for a while, then gives up, and in her head)","Frustration, Boredom"
