Dialogue,Emotions
"Listen y’know what sir? For the last time, I don’t care whatthe computer says, we did not take a bag of Mashuga nuts from the mini-bar and we did notwatch Dr. Do-Me-A-Little!",Frustration
(entering) Hey!,Enthusiasm
"Oh! Joey uh, were you in our room last night?",Curiosity
No. (Phoebe grabs the receipt and shows it to Joey who gets mad.) I wastold the name of the movie would not appear on the bill!,Frustration
(to the front desk clerk) Hi! We’re checking out of the bridalsuite.,"Satisfaction, Enthusiasm"
"(depressed) That’s right. I’m no longer a bride. I’llnever be a bride again. Now, I’m just someone’s wife!",Loneliness
"And I’m the happiest guy in the world! (Monica goes and sits downin a huff.) Oh honey, come on don’t be upset. We still have so much to look forwardto!","Frustration, Affection, Hope, Comfort"
"Oh yeah, right. (Rolls her eyes.)",Frustration
We got the honeymoon.,"Achievement, Satisfaction"
That’s not ‘til Thursday.,"Frustration, Disappointment"
The wedding pictures?,Boredom
They won’t be ready for weeks.,Frustration
Not the disposable cameras from the tables.,Frustration
That’s true! (Happily) I knew I married you for a reason!,"Affection, Love"
"I’ll tell you what, I will go get them developed and you can gohome.","Frustration, Satisfaction"
Okay.,Boredom
What? What did you take a picture of?,Frustration
Nothing! It was something.,Frustration
"Okay Ross has the cameras, has he checked out yet?",Frustration
Are you joking? Check out is not ‘til noon and he has a good(checks her watch) eleven minutes left.,Frustration
Oh.,"Disappointment, Curiosity"
Ross has never checked out of a room a minute before he had to.,Frustration
"Yeah, one time, when we were dating, uh we got a late checkout, he gotso excited it was the best sex we ever had. Until y’know, he screamed out","Enthusiasm, Affection, Love, Excitement"
"Okay, well I’m gonna get Ross, get the cameras, and get themdeveloped. (Joey laughs again.) 32 Joe. You’re 32! (Exits)","Frustration, Satisfaction"
(To Monica) Here’s a copy of your bill.,Satisfaction
"Oh thanks. (Reading the bill) Champagne, strawberries…Oh my God! Ican’t believe Chandler ordered porn on our wedding night!",Frustration
"Yeah, that’s sad. Mashuga nut?",Boredom
Hi.,Engagement
Hey. (He sees that Ross is packing all of the hotel toiletries) Soaps?Shampoos? Are you really taking all this stuff?,Frustration
Why not? It’s built into the price of the room.,Satisfaction
Yeah but you don’t need—(Picks up something)—What isthis?,"Frustration, Curiosity"
Thread!,"Excitement, Engagement, Curiosity"
Score! Where are the disposable cameras?,Excitement
What disposable cameras?,Frustration
The cameras? Remember last night I told you to take them?,Frustration
No you didn’t.,"Frustration, Indignation"
"Yes! Remember? Right before we cut the cake, I went up to you and Isaid…","Excitement, Nostalgia, Anticipation, Engagement"
"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, andmy Uncle Murray came up to you and handed you a check. And then you said, Why dothey call it a check? Why not a Yugoslavian?"" (Chandler laughs.) Yeah","Frustration, Boredom"
So you don’t have the cameras?!,Frustration
No. Sorry man.,Frustration
So? What? What? They’re gone! Monica’s gonna freak!,"Frustration, Overwhelm"
"Well, I’m sure they’re still somewhere here in the hotel.I’ll-I’ll help you look for them.","Stress, Frustration, Overwhelm"
Great.,"Achievement, Satisfaction"
In-in three minutes.,Stress
Hey!,Excitement
Hey!,Enthusiasm
Are you gonna open the presents without Chandler?,Frustration
"No! (Pause) But, they’re callin’ out to me! I mean this littleguy (Holds up a small one) even crawled up into my lap. Oh come on, Chandler wouldn’tmind if I opened just one present! What do you think it is?","Frustration, Enthusiasm, Affection, Excitement, Curiosity"
A little mirror that when you look into it you see yourself as an oldwoman.,"Curiosity, Wonder"
A tiny salt shaker!!!,Excitement
Ohhh! My God! For tiny salt!,Frustration
Oh wow! Okay. Well that was fun.,"Satisfaction, Excitement"
Oh yeah.,"Frustration, Boredom"
"Good. Okay, I’m just gonna wait for Chandler to open the rest ofthem.",Boredom
Okay.,Boredom
"Whew. Although y’know, this is part of a salt and pepper set. Imean… I guess y’know it may just count as a half a present. What do you think?","Boredom, Disappointment"
"Well I guess it’s okay to open one more if it’s part of a set.Y’know, it’s probably this one. (Grabs another small one.)","Relaxation, Contentment"
Or this one! (She grabs and starts to open the biggest present.),Excitement
(entering) Hi.,Enthusiasm
"Hey, how are you feelin’? Any morning sickness?","Affection, Curiosity"
Shh-shh-shh! The guys don’t know yet do they?,"Excitement, Anticipation"
No! Joey and Ross don’t know anything and Chandler still thinksthat Phoebe’s pregnant.,Frustration
"Yeah that’s right Chandler does still think I’m pregnant. Hehasn’t asked me how I’m feeling or offered to carry my bags. Boy, I feel bad forthe woman who ends up with him. (Monica looks at her.) After you of course.",Frustration
"Don’t worry I promise that you will only have to be pregnant for afew more hours, ‘cause I’m going to tell the father today.","Stress, Satisfaction, Trust, Excitement, Anticipation"
"Ooh, is it someone in this building? Is it that tall guy from the firstfloor?","Curiosity, Interest"
Ew! No!,Unknown
What?! I think he’s cute.,Affection
Well then you have his baby.,Satisfaction
Believe me I’m trying.,Frustration
"Wow. Y’know it is so weird. I mean, you’re gonna tell this guytoday and he has no idea what’s gonna happen.",Excitement
"Yeah. You’re just gonna knock on his door and change his lifeforever. You’re like Ed McMahon except without the big check, or the raw sexualmagnetism.",Frustration
"Yeah. Uh-huh, I guess it is pretty big news.",Interest
"Pretty big? It’s huge! God, this guy doesn’t have a clue!He’s just walking down the street thinking, ‘I had sex with Rachel Green. Irock!’ then bam! He’s a father and everything’s different.","Frustration, Overwhelm"
"Well it’s only different if he wants it to be. I mean, I’m notgonna ask him for anything.","Frustration, Disappointment"
"Okay. Then he still has this huge decision to make. Now he’swalking around thinking, ‘Do I want to be a dad?’ and then bam!","Stress, Overwhelm, Enthusiasm, Confusion"
What was that bam?,Boredom
I don’t. He got…he-he-he-he’s hit by a bus.,"Frustration, Overwhelm"
(entering) Hey!,Enthusiasm
"Hey Joey, what would you do if someone that you slept with told you thatshe was pregnant?",Panic
(warily) Who called here? Did she sound blond? Huh? Did-did-did she havean accent? I gotta make a call! (Starts to leave) I shoulda never walked into thatSunglass Hut!,"Frustration, Overwhelm, Disappointment"
"Oh Joey! Joey! No, it’s not you! You didn’t get anybodypregnant!","Frustration, Relief"
Oh. Why would you scare me like that? What the hell is going on? (Pause.)Is somebody pregnant?,"Frustration, Anxiety, Confusion"
Oh yeah. That’s me.,Satisfaction
Oh my God Pheebs! You’re gonna have a baby?,"Affection, Excitement"
"Yes. Yes I am. Oh my God, I’m gonna have a baby! (Joey and Phoebehug.)",Excitement
"Whoa, wait a minute. Who’s the father?","Confusion, Realization"
You don’t know him. It’s not important. He wants nothing to dowith me or the baby. (She sits down like she’s pregnant.),"Frustration, Loneliness, Despair"
Well who is this guy?! Huh? Who is he? ‘Cause I will track him downand kick his ass!,"Frustration, Anger"
David Lynn.,"Achievement, Satisfaction"
David Lynn! David Lynn! David Lynn!! (Exits),Frustration
Who’s David Lynn?,"Curiosity, Confusion"
Oh some guy from my gym. A little annoying.,Unknown
Chandler?,"Curiosity, Confusion"
Hey! Did you find the cameras?,Excitement
No. Did you?,Frustration
Yes! And that’s why I’m under the table. Celebrating.,"Satisfaction, Excitement"
"Well I checked in the uh, lost and found, I talked to the manager,no-one’s turned them.",Frustration
"Well this is great. Y’know, those cameras were the only thingthat was gonna cheer Monica up today, she’s really depressed.",Affection
"Now you guys just got married, why is she so depressed?",Confusion
All my energy is going into not asking that question. I can’tbelieve I screwed this up!,Frustration
I’m sorry man. (Formally dressed people start to enter.) Here’sa thought. This is the same ballroom. There’s a band. There’s gonna be plenty ofdressed up people.,"Overwhelm, Enthusiasm"
Are you suggesting we dance our troubles away?,Frustration
"No-no-no, I’m saying we-we buy more of this (disposable cameras) atthe gift shop, throw our tuxes back on, and take a few pictures. All we have to do is makesure not to get anybody else’s faces.","Frustration, Excitement, Determination"
Are you serious?,Frustration
I’m just thinking about your new bride at home. Okay? Do-do youreally want to start your life together by letting her down?,"Frustration, Disappointment, Worry"
Marriage advice? Really?!,Frustration
"I’m telling you, this looks exactly like your wedding! Aren’tthese the same flowers?","Excitement, Nostalgia"
"I don’t know, Monica picked out the flowers.",Frustration
What about the chairs?,Frustration
She picked those out too.,"Achievement, Satisfaction"
How about the place settings?,Anticipation
That was her.,"Frustration, Satisfaction"
What did you do?,Frustration
I was in charge of the cameras! Gift shop?,Frustration
Hmm. (They head off to the gift shop.),Boredom
"Hey! Ooh, did you do it yet?",Enthusiasm
Not yet.,Anticipation
"Oh, well what are you doing here? Are you about to do it? (Gasps) Is itGunther?",Curiosity
"No! Phoebe, it’s not Gunther.",Frustration
"Thank God, ‘cause that hair on a baby…",Gratitude
Phoebe the father is not here okay? I haven’t told him yet and Idon’t think I can tell him at all now!,Frustration
Why not?,Frustration
"I don’t know, let me think. I was walking down the street thinking,‘I’m gonna tell the father today’ and then bam!",Excitement
Bus?,Boredom
"No, you! Phoebe you freaked me out. You kept saying how huge this allis!",Frustration
Well-well but it is huge.,Curiosity
"I know, but I was just thinking about how huge this is for me. Ididn’t even go to how huge this was going to be for the father.","Overwhelm, Excitement"
"You’re thinking about this way too much. Just tell him and get itover with. It’s like, it’s like ripping off this Band-Aid. (On her arm) Quickand painless, watch. (Rips it off.) Oh mother of…See?","Frustration, Satisfaction, Relief"
(entering) Ooh-ooh-ooh! Are we opening presents?,Excitement
"No! No! I shouldn’t have even opened these! I mean I—Joey I amout of control!! Joey, you have to do me a favor. No matter what I say, no matter what Ido, please do not let me open another present! Okay?","Stress, Frustration, Overwhelm"
Okay.,Boredom
Give me one more.,Frustration
Okay. (Hands her one.),Relief
(entering) Hey.,Enthusiasm
"Oh good, uh you’re here. Uh Pheebs? Listen uh sit down. I-I gotsomething I want to say.","Anxiety, Curiosity"
All right. (She sits down like she’s pregnant again.),Frustration
"Umm, now uh… It’s a scary world out there, especially for asingle mom. Y’know, now I always thought you and I had a special bond so… (Hegoes to one knee and pulls out a ring.) Phoebe Buffay, will you marry me?","Affection, Love, Trust, Excitement"
Oh my God! Joey!,Excitement
Hell yeah! I’ll marry you! (She grabs the ring and puts it on.),"Enthusiasm, Affection"
You can’t marry him!,"Frustration, Disappointment"
"Hey lady, your day’s over! It’s my turn!","Frustration, Jealousy"
Phoebe!,Excitement
Why?! Why can’t she marry me?!,"Frustration, Jealousy, Heartbreak"
I can and I will! (Kisses him.),"Affection, Love, Engagement"
She’s not pregnant. It’s Rachel. Rachel’s the onewho’s pregnant.,Frustration
Oh my God.,Unknown
Hey!,Enthusiasm
Phoebe I think he would notice if you didn’t have a baby in ninemonths!,Frustration
It’s Joey! (Joey turns and looks at her and she mouths ‘I loveyou’ to him.),Love
