Dialogue,Emotions
"I’m glad you’re here, we have a couple of things to ask youabout the wedding ceremony.",Gratitude
(starting to cry) Ohh…,"Stress, Frustration, Overwhelm"
What’s the matter? You okay?,Unknown
"Yeah, it’s just y’know…","Frustration, Boredom"
(To Ross) Monica said wedding.,Frustration
"Uh, so anyway, we thought one of you could read something during theceremony.","Boredom, Enthusiasm"
Oh! I would love to read a poem.,Enthusiasm
Do you think you could get through a poem?,Curiosity
(crying) It’ll be a short one.,"Frustration, Disappointment"
"Okay, so Ross will be doing the reading.",Satisfaction
Ohhh…,Frustration
"Okay. Yeah, I guess, I guess I could do that too.","Boredom, Anticipation"
Too?,Frustration
"Yeah, I kind of uh, have something else planned for you guys.",Curiosity
Do you mind telling us what it is?,Curiosity
"Sorry, I’m kinda keeping this one on the Q.T.",Frustration
"Well, whatever it is, I hope it involves winking. (Winks in a spy-typemanner.)",Excitement
"(entering, excited) Hey!",Excitement
Hey!,Enthusiasm
"So I just talked to one of the DOOL writers today, and…",Enthusiasm
What is DOOL?,Confusion
,Unknown
Oh!!,Frustration
That’s great!,Excitement
"And-and-and not only that, I’m gettin’ a new brain!!",Enthusiasm
So great things are happening at work,"Satisfaction, Enthusiasm, Interest"
"Wait, what do you mean you’re getting a new brain?",Confusion
"Oh well, they’re killing off one of the characters on the show, andwhen she dies her brain is being transplanted into my body.","Excitement, Anticipation"
What? A brain transplant?!,Unknown
"(seriously) Yes, it’s a highly controversial procedure.",Unknown
It’s ridiculous!,Frustration
"Well, I think it’s ridiculous that you haven’t had sex in threeand a half months.",Frustration
"(to Monica and Rachel) It’s winter, they are fewer people on thestreet. (Rachel and Monica smile and nod, knowingly.)","Satisfaction, Affection, Relaxation"
Who are they killing off?,Curiosity
"Uh Cecilia Monroe, she plays Jessica Lockhart.",Excitement
She’s my favorite character on DOOL.,"Enthusiasm, Affection"
Nice.,"Achievement, Satisfaction"
"She is so good at throwing drinks in people’s faces, I mean Idon’t think I’ve ever seen her finish a beverage.","Frustration, Disappointment"
And the way she slaps all the time!,Frustration
Oh!,Unknown
Wouldn’t you love to do it just once?! (Raises her hand towardsChandler.),Enthusiasm
Don’t do it.,Frustration
"Cecilia Monroe man, what a great actress.",Unknown
"Oh, tell me about it. And she’s been on the show forever, it’sgonna be really hard to fill her shoes.",Frustration
"Yeah-yeah, help me out here, when you come out of the braintransplant",Frustration
"Yes, but in Drake Remoray’s body. (Ross laughs unbelievably.) Why isthis so hard for you to get? I thought you were a scientist!","Frustration, Boredom, Disappointment, Confusion"
"(Clears Throat) Rach, so, that guy there. Straight or gay?","Curiosity, Confusion"
"(They both look behind them.) Well, I'd have to say gay.",Boredom
Yeah? Why?,Frustration
Well mainly because he's kissing that other guy.,"Jealousy, Betrayal"
Oh no not that guy there. That guy right there. (Pointing to anattractive man sitting at a table behind them.),Jealousy
Oh yeah he's too cute to be straight.,"Enthusiasm, Affection"
(A woman with large breasts walks in the door) Ohh knockers will help usfigure it out. (She walks by and he checks her out.),Unknown
"All right, straight, and not subtle. (The man gets up and leaves.)",Frustration
"Ohh, he left his cell phone.",Frustration
"Oh, well, we can hand it to Gunther and he'll put it in lost and found.",Relaxation
Or we could use it to call China. See how those guys are doing.,Curiosity
"What if, um, if he calls his own cell phone to find out who found it andI answer and we start talking and we fell in love. I mean wouldn't that be a great story?Kind of like a fairy tale for the digital age.","Enthusiasm, Affection, Gratitude, Love"
Yeah… That does sound great. I'm going to get the phone. (They bothget up.),Satisfaction
What? Wait! Why…why do you get the story?,"Frustration, Confusion"
I don't know. I haven't been out on a date in so long.,"Frustration, Loneliness"
