Dialogue,Emotions
Chandler and Monica's apartment. Chandler and Monica are looking through  some papers.],Curiosity
Did you see our bank statement? Can this be right?,"Frustration, Anxiety, Worry"
I know...God. I haven't seen my savings take a hit like this since  I was a kid and they came up with double-stuffed Oreos. What happened to all  our money?,"Frustration, Disappointment"
"I'm not sure what they did, but I'm inclined to blame Enron.",Frustration
"I guess with you doing the internship, we're just spending more than  we're bringing in.",Frustration
Maybe I should quit and get a job that pays.,Frustration
"Oh, But you're finally doing something that you love! I can't ask  you to give that up. Though it'd be nice if the thing that you love was y'know...  finding gold.","Frustration, Disappointment"
You know what? You know what? I think we're making too big a deal  out of this. ok? So we pay our bills a little late this month and maybe next  month we cut back on a few things. And maybe we start eating out of Joey's  refrigerator for a change. You're chef... what can you make out of backing  soda and beer?,"Frustration, Determination, Curiosity"
Ok worse case scenario is...we borrow some money from my parents.,"Relief, Worry"
No! We're not borrowing money.,Frustration
Why not?,Frustration
Because we don't do that. We are Bings! And if there's one thing  my father taught me was... well to always knock before going into the pool  house... but the other thing was never borrow money.,Frustration
Wow! I Had no idea you had this much pride.,Pride
That's right! I do! And I'm your man. And I'm going to get us through  this situation even if it means you working twice as hard.,"Exhaustion, Determination, Motivation"
Phoebe's apartment. Mike and Phoebe seem to have finished watching  a movie on television.],Satisfaction
I'm gonna go. (He kisses Phoebe on the cheek),"Satisfaction, Affection"
Why??,Frustration
I haven't been home in a couple of days and I need to get some more  clothes.,Relief
"Oh...you don't have to go, I have something that will fit you.",Gratitude
I put that tube top on as a joke.,Unknown
I want you to stay.,Desperation
I want to stay too but I've gone as bad as much use out of these boxers  as I can..,"Frustration, Boredom"
Why don't you turn them inside ou...,Frustration
Done it. (Phoebe becomes a little more subdued) I'll be back in a couple  of hours.,Achievement
I'll miss you.,Affection
"Me too. (He leaves. A few moments later, he enters again.) You know  what? I just realised something. I don't wanna go home.","Relaxation, Realization"
Great! Ok...I'll go get the tube top.,Excitement
"No, no! What I mean is, I hate going back to my apartment now... and  partly because I live above a known crack den but... mostly because when I'm  there, It's just, I really miss you. So.. do you want to move in together?","Frustration, Affection, Loneliness, Love"
"Wow, Mike Hannigan...You sure know how to make a girl say Hell  yeah!""""",Excitement
So we're doing it?,Achievement
"Yeah! Let's do it! Let's live together! (They embrace and Mike kisses  Phoebe) Oh god, we're really going to move in together!","Enthusiasm, Affection, Excitement"
Yeah!,Enthusiasm
"I've always wanted to live with a guy. Pick up your socks!"" ""Put  down the toilet seat!"" ""No! We're not having sex anymore!"" It's  gonna be fun!""","Frustration, Affection, Excitement"
Joey's apartment. Monica enters.],"Curiosity, Interest, Connectedness"
Hey Joey!,Enthusiasm
Hey!,Enthusiasm
"Listen...I need to know that what I'm about to ask you, will never  get back to Chandler.","Stress, Trust, Betrayal"
"I'd be lying if I said I haven't thought about it myself. Chandler is  my best friend, it would be wrong. Good...(He winks)...But wrong.","Affection, Gratitude, Love, Trust"
(Looks exasperated) Ok first of all...It would be great. But that's  not what I'm here to talk to you about. I need to borrow some money.,"Stress, Frustration"
