Dialogue,Emotions
That is,Frustration
I'm sorry!,Unknown
You have no respect for anybody's privacy!,"Frustration, Betrayal"
"Rachel, wait, wait.",Frustration
"No, you wait! This is ridiculous!",Frustration
Can I just say one thing?,Curiosity
What? What?!,Frustration
That's a relatively open weave and I can still see your... nipularareas.,Embarrassment
Oh!!,Unknown
"Oh, honey, honey, tell them the story about your patient who thinksthings are, like, other things. Y'know? Like, the phone rings and she takes a shower.",Affection
That's pretty much it.,Satisfaction
Oops!,Frustration
"But you tell it really well, sweetie.",Affection
"Thanks. Okay, now go away so we can talk about you.",Frustration
Okay. I'll miss you.,"Affection, Loneliness"
Isn't he great?,Enthusiasm
He's so cute! And he seems to like you so much.,Affection
"I know, I know. So sweet... and so complicated. And for a shrink, he'snot too shrinky, y'know?","Frustration, Affection"
"So, you think you'll do it on his couch?","Curiosity, Confusion"
"Oh, I don't know, I don't know. I think that's a little weird, y'know?Vinyl.","Frustration, Boredom"
"Okaaay. (To the guys, on the couch) Any of you guys want anything else?","Satisfaction, Engagement"
"Oh, yes, could I have one of those. (Points)","Curiosity, Interest"
"No, I'm sorry, we're all out of those. Anybody else?",Frustration
Okay.,Calmness
"Did I, uh, did I miss something?",Confusion
"No, she's still upset because I saw her boobies.",Embarrassment
You what? Wh what were you doing seeing her boobies?,"Frustration, Curiosity"
It was an accident. Not like I was across the street with a telescopeand a box of donuts.,Frustration
"Okay, okay, could we change the subject, please?",Frustration
"Yeah, 'cause hello, these are not her boobies, these are her breasts.",Disappointment
"Okay, Pheebs, I was hoping for more of a change.",Frustration
"Y'know, I don't know why you're so embarrassed, they were very niceboobies.","Curiosity, Embarrassment"
"Nice? They were nice. I mean, that's it? I mean, mittens are nice.",Frustration
"Okaaay, (Gestures) rock, hard place, me.",Frustration
You're so funny! He's really funny! I wouldn't wanna be there when whenthe laughter stops.,"Enthusiasm, Anticipation, Curiosity, Interest, Worry, Fear, Desperation"
"Whoah whoah, back up there, Sparky. What'd you mean by that?","Frustration, Curiosity"
"Oh, just seems as though that maybe you have intimacy issues. Y'know,that you use your humour as a way of keeping people at a distance.","Frustration, Anxiety, Curiosity, Interest"
Huh.,Boredom
"I mean hey! I just met you, I don't know you from Adam. ...Only child,right? Parents divorced before you hit puberty.",Irritation
"Uhhuh, how did you know that?",Curiosity
It's textbook.,Achievement
"Hey you guys. Hey, you all know my dad, right?",Interest
"Hey! Hey, Mr. Trib!",Excitement
"Hey, how long are you in the city?","Engagement, Curiosity"
Just for a coupla days. I got a job midtown. I figure I'm betteroff staying with the kid than hauling my ass back and forth on the ferry. (Sees Roger) Idon't know this one.,"Frustration, Disappointment, Exhaustion"
"Oh, this is my friend Roger.",Affection
Hi.,Satisfaction
"Hey, hey. Good to meet you, Roger.","Excitement, Engagement"
"You too, sir.",Satisfaction
"(To Phoebe) What happened to the, uh, puppet guy?",Curiosity
"Dad, dad. (Shakes his head)",Frustration
"Oh, 'scuse me. So Ross, uh, how's the wife? (Ross whines and layshis head on Chandler's shoulder) Off there too, uh? Uh, Chandler, quick, say somethingfunny!","Frustration, Boredom, Affection, Excitement, Curiosity, Relief"
"Gotta go. I miss you too, I love you, but it's getting real latenow","Affection, Love, Tiredness"
"(Snatches the phone) Hey Ma. Listen, I made the appointment with Dr.Bazida, and... Excuse me? (To his dad) Did you know this isn't Ma?",Frustration
Her name's Ronni. She's a pet mortician.,"Curiosity, Interest"
Sure. So how long you been... (Goes back to chopping),"Boredom, Interest"
"Remember when you were a little kid, I used to take you to thenavy yard and show you the big ships?","Affection, Gratitude, Nostalgia"
Since then?!,Frustration
"No, it's only been six years. I just wanted to put a nice memoryin your head so you'd know that I wasn't always such a terrible guy. ...Joe. Y'ever beenin love?",Nostalgia
...I d'know.,Frustration
Then y'haven't. You're burning your tomatoes.,Frustration
You're one to talk. (Puts the mushrooms in a saucepan),"Frustration, Boredom"
"Joe, your dad's in love big time. And the worst part of it is,it's with two different women.","Frustration, Jealousy, Betrayal"
Oh man. Please tell me one of 'em is Ma.,"Frustration, Affection"
"Of course, course one of 'em's Ma. What's the matter with you.",Frustration
"It's like if you woke up one day and found out your dad was leading thisdouble life. He's like actually some spy, working for the C.I.A. (Considers) That'd becool.... This blows!","Frustration, Disappointment"
"I know, I mean, why can't parents just stay parents? (She walks overnear Chandler and his gaze stays very obviously on her chest) Why do they have to becomepeople? Why do they have... (Notices Chandler) Why can't you stop staring at my breasts?","Frustration, Embarrassment, Offense"
(Without looking up) What? (Looks up) What?,Frustration
Did you not get a good enough look the other day?,"Frustration, Disappointment"
"Alright, alright. We're all adults here, there's only one way to resolvethis. Since you saw her boobies, I think, uh, you're gonna have to show her your peepee.","Embarrassment, Offense"
"Y'know, I don't see that happening?",Frustration
"C'mon, he's right. Tit for tat.",Determination
Well I'm not showing you my 'tat.',Frustration
Hello?,"Curiosity, Confusion, Realization"
(Intercom) It's Phoebe.,Excitement
(Intercom) And Rog.,Unknown
C'mon up.,Excitement
"(Sarcastic) Oh, good. Rog is here.",Anticipation
What's the matter with Rog?,Frustration
Yeah.,Boredom
"Oh, it's nothing, it's a little thing... I hate that guy.",Frustration
"What, so he was a little analytical. That's what he does, y'know? C'mon,he's not that bad.","Frustration, Affection"
"Y'see, that's where you're wrong. Why would I marry her if I thought onany level thatthat she was a lesbian?",Frustration
I dunno. Maybe you wanted your marriage to fail.,"Frustration, Anger"
Why? Why would I why? Why? Why? Why?,Frustration
"I don't know. Maybe maybe low self-esteem, maybe maybe to compensate forovershadowing a sibling, maybe you...",Unknown
"Wait-wait, go back to that sibling thing.",Curiosity
"Well, I don't know. I mean, it's conceivable that you wanted to sabotageyour marriage so that the sibling would feel less of a failure in the eyes of the parents.","Frustration, Betrayal"
That that's ridiculous! I don't feel guilty for her failures!,Frustration
Oh! So you think I'm a failure!,"Frustration, Offense"
Isn't he good?,"Achievement, Satisfaction"
"Nonono, thatthat's not what I was saying...",Frustration
"Y'know, all these years, I thought you were on my side. But maybe whatyou were doing was sucking up to Mom and Dad so they'd keep liking you better!","Frustration, Jealousy, Trust, Betrayal"
"Hey, I married a lesbian to make you look good!","Frustration, Betrayal"
"You're right! I mean you're right! It wasn't just the Weebles, but itwas the Weeble Play Palace, and and the Weebles' Cruise Ship. Oh, which had this littlelifeboat for the Weebles to wobble in.","Overwhelm, Affection, Excitement"
"That's tough. Tough stuff. C'mon, Pheebs, we're gonna catch that movie,we gotta get going.","Frustration, Enthusiasm"
"Oh, okay. Feel better, Rachel, 'kay?",Affection
"Geez, we're gonna be late, sweetie...","Frustration, Worry"
"Oh, okay. Listen, thanks for everything, Mon.",Gratitude
You're welcome.,Gratitude
"Listen guys, it was great seeing you again. Mon, um, easy on thosecookies, okay? Remember, they're just food, they're not love.","Boredom, Affection"
Hate that guy! (Throws another cookie),Frustration
"Night, you guys.","Relaxation, Engagement"
"Oh look, it's the woman we ordered.",Frustration
"Hey. Can, uh, can we help you?",Stress
"Oh, no thanks, I'm just waiting for, uh, Joey Tribbiani.","Boredom, Curiosity"
I'm Joey Tribbiani.,Confidence
"Oh no, not you, big Joey. Oh my God, you're so much cuter than yourpictures! (Joey stares at her) I-I'm, I'm Ronni....Cheese Nip?","Affection, Excitement, Curiosity, Embarrassment"
"Uh, Joey's having an embolism, but I'd go for a Nip, y'know?","Frustration, Enthusiasm"
"Now, y'see, most people, when their pets pass on, they want 'em sortalaid out like they're sleeping. But occasionally you get your person who wants them in apose. Like, chasing their tail, (Demonstrates) or, uh, jumping to catch a frisbee.",Enthusiasm
"Joey, if I go first, I wanna be looking for my keys.",Anticipation
That's a good one!,Satisfaction
"Hey, Joe.",Affection
"Dad, Ronni's here.",Affection
Huh?,Confusion
Hi.,Unknown
"Hey! Hello, babe! Wh what're what're you doing here?","Affection, Excitement"
"Oh, uh, well, you left your good hair at my apartment, I figured you'dneed it tomorrow for your meeting. (Hands him the hair)","Affection, Gratitude"
Thank you. Uh...,Embarrassment
"So, who's up for a big game of","Enthusiasm, Interest"
"Look, I uh, I shouldn'ta come. I-I'd better get going, I don't wanna missthe last train.","Frustration, Anxiety, Fatigue"
I don't want you taking that thing.,Frustration
"Oh, where'm I gonna stay, here?","Frustration, Overwhelm, Desperation"
Who-ah-ho.,"Frustration, Disappointment, Confusion"
We'll go to a hotel.,Satisfaction
(Shrugs) We'll go to a hotel.,Frustration
No you won't.,Frustration
No we won't.,Frustration
If you go to a hotel you'll be...doing stuff. I want you right here whereI can keep an eye on you.,"Frustration, Affection, Anxiety"
You're gonna keep an eye on us?,Frustration
"That's right, mister, and I don't care how old you are, as long as you'reunder my roof you're gonna live by my rules. And that means no sleeping with yourgirlfriend.","Frustration, Satisfaction"
Wow. He's strict.,Frustration
"Now dad, you'll be in my room, Ronni uh, you can stay in Chandler's room.",Affection
"Thanks. You're, uh, you're a good kid.","Affection, Gratitude"
"C'mon, I'll show you to my room. ...That sounds so weird when it's notfollowed by No thanks",Boredom
"Okay. Now this is just for tonight. Starting tomorrow, you gotta make achange. This has gone on long enough.","Frustration, Determination"
What kinda change?,Frustration
"Well, either you break it off with Ronni",Frustration
I can't do that!,Frustration
Then you gotta come clean with Ma! This is not right!,Frustration
"Yeah, but this is",Frustration
I don't wanna hear it! Now go to my room!,"Frustration, Anger"
"Hey, Kicky. What're you doing?","Enthusiasm, Affection"
Just trying to get comfortable. I can't sleep in my underwear.,"Frustration, Relaxation"
"Well, you're gonna.",Frustration
"I've been thinking. Y'know, about how I'm always seeing girls on top ofgirls...","Frustration, Jealousy"
"Are they end to end, or tall like pancakes?",Curiosity
"Y'know what I mean, about how I'm always going out with all these women.And I always figured, when the right one comes along, I'd be able to be a stand-up guy andgo the distance, y'know? Now I'm looking at my dad, thinking...","Frustration, Loneliness, Curiosity, Realization"
"Hey, you're not him. You're you. When they were all over you to gointo your father's pipe-fitting business, did you cave?",Frustration
No.,Frustration
"No. You decided to go into the out-of-work actor business. Now thatwasn't easy, but you did it! And I'd like to believe that when the right woman comesalong, you will have the courage and the guts to say No thanks","Frustration, Satisfaction, Affection, Gratitude, Love"
You really think so?,Curiosity
Yeah. I really do.,Satisfaction
"Thanks, Chandler. (Snuggles up to him)","Affection, Gratitude"
Get off!,Frustration
Hi.,Calmness
Hi...May I help you?,"Satisfaction, Engagement, Interest"
"Yeah, uh, Joey said I could use your shower, since, uh, Chandler's inours?","Frustration, Gratitude, Anxiety, Curiosity"
Okay...who are you?,Confusion
"Oh, I'm Ronni. Ronni Rappelano? The mistress?","Confusion, Embarrassment"
"Oh, c'mon in.",Relaxation
Thanks.,Gratitude
"Hi, I'm Rachel.",Enthusiasm
Hi.,Boredom
Bathroom's up there.,Boredom
Great.,Satisfaction
"Hey, listen, Ronni, how long would you say Chandler's been in theshower?",Curiosity
"Oh, like, uh, five minutes?",Boredom
"Perfect. Fasten your seatbelts, it's peepee time. (She goes into Joeyand Chandler's apartment, where Mr. Tribbiani is reading the paper) Hey, Mr. Trib.","Overwhelm, Enthusiasm, Affection"
"Hey. Morning, dear.","Affection, Calmness"
Chandler Bing? It's time to see your thing.,Excitement
(Runs out in a towel) What's the matter with you?!,Frustration
I thought it was Chandler!,Confusion
(Comes out of his room) What? What?,Frustration
You were supposed to be in there so I could see your thing!,Frustration
"Sorry, my my thing was in there with me.",Frustration
"Hey, Pheebs.","Affection, Engagement"
Hey.,Calmness
How's it going?,Curiosity
Good. Oh oh! Roger's having a dinner thing and he wanted me to inviteyou guys.,"Enthusiasm, Affection"
So what's going on?,Curiosity
"Nothing, um, it's just, um... It's Roger.",Confusion
"I dunno, there's just something about...",Curiosity
Basically we just feel that he's...,Frustration
We hate that guy.,Frustration
Yeah. Hate him.,Frustration
"We're sorry, Pheebs, we're sorry.",Unknown
"Uh-huh. Okay. Okay, don't you think, maybe, though, it's just that he'sso perceptive that it freaks you out?","Frustration, Overwhelm, Curiosity"
"...No, we hate him.",Frustration
