Dialogue,Emotions
"(opens the door wearing a robe, but leaves the chain on) Hey,what’s up?",Calmness
"Well, I left my guitar here again.",Frustration
"Oh, okay. No problem.",Relief
"Okay. (Monica closes the door, gets the guitar, and then hands it out.)",Satisfaction
Okay.,Satisfaction
Oh.,Boredom
Here you go.,Satisfaction
Okay.,Boredom
Okay.,Boredom
Great! Umm…(Monica closes the door again and Phoebe knocks again.),Frustration
What?!,Frustration
So do you want to hang out or something?,Enthusiasm
Phoebe! You kinda caught me at a bad time.,Frustration
Oh are you and Chandler…,Confusion
Yes! Exactly.,Achievement
Okay. Do you guys want me to play for you?,Enthusiasm
(laughs) No. (Closes the door as Chandler walks up.),Satisfaction
"Hey Pheebs, what’s up?","Enthusiasm, Affection"
You ask an intriguing question Chandler Bing.,"Curiosity, Interest"
Oh my God! You’re getting a massage! You never let me massage you!!,"Frustration, Affection, Jealousy"
"Phoebe, I can explain!",Frustration
You told me you hate massages!,Frustration
"Buy stamps, pick up dry cleaning…",Relief
I can’t believe this! How long as this been going on?,Frustration
"Well umm, Alexandra has been…",Boredom
"Oh, it has a name?",Curiosity
"Phoebe, don’t get upset!","Frustration, Affection"
Okay—Oop! Too late! I’m leaving! Come on Chandler let’sgo! (She storms out.),Frustration
"Well, Phoebe I thought I’d—(Off Phoebe’slook)—Yeah, what the hell. (Exits with Phoebe.)",Frustration
"Oh okay, okay! One more push! One more push! Come on honey, we’realmost there! We’re almost there!","Achievement, Satisfaction, Enthusiasm, Affection, Gratitude, Love, Trust, Excitement, Contentment, Engagement"
"Oh Joey, I’m so happy things worked out for us that we’rehaving this baby together. I love you so much.","Gratitude, Love"
"Oh, I love you too.","Affection, Love"
"And I hope it’s not an inappropriate time to say this but,you’re the best sex I ever had.",Satisfaction
"That’s always appropriate! (Back to the matter at hand) Oh, okay. Onemore push! One more push!",Excitement
"Oh, here is your beautiful baby. Congratulations!","Achievement, Satisfaction, Gratitude, Love"
(crying) I hope you’re a better father than you’re a friend!!(Cries again and Joey wakes up in horror.),"Love, Heartbreak, Betrayal, Anger"
(bursts into the room) Joey! Joey!,Excitement
What? What’s going on?,Confusion
