Dialogue,Emotions
"So, you and Rachel tonight, huh?",Curiosity
"So, you and Rachel tonight, huh?",Curiosity
Yeah. It's actually our first official date,Excitement
Wow! So tonight may be the night! You're nervous?,Excitement
"Naa, no. This is the part I'm actually good at.",Achievement
What must it be like not to be crippled by fear  and self-loathing.,Fear
(pause) It's OK!,Relief
How can you be so confident?,Confidence
"Well, I... I know exactly what I'm gonna do!",Achievement
Really? Like you have a routine?,Frustration
"No, no no no no. See. Each woman is different.You have  to appreciate their uniqueness.",Frustration
Really?,Frustration
"No, I do six things! First, I look deep in her eyes.  Then, I kiss her. Next I take my hand and I softly graze her thigh.","Enthusiasm, Affection, Love"
You mean like this? (he starts touching his thigh  in a funny and awkard way),Unknown
"NO! Not like that, no no. No, like this. (He starts  lightly grazing Chandler's thigh)","Frustration, Affection"
"Oh, I see what you mean, that's quite nice. (They  look at each other, both embarassed)",Embarrassment
More foosball?,Curiosity
...and beer!!,Enthusiasm
(entering) Hey!,Enthusiasm
Hey!,Enthusiasm
(to Chandler) Hey sweetie! (they  kiss),"Affection, Love"
(looking at Monica's legs) WOW!,Wonder
Hey! Stop staring at my wife's legs! No no! Stop  staring at your sister's legs!,"Frustration, Jealousy"
"I'm sorry, it's just... how did you get so tan?",Curiosity
She went on one of those spray-on tan places.,Frustration
"Eh, you got a spray-on tan?",Unknown
Chandler gets pedicures!,Confusion
"(laughing) Why, why you do, like with the-the toe separators?",Curiosity
(To Monica) Why...why?,Frustration
"Still, I can't believe that's sprayed on... I mean,  it looks really good. I wonder if I should get one!","Curiosity, Interest, Wonder"
"Sure, then you should get a mini skirt so you can  really show it off.",Satisfaction
"So, do you get colours or just French tips?",Curiosity
There. Here's their card.,Satisfaction
"Thanks. (he takes the card) Hey, I know where this  place is! It used to be an X-rated video... (pauses when he realizes what he  is saying) florist. (he goes away)","Frustration, Embarrassment"
Hey!,Enthusiasm
Hey Pheebs!,"Enthusiasm, Affection"
Hey Phoebe!,Enthusiasm
"Oh, you won't believe who moved back to town.",Excitement
"I know, Amanda! Ah! She called me  too! She's the worst!",Frustration
Who's Amanda?,Curiosity
She's this girl who used to live  in the building before you did. Then she moved to England and she picked up  this fake British accent. On the machine this is her message. (she apes Amanda  using an awful British accent) Monica,"Boredom, Irritation"
Are you trying to do a British accent?,Frustration
(pause) (to Phoebe) Chandler gets  pedicures!,Unknown
"Just so I know, how many more of those can I expect?",Curiosity
You know what Amanda said to me when she got me on  the phone? (apes Amanda in a british accent) Oh,Frustration
"I know, and she's always bragging  about all the famous people she's met.",Frustration
"Oh, I know! Oh...I slept with Billy Joel"".  All right","Anticipation, Interest"
"Oh, what are we gonna do! I don't  wanna see her!!",Frustration
"Ugh, Let's just cut her out!",Frustration
What?,Frustration
Cut her out of our lives! Just ignore her calls and  dodge her 'till she gets the point!,"Frustration, Anger"
"Oh, I guess we could try that, but...  it seems so harsh! (to Chandler) Have you ever done that?",Frustration
"No, had it done to me though. Feels good !",Satisfaction
"Well... I like how you look, what are you?",Interest
Puerto Rican.,Respect
"Two, I think a two.",Frustration
"You've got to face the red light.  When the red light goes on the spraying is about to start so close your eyes.  When the spraying stops, count to five. Pat yourself down to avoid drip marks  then turn around so we can get your back. Got it?","Stress, Frustration, Satisfaction, Overwhelm, Boredom"
"Spray, count, pat, then turn, spray, count and pat.",Satisfaction
"Wow, you catch on quick.","Achievement, Satisfaction"
"Well, I have a PhD, so... (assistant walk out, not  impressed by this statement)",Frustration
"One Mississipi, two Mississipi, Three Mis...(the sprayer  starts again, spraying him in the face and torso again) WAIT! WAIT! I'm not-I've  not finished counting!! (he leaves the booth) (the assistant enters the room)",Frustration
You sprayed my front twice!,Frustration
You've never turned?,Frustration
"No, I barely even  got to three Mississippi.",Frustration
Mississippi? I said count to  five'!,Frustration
"Mississippilesly? (pause) Well, how  bad is it?",Frustration
"Ain't that bad yet, but it keeps  getting darker for the next four hours.",Frustration
"So, how dark is it  gonna get?",Curiosity
You got sprayed with two two'  s and...,Frustration
I'm a four?,"Frustration, Disappointment, Doubt"
"Yeah, but you're back's a zero.  You're gonna wanna even that out.",Frustration
(sarcastically) Really!,Unknown
You might wanna get back in there.,Satisfaction
(annoyed) Ok!,Frustration
"Wait, wait a minute, there's no light  on the back wall! How do I know when it's gonna start? Hello? (he slowly turns  and the spraying begins, on his face) Ah, oh, ah! (he turns, but then he turns  again and is sprayed in the front again) Ah! (he spits and angrily goes out  of the spray-on tan booth and the assistant enters the room) The same thing  happened again!","Frustration, Disappointment, Anger"
You got two more twos?,Frustration
(hysterically) I'm an eight!,Unknown
"I thought you paid. (Rachel does not answer and seems  puzzled) Ha, guess we won’t be going back there!","Disappointment, Confusion"
So.,Frustration
Yeah.,Boredom
"Hey what do you say, we move this onto the likes of  the couch?",Enthusiasm
"I say ‘cheesy line’, but ok.",Frustration
What’s the matter?,Unknown
"I am sorry, I don’t know, I am sorry, I don’t  know why I did that!",Unknown
Okay,Frustration
"Ok, so sorry.",Unknown
"I am sorry! Again... I don't know, I don’t  know what happened, I must be nervous!",Unknown
"I don’t get it, Chandler loved it!","Frustration, Love"
"Ok, ok, ok. I promise, I promise, I promise, I won’t  do it again. I really do. I promise. This is gonna be great.","Frustration, Trust, Excitement"
Ok.,Unknown
"(a little giddy) Uh, was that good for you?",Satisfaction
"Oh, yeah. Could be Rachel asking if someone could  baby-sit again.","Boredom, Affection"
It could be Amanda!,Curiosity
"Oh, you’re right! I was just kidding about  Rachel. Babysitting is a gas!","Boredom, Enthusiasm"
Hello Monica. It’s Amanda calling again. I  am in the neighborhood hoping I can pop by your flat!,"Enthusiasm, Hope"
You're from Yonkers! Your last name  is Buffo-Martisis!,Frustration
"Let’s see.. to assure you get this directly,  ring me back on my mobile.",Excitement
"Ok, don’t hold thy breath!",Frustration
Hello? Is someone on the line?,"Frustration, Relief"
"Yes, I was looking for Monica.",Curiosity
"Hang on, she’s right here. (he enters the  living room and hands the phone to Monica) Someone's on the phone, for ya.","Satisfaction, Relief"
"We weren’t picking up, it’s  Amanda!",Frustration
(to Amanda) I get pedicures!,"Achievement, Satisfaction"
"Hi Amanda! Actually now... it’s...  is not a good time. Dinner tomorrow night? (Phoebe mouths 'no') Ok, Phoebe  and I will see you then!","Frustration, Anticipation, Contentment, Relief"
"Why, why, why didn’t you just say no!",Frustration
"Well, I said 'no' to her coming  over now! I couldn’t say 'no' twice! I get this uncontrollable need to  please people!","Frustration, Overwhelm"
"(leaving) Fine, fine! You would not hold up well  under torture!",Frustration
And you would?,Curiosity
I did!,"Achievement, Satisfaction"
"Absolutely! Absolutely. I d... it’s just a  little weird, it’s you, and it’s me, it's just gonna take some  getting used to.",Unknown
"Ok. Well, how, how can we make it easier?",Frustration
"Ok, let’s work from the top down! (Joey nods,  but then puzzled because he does not get it) Just work the bra, Joe!",Confusion
"Ok, yeah, got it.",Satisfaction
Okay.,Calmness
This thing welded shut?!,Frustration
Okay.,Calmness
"All right, turn around, I got to get a look at this  thing.",Curiosity
Oh!,Unknown
Ow!,Pain
Sorry!,Unknown
Well this is romantic!,Excitement
"I'm sorry! (He stands up) This never happened to me  before! I'm an expert at taking off bras! I can do it with one hand! I can  do it with my eyes closed! One time I just looked at one, and it popped open!  I blame your bra!","Frustration, Embarrassment"
It’s a standard issue bra clasp!,Frustration
Then I blame you! Yeah! That's right! You threw me  off with all your slapping!,Frustration
"Ok well, well I'm really, I'm sorry about that Joey,  but do you think that maybe on some level, you don't",Unknown
(contemplates for a few moments what Rachel just said)  NAH! I don't have another level!!,Frustration
Hold on! There is,"Stress, Frustration, Overwhelm"
I went to that tanning place your,Frustration
Was that place...,Satisfaction
"Oh! And it gets worse! (Turns his side to Chandler  and Monica and pulls up his shirt. There's a distinct line across his body,  where his belly is very tanned and his back is very pale.)",Frustration
Oh My God! You can do a duet of Ebony and Ivory  all by yourself!,Excitement
"How could you mess this up? It's  so easy? You go into the booth, you count to five and you turn around!!",Frustration
(looks at her suspiciously) How do you count to five?,Unknown
One Two Three...,Unknown
"(Yells) Damnit! (Goes to the door to leave. Rachel  just enters, sees him and starts laughing)",Frustration
(laughing) oooh! Oh oh!,Excitement
(Still yelling) I Know!,Frustration
oh oh! What is up with Miss Hawaiian Tropic?,Frustration
How was your date with Joey?,Curiosity
"Well, it was good.. until we got back to our apartment,  and then we were fooling around and he started to put his hand up my leg and  I kept slapping it away!",Frustration
You didn't,Frustration
"Well, it wasn't just me, alright? He freaked out  too! He couldn't even undo my bra!",Frustration
"Wow, really? One time he just looked  at my bra and it popped open.","Curiosity, Embarrassment"
"I do not know what's wrong with us, I mean, we have  kissed before and that's been great! But this time it was leading somewhere  and I was very aware of the fact that it was Joey touching me.","Frustration, Overwhelm, Affection, Loneliness"
"Well, you guys have been friends  forever. Remember the first time that you kissed Ross? How weird that was?  You couldn't stop laughing? You got through that.","Affection, Love, Nostalgia"
"(looking thoughtful) Ok, that's true. That's true,  we can do this. You're right, you're right, we can do this. We're just gonna  power through!","Exhaustion, Determination, Motivation"
Hey Chandler can I talk to you for a second (points  to the hall).,"Anticipation, Curiosity"
"(To Joey) No need!! Problem solved, we are",Satisfaction
"(sees what he is doing) Chandler,  stop! It is",Frustration
(without taking his eyes off the bra) You don't  know! (Monica just smiles),"Frustration, Satisfaction"
Hey Phoebe!,Enthusiasm
Hey!,Excitement
Is Amanda here yet?,Anticipation
No.,Frustration
"(sits down) Oh good. Good, look  I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan.  Chandler agreed to call here in a few minutes with an emergency.","Frustration, Relief, Hope"
"Oh! Well, what kind of emergency that gets us both  out of here?","Curiosity, Interest"
"Well, what do you think of Mike  and Chandler being in a car accident?",Curiosity
"(makes a face) Are you kidding, I",Frustration
Hi!,Enthusiasm
Hi!,Enthusiasm
Hi! (Phoebe and Amanda hug),"Affection, Love"
(To Monica) Hello!,"Excitement, Engagement"
