Dialogue,Emotions
Ohh. Mmm.,"Boredom, Relaxation"
(Comes in the front door and walks towards the kitchen.) Hi.,Calmness
"Hey, you have got to try this cheesecake.",Enthusiasm
"Oh, y’know I'm not that much of a sweet tooth. I—(Chandlerputs a forkful of the cheesecake in her mouth.)—Wow. My God, so creamy. Oh my God,this is the best cheesecake I have ever had. Where did you get this? (She reaches over tolook at the label on the box.)","Satisfaction, Gratitude, Excitement"
(nervously) It was at the front door. When I got home. Somebody sentit to us.,"Stress, Frustration"
"Chandler, this is not addressed to you. This is addressed to Mrs.Braverman downstairs. (Gasping) Thief.","Frustration, Anger, Indignation"
I—no! I didn't read the box before I opened it. And you can'treturn a box after you've opened the box.,"Frustration, Disappointment"
"Why, why not?",Frustration
Because it's too delicious.,Satisfaction
"Chandler, you stole this cheesecake. That is wrong.",Frustration
"No-no-no! It is going to be okay, because Mrs. Braverman is gonna sendaway for a free one and that way we",Hope
"(taking a bite) Oh, I’m sorry what?",Boredom
"All right, I should get going, big day a work. Y’know I’m in acoma? Today, they do this test on me and it turns out I’m not brain dead.","Achievement, Satisfaction"
So…,"Stress, Frustration"
"Ah-ah-ah Mr. Smartie Pants, it’s just not my character that’snot brain dead. Hey, so Pheebs, we still on for tonight?","Frustration, Affection"
Absolutely!,Enthusiasm
I’ll see you at 8:00.,Anticipation
Okay. (Joey exits.),Unknown
"Oh, what’s at 8:00?",Curiosity
"Oh, I have dinner plans with Joey. We get together about once a month todiscuss the rest of you guys.","Frustration, Curiosity, Interest"
"Wow, did not know that! May I say how lovely you look today?","Affection, Gratitude, Curiosity, Interest"
Duly noted.,Unknown
"Thanks. (Phoebe gets up to get a refill.) (To Monica) Oh! So for tomorrow,do you want to rent a car and drive down together or what?",Enthusiasm
What are you talking about?,Confusion
"Cousin Frannie’s wedding, its tomorrow night.","Anticipation, Anxiety"
,Unknown
No.,Frustration
"My God, I can’t believe this! I mean I knew that mom and dad wereinvited, but I thought that was it! I mean from the ages 7 to 9 Frannie and I wereinseparable!","Frustration, Overwhelm, Affection, Nostalgia, Disappointment"
"Well, maybe since the age of 9, Frannie’s made some new friends.","Satisfaction, Interest"
"Well l-look okay, it’s probably just a mistake. Let me call AuntSheryl okay? Maybe you are invited and the invitation just got lost in the mail.","Stress, Frustration, Satisfaction, Gratitude, Trust, Anticipation"
"Yeah, well you call her and tell her that y’know when we were kidsher precious little Frannie tried to undress me several times, okay? And if I hadn’thave stopped her, there probably wouldn’t even be a wedding to go too.",Frustration
"Y’know, she tried to undress me too.","Embarrassment, Insecurity"
I used to undress my cousin Glenn. (Monica looks at him then susheshim.),Embarrassment
Joseph Francis Tribbiani are you home yet?!!,Frustration
"Umm, I think he’s still out. What’s wrong?",Confusion
"Well, I’ll tell you Rachel Karen Green, I had plans with Joeytonight and he left me this note. (Hands it to Rachel.)",Frustration
(reading the note) Pheebs,Unknown
Oh that’s a nickname we were trying out.,Frustration
"Hey, y’know what nickname never caught on? The Ross-A-Tron! (Monicashakes her head in disgust.)",Frustration
(entering) Hey!,Excitement
Oh! Here’s Joseph Francis!,Excitement
Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Frustration
So what?! That doesn’t give you the right to ditch me!,"Frustration, Betrayal"
"Hey, you can cancel plans with friends if there is the possibility forsex!","Frustration, Anticipation"
"Phoebe he’s right, that is the rule.","Frustration, Satisfaction"
"I don’t accept this rule. When me make plans, I expect you to showup. Okay, I can’t just be a way to kill time ‘til you meet someone better!Y’know boyfriends and girlfriends come and go, but this (Motions that theirfriendship) is for life!",Frustration
Wow! I’m so sorry; I had no idea it would bother you this much.,Unknown
"Well, it does.",Satisfaction
"Okay, can I-can I make it up to you? Huh? I’m sorry. (They hug.) Howabout uh, dinner tomorrow night?! I’ll pay for myself!","Affection, Gratitude, Love, Trust, Excitement"
"Okay, you wore me down.",Frustration
"Hey Joe, while you’re over there how about another beer for theRoss-A-Tron?",Boredom
The Ross—Is that back?!! (Chandler motions no.),Frustration
Hi!,Enthusiasm
Another cheesecake came! They delivered it to the wrong address again!,Frustration
"So just bring it back downstairs, what’s the problem?",Frustration
I can’t seem to say goodbye.,Frustration
"Are you serious?! Chandler, we ate an entire cheesecake two days ago andyou want more?",Frustration
Well I’ve forgotten what it tastes like okay?!,Frustration
"It was cheesecake. It was fine. It had a buttery, crumbly, grahamcracker crust, with a very rich yet light, cream cheese filling… (Pause) Wow! Mywhole mouth just filled with saliva!","Satisfaction, Enthusiasm"
(closing the box) Y’know what? Forget it!,Frustration
Yeah and we’ll drop it off downstairs so that we’re nottempted.,Satisfaction
Good idea. Where do you want to go to lunch?,Satisfaction
"Momma’s Little Bakery, Chicago, Illinois. (They exit with thecheesecake.)",Satisfaction
Awww! Mel Torme died.,Heartbreak
"Joey, that paper’s like a year old!",Frustration
Aw! Does that mean the,Affection
(entering) Hey.,Enthusiasm
Hey.,Boredom
Hey.,Boredom
So I finally heard back from Aunt Sheryl and apparently it,"Frustration, Relief"
Limited seating?! (Screechingly),Frustration
"Well yeah, but she doesn’t know that. I mean, the last time she sawyou-you would’ve turned one of those little wedding chairs into kindling.",Frustration
"(disgusted) Limited seating! Oh, that is such a lame excuse! That’snot the reason she’s not inviting me!",Frustration
"Oh what’s the big deal?! I wasn’t even invited to the ceremony,just the reception. And-and y’know what? If it makes you feel any better, Joan and Iwill just make an appearance and then, and then we’ll-we’ll leave early as asign of protest.","Frustration, Disappointment"
Joan?,Curiosity
"Yeah, Joan Tedeski my date. She’s an assistant professor in theLinguistics department. Tall, very beautiful, and despite what some people say,","Enthusiasm, Affection"
"Wait a minute, you got Ross Gellar and guest?! I wasn’t invited andyou got and guest?!""""","Frustration, Jealousy, Disappointment"
"Uh-uh, excuse me, I do have to interrupt on Ross’s behalf. I-I thinkthe rule applies here y’know, since she has a chance to get on broad back…",Frustration
(interrupting),Frustration
"Wait a minute, y’know, you’re bringing me!",Frustration
What? I can’t cancel on Joan!,Frustration
Why not?!,Frustration
"Bec—Did you not hear me?! She’s an assistant professor in theLinguistics department, okay? They’re wild! Why do you want to come anyway?","Frustration, Interest"
"Because! She’s my cousin. I mean, we grew up together! We’refamily y’know? Well that’s important to me.","Affection, Belonging"
"Okay, all right, I’ll take you. I’ll go call Joan. (Does so.)",Satisfaction
"Aww that’s nice. Family should be there, huh? This is her wedding,happiest day of her life.","Affection, Gratitude"
(laughs) We’ll see.,Unknown
"Well, thank you for lunch.",Gratitude
"What? Wait a minute, I didn’t pay, I thought you paid!",Frustration
So apparently we just don’t pay for food anymore. (Rachel laughsthen Chandler notices something.) Do you see what I see?,Frustration
(gasps) Its still there! (The cheesecake they returned to Mrs. Bravermanis still lying in front of her door.),"Frustration, Relief"
Mrs. Braverman must be out. (They move closer to it.),Boredom
She could be out of town. Maybe she’ll be gone for months.,"Anticipation, Hope"
"By then, the cheesecake may have gone bad. We don’t want her tocome back to bad cheesecake.","Stress, Frustration, Disappointment"
No that could kill her.,Frustration
"Well, we don’t want that.",Frustration
No so we’re protecting her.,Frustration
But we should take it.,Satisfaction
But we should move quick.,Stress
Why?,Frustration
Because I think I just heard her moving around in there.,"Anxiety, Hope"
Go! Go! Go! Go! Go! Go! Go! Go! Go! Go! (Rachel grabs the cheesecakeand they take off upstairs.),Excitement
(gasps) (whispering) Oh my God! That’s David!,Excitement
David who?,Confusion
"David the scientist guy, David that I was in love with, David who wentto Russia and broke my heart David!","Heartbreak, Betrayal"
(noticing Phoebe) Oh my God!,Unknown
"Oh, you say someone’s name enough, they turn around.","Frustration, Satisfaction"
Phoebe?,"Affection, Excitement, Anticipation, Curiosity, Interest, Relief, Hope, Calmness, Joy, Belonging, Connectedness"
David! (He kisses her cheek) What-what are you doing here? Aren’tyou supposed to be in Russia?,Affection
"Yeah, I’m just, I’m just in town for a conference. Umm,",Boredom
Well… Yeah. You look great too. Did you get a haircut?,Satisfaction
Yeah. Well I-I got like thirty of them.,Achievement
Yeah.,Boredom
"Umm, look I-I-I got a confession to make…","Stress, Frustration"
Uh-huh.,Boredom
"Uh, I-I-I was hoping to run into you here. I didn’t know whether Ishould call or not, y’know I-I was only in town for a few days. And y’know, Ididn’t want to intrude on your life or-or anything like that, but I-I really wantedto see you and—but I didn’t know if you wanted to see me.","Frustration, Anxiety, Hope, Insecurity"
"Well, of course I would want to see you. I…I think about you allthe time.",Love
Really? Because,Frustration
Really?,Frustration
"I mean, there’s a statue in Minsk…",Boredom
Uh-huh.,Boredom
That reminds me of you,"Affection, Gratitude"
Yeah.,Boredom
"Umm, anyway…Do you want to have dinner tonight?",Curiosity
(excited) Yes! Oh no!,"Frustration, Excitement"
"(disappointed) Oh. Uh, what?",Unknown
"I can’t. I can’t believe I have plans, I can’t. Can youdo it tomorrow night though?",Frustration
"Uh no, I have to go in a few hours. I have to be on the red-eye. Welllisten, y’know, next time you’re in Minsk umm…",Frustration
"Phoebe, can I talk to you for a second?",Interest
Uh-huh. (They go over and talk.),Boredom
What are you doing?,"Frustration, Curiosity, Confusion"
"Well, I have plans with Joey tonight.",Anticipation
So! He’ll understand!,Frustration
"No he won’t. And that’s not even the point! Monica, I made awhole speech about you do not cancel plans with friends! And now y’know what? Justbecause, potentially, the love of my life comes back from Russia just for one night, I-Ishould change my beliefs?! I should change beliefs! No! No! No, if I don’t have myprinciples, I don’t have anything!","Frustration, Determination, Belonging, Anger"
"God, you are so strong.",Unknown
Or! I should rush through dinner with Joey and I can meet David at 9:00!,"Excitement, Anticipation, Anxiety"
(taking a bite) Oh my God! That is so good!,"Satisfaction, Excitement"
"I’m full, and yet I know if I stop eating this, I’ll regretit.",Unknown
(entering) Hey!,Enthusiasm
Hey!,Excitement
