Dialogue,Emotions
Alright. Phoebe?,"Achievement, Relief"
"Okay, okay. If I were omnipotent for a day,I would want, um, world peace, no more hunger, good things for the rain-forest...Andbigger boobs!","Enthusiasm, Curiosity, Confusion, Realization, Embarrassment"
"Yeah, see.. you took mine. Chandler, whatabout you?","Frustration, Jealousy"
"Uh, if I were omnipotent for a day, I'd..make myself omnipotent forever.",Achievement
"See, there's always one guy. (Mocking)If I had a wish",Unknown
"Hey Joey. Hi. Hey, buddy.",Affection
"Hey, Joey, what would you do if you wereomnipotent?",Curiosity
Probably kill myself!,Frustration
..Excuse me?,Frustration
"Hey, if Little Joey's dead, then I got noreason to live!","Despair, Helplessness"
"Joey, uh-",Confusion
You,Unknown
How does she do that?,Curiosity
I cannot sleep in a public place.,Frustration
Would you look at her? She is so peaceful.,Peace
(waking and startling them) Oh! What whatwhat! ...Hi.,Unknown
"It's okay, y'know, you just nodded off again.","Tiredness, Relief"
What's going on with you?,Frustration
I got no sleep last night!,"Frustration, Exhaustion, Tiredness"
Why?,Frustration
"My grandmother has this new boyfriend, andthey're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having toreassure each other that they're having a good time. You have no idea how loud they are!","Frustration, Overwhelm, Insecurity"
"Well, if you want, you can stay with Racheland me tonight.",Affection
Thanks.,Gratitude
"...Ninety-five, ninety-six, ninety-seven. See,I told you! Less than a hundred steps from our place to here.","Achievement, Satisfaction"
You got waaaay too much free time.,"Frustration, Boredom"
"(to Ross) Hey! Here's the birthday boy! Ross,check it out: hockey tickets, Rangers-Penguins, tonight at the Garden, and we're takingyou.",Excitement
"Happy birthday, pal!",Affection
"We love you, man. (Kisses Ross)","Affection, Love"
"Funny, my birthday was seven months ago.",Frustration
So?,"Frustration, Boredom, Indignation"
"So, I'm guessing you had an extra ticket andcouldn't decide which one of you got to bring a date?","Curiosity, Confusion"
"Well, aren't we Mr. The glass ishalf empty.""""",Irritation
