Dialogue,Emotions
"Okay, pick a card.",Excitement
Okay. (He picks the 9 of Spades),Satisfaction
"All right now, memorize it. (Pause) You got it?","Achievement, Frustration"
Oh yes.,Enthusiasm
(holding up the Queen of Clubs) Is that your card? (He winks and smiles.),Satisfaction
(pause) Yes.,Boredom
(entering with Ben and Ross) Hey guys!,Enthusiasm
Hi!,Enthusiasm
Hi there!,Enthusiasm
Hi!!,Enthusiasm
Guess what? Ben is going to be in a TV commercial!,Excitement
What are you talking about?!,Frustration
"(sets Ben down) Well, it's not for sure but umm, we met this guy in thepark who thought Ben was really cute--y'know, which he is--so umm anyhoo, he uh, he gaveus his card and told us to bring him down for this commercial he's auditioning.","Affection, Gratitude, Excitement"
"(reading the card) Whoa! This guy is like the biggest commercial castingdirector in town! (Ross gasps) Ben takes one lousy walk in the park and gets an audition!!(Ross and Carol stare at him, then Joey realizes what he just said.) I mean, way to goBen! (Gives Ben the thumbs up, which Ben returns.) Man! I've been in that park a milliontimes and no one offered me an audition.","Frustration, Satisfaction, Enthusiasm, Jealousy"
"I know, it's crazy! We were just pushing Ben on the swings…",Excitement
I'm,Frustration
That.,Frustration
"(entering from her room) Okay, gotta go! Wish me luck!","Enthusiasm, Excitement, Hope"
Luck!,Excitement
"Hey Rach, now that you're working at",Enthusiasm
"Uh well, y'know what? I don't think if I feel comfortable stealing on myvery","Frustration, Insecurity"
"Unwilling to steal from work, interesting.",Interest
"Besides, if anybody's gonna get free stuff, it's gonna be me.",Jealousy
"Okay guys, way to wish me luck!",Achievement
Good luck! Go get 'em! (Rachel exits.),Excitement
"Okay, let's discuss Rachel's birthday. I say we throw a surprise partythis weekend.",Excitement
"Whoa-whoa, but her birthday isn't like for another month.",Frustration
"Yeah but if we throw her a party on her birthday, then it's not asurprise.",Frustration
"I think it's a great idea. Yeah, we could have a dinner party and justinvite her close friends.",Enthusiasm
Ross!! We're having a surprise party for Rachel!!,Excitement
(from the bathroom) Okay!!,Frustration
Done.,Achievement
"Okay, great so do you want to do it together?",Enthusiasm
I would love to do it together!,Enthusiasm
They're gonna do it together.,"Achievement, Satisfaction"
Dude! That's my girlfriend!,"Jealousy, Fear"
"What, so I gotta shut it down now?",Frustration
"All right, I gotta take off. I'm picking up Ben then we're off to the bigaudition.",Excitement
It's gonna be weird to watch some actor pretending to be Ben's dad.,"Frustration, Boredom"
Yeah.,Boredom
Weirder than watching his two moms make out? (Monica nods inagreement.),Unknown
Whoa-whoa dad? There's a dad in the commercial?,"Curiosity, Confusion"
Yeah the dad and Ben eat soup and pretend to enjoy it.,Boredom
"Whoa, hey, maybe I'll go down there with ya and see if I can get anaudition to play the dad. I mean who better to play Ben's father than his godfather.",Enthusiasm
You're not his godfather.,Frustration
What?! Are you kidding?!,Frustration
"(Pause) Of course I am! (Joey is relieved) Okay, let's go godfather.","Enthusiasm, Relief"
All right!,"Achievement, Excitement"
"Hey! I'm in, they're gonna let me audition!","Achievement, Excitement"
Really? That's great!,Excitement
"I know! I know! It turns out that one of the casting ladies has actuallyseen me in a play, so I steered clear of her…",Anticipation
(noticing a kid who has picked up a copy of,Curiosity
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like SugarSmacks,","Enthusiasm, Interest"
"Yeah well, he's not gonna get this one. Ben is way cuter than that kid. Imean look at him, look at you, (Starts to whine like a baby and Joey just glares at him.)","Frustration, Jealousy"
"That's great. Listen, wouldn't it be great though if I got to play Ben'sdad?",Enthusiasm
"Joey, you look nothing like Ben.",Frustration
I look more like him than you do! (He winks at Carol.),Jealousy
"Y'know, I don't really know you well enough for you to do that.",Frustration
"So it's down to these two, Nancy I know you like this one and I think Iagree. Rachel, what do you think?","Excitement, Interest"
"Well umm, that one is pretty but uh, I just, I just love this fabric (Onthe other one.) Sorry.","Satisfaction, Love"
"Oh don't be sorry, that's part of your job here to give your opinions andthen I take credit for them--I'm kidding.",Satisfaction
"She is kidding, but don't ever disagree with her again. Okay, now I'mkidding!","Frustration, Boredom, Excitement, Relaxation"
"(laughing nervously) Oh, what a fun office.",Unknown
"I don't know which one, but I do know I need a cigarette. So what do yousay we take a break, we go outside, and we'll figure this out when we come back?","Frustration, Relaxation, Determination"
(at the door) Rachel? Do you smoke?,Curiosity
"Oh no, my dad's a doctor and he would always tell me just horrorstories…(stops and tries to change directions)…about ghosts and goblins whototally supported the princess's right to smoke.",Frustration
…and then they came back from smoking and they had made all of thedecisions without me!,"Frustration, Betrayal"
That doesn't seem fair.,Frustration
"I know! It's like I'm being punished for not having this disgusting,poisoning habit!",Frustration
"Yeah, it is the best.",Satisfaction
"I mean what if this keeps happening? Y'know, they'll-they'll be outsidesmoking, making all the decisions and I'll just be up in my office breathing my stupidclean air, y'know? And then when the day comes when Kim wants to promote one of us, who doyou think she's gonna pick? Me or Smokey Smokerson?","Frustration, Jealousy, Anxiety, Insecurity"
"Rachel, you can go down there, you don't have to smoke. Just say youwanna get some fresh air.",Relaxation
"Yeah, I can do that.",Satisfaction
"Yeah, or you can do the easy thing and smoke.","Frustration, Disappointment"
(entering) Hey!,Enthusiasm
Hey!,Enthusiasm
"Hey Rach, you wanna get some coffee?",Excitement
I would love to!,Enthusiasm
Oh good!,"Satisfaction, Excitement"
"Yeah, I wanna go to babe.",Enthusiasm
Oh good.,Satisfaction
"Oh wait, I change my mind! (She slams the door on them.) Okay, let'stalk about the party! I have so many ideas! (Holds up a cocktail napkin.)","Frustration, Overwhelm, Enthusiasm"
"Yeah, me too! (Runs and grabs her 3-ring binder of ideas.)",Enthusiasm
"Oh, look at that.",Interest
"All right, that's a little sketch of the cake, umm some sample menus,umm y'know what I thought we would start out with Tuscan style finger food, and for music,here's an alphabetized list of all my CDs! I've highlighted the ones that would go reallygood with the food.","Overwhelm, Enthusiasm"
What happened to the intimate dinner party?,"Frustration, Disappointment"
"Oh, we're not doing that. Okay…","Boredom, Disappointment"
"So wow, it looks like you took care of everything. Thanks a lot,co-host.","Satisfaction, Gratitude"
"What?! I didn't take care of everything, there's-there's plenty ofthings for you to do!",Frustration
Like what?,"Frustration, Curiosity"
(Thinks) Cups.,Curiosity
Cups? You're giving me cups?,Frustration
And ice!,Excitement
"Cups and ice? Ooh, I get to be in charge of cups and ice? (Thinks ofsomething) All right. Fine, okay, I","Satisfaction, Enthusiasm"
"Wait a minute, I can get ice at the restaurant…",Frustration
I got it! Mine!,Achievement
"(entering, downtrodden) Hi.",Unknown
Hey! How'd the audition go?!,Enthusiasm
Not so good.,Frustration
"Wait a minute, are you doing Joey's (sadly) Audition didn't go sowell. (Happily) Yeah it did?""""","Frustration, Satisfaction"
"(Pause) Yeah I am! Yeah, Ben got a second audition!","Enthusiasm, Excitement"
"(also downtrodden) Yeah, I had to teach Ross my bit because I actuallydidn't get a callback.",Frustration
You got a callback too didn't you?,Excitement
(Happily) Yeah I did!,Unknown
"Hey Rachel, what are you doing out here?",Curiosity
"Oh well, it's kinda lonely up there, so I just thought I would come outhere and get some fresh air.",Loneliness
Nancy and I were talking about the fall collection.,"Satisfaction, Interest"
Oh great!,Excitement
"So anyway we really… (Someone exhales and Rachel turns and coughs.)Honey, we're just smoking all over you.","Frustration, Affection"
"Oh, sorry!",Unknown
Oh that's okay.,Relief
"No-no-no, we'll move you just stay right there. (They walk away.)","Frustration, Satisfaction, Overwhelm"
So anyway I sent the designs over to Ralph and he's very excited aboutthe line.,Excitement
Oh that's great! You are the best!,"Gratitude, Love, Excitement"
"Excuse me, can I, can I bum one of those? (He holds up his pack.) Y'knowwhat, actually… (She takes the one he's smoking and heads over to where Nancy and Kimare standing and laughing.) Okay, okay, okay, what's so funny over here?","Frustration, Boredom, Curiosity, Interest"
I thought you didn't smoke.,Frustration
"Oh, I thought you guys meant marijuana cigarettes, y'know? Y'know what Imean, like dubbies? And I actually, I thought to myself, Wow","Curiosity, Confusion"
We get high.,Enthusiasm
"Oh, me too.",Satisfaction
I'm kidding.,Relief
"(Laughs) Oh, me too.",Affection
"Oh God, this is so nerve wracking! How-how do you do this?",Confusion
"Well, unfortunately, I don't get many callbacks so…",Frustration
Is it a good sign that they asked us to hang around after the audition?,Anticipation
Who knows?,Unknown
"(entering) Okay uh, we have narrowed it down to Raymond,Ben, Kyle, and Joey. The rest of you, thank you very much.","Achievement, Satisfaction, Gratitude"
Yes!! I knew it!! (To the people who didn't make it.) Bye-bye! So long!Later!,"Satisfaction, Excitement"
Oh this is great! I might actually get to play Ben's dad!,Excitement
Yeah!,Enthusiasm
"Actually, that can't happen. Yeah because you all havesuch different looks, we're putting you with Raymond and Kyle with Ben. So it'll be eitheryou two (Points to Joey and Raymond) or you two. (Points to Kyle and Ben.) (Exits.)",Frustration
"Man, this is gonna be kinda weird.",Unknown
"Yeah, it is.",Satisfaction
Yeah. It's gonna be weird.,Unknown
"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Unknown
"Oh, oh, I thought we were just talking.",Frustration
"(entering, carrying two garbage bags) Hey!",Enthusiasm
Is it okay if I leave this stuff here 'til Rachel's birthday party?,"Anxiety, Hope"
Ah sure. What's in 'em?,Boredom
"Umm, cups.",Frustration
