Dialogue,Emotions
Hey you guys I got some bad news. (He sets the stack of papers down on thetable.),Disappointment
"Well that’s no way to sell newspapers. Why don’t you try,Extra! Extra! Read all about it!""""","Frustration, Enthusiasm"
"No, Monica’s restaurant got a horrible review in the Post. (They allgasp.) I didn’t want her to see it, so I ran around the neighborhood and bought allthe copies I could find. (He hands the paper to Phoebe and they all read it.)","Frustration, Satisfaction"
"Man, this is bad! And I’ve had my share of bad reviews. I stillremember my first good one though. (Quoting) Everything else in this production of""",Frustration
(entering) Hey!,Excitement
Hey.,Enthusiasm
(seeing the stack of newspapers) Oh my God! Look at all the newspapers!It must be a good review! Is it great?!,"Excitement, Interest, Hope"
Umm…,"Curiosity, Confusion"
(reading) Oh dear God!,"Frustration, Overwhelm"
"But the good news is, no one in a two-block radius will ever know.","Achievement, Satisfaction"
What about the rest of Manhattan?!,Frustration
"Yeah, they all know.",Frustration
"Oh my God, this is horrible!",Unknown
I’m so sorry.,Unknown
I’m so humiliated!,Embarrassment
"Yeah but y’know what they say Mon, There’s no such thingas bad press.""""",Satisfaction
"You don’t think that umm, (reading) The chef’s Mahi Mahiwas awful awful","Frustration, Disappointment"
I didn’t write it.,Frustration
Is he right? Am I really—Am I awful?,"Frustration, Doubt"
No!,Frustration
"Yeah! Yeah Monica! You listen to me, okay? And I’m not just sayingthis because I’m your friend, I’m sayin’ it ‘cause it’s thetruth. You’re food is abysmal!",Frustration
Ross!,Enthusiasm
(startling him) What?! What?,Unknown
I am freaking out!,Stress
Are ya?,Unknown
My due date is in one week!,Stress
What are you doing up?,Curiosity
That is seven days!,Achievement
"Okay look, I had a lot of water before I went to bed. Can we do thisafter…",Frustration
"(interrupting him) No-no-no-no-no Ross! Please, come on we do not haveany of the big stuff we need! We do not a changing table! We do not have a crib! We do nothave a diaper service!","Frustration, Overwhelm"
It’s funny you should mention diapers.,Curiosity
I’m serious.,Determination
"Okay look, there’s nothing to worry about. We have plenty of time.There’s a great baby furniture store on west 10","Relaxation, Relief, Hope, Calmness"
Okay. Thank you. That’s great. Thank you. Wait-wait! Where on west10,Frustration
"(interrupting her) Okay. Okay. If uh, if you’re gonna do this, thenI’m gonna do that. (Points to the bathroom.) So… (Starts for the bathroom.)",Frustration
"(stopping him) Oh, wait Ross! I’m sorry, one more thing!",Unknown
(annoyed) Yeah!,Frustration
"Umm, our situation. Y’know umm, what we mean to each other. And Imean we-we’re having this baby together, and we live together. Isn’t that,isn’t that weird?","Anxiety, Confusion, Realization"
(stunned) (thinks) Well uh…,Confusion
I’m just kidding! You can go pee! (He does so in a hurry.),Excitement
"(entering) Hey uh Monica, I can’t remember. Did we say we were gonnameet here or at the movies?","Curiosity, Confusion"
"We said at the movies, but…","Frustration, Disappointment"
"Okay, I’ll see you there. (Starts to leave)","Satisfaction, Relief"
Joey! (He returns) Now that you’re here…,Excitement
"Sure, I can hang out ‘til I have to meet ya. (To Chandler) Whatuh—How come you’re not going?",Frustration
I have a job interview I have to get ready for.,"Stress, Achievement, Frustration"
I thought you already have a job.,Frustration
"And people say you don’t pay attention. No, this is a much betterjob. It’s vice-president of a company that does data reconfiguration and statisticalfactoring for other companies.",Satisfaction
Wow! How do you know how to do that?!,Excitement
That’s what I do now.,Achievement
"Hey Joey, come taste this.",Enthusiasm
What is it?,Boredom
Remember that guy that gave me a bad review? Well… (Feeds him aspoonful of what she’s cooking.) I’m getting my revenge!,"Frustration, Satisfaction"
