Dialogue,Emotions
All right! (Checking his watch) Yes!! From home to the hospital in underseven minutes! We did it!!,"Achievement, Satisfaction, Excitement"
"(deadpan) Yes, the hard part is",Frustration
"No, but come on, we’re off to a great start aren’t we? I knewI’d get you here fast, but this has got to be some kind of a record!","Achievement, Excitement"
Oh you made it!,Relief
Hi! (Ross is stunned.),Unknown
How are you doing?,Satisfaction
Wait a minute! How-how the hell did you beat us here?,Frustration
We took a cab. Did you guys walk?,"Boredom, Curiosity"
"N… No! We took a cab too, but I did",Frustration
Hi!,Enthusiasm
Hey! You made it!,Excitement
Okay is there…some kind of magic tunnel to this hospital?!,Frustration
"Ross, you stay here and talk, I’m gonna go have a baby.","Excitement, Determination"
"Okay. Okay. (To the nurse behind the desk.) Umm hi, this is Rachel Green.I’m Ross Geller. We-we called from the car.","Boredom, Anxiety, Tiredness"
Right! We have a semi-private labor room waiting for you. So in just aminute…,"Excitement, Anticipation"
"(interrupting her) Whoa-whoa-whoa-whoa! I’m sorry, semi-private? We(Laughs), we asked for a private room.",Frustration
"Yes, I see that here. Unfortunately we can’t guarantee a privateroom and currently they’re all unavailable.","Frustration, Disappointment"
"Man, if only you’d gotten here sooner. (Ross turns and glares athim.)","Frustration, Anger"
I’m sorry. Semi-private rooms are all we have.,"Frustration, Disappointment"
Okay. Just give us a second. Ross! (They walk away from the desk.),Frustration
Yeah?,Frustration
Give her some money.,Affection
I really think they’re out of rooms.,"Frustration, Overwhelm"
"They’re not!! Ross, they’re just saving them for the importantpeople!! Okay?! What-what if I was the president?!","Frustration, Anxiety"
"Well then we’d be in a lot of trouble, you don’t know where anycountries are. (Rachel glares at him.) Okay. (He goes over to the desk followed byRachel.) Uh, say would you umm… Would you mind checking again to see if any umm,private rooms may have (Handing her some money) opened up?",Frustration
This is a hospital.,Satisfaction
(standing up) Okay. Y’know what? I’d have to say I reallydon’t care for your tone. And this is not the only hospital in this city and we haveno problem to—Whoa! (She starts a contraction) Oh gosh! Whoa!,"Frustration, Overwhelm, Anxiety, Pain, Relief"
What-what?,Confusion
Ow! Ow! Contraction. (Sits back down.) Ow-ow! Ow-ow! (Starts breathingheavily.),Pain
Would you like to see a semi-private room?,"Satisfaction, Interest"
"Yeah, it couldn’t hurt to look.",Curiosity
Well you’re only two centimeters dilated and we need to get toten. It’ll be a while.,"Stress, Frustration, Overwhelm"
"Oh, okay.",Boredom
I’ll be back in an hour to check you again.,Curiosity
Thank you.,Gratitude
"Thank you. (Dr. Long exits.) Well, I guess we have some time to kill.","Boredom, Relaxation"
"Yeah, guess so. Whew! Check these out! (He’s looking at the stirrupson the other bed in the room and Rachel groans. Ross then hops into the bed and puts hislegs into the stirrups.) Never done this before.","Frustration, Enthusiasm, Interest"
Yeah well it looks great!,Satisfaction
Thank you very much.,Gratitude
Thanks.,Gratitude
"Hi! Hi, I’m uh Ross. I’m here to ruin this magical day for you.",Frustration
"Oh no-no, not at all.",Relaxation
Don’t worry about it.,"Relaxation, Calmness"
"Marc Coreger, this is my wife Julie.","Affection, Connectedness"
Hi Julie.,Affection
Hi.,Calmness
This is Rachel. (Points at her.),"Achievement, Satisfaction"
Hi!,Enthusiasm
Oh hi Rachel.,Affection
How are you?,"Satisfaction, Contentment"
Hi. Is this your first?,Curiosity
Yeah it is.,Satisfaction
"Well, little Jamie here is our third. So, if you have questions or youneed anything at all, just holler.","Affection, Gratitude"
That’s so sweet.,Affection
Yeah.,Boredom
Oh.,Boredom
"Umm say, I-I opened this earlier (The privacy screen) but let me give youguys some privacy.","Gratitude, Embarrassment"
No nonsense! We’re all in this together.,"Belonging, Connectedness"
"Yeah, we are going to share every moment of this with you. And I thinkwe’re gonna have some fun.",Enthusiasm
Yeah.,Boredom
"Oh, okay.",Unknown
Hey! Smile! (Points his camera at Ross and Rachel.),"Enthusiasm, Interest"
"Oh no, I really don’t want any—(He takes the picture)—Oh!Thank you. Oh. Oh Ross…",Gratitude
What?,Frustration
Here comes another contraction.,Excitement
"Oh. Okay, just breathe.",Calmness
"Oh honey, I think I’m having one too!",Affection
Look at this! (Takes another picture) There we go!,"Satisfaction, Excitement"
"(looking at the clock) Oh wow, three hours and still no baby. Ugh, themiracle of birth sure is a snooze fest.","Frustration, Boredom"
"Hey, you wanna see something?",Excitement
Sure! What?,Boredom
"Umm, this is going to be fun. Watch me freak out Chandler. Honey?",Excitement
Yeah?,Frustration
"Listen uh, I-I’ve been doing some thinking, and I don’t knowwhether it’s because we’re here or Rachel’s giving birth but umm, I thinkwe should try to have a baby.","Anticipation, Anxiety, Curiosity"
Okay.,Unknown
(freaking out) What-what-what’s that now?!,"Stress, Frustration, Overwhelm"
"Okay. I’ve been thinking about it too, and I, I think we’reready.","Satisfaction, Excitement"
What?! Are you kidding me?! You-you-you think we’re ready to have ababy now?!,Frustration
"Oh, this is fun.",Excitement
You’re ready to have a baby? My boy’s all grown up!,"Pride, Belonging"
But you said you were ready too.,Frustration
Yeah but I was just screwing with you to try to get your voice all highand weird like mine is now!,Frustration
"Yes, but haven’t you wanted a kid like forever?","Interest, Hope"
"Okay, just back off mister! Whoa. (Pause) ‘Cause I",Frustration
(voice all high and weird) What?! Are you crazy?!,Frustration
That’s it! Right there! Is all I wanted!,"Frustration, Satisfaction"
I am so sorry. The doctor insisted on closing the curtain for the exam.,Frustration
"Oh, that’s very—Really very-very okay.","Stress, Frustration, Overwhelm"
"Julie’s cervix is dilated a seven centimeters, that’s about fourfingers. The doctor let me feel it myself.",Achievement
Have you felt Rachel’s cervix Ross?,Curiosity
"(simultaneously as Ross) No, I don’t think we’ll be doingthat.",Frustration
(simultaneously as Rachel) We’re not gonna do that.,Frustration
"Well, if you like you can feel Rachel’s and then feel mine tocompare.",Excitement
(entering) Am I interrupting?,Anxiety
Uh yes! Thank you.,"Gratitude, Excitement"
Oh. Oh wait no.,Frustration
Later.,Boredom
No-no-don’t! Don’t leave me here with these people.,"Fear, Helplessness"
"Oh uh, I’m sorry. (Runs out.)",Frustration
No Ross! Ross! Ross! My child has no father!,"Frustration, Heartbreak"
"Hi! I’m so glad you’re here, but it’s gonna be a while. I-Iwished you’d called first.","Stress, Frustration, Overwhelm"
"Oh that’s all right, I’m coming back later with yourfather.",Relief
Oh good.,Relief
I actually needed to talk to you before the birth.,"Stress, Frustration"
"Okay, what’s up?",Boredom
"I brought something that I want to give you, assuming of coursethat you want it. (She holds up an engagement ring.)","Affection, Trust, Excitement, Anticipation, Interest"
"Ma, you’re asking me to marry you?",Unknown
"This is your grandmother’s engagement ring, I want you to giveit to Rachel.",Affection
"Mom no, come on! Thank you.","Frustration, Gratitude"
Just hear me out!,Frustration
"N-no! Okay? We’ve been through this! We’re not gonna get marriedjust because she’s pregnant, okay?",Frustration
"Honestly! Ross, this isn’t just some girl you picked up in abar and humped. A child should have a family.","Frustration, Affection"
"Mom, y’know what? I-I can’t deal with this right now. I’msorry…","Frustration, Overwhelm"
