Dialogue,Emotions
"Hey, you guys! Guess what? Barry and Mindy are getting a divorce!",Excitement
Oh my God!,Unknown
Wow!,Excitement
(To Ross),Unknown
No! Barry and Mindy.,Frustration
"Oh sorry, I hear divorce I immediately go to Ross. (To Rachel)Who-who’s Barry and Mindy?",Frustration
Barry was the guy that I was almost married and Mindy was my bestfriend.,"Affection, Love, Nostalgia"
"Ohh-oh, wasn’t he cheating on you with her?","Jealousy, Betrayal"
"Yeah, but that just means that he was falling asleep on top of herinstead of me.",Jealousy
Why did they get divorced?,Frustration
"Well, apparently she caught him cheating on her with someone else.Isn’t that sad? (Giggles.) God, could you imagine if I actually married him?! I meanhow different would my life be?",Curiosity
"I know what you mean, I’ve always wondered how different my lifewould be if-if I’d never gotten divorced.","Curiosity, Confusion"
Which time?,"Curiosity, Confusion, Interest"
"The first time! No seriously, imagine if Carol hadn’t realized shewas a lesbian.",Frustration
(starts to imagine it) I can’t. I keep seeing it the good way.,"Contentment, Curiosity"
"I’d bet I’d still be doing my kara-tay. (That’s karate,he’s just saying it that way.) Towards the end of our marriage I was doing a lot ofkara-tay as a way of releasing the tension from y’know, not doing anything elsephysical.",Frustration
Maybe the problem was you were pronouncing it kara-tay.,Frustration
"And what if I was still fat? (To Chandler) Well, you wouldn’t bedating me, that’s for sure.","Frustration, Satisfaction"
Sure I would!,Enthusiasm
(simultaneously) Oh yeah! Come on! Yeah right!,"Enthusiasm, Excitement"
"What, you guys really think that I’m that shallow?",Frustration
"No, I just think Monica was that fat.",Frustration
"Hey, imagine if I never got fired off",Frustration
What if I had had the guts to quit my job? I’d probably bewriting for the,Frustration
What if I had taken that job at,Curiosity
What?!,Frustration
,Unknown
"Yeah, I had a massage client who worked there and-and he said I had aknack for stocks.","Achievement, Satisfaction"
Well why didn’t you take the job?,Frustration
"Because at that time you see, I thought everything that rhymed was true.So I thought y’know that if I’d work with stocks, I’d have to live in abox, and only eat lox, and have a pet fox.","Curiosity, Confusion, Interest"
"Hey, do you guys think that if all those things happened, we’d stillhang out?","Anticipation, Curiosity"
(recognizing her) Oh my God! Rachel Green?,Excitement
(gasps) Rob Tillman!,Excitement
"No-no. It’s-it’s me, Ross!","Stress, Frustration"
"Oh, I’m sorry. Ross Tillman.",Unknown
"No, no-no, Ross Geller.",Frustration
"Ohh, of course Monica’s brother!",Enthusiasm
Yeah. Right.,"Frustration, Disappointment"
Wow! How are you?!,"Enthusiasm, Excitement"
"Good-good, I’m-I’m married. (Shows her his ring.)","Satisfaction, Affection"
Ohh! Me too!,Excitement
Is-isn’t it the best?,"Excitement, Anticipation"
"Oh, it’s the best! (They both exhale contemplating the joys ofmarriage.) So, umm how’s Monica?",Enthusiasm
"Oh really, really great! Yeah! A-actually she’s right down thestreet, umm, do-do you know what? You should stop bye and say hi.","Enthusiasm, Affection, Curiosity"
"Ohh, I would love too.",Enthusiasm
"Yeah? Oh-oh, she’d be so excited!",Excitement
Ohh! Okay!,Excitement
Come on! (They start to leave.),"Frustration, Anticipation"
"Oh wait, don’t you have to pay for your, (looks at his magazine)Busty Ladies?","Boredom, Embarrassment, Irritation"
"No, it’s okay. Some-some kid asked me to pick it up for him, but Idon’t…",Frustration
(laughs) Oh yeah? Okay.,Unknown
(putting the magazine back and holding the money for it) Okay.,Satisfaction
But! Don’t you have to give him his money back?,Frustration
"Uh-huh. (Steps to a random kid nearby and hands him his money.) Hey, hereyou go buddy. Sorry, no porn for you. (To Rachel) Okay, let’s go see Monica!","Boredom, Affection, Excitement"
"So Monica, still going out with Dr. Boring huh?",Boredom
He’s not boring! He’s just-he’s just low key.,Frustration
"(returning) Here we go, one Hazelnut Latte. (Hands it toMonica and sits down.)",Satisfaction
Thanks.,Gratitude
"Yeah. Y’know, the hazelnut actually not a nut,it’s a seed.","Curiosity, Interest"
(not impressed) Wow!!,"Boredom, Disappointment"
Can anyone else name a well known seed that’s beenmasquerading as a nut?,"Engagement, Curiosity, Interest"
"Oh dear God, let me think. (Starts to sarcastically think about it.)",Frustration
"(entering, depressed) Hey.",Unknown
Hey.,Boredom
Oh no! What’s the matter?,Worry
"Oh I just got another rejection letter. They said my writing wasfunny, just not ""
Y’know what honey? I got to get back to the hospital.""","Frustration, Disappointment, Anticipation, Exhaustion, Determination"
Okay.,Boredom
(kisses her) Okay.,Affection
Bye.,Boredom
"Bye-bye. (Gets up to leave.) Oh uh, by the way, the answeris, the Brazil nut. (Exits.)",Satisfaction
Was his question what’s more boring than him?,Frustration
"Hey man, look sorry about that",Unknown
"Hey, I may have no money, but I still have my pride.",Pride
Really?,Interest
Ehh.,Frustration
"Maybe Joey doesn’t have to give you the money, TV stars haveassistants right?",Frustration
"That’s an idea! (To Chandler) Hey, if I hired an assistant,would-would you take money from her?","Excitement, Curiosity"
"No Joey! Chandler could be your assistant! See, he could answer all ofyour fan mail and stuff!","Enthusiasm, Affection"
That’s great! That would be great! Let’s do that!,"Enthusiasm, Excitement"
I could use the money; it could give me time to write.,"Gratitude, Motivation"
Oh right great! Welcome aboard!,"Satisfaction, Enthusiasm"
Okay!,Achievement
"All right! Now hey, I need to use the bathroom. Since I don’t needany assistance in there, take a break!","Excitement, Relaxation, Relief"
All right!,Excitement
(entering) Hey!,Enthusiasm
Hey Phoebe! Guess what?,Enthusiasm
What?,Frustration
Joey just hired Chandler to be his assistant!,Excitement
"Ohh that’s so sweet! (Her cell phone rings.) Oh! Hang on! (Quicklygrabs a cigarette and starts to light it as her phone rings.) Hang onnnnnn!!! (Gets thecigarette lighted and answers the phone.) (On phone.) Go!! No! No-no! I said sell when ithits 50! 5-0, it’s a number! It comes after 4-9!! No, it’s okay. It’s okay,you’re allowed one mistake. Just kidding, you are of course fired.","Stress, Frustration, Overwhelm, Boredom, Gratitude, Love, Trust, Excitement, Relaxation, Disappointment, Anticipation, Exhaustion, Determination"
Hey Mon!,Enthusiasm
Hey!,Unknown
"Mon, look who I ran into! (Gestures towards Rachel.)",Excitement
"(gets up and gasps) Oh my God! Rachel!! (Rachel is stunned to see thather long lost friend is still fat.) (Monica goes over and gives Rachel a big bear hug,which is quite easy for her.) You look terrific!","Affection, Embarrassment"
"Ohh, so do you! Did you lose weight? (She’s not quite sure of thatone.)",Unknown
"You are so sweet to notice! Yes, I lost three and a half pounds!","Achievement, Satisfaction"
"And, and uh, you-you remember my friend Chandler. (Points to him.)",Unknown
Hey.,Unknown
Oh yeah.,Satisfaction
And that’s Phoebe over there! (Points to her.),Excitement
Hi!,Enthusiasm
"Oh my God, sit down! Sit down! How long as it been since we’ve seeneach other?",Excitement
"(answering it) 1987, the day after Christmas, at Sean McMahon’sparty. I played you one of my songs, y’know Interplanetary Courtship Ritual.",Enthusiasm
"Oh yeah. Right. So now, are—do you, do you still do music?",Frustration
"Sometimes, you should come over (Joey returns from the bathroom) sometime!I’ll play you one of my other…",Enthusiasm
(interrupting him and seeing Joey) Oh my God! Joey Tribbiani from,Excitement
"Rach, he’s a friend of ours.",Affection
(stunned) You are friends with Dr. Drake Remoray?,Unknown
Well it’s kinda hard to be friends with Drake because of his busyschedule and the fact that he’s not real.,"Frustration, Loneliness"
"(To Rachel) Hey-hey,","Enthusiasm, Affection"
He’s coming over! He’s coming over!,Excitement
(getting up) Joey!,Excitement
(holding a plate of what looks like,Excitement
"Ohhh! (Takes the plate.) No! This is my friend Rachel, we went to HighSchool together.","Satisfaction, Affection, Excitement"
(giggles and can’t look at him) Hi!,Unknown
(shaking Rachel’s hand) Hi!,Enthusiasm
"(still not quite able to look at him) Hi! I love you on that show! Iwatch you everyday! I mean, when you took out your own kidney to save your ex-wife eventhough she tired to kill you…","Affection, Love"
"Well, it’s always nice to meet the fans.","Satisfaction, Engagement"
Ah!,Unknown
(turning and whispering to Monica) She’s not crazy is she?,Confusion
No.,Frustration
"(To Rachel) So uh, how you doin’?","Relaxation, Interest"
"Hang on! Hang on! Hang on! (Answering the phone.) Go!! Who’s this?(Listens) Oh okay, you’re gonna like working for me. What’s your name? (Listens)What kind of name is Brendy? I… Whatever… Stop talking! All right, from now onyour name is Joan. You can pick your own last name.",Frustration
(entering) Hey there you are!,Enthusiasm
"Uh-oh, it’s my boss!","Stress, Frustration"
"All right, here’s a list of things for you to do today. Man, thisgoing to be so great! Thank you so much! All right, I got to go to work I’mdelivering twins today, but only one of them is mine! (Exits.)","Enthusiasm, Gratitude, Excitement, Exhaustion"
(reading the list) Drop off my dry cleaning. Pick up my vitamins.Teach me how to spell vitamins. Wear in my new jeans.,"Frustration, Overwhelm, Boredom"
(laughs) You realize what you are don’t you?,"Confusion, Realization"
What?,Frustration
You’re his bitch.,Anger
(yelling from Monica’s room) No-no!! No!!,Frustration
(panicked) Oh wait! You didn’t just sit on my,Panic
"No! There-there was a little, a little diff in the market and I lost 13million dollars.","Frustration, Disappointment"
But the,"Hope, Desperation"
"What am I gonna do?! What am I gonna do?! I can’t call my officethey’ll kill me! I can’t call my clients they’ll kill themselves! Great,now my chest hearts.","Stress, Frustration, Overwhelm, Anxiety, Pain, Worry"
What?!,Frustration
"(louder) My chest hurts! Oh, and now I-I can’t breathe.","Anxiety, Pain, Panic"
"Phoebe, are you having a heart attack?!","Stress, Worry"
"Oh, if I were, would-would I have shooting pains up and down my leftarm?","Frustration, Pain"
Yes!!,"Satisfaction, Enthusiasm"
Then yes that is what I’m having. (Takes another puff of thecigarette.),Satisfaction
Oh my God!,Unknown
"Come on Pheebs, it’s not that bad! Y’know most people would beexcited if they didn’t have to work for a couple of weeks.","Excitement, Contentment"
