Dialogue,Emotions
"Hey, wouldn't be cool if our duck and chick had a little baby? We couldcall it Chuck.","Enthusiasm, Affection"
Or... Dick.,Frustration
(entering) Hey.,Excitement
Hey.,Unknown
"Listen, I-I need a favor. Umm, I was in the shower, and as I was cleansingmyself, I ah, I-I, well I felt something.","Confusion, Realization, Embarrassment"
Was it like a sneeze only better?,"Curiosity, Interest"
"No, no, I mean, I mean a thing on my body.",Frustration
(with a disgusted look) What was it?,Unknown
"Well, I don't know, it's-it's kinda in a place that's not... It's notvisually accessible to me, and I was hoping maybe you guys could-could help me out.(starts to take off his pants)",Frustration
Whoa!!!,Excitement
No!!,Frustration
"Come on you guys, it's no big deal! (He turns around and shows him histhing.)","Enthusiasm, Engagement"
Whoa-heeeiiiiii-iiiii-ah!! (sees it) Huh.,Excitement
"Well what is it? Is it a mole? (He moves closer to them, and they jumpback.)",Unknown
"No, it's too wrinkly to be a mole.",Frustration
"Well, eww. What? Is it a pimple?",Confusion
"No, it's... fancier than a pimple. Look Ross, why don't you just gosee a…","Frustration, Boredom"
"(entering, interrupting them) Hey guys! What's... (sees what they'redoing and stops, the guys are stunned)",Unknown
"Okay, well, it's definite, two more weeks of winter.","Disappointment, Anticipation"
Ahhh.,Satisfaction
"Yeah, right.",Unknown
"(to her date) Okay, and then this is the coffee house. This is where Iplay my music. (points to the stage)","Satisfaction, Enthusiasm"
Good deal.,Satisfaction
"Yeah, and these are my friends. People. This is Vince, Vince the people.","Satisfaction, Affection"
Hi!,"Enthusiasm, Affection, Excitement"
Hey!,Enthusiasm
Hey!,Enthusiasm
Vince is a fireman.,Pride
Wow! Have you ever rescued anyone from a burning building before?,Excitement
"98 hot saves, highest in the force.",Achievement
"Well, y'know if Joey and I played with matches we could get you up toan even hundred.","Frustration, Boredom"
"(dead serious) Fire safety is not a joke, son.",Frustration
"You're right, I know.",Satisfaction
"(to Phoebe) Look, I gotta go. I'm on call tonight. (kisses her) See youSaturday. (leaves)","Affection, Relaxation, Engagement"
Okay. (watches him leave),Relief
"Wow, he's cute, Pheebs! But I thought you just started dating thatKindergarten teacher.","Enthusiasm, Affection, Jealousy, Interest"
"Oh, Jason? Yeah, uh-huh, we're seeing each other tonight.","Frustration, Boredom"
What-Pheebs?! Two dates in one day? That's so unlike you.,Frustration
"I know, I know! I'm like playing the field. Y'know? Like, juggling twoguys, I'm sowing my wild oats. Y'know? Y'know, this kind've like y'know oat-sowin',field-playin' juggler.","Boredom, Enthusiasm"
"So Pheebs, do they know about each other?",Curiosity
"Does a dog's lips move when he reads? (Joey makes an `I don't know'face, and looks to Chandler and Rachel, who're also stumped) Okay, no they don't.",Frustration
(entering) Hey guys!,Enthusiasm
Hey.,Unknown
Hi!,Enthusiasm
(going over to him) Well?!,Frustration
"(joining them) Okay, how'd it go at the doctor's?",Satisfaction
