Dialogue,Emotions
"Pheebs, can you help me pick out an engagement ring for Monica? Ican’t figure this out! It’s so hard! Should I get her a (turning to each page)Tiffany cut or a Princess cut or a—ah-ah! Paper cut!","Frustration, Boredom, Affection"
"Now, have you told anyone else?","Trust, Curiosity"
"No, I don’t want to tell anybody else because I don’t wantMonica to find out.","Frustration, Betrayal, Anxiety"
You told me.,Frustration
"Well, it’s because I trust you, you’re one of my bestfriends, and you walked in on me when I was looking at ring brochures.","Affection, Trust"
"Yeah well, once again not knocking pays off. I only wish you hadn’tbeen on the toilet.",Frustration
Me too.,Satisfaction
Hey. (Heads straight for the fridge.),Relaxation
Hey.,Enthusiasm
"Hey! So Chandler, wanna go to the coffeehouse?",Enthusiasm
Oh all right.,Frustration
"Yeah, coffeehouse.",Satisfaction
"Oh perfect, we were just gonna see if you wanted to go.",Excitement
"Oh well, we don’t because we got…the…other pl-place.",Frustration
How rude.,Frustration
"Oh, I’m sorry. You wanna bite? (Holds his piece out for him.)","Affection, Engagement"
So how are things going with Paul?,"Curiosity, Interest"
"Good. Although y’know, he-he’s a private guy. Y’know, Iwish I could get him to open up a little bit, share some feelings.","Frustration, Affection"
That’s easy! You just have to think of him as a-as a jar of picklesthat won’t open.,Frustration
So what are you saying; I should run him under hot water and bang hishead against a table?,"Frustration, Anger"
No that’s what you do when you want to get the truth out ofsomeone.,Frustration
(entering) Hi honey.,Affection
Hi!,"Enthusiasm, Engagement"
(To Rachel) Watch this.,Excitement
(To Rachel) How are you?,Interest
(To Phoebe) Okay.,Boredom
Hi Paul!,Excitement
Hi Phoebe.,Affection
So how are things going with you?,Curiosity
Can’t complain.,Satisfaction
(whispering) Come on.,Frustration
Okay. (Gets up and starts to leave with Paul.),Satisfaction
(To Ross) Hey!,Enthusiasm
Hi!,"Enthusiasm, Affection"
Ross!,Excitement
Great to see you!,"Gratitude, Excitement"
Good to see you too!,Enthusiasm
How you doing?,"Satisfaction, Contentment"
Good. Bye! (Starts to leave.),Satisfaction
Okay! You take care!,Respect
"Hey Pheebs, what-what was the deal with you and Chandler blowing us offbefore?","Frustration, Disappointment"
"Yeah! That was so weird, huh?",Excitement
"Phoebe, why’d you do it?",Frustration
I didn’t do it! It was Chandler! He’s… He’s mad atyou!,"Frustration, Anger, Indignation"
What?! Why?!,Frustration
"Please, I think you know why.",Frustration
I can’t think of anything.,Frustration
"Come on Ross, you’re a paleontologist, dig a little deeper.",Frustration
"Wait a minute, is it because Joey and I didn’t invite him to thatKnicks game a couple of weeks ago?",Frustration
Do you think that’s something that he’d be mad at you for?,Frustration
I guess it could.,Unknown
Well then I think that’s it.,Satisfaction
"Well, if he’s angry, he really shouldn’t just cover it up. I-Iwish he would just tell me the truth.","Frustration, Anxiety, Curiosity"
"Oh, if that’s what you want you then you really should run his headunder hot water and bang his head against a table.",Frustration
"Honey I made a reservation at China Garden, is that okay?",Satisfaction
"Yeah that’s great. But first, wait, talk to me, talk to me. Tell meabout your day.","Enthusiasm, Affection, Engagement"
It was fine.,Satisfaction
"Okay. Hey, what are you thinking? What are you thinking right now?",Curiosity
I’m thinking that you are looking really fine it that dress.,Affection
"Yeah that’s great Paul, but y’know I wanna knowwhat—(Puts her hands on his shoulders)—Wow, those are really great! I just wannaknow what, what is behind this-this strong, silent exterior. Y’know they say thatstill waters run deep and I wanna swim in yours.","Affection, Love, Curiosity, Interest"
Are you talking about having sex?,"Confusion, Embarrassment"
"No Paul, I don’t know anything about you! Y’know, like-likeyour childhood! Tell me about your childhood!",Frustration
Normal.,Unknown
"Okay, well then how about puberty! Come on, that’s always a painfultime! Y’know your friends invite you to a slumber party and then they stick your handin warm water while you’re sleeping so that you pee in your sleeping bag.","Boredom, Enthusiasm"
Nope! That never happened to me!,Frustration
"Well, you’re lucky you never met that bitch Sharon Majesky. Anyway,umm… The rest of you life, y’know? Any regrets?","Frustration, Disappointment"
Nope.,Frustration
"All right Paul, I’m not asking for a lot here. Okay? Just give mesomething. Anything!","Frustration, Hope"
Okay.,Boredom
Okay.,Unknown
Okay.,Boredom
All right.,Satisfaction
When I was six years old.,"Nostalgia, Engagement, Curiosity, Interest"
Hm-mmm.,Frustration
I wanted a big wheel. And instead my parents got me this little plasticchicken that you hop around on. It was embarrassing; kids made fun of me. That was apretty tough year.,"Frustration, Embarrassment"
"That’s-that’s great! See? I already feel like I know you alittle better! Thank you. Okay, come on. Now we can go eat. Let’s go. (Gets up toleave, but Paul doesn’t move.)",Enthusiasm
It was horrible. They called me chicken boy.,Frustration
Oh!,Excitement
"And in fifth grade I got into a fight. Well, it wasn’t really afight. Richard Darinvel bit me on the nose and, and I feel down. I still have a littlescare right here (points to it) you can see it.","Pain, Embarrassment"
"Yeah. Yeah, I-I-I see the scare. Listen, Paul, I think this is reallygreat that-that y’know, you shared your feelings. It’s really, it’sbeautiful, but umm, what do you say we go share some food?","Anxiety, Curiosity"
"Oh, I couldn’t eat now.",Frustration
What?! Wait! What are you talking about?! You love their Kung PaoChicken!,Frustration
Chicken? (Pointing to himself.) Chicken boy!,"Curiosity, Embarrassment"
"My God, I’m sorry! I’m sorry! I didn’t mean to do that! Iwouldn’t do that!",Frustration
Nothin! This is the nine millionth ring store we’ve been too andI can’t find the perfect ring! (Goes over to another display counter and startspointing at rings.) Ugly ring! Ugly ring! Ugly ring! (Notices that one of the jewelers iswatching him.) It’s a beautiful selection. (The jeweler walks away slowly.),"Frustration, Overwhelm, Enthusiasm, Embarrassment"
"Okay, so maybe you don’t get her a ring. Maybe you-maybe you dosomething different. Y’know? Maybe you get her an engagement bracelet, y’know?Or an engagement tiara? Or—ooh! An engagement Revolutionary War musket! (Picks one upfrom the display in the corner.",Excitement
"Y’know, I’m so glad I picked you to help me with this.",Gratitude
Huh? Can you just imagine getting down on one knee and handing her thisgorgeous piece of weaponry?,"Enthusiasm, Excitement"
"Yeah, I’m gonna stick with the ring. (Goes to another displaycounter.) Oh, this one’s nice! (Pointing to another ring.) I like this one! Sir? Uh,kind sir? Can I see this one?","Enthusiasm, Interest"
"(coming over after returning the musket) Wait a minute, no, this is,this is the reason you brought me. Okay? I know how to haggle. So let me handle this fromhere on out.",Frustration
