Dialogue,Emotions
Dehydrated Japanese noodles under fluorescent lights... does it,Boredom
"Question. You're not dating anybody, are you, because I met somebodywho would be perfect for you.",Curiosity
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or'self-destructive'...",Frustration
Do you want a date Saturday?,"Anticipation, Curiosity, Interest"
Yes please.,Satisfaction
"Okay. He's cute, he's funny, he's-","Affection, Interest"
He's a he?,"Curiosity, Confusion"
"Well yeah! ...Oh God. I- just- I thought- Good, Shelley. I'm just gonnago flush myself down the toilet now...(backs out of the room) Okay, goodbye...","Frustration, Overwhelm"
"...Couldn't enjoy a cup of noodles after that. I mean, is thatridiculous? Can you believe she actually thought that?",Frustration
"Um... yeah. Well, I mean, when I first met you, y'know, I thought maybe,possibly, you might be...",Unknown
You did?,Interest
"Yeah, but then you spent Phoebe's entire birthday party talking to mybreasts, so then I figured maybe not.",Frustration
"Huh. Did, uh... any of the rest of you guys think that when you firstmet me?","Curiosity, Insecurity"
I did.,"Achievement, Satisfaction"
"Yeah, I think so, yeah.",Satisfaction
Not me.,Frustration
"Nono, me neither. Although, uh, y'know, back in college, Susan Sallidordid.","Boredom, Nostalgia"
You're kidding! Did you tell her I wasn't?,Frustration
"No. No, it's just 'cause, uh, I kinda wanted to go out with her too, so Itold her, actually, you were seeing Bernie Spellman... who also liked her, so...","Frustration, Jealousy"
"Well, this is fascinating. So, uh, what is it about me?",Interest
"I dunno, 'cause you're smart, you're funny...","Affection, Gratitude"
"Ross is smart and funny, d'you ever think that about him?",Affection
Yeah! Right!,"Excitement, Interest"
WHAT IS IT?!,Frustration
"Okay, I-I d'know, you-you just- you have a quality.",Frustration
Yes. Absolutely. A quality.,"Achievement, Satisfaction"
"Oh, oh, a quality, good, because I was worried you guys were gonna bevague about this.","Boredom, Worry"
"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.","Excitement, Relief"
Oh my God! Calling from Rome! (Takes phone),Excitement
(to Joey) So he's calling from Rome. I could do that. Just gotta go toRome.,"Achievement, Satisfaction, Excitement"
"Monica, your dad just beeped in, but can you make it quick? Talking toRome. (Showing off to Phoebe and Chandler) I'm talking to Rome.","Achievement, Enthusiasm, Anticipation"
"Hey dad, what's up? (Listens) Oh God. Ross, it's Nana.",Fear
