Dialogue,Emotions
"It's so weird, how did Joey end up kissing Charlie last night?   I thought you'd end up kissing Charlie.","Jealousy, Disappointment, Curiosity, Confusion"
"Hey, I thought I'd end up kissing Charlie too ok? But",Frustration
"I missed most of the party (pause) Charlie's a girl, right?",Frustration
"Yes, she is this new professor of my department that I did","Achievement, Satisfaction"
"I don't know why Joey had to kiss her! I mean, of all the girls   at the party, GOD!","Frustration, Jealousy, Disappointment"
Why do you care so much?,Frustration
"Yes Rachel, why",Boredom
(worried) Be-cause Ross is the father of my child! You know...   and I... want him to hook up with lots of women! (pause) I just... All I'm saying   is... I don't think that Joey and Charlie have anything in common.,Worry
"Oh, I don't know, they seem to have a shared interest in each   other's tonsils...","Affection, Interest"
"Wow, Joey and a professor! Can you imagine if they had kids   and if the kids got her intelligence and Joey's raw sexual magnetism... Oh,   those nerds will get","Jealousy, Excitement"
"All right, so... Ross, you're ok with all this? I mean...","Stress, Frustration"
"Yeah, it's no big deal. I mean, I just met her and I'm fine with   it...","Boredom, Disappointment, Indignation"
"Oh, God. I forgot how",Frustration
"Oh, God. I forgot how","Frustration, Overwhelm"
Hey!,Enthusiasm
Hi!,Enthusiasm
I'm gonna get some more coffee.,Satisfaction
"Oh, you know what? I'll come with you!","Enthusiasm, Interest"
Ok. (they both go),Boredom
"(to Joey) So, a professor, uh?",Curiosity
"Yeah! She is cool, and she's so smart! Her mind is totally acrimonious   (which, being Joey, he mispronounces amonious""). (pause) That's not   how she used it...?""",Enthusiasm
"(talking to Ross) I feel like I owe you an explanation. I don't   ordinarily go around kissing guys at parties. I'm... well, I'm kind of embarrassed.   I really hope you don't think less of me.",Embarrassment
"Uhm no! Think less of you! No, I don't think less of you. I mean,   you saw someone you liked and you kissed them. I mean, those people who like   someone and don't kiss them... those-those people are stupid, I hate those people.","Frustration, Enthusiasm, Jealousy, Disappointment"
"You know, actually I'm a little surprised to myself. I mean,   Joey is so different from the guys I usually date. I mean, they're all professors,   and intellectuals, and","Satisfaction, Boredom"
"Yeah, I know the type.","Affection, Gratitude"
"Hey, if you wanna grab a bite before work we'd better get acrimonious.   No? Am I getting close?",Frustration
(entering) Hey!,Enthusiasm
Hey!,Enthusiasm
Hey you guys! Look what I just got. (she shows them a pair of   slippers),"Satisfaction, Enthusiasm"
"Oh, OH! Wow, I love those! Where did you get them?",Excitement
I bought them off Ebay! They used to belong to the late Shania   Twain.,Satisfaction
"(after a pause) Phoebe, Shania Twain is still alive!",Excitement
Oh... then I overpaid. (she goes to the bathroom),Frustration
"Hey, what's this?",Curiosity
"Oh, it's a gift certificate to this new SPA in SOHO.","Satisfaction, Excitement, Relaxation"
"Oh, you can't show Phoebe this! She hates those corporate massage   chains.",Frustration
"Ah, why, now I can't get a massage? There are so many things   that she disapproves of! I can't eat veal, I can't wear fur, I can't go hunting...","Frustration, Overwhelm, Disappointment"
Do you wanna go hunting?,Enthusiasm
"Well, I would like to have the option!!",Frustration
"(coming back from the bathroom) What's up? (she sees the gift   certificate in Rachel's hands) Hey, Rachel!!","Affection, Excitement"
Oh!,Unknown
"No, you can't go there! You know how I feel about these big   massage places""! They're putting people like me out of business!""","Frustration, Overwhelm"
"And she wants to go hunting, too!!",Enthusiasm
"Phoebe, come on, I don't wanna waste it! It would be like throwing   away a hundred bucks!",Frustration
"Ok, this is not about the",Frustration
I don't care about any of that!!,Frustration
"Well, do you care about friendship?",Frustration
Oh!,Unknown
"I feel really strongly about this, Rachel. Please, don't use   this gift certificate. I'm asking you as a friend.","Affection, Gratitude, Trust"
"Oh, not as a friend, Phoebe!! Fine, I won't use it!",Frustration
Promise?,"Hope, Doubt"
I promise.,"Gratitude, Trust, Hope"
Thank you. (she tears up the gift certificate),"Frustration, Disappointment"
But I am going hunting!!,Frustration
(entering) Hey honey! I missed you today!,"Affection, Love, Excitement"
"Oh, yeah?",Frustration
Yeah. (they kiss) What d'you wanna do tonight?,"Affection, Love"
"Oh, well... Maybe we could... (he sweeps the stuff off the   table and wordlessly invites Monica to have sex on it)","Frustration, Anticipation"
"Ok, trying to turn me on by making a mess? Know your audience!   Besides, tomorrow we're doing those fertility tests and until then you need   to keep your tadpoles in the tank.","Frustration, Boredom, Affection"
We really need to take those tests?,"Frustration, Overwhelm"
"Honey, we've been trying to have a baby for over a year. I think   it's a good idea to find out if everything's ok. Just a few routine tests.","Worry, Hope"
But I don't wanna do it in a cup!,Frustration
What is the big deal?,Frustration
It's weird! In a doctor's office?,Confusion
It's not ok to do it in a doctor's office but it is ok to do   it in a parked car behind a Taco Bell?,"Frustration, Disappointment"
"(embarrassed) I cannot believe Ross told you that! (pause)   And in my defense, it was a Wendy's!",Embarrassment
"Look, I don't wanna do this test either, but I really do think   it's a good idea!","Frustration, Belonging"
"Yeah, ok. I'm sure that doctor's office can't be worst than   on a class trip to the Hershey's factory!",Satisfaction
(really embarrassed) OH!,Embarrassment
"Oh, yeah! RACHEL TALKS TOO!","Enthusiasm, Affection"
(sipping red wine from a glass) Who says that wine has to cost   more than milk!,"Frustration, Satisfaction"
Heeey!,Excitement
Heeey!,"Enthusiasm, Affection"
Hi!,Enthusiasm
"Come on in, how are ya?",Engagement
I'm good!,Satisfaction
Can I offer you a drink?,Unknown
,Unknown
"Uh-oh. I hade a pretty hectic day at work too, today I had to   open a door and go (looking scared) ohhhh!",Fear
So I am just so excited to be   here. And I can't wait to start exploring the city!,Excitement
"Hey, if you need a tour guide... (point to himself)",Enthusiasm
"Oh, you mean it? That would be so","Satisfaction, Enthusiasm"
"Yeah, definitely, definitely. Ok, what do you wanna see first?",Enthusiasm
"Oh, well, we can go see the Chronos Quartet at the Avery Fisher   Hall.",Enthusiasm
(looking puzzled and nodding) Ok!,"Curiosity, Confusion"
And there is a collection of Walt Whitman letters on display   at the public library.,Satisfaction
"I know, yeah!",Excitement
"And first, I have to see the MET!",Enthusiasm
"Ok, let me stop you right there. The Mets suck, ok? You wanna   see the Yankees.","Frustration, Anger"
"No, no, no, not the Mets, the MET, singular!",Frustration
"Which one, they all suck!",Frustration
The museum!,Enthusiasm
(looking puzzled) I don't think so.,Unknown
(to the receptionist) Hi there!,Enthusiasm
"(in an affected tone) Hello, welcome to Lavender Day Spa   SPA. How may I help you?","Boredom, Enthusiasm"
"Oh, hi. I have a massage appointment under Rachel Green, and   here is my gift certificate.",Relief
This has been torn up.,Frustration
And... taped back together.,Frustration
