Dialogue,Emotions
"(on TV) Well, if we learned one thing today C.H.E.E.S.E. is thatcheerleaders and high explosives don’t mix. (Cut to Joey laughing while Rachel,Chandler, and Monica aren’t amused.)",Frustration
You can say that again Mac.,Satisfaction
"Well, I couldn’t have done it without you buddy. You’re a genius.","Achievement, Gratitude"
Oh yeah? Well then how come I can’t get my VCR to stopblinking 12:00?,Frustration
"(laughing and turning off the TV) So, what did you guys think?",Unknown
"(on phone) Hello? (Listens) Hold on please. Joey, it’s your mom.(Hands him the phone.)","Frustration, Affection"
It’s your mommy. It’s your mommy.,"Affection, Love"
Ohhhh…,Frustration
That’s nice.,Satisfaction
"(on phone) Mom, so what did you think? (He walks away allowing the gang achance to figure out what they’re gonna say.)","Anticipation, Engagement, Curiosity"
Well that was umm…Okay.,"Frustration, Disappointment"
It wasn’t the best.,Disappointment
That was one of the worse things ever. And not just on TV.,"Frustration, Disappointment"
Wh-what are we gonna tell him?,"Frustration, Worry"
"Well, the lighting was okay.",Satisfaction
"Ohh no you don’t! You got lighting last time, lighting is mine!","Frustration, Jealousy"
And I have costumes.,Enthusiasm
"Oh great! That means I’m stuck with, So",Frustration
What are you gonna do Pheebs?,Boredom
I don’t know. I don’t know. I can’t lie to him again. Ohno I—no! I’m just gonna press my breasts up against him.,"Stress, Frustration, Overwhelm, Affection"
And say nothing?,Frustration
"Uh-huh, yeah that’s right.",Satisfaction
"(hangs up the phone) Wow! Well, my folks really liked it! So what-what didyou guys think? (Phoebe smiles, walks up to him, and presses her breasts against him.) Itwasn’t","Affection, Excitement"
"Phoebe, do you think that your favorite animal says much about you?",Curiosity
What? You mean behind my back?,"Frustration, Betrayal"
"(entering, excitedly) Oh! Hi you guys, oh my God! You’ll nevergonna believe happened to me today! I am sitting in my office and…",Excitement
(entering from bathrooms excitedly) You guys! You guys! You’re notgonna believe what my agent just told me!,Excitement
Joey! Kinda in the middle of a story here!,Frustration
"Ooh, sorry. Sorry. You finish, go.",Frustration
"Okay, so anyway I’m sittin’ in my office and guess who walksin.",Frustration
I’m gonna be on two TV shows!,"Achievement, Excitement"
Joey!,Excitement
"Oh, you weren’t finished?",Frustration
Yeah! Guess who walks into my office is the end of my story. (To Monicaand Phoebe) It was Ralph Lauren! (Monica and Phoebe gasp) Ralph Lauren walked into myoffice!,"Achievement, Excitement"
"Uh Rach, if you’re gonna start another story, at least let me finishmine.",Frustration
It’s the same story.,Frustration
"(groans in disgust) Wow, it’s really long.",Frustration
"(ignoring him) Anyway, Ralph just came in to tell me that he’s sohappy with my work that he wants me to be the new merchandising manager for polo retail.","Satisfaction, Enthusiasm"
Still get a discount on wedding dresses?,Satisfaction
Yeah!,Enthusiasm
I’m,Boredom
"Well, these really are the days of our lives.","Nostalgia, Contentment"
What?!,Frustration
"Well, since you ask. They want me back on","Achievement, Satisfaction, Excitement"
(gasps) Oh God!,"Fear, Panic"
I got—I get a big pay raise!,"Achievement, Excitement"
Oh hey!,Enthusiasm
"I’ll be playing Drake Remoray’s twin brother, Stryker!",Excitement
Oooh!,"Excitement, Interest"
I get to hire my own assistant!,Excitement
(jumps up) Well—I got a head rush from standing up to fast rightthere.,Excitement
(reading the resume) And you were at this job for four years?,"Frustration, Interest"
That’s right.,Satisfaction
"Okay, well this is all very impressive Hilda, um I just have one lastquestion for you. Uh, how did I do? Was this okay?","Achievement, Satisfaction, Curiosity"
What?,Frustration
I’ve never interviewed anyone before. I’ve actually never hadanyone,"Frustration, Overwhelm"
No dear. It’s not.,Frustration
"No. Yeah, and I know that. All right, well thank you so much for comingin it was nice to meet you.","Satisfaction, Gratitude, Engagement"
Thank you! Good meeting you.,"Satisfaction, Gratitude"
All right. (Hilda exits) I’m a total pro!,"Achievement, Satisfaction"
Hello?,Relief
"(seeing him) Wow! H-umm! Hi! Yes, uh I’m sorry the models areactually down the hall.","Boredom, Excitement"
"Actually, I’m here about the assistant job.","Determination, Curiosity, Interest"
"Really?! (Taking his resume) Okay well then, all right, well just have aseat there. Umm, so what’s—what is—what’s your name?",Boredom
Tag Jones.,Unknown
"Uh-huh, go on.",Boredom
That’s it. That’s my whole name.,Satisfaction
"That’s your whole name, okay of course it is! Okay, welllet’s-let’s just have a look-see here. (Looking at his resume)","Frustration, Boredom"
"I know I haven’t worked in an office before, and I really don’thave a lot of experience, but uh…",Insecurity
"Oh come on, what are you talking about? You’ve got three yearspainting houses. Two",Frustration
"It’s lame, I know. But I’m a goal-oriented person, very eager tolearn…","Enthusiasm, Determination"
"Okay, hold on just a second. (She grabs a camera out of the desk andtakes his picture.) I’m sorry, it’s for human resources, everybody has to do it.Could you just stand up please?","Frustration, Boredom, Disappointment"
No-no-no-no. (Waves him away as Monica and Phoebe enter whispering toeach other.) Hey! (Monica shushes him.),Frustration
"(To Monica) Anyway, I should go. Okay, bye.",Boredom
(To Chandler) Hey sweetie.,Affection
"Hi sweetie. So, what was with all the whispering?",Affection
I can’t tell you. It’s a secret.,Frustration
Secret? Married people aren’t supposed to have secrets betweenone another. We have too much love and respect for one another.,"Love, Respect"
Awww. (Kisses him.) But still no.,Affection
"No I’m serious, we should tell each other","Stress, Satisfaction"
"Really? Okay, so why don’t you tell me what happened to Ross Junioryear at",Frustration
"Oh no-no, I can’t do that.",Frustration
"If you tell me, I’ll tell you what Phoebe said.",Curiosity
Okay.,Boredom
Okay.,Unknown
"So, Ross and I are going to",Excitement
Oh my God. He threw up?,Frustration
"No, he visited a little town south of throw up. (Monica laughshysterically.) So what was Phoebe’s secret?","Boredom, Enthusiasm, Disappointment, Anticipation, Curiosity, Interest"
"Oh, Nancy Thompson from Phoebe’s old massage place is gettingfired.","Frustration, Satisfaction"
That’s it?! I gave up my,Frustration
That’s right! You lose sucker!! (Pause) Please still marry me.,"Frustration, Affection"
"Chandler, you have an assistant right?",Frustration
(angrily) Did she call? You-you told her I was sick right? Always tellher I am sick!,"Frustration, Anger"
"No, I-I just don’t know how you decide who to hire. I meanI’ve got it narrowed down to two people. One of them has great references and a lotof experience and then there’s this guy…","Frustration, Overwhelm, Curiosity"
What about him?,Frustration
I love him. He’s so pretty I wanna cry! I don’t know what todo. Tell me what to do.,"Overwhelm, Affection, Love"
"Come on you know what to do! You hire the first one! You don’t hirean assistant because they’re cute, you hire them because they’re qualified.","Frustration, Satisfaction"
"Uh-huh. No, I hear what you’re saying and-and-and that makes a lotof sense but can I just say one more thing? (Takes out his picture.) Look how pretty!","Frustration, Overwhelm"
"Let’s see. (Looking at the picture) Oh my God! Oh… But no! No!You can’t-you can’t hire him, because that—it’s not professional. Umm,this is for me (The picture) yes? Thanks. (Puts it in her pocket.)","Frustration, Disappointment, Confusion"
Okay you’re right. I’ll hire Hilda tomorrow. Dumb old perfectfor the job Hilda!,Frustration
Let me see this guy. (Phoebe hands him the picture.) W-H-Wow!Don’t show this to Monica! And don’t tell her about the W-H-Wow!,Unknown
Hey-hey-hey Joey!,"Enthusiasm, Affection"
Hey Terry!,Enthusiasm
Good to see you again!,Relief
"It’s been a while, huh? Wow, it’s funny these halls look smallerthen they used to.",Nostalgia
It’s a different building.,"Curiosity, Interest"
So! Stryker Remoray huh? When do you want me to start?,Excitement
Why don’t we start right now!,Enthusiasm
Okay.,Unknown
Here are the audition scenes. (Holds out the script.),Anticipation
(looking between the pages and him) Audition? I thought you were gonnaoffer me the part.,"Frustration, Disappointment"
Why would you think that?,Curiosity
"Well, I was Dr. Drake Remoray, Stryker’s twin brother. I mean, wholooks more me than me right?",Frustration
