Dialogue,Emotions
"Okay, guys, listen, don't forget that tomorrow is the day that Emilygets married again, so whatever we do, just try to really keep Ross's mind off of it.",Excitement
"Oh, yeah, good idea.",Relaxation
"Hey man, what's up?","Engagement, Curiosity, Interest"
"(sits down at the table) Oh, eh, just thinking about Emily getting marriedtomorrow. (Joey panics.)",Panic
"Ooh, Ross, look! Look! (Points behind Ross.)",Excitement
(turning and looking) What? Where?,Confusion
Right over there! Right there! Look-look-look!,Excitement
What am I looking at?,"Frustration, Curiosity, Confusion"
(to the rest of the gang) Somebody help me out here!,Frustration
"(entering, with Gary) Hey!",Excitement
Hello!,Enthusiasm
Hey!,Enthusiasm
How are you?,Contentment
"Monica, I'm sorry I didn't come by last night. I was out with Gary; helet me ride around with him in his cop car. We saw and prevented crimes.","Satisfaction, Gratitude, Excitement, Interest"
You got to go on a ride along?!,Excitement
Uh-huh!,Frustration
I want to go on a ride along!,"Enthusiasm, Excitement"
Me too!,Enthusiasm
Okay!,Excitement
"Yeah, yeah! Me too!","Enthusiasm, Affection"
Really?! You?,"Frustration, Disappointment"
Yeah.,Boredom
"Well, it's kinda dangerous.",Worry
"Well, I like danger.",Enthusiasm
"Okay, you guys free tonight?",Excitement
Tonight? You-you didn't say it was going to be at nighttime.,Frustration
Hey!,Enthusiasm
"Hey! Oh, I'm so glad you're home, I thought tonight we could","Gratitude, Relief, Joy"
"Ohh, thank God!","Gratitude, Relief"
"Okay, I've broken them down into categories. Okay, we have uh, we gotholidays, birthdays, candids, y'know… And then what I've done is I'vecross-referenced them by subject. Right? So if you're looking up, oh let's say birthdaysand dogs, you get Photo 152. See? (Hands her the photo.)","Achievement, Satisfaction, Excitement"
"Ohh, it's me and La Poo! Wow! I miss that dog.",Affection
"You can also find him under umm, dog and dead.",Boredom
Great! Thanks!,Gratitude
"All right, hand me that other box of photos; that's the very last one.",Satisfaction
Okay.,Boredom
"Oops. Sorry! Well, good thing you number all of them, huh?",Satisfaction
I hadn't! Photo 152 was a prototype.,Frustration
"Ohhhh. Honey, honey, honey, it's okay, it's okay honey. I'm gonna fixyou a drink, huh? Maybe a margarita?","Affection, Gratitude, Love, Relaxation"
"Ross has the blender! Ugh, everything's just falling apart!",Frustration
"No honey, it's okay! Listen, I'll got to Ross's and get the blender, youget all the margarita stuff ready.","Enthusiasm, Affection, Trust, Engagement"
"All right, he's keys are in the drawer. Y'know what? I also need somecash.","Stress, Frustration, Satisfaction"
"Okay, you want me to stop at the ATM?",Boredom
"Nah, while you're at Ross's if you see any lying around…","Enthusiasm, Curiosity"
What?!,Frustration
"What?! I-I-I don't, I don't do that!",Frustration
"(to Gary) That was so cool man, the way you leaned on that guy.","Achievement, Enthusiasm"
It is starting to get dark out there.,Anticipation
(to Gary) He told you everything! I mean you totally cracked him!,"Achievement, Excitement"
"Yeah well, being that he was the victim, they're usually pretty talkative.",Frustration
(laughing) Okay. (Deadpan) But it is officially nighttime.,Boredom
"Oh hey, Gary, want me to grab the berry for ya?","Enthusiasm, Affection"
It's called the cherry.,"Achievement, Curiosity"
It's the—Chandler!!,Excitement
"(returning from a deli) Okay, I got it! This place makes the best sandwichin the world!","Satisfaction, Excitement"
Hey Joe does it have meatballs on it?,"Curiosity, Interest, Hope"
"Oh-ho, yeah!",Enthusiasm
Does it have melted cheese and marinara sauce?,"Satisfaction, Anticipation, Interest"
Yep!,Excitement
"Yeah, you can't eat that in my car.",Frustration
(dejected) Yeah okay. (To Chandler) Even though my tax dollars paid forthis car.,Frustration
,Unknown
"Yeah, okay.",Unknown
(leans in and takes a sniff of Joey's sandwich) Wow! That sandwichreally does smell good.,"Enthusiasm, Curiosity"
Did I say you could smell it?!,Frustration
I can't smell your sandwich?,Frustration
Half the taste is in the smell! You-you're sucking up all the tastiness!,Frustration
"Okay, I'll give them back. (Exhales strongly through his nose and Joeyjust glares at him.) Look! What is so great about that sandwich?","Frustration, Boredom"
"Okay, imagine the best sex you've ever had.",Enthusiasm
Okay.,Unknown
Are you thinking about Monica?,Curiosity
Yeah.,Boredom
"Yeah, what's that like?",Curiosity
"Ohh please don't be from a real dinosaur! Please! Please! Please!Please! Please! Please! Please! Please! (She picks up the 2 pieces and looks at thestand.) Made in Mexico! Yes!! Ugh, who would buy this?! (Looks for a place to hide it andfinds a wall sconce and drops the pieces into it and heads into the kitchen as the phonerings.)","Frustration, Satisfaction, Disappointment"
(on the answering machine) Rach! It's me! Pick up!,Frustration
Hey! What's up?!,Enthusiasm
"I need a few more things to make the margaritas. Uhh, I need some salt,some margarita mix, and tequila.",Overwhelm
So all we have is ice?,Frustration
See if he has ice.,"Frustration, Satisfaction"
Okay.,Boredom
