Dialogue,Emotions
Would you let it go? It's not that big a deal.,Frustration
"Not that big a deal? It's amazing. Ok, you just reach in there, there'sone little maneuver, and bam, a bra right out the sleeve. All right, as far as I'mconcerned, there is nothing a guy can do that even comes close. Am I right?","Achievement, Satisfaction, Enthusiasm"
Come on! You guys can pee standing up.,Enthusiasm
"We can? All right, I'm tryin' that.","Excitement, Determination"
"Ok, you know what blows my mind? Women can see breasts any time they want.You just look down and there they are. How you get any work done is beyond me.","Frustration, Boredom"
"Oh, ok, you know what I don't get? The way guys can do so many meanthings, and then not even care.",Frustration
Multiple orgasms!,Excitement
"So, Saturday night, the big night, date night, Saturday night,Sat-ur-day night!","Enthusiasm, Excitement"
"No plans, huh?","Frustration, Disappointment"
Not a one.,Frustration
"Not even, say, breaking up with Janice?",Frustration
"Oh, right, right, shut up.",Frustration
"Chandler, nobody likes breaking up with someone. You just gotta do it.","Anxiety, Discouragement"
"No, I know, but it's just so hard, you know? I mean, you're sittingthere with her, she has no idea what's happening, and then you finally get up the courageto do it, and there's the horrible awkward moment when you've handed her the note.","Frustration, Overwhelm, Embarrassment"
"Why do you have to break up with her? Be a man, just stop calling.",Frustration
"You know, if you want, I'll do it with you.",Enthusiasm
"Oh, thanks, but I think she'd feel like we're gangin' up on her.",Worry
"No, I mean you break up with Janice and I'll break up with Tony.",Frustration
Tony?,Confusion
"Oh, you're breaking up with Tony?","Curiosity, Interest"
"Yeah, I know, he's sweet, but it's just not fun anymore, you know? Idon't know if it's me, or his hunger strike, or, I don't know.","Frustration, Boredom"
(waitressing) Does anybody want anything else?,Frustration
"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakeypie thing. (Rachel gives him a dirty look) Nothing, just, just, I'm fine.","Frustration, Embarrassment"
(to Rachel) What's the matter? Why so scrunchy?,Frustration
It's my father. He wants to give me a Mercedes convertible.,"Gratitude, Excitement"
"That guy, he burns me up.",Frustration
"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. Hecalled me",Frustration
"Ooh, I hate when my father calls me that.",Frustration
"Did he give you that whole You're-not-up-to-this"" thingagain?""",Frustration
"Oh, yeah, yeah. Actually, I got the extended disco version, with threechoruses of You'll never make it on your own"".""","Achievement, Satisfaction"
"(rhythmically) Uh-huh, uh-huh.",Satisfaction
"Hi, Joey.",Affection
"My god, Angela.",Unknown
"Wow, being dumped by you obviously agrees with her.","Satisfaction, Jealousy"
Are you gonna go over there?,Anticipation
"No, yeah, no, ok, but not yet. I don't wanna seem too eager. OneMississippi, two Mississippi, three Mississippi. That seems pretty cool. (he walks over toher) Hey, Angela.","Frustration, Boredom, Excitement, Interest"
(casually) Joey.,Boredom
You look good.,Satisfaction
That's because I'm wearing a dress that accents my boobs.,Unknown
You don't say.,Boredom
"So, uh, Rachel, what are you, uh, what're you doing tonight?",Curiosity
"Oh, big glamour night. Me and Monica at Laundorama.","Affection, Excitement"
"Oh, you uh, you wanna hear a freaky coincidence? Guess who's doing laundrythere too?","Frustration, Anticipation"
Who?,"Curiosity, Confusion"
"Me. Was that not clear? Hey, why don't, um, why don't I just join youboth, here?","Frustration, Confusion"
Don't you have a laundry room in your building?,Frustration
"Yes, I do have a laundry room in my building, um, but there's a.... ratproblem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, butthey're comin' out all.... fluffy. Anyway, say, sevenish?","Frustration, Boredom"
Sure.,Satisfaction
