Dialogue,Emotions
"Friends. Family. We are gathered to celebrate here today the joyousunion of Ross and Emily. (Time lapse) Now Ross, repeat after me. I Ross...","Love, Excitement, Joy"
I Ross...,"Frustration, Disappointment"
"Take thee, Emily...",Frustration
"Take thee, Rachel...(All his friends have looks of shock on their faces.He realizes what he said. Quickly he says.) Emily. (A slight chuckle.) Emily.",Embarrassment
(Looking and feeling awkward. he looks towards Emily.) Uhh...Shall Igo on?,Frustration
"(To the woman sitting in front of her) He-he said Rachel, right? Do youthink I should go up there?","Curiosity, Doubt"
"Yes, yes, do go on.",Boredom
"I think we’d better start again. Ross, repeat after me. I,Ross…",Frustration
"I, Ross…","Achievement, Satisfaction"
"Take thee,",Achievement
"Take thee, (Glares at the Minister)",Anger
"As my lawfully wedded wife, in sickness and in health, till deathparts us.","Affection, Gratitude, Love, Trust"
"As my lawfully wedded wife, in sickness and in health, until death partsus. Really, I do. Emily. (Points at her.)","Affection, Love"
"May I have the rings? (He is given the rings) Emily, place this ringon Ross’s finger as a symbol of your bond everlasting. (She jams the ring onto hisfinger) Ross, place this ring in Emily’s hand as a symbol of the love that encirclesyou forever.","Frustration, Overwhelm, Love, Trust"
Happy too.,Unknown
Ross and Emily have made their declarations and it gives me greatpleasure to declare them husband and wife.,"Achievement, Satisfaction"
Yay!,"Excitement, Joy"
You may kiss the bride.,"Affection, Gratitude, Love"
(To Mr. Geller) This is worse than when he married the lesbian.,"Frustration, Disappointment"
Just keep smiling.,"Relaxation, Contentment"
Okay.,Calmness
"Well, that went well. Yeah.","Achievement, Satisfaction"
"It could’ve been worse, he could’ve shot her.",Relief
"(laughs) That uh, that was pretty funny. Wasn’t it?",Unknown
(Yelling from inside the bathroom) You’ve spoiled everything!It’s like a nightmare! My friends and family are out there! How can I face them?! Howcan you do this to me?!,"Stress, Frustration, Overwhelm, Jealousy, Heartbreak, Betrayal"
"(To the gang) Hey, no matter what happens with Ross and Emily, we stillget cake right?","Excitement, Anticipation, Contentment"
"(exiting the bathroom) That-that-that’s all right, no honey, you takeyour time sweetie. I’ll be right out here. (She slams the door in his face, to thegang) She’s just fixing her makeup.","Frustration, Affection"
I hate you!!,Anger
"And, I love you!! (He walks into the living room)","Affection, Love"
"Boy, bad time to say the wrong name, huh Ross?","Frustration, Embarrassment"
"That’s true, thanks dad. (To All) People should be dancing! Huh? Hey,this is a party! Come on! Joey, dance!! (He starts to dance but stops when no one elsejoins him.)","Frustration, Enthusiasm, Disappointment"
"Yes, Waltham interiors.",Satisfaction
"(On the phone, in New York) Uh, hello, this is Ross Geller’spersonal physician, Dr. Philange.",Confidence
Who?,Confusion
"Yeah, I’ve discovered that Ross forgot to take his brain medicine,uh, now without it, uh, in the brain of Ross, uh women’s names are interchangeable,through-through no fault of his own.","Frustration, Boredom, Confusion"
"Oh my God, Phoebe.",Affection
"No, not Phoebe, Dr. Philange. Oh no! You have it too!",Frustration
Hello?,"Curiosity, Interest, Relief, Comfort"
Hey.,Boredom
Hey.,Calmness
"Oh wow, I hope you don’t take this the wrong way but, I know wehad plans to meet up tonight and, ugh, I’m just kinda worried about what it might doto our friendship.",Worry
I know. How could we have let this happen?,Frustration
Seven times!,Frustration
"Ugh! Well, y’know, we were away…",Frustration
In a,"Stress, Frustration, Overwhelm, Boredom, Loneliness"
I blame London.,Frustration
Bad London! (Takes a spoon and smacks the turkey.),"Frustration, Satisfaction"
"So look umm, while we’re st-still in London, I mean, we can keepdoing it right?",Unknown
"Well, I don’t see that we have a choice. But, when we’reback home, we don’t do it.",Frustration
Only here.,Satisfaction
"Y’know, I saw a wine cellar downstairs…",Enthusiasm
I’ll meet you there in two minutes.,Unknown
Okay!,Achievement
"Mon, honey, I gotta ask you something.",Curiosity
(impatiently) Now?,Frustration
"Ross said my name up there, I mean, come on, I just can’t pretendthat didn’t happen can I?",Frustration
"Oh, I-I don’t know.",Frustration
"Monica, what should I do?",Confidence
"Just uh, do the right thing. (Uses some breath spray)",Hope
What?,Frustration
"Toe the line. Thread the needle. Think outside the box! (Tries to leave,but is stopped by Rachel.)",Frustration
"Whoa, wait, listen, I think I’m just gonna talk to Ross about whathe think it meant.","Confusion, Realization"
"Wait. Rachel, no, he’s married. Married! If you don’t realizethat, I can’t help you.",Frustration
"Okay, you’re right. You’re right. You can’t help me.",Frustration
"Jack, is it all our fault? Were we bad parents?","Frustration, Disappointment, Doubt"
(walking by) Yes.,Boredom
"Oh yeah, well who serves steak when there’s no place to sit, Imean how are you supposed to eat this?",Frustration
"Hey, what’s up? (He has solved the problem of eating the steak,he’s eating it with his hands.)","Achievement, Satisfaction"
Where were you? We were supposed to meet in the wine cellar?,Frustration
"Forget it, that’s off.",Frustration
Why?!,Frustration
(drunkenly) The next tour of the wine cellar will plan in two in-inminutes…,"Frustration, Overwhelm"
"Joey, what are you doing? You promised Phoebe you wouldn’t eat meatuntil she has the babies!","Frustration, Betrayal"
"Well, I figured we’re in another country, so it doesn’t count.",Relaxation
That’s true.,Satisfaction
The man’s got a point.,Unknown
"Oh, hi!",Enthusiasm
Hi!,Enthusiasm
"Hi. Sorry, things aren’t working out so well.",Frustration
"Oh no! It could be better, but it’s gonna be okay, right?","Worry, Hope"
"Oh yeah! Of course, I mean, she’s gonna get over this, y’know?I mean, so you said my name! Y’know you just said it ‘cause you saw me there, ifyou’d have seen a circus freak, you would’ve said, I take thee circusfreak."" Y’know","Frustration, Enthusiasm"
"No! No! Of course it didn’t mean anything! I mean, uh well, I canunderstand why Emily would think it meant something, y’know, because-because it wasyou…","Frustration, Confusion, Realization"
Right…,Boredom
But it absolutely didn’t. (Yelling towards the bathroom) Itdidn’t!! It didn’t!!,Frustration
"(approaching) Ross, hey, the band’s ready outside for your firstdance with Emily, so…","Excitement, Anticipation"
"(sarcastic) Oh! Oh-oh, the band’s ready! Well, I-I-we gotta do whatthe band says—I don’t care about the stupid band!!",Frustration
You spit on me man! (Wipes his face.),"Frustration, Embarrassment"
"Look, I’m sorry.",Unknown
"Emily is kinda taking a long time, huh?",Frustration
"(laughs) Y’know when I locked myself in the bathroom at my wedding,it was because I was trying to pop the window out of the frame.",Unknown
"Oh, right!",Satisfaction
"Get the hell out of there, y’know?",Frustration
"(Bangs on the bathroom door) Emily? Emily? I’m coming in. (He opensthe door to reveal that the window is gone, along with Emily.)",Frustration
"Well, look at that, same thing.",Frustration
"Listen, in the middle of everything if I scream the word,Yippee!"" just ignore me.""",Excitement
"Oh my God, Rachel! Hi!","Enthusiasm, Excitement"
"Oh, hello Rachel.",Affection
Ross said my name. Okay?,"Curiosity, Confusion"
"Yes, we do. But, we have to change first.",Determination
"Yes, I want to change. And why-why don’t you go down and get us atable?",Frustration
"Yeah, we’ll be down in like five minutes.",Relaxation
(elbows him) Fifteen minutes.,Frustration
Okay.,Unknown
"Hello? Oh, Pheebs! (To them) It’s Phoebe!","Affection, Gratitude, Love"
"Oh, yay…",Disappointment
Great…,Satisfaction
Hi!,"Enthusiasm, Excitement, Engagement, Interest"
"Hi, so what happened?",Curiosity
"Well, Ross said my name.","Achievement, Satisfaction"
"Yeah, I know, but I don’t think that means anything.",Frustration
"Okay, Pheebs, y’know what, let’s look at this objectively allright? Ninth grade, right? The obsession starts. All right? The summer after ninth gradehe sees me in a two-piece for the first time, his obsession begins to grow. So then…","Jealousy, Love"
"(To Monica) Hey, listen, why don’t we go change in my room?",Interest
But my clothes are—ohh! (They both leave.),Frustration
"Wow, you look…",Unknown
No time for that!,Frustration
"Hey, dude, let me in. I got a girl out here!",Frustration
"Well, I’ve got a girl in here.",Satisfaction
"No you don’t, I just saw you go in there with Monica!","Frustration, Jealousy, Betrayal"
"Well, we’re-we’re hanging out in here!",Frustration
"Look, which one of us is gonna be having sex in there, me or you?",Frustration
"Well, I suppose I’d have to say you!! But, what if we’rewatching a movie in here?",Boredom
"Which we are, and-and we already paid for it. It’s","Stress, Frustration, Satisfaction, Overwhelm"
,Unknown
You really think this is okay?,Frustration
"Well, Ross and Emily aren’t gonna use it.",Frustration
"Oh, it’s so beautiful. Ohh! Y’know, I-I don’t know if Ifeel right about this.","Satisfaction, Overwhelm"
"Oh Mon-Mon-Mon-Mon-look, this is the honeymoon suite. The",Excitement
Okay!,Satisfaction
Okay!,Enthusiasm
(entering) Emily?!,Unknown
"Nope, not under here!",Frustration
You didn’t find her?,Frustration
"No, I’ve looked everywhere!",Frustration
"Well, you couldn’t have looked everywhere or else youwould’ve found her!",Frustration
"Yeah, I think you should keep looking!",Satisfaction
"Yeah, for about 30 minutes.",Relaxation
Or 45.,Tiredness
"Wow, in 45 minutes you can find her twice. (Monica smiles at that.)",Satisfaction
"No! For all I know, she’s trying to find me but couldn’t becauseI kept moving around. No, from now on, I’m staying in one place. (He sits down on thebed.) Right here.","Frustration, Exhaustion, Determination"
"Well, it’s getting late.",Boredom
"Yeah, we’re gonna go.",Excitement
"Actually, do you guys mind staying here for a while?",Satisfaction
"Ugh, y’know, umm we gotta get up early and catch that plane for NewYork.","Frustration, Overwhelm"
"Yeah, it’s a very large plane.",Satisfaction
(disappointed) That’s cool.,Disappointment
"But, we’ll stay here with you.","Affection, Gratitude, Love"
"Thanks guys! (They both sit down on either side of him.) I reallyappreciate this, y’know, but you don’t have to rub my butt.",Gratitude
We have to leave for New York in an hour.,"Stress, Frustration, Overwhelm, Anticipation, Anxiety"
"I know, I’ve been looking at those doors, they look pretty soundproof, don’t you think?",Satisfaction
"We can’t do that that’s insane. I mean ‘A’ hecould wake up and ‘B’ y’know, let’s go for it.","Frustration, Excitement"
Em-Emily? (Looking around for her.) Em-Emily? (He runs to the door.)Emily! (He opens the door to reveal the Walthams standing outside.),"Frustration, Excitement, Relief"
No.,Frustration
"You can forget about Emily, she’s not with us.",Disappointment
We’ve come for her things.,Frustration
"Wait, well wh-wh-wh-where is she?","Frustration, Confusion"
She’s in hiding. She’s utterly humiliated. Shedoesn’t want to see you ever again.,Unknown
"We’re very sad that it didn’t work out between you andEmily, monkey. But, I think you’re absolutely delicious.",Affection
"Excuse me, I’m standing right here!",Frustration
"Oh yes, there you are.",Contentment
"(entering, carrying an armful of those little soaps.) Hey-hey, you guysoh hurry up, get some, there’s a whole cart outside… (Sees the Walthams andstops.)","Overwhelm, Excitement"
Goodbye Geller.,Loneliness
"Now, hold on! Hold on! (Stops him) Look, look, your daughter and I aresupposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonnabe at that airport and I hope that she’ll be there too! Oh yeah, I said Rachel’sname, but it didn’t mean anything, Okay? She’s-she’s just a friend andthat’s all! (Rachel sits down, depressed.) That’s all! Now just tell Emily thatI love her and that I can’t imagine spending my life with anyone else. Please,promise me that you’ll tell her that.","Stress, Frustration, Overwhelm, Affection, Gratitude, Love, Heartbreak, Trust, Excitement, Hope"
"All right, I’ll tell her. (To his wife) Come on bugger face!",Frustration
"(As she walks pass Ross, she pats his but.) Call me.","Affection, Interest"
"You spend half your life in the bathroom, why don’t you evergo out the bloody window!",Frustration
"Y’know, maybe it’s best that we never got to do it again.","Frustration, Disappointment"
"Yeah, it kinda makes that-that one night special. (Realizes something)Y’know, technically we still",Realization
"I’m gonna go to the bathroom, maybe I’ll see you there in abit?","Boredom, Enthusiasm"
‘Kay!,Enthusiasm
Can I ask you something?,Curiosity
"Uhh, no.",Frustration
"Felicity and I, we’re watching","Boredom, Interest"
No.,Frustration
"I mean, the giant is like five years younger than me, y’know, youthink I’ll ever get there?",Curiosity
Yes.,Satisfaction
Thanks man.,Gratitude
Okay man. (Chandler starts to get up.),"Boredom, Disappointment"
But what about how much taller he is than me?,"Jealousy, Insecurity"
"I mean, there’s no way I can make myself taller now, y’know? Andwho knows what science will come up with in the future, but Chandler, what if I die anunsuccessful, regular sized man?","Frustration, Disappointment, Anxiety, Hope, Fear"
"Hey, Monica, wow you’ve been in the bathroom for like a half-hour.",Frustration
I know!,Satisfaction
"Had the beef-tips, huh?",Curiosity
Hey!,Enthusiasm
Hey!,Enthusiasm
Hi!,Enthusiasm
(To Joey) You ate meat! (Joey is shocked) (To Chandler and Monica) Youhad sex! (They’re shocked.),Embarrassment
No we didn’t!,Frustration
"I know you didn’t, I was talking about Monica.",Frustration
"Phoebe, I did not have sex.","Frustration, Relief"
This pregnancy is throwing me all off.,"Frustration, Overwhelm"
"All right, I’m gonna go say hi the chick and the duck.",Enthusiasm
"Oh, me too!",Relief
"Why would you need to say hi to them, you’ve been feeding them forfour days?","Frustration, Satisfaction"
"Oh right, maybe I’ll just go home.",Frustration
"Well, we certainly are alone.",Loneliness
"Yes! Good thing we have that, ‘Not in New York’ rule.",Satisfaction
"Right. Umm, listen since we’re-we-re on that subject, umm, I justwanted to tell you that uh, well, I-I was going through a really hard time in London, whatwith my brother getting married and that guy thinking I was Ross’s mother…","Stress, Frustration, Overwhelm, Loneliness, Gratitude"
Right.,"Boredom, Disappointment"
"Well, an-anyway, I just—that night meant a lot to me, I guessI’m just trying to say thanks.",Gratitude
"Oh. Y’know, that night meant a lot to me too, and it wasn’tbecause I was in a bad place or anything, it just meant a lot to me ‘cause,you’re really hot! Is that okay?","Affection, Nostalgia"
(laughs) That’s okay.,Unknown
