Dialogue,Emotions
Hey! What are you guys looking at?,"Curiosity, Confusion, Interest"
"Oh, it’s a poster for that World War I movie that I’m in, checkit out.",Enthusiasm
Yeah? Wow! It looks,"Excitement, Interest"
Uh-huh! I know. I’m coming soon to a theater near you! I’m inTHX! I’m unsuitable for children!,"Enthusiasm, Excitement"
Now I cannot wait to see this.,Excitement
"Yeah, yeah, it’s already generating Oscar buzz.","Enthusiasm, Excitement"
I started that!,Achievement
I thought I did! Oh hey guess what? The premiere is next week andyou’re all invited! (They all gasp.),Excitement
Are we gonna take a limo?,Enthusiasm
Sure! Why not?!,Enthusiasm
Oh I love taking limos when nobody died!,Relief
"Well obviously I won’t be able to come, for those of you whohaven’t checked their calendars today is my due date. Well y’know, I just wantto take a moment and thank you guys for how great you’ve been during this time. Ireally couldn’t have done it without you. And I have","Achievement, Satisfaction, Gratitude"
"That’s right, still no baby! (To Monica, Joey, and Chandler on thecouch) Come on people! Please make some room!","Frustration, Overwhelm"
"Uh sweetie, maybe you’d be more comfortable here? (Gets up from thegreen armchair.)",Comfort
You. Like you haven’t done enough.,Frustration
"Look, I-I know how miserable you are, I wish there was something I can do.I mean I wish I were a seahorse. (She glares at him) Because with seahorses it’s themale, they carry the babies. And then also umm, I’d be far away in the sea. (He sitsback down.)","Frustration, Loneliness, Gratitude, Anxiety, Embarrassment"
God. (Sits down.) I have never been so uncomfortable in my entire life!,Exhaustion
"Oh I know, I’ve been there. I remember toward the end…","Frustration, Nostalgia, Engagement, Interest"
"(interrupting her) Oh Phoebe, that’s a great story. Can you tell itto me when you’re getting me some iced tea? (Phoebe gets up and Rachel groans.) (Tothe baby) Oh God, get out! Get out!! Get out!! Get out!!",Frustration
Let’s. (Everyone gets up and leaves Rachel.),Loneliness
Hey! Did you have the baby yet?,Curiosity
Do you want me to come over there and sit on you? ‘Cause I’lldo it.,Frustration
What are you doing here so early?,Curiosity
"They sent me home from work. They were like, Start your maternityleave now! Just rest","Stress, Overwhelm, Gratitude"
Or you can do,Frustration
Hello?,Confusion
