Dialogue,Emotions
Oh my God! I can’t believe my little brother is married!,Unknown
Oh I know!! (Both he and Alice squeal hysterically),Excitement
"You guys, why didn’t you tell me you were eloping?",Frustration
"‘Cause it just sorta happened, y’know we were at thecourthouse, we were having lunch…",Relaxation
"Wait, wait, why were you at the courthouse?",Curiosity
"We were having lunch. Yeah and then all of the sudden we were like,Hey! Y'know",Enthusiasm
"Wow, a year and a half ago I didn’t even know I had a brother, andnow I have a sister too. (They all hug, and Frank and Alice start kissing.) Okay. Okay.Stop it, don’t. So, I gotta get you a gift now. Is there anything you need?","Affection, Gratitude, Love, Excitement"
"Uhh, yeah.",Boredom
"We’ve been trying to get pregnant, uh pretty much ever since we gotengaged, we thought we’d get a jump on things, y’know no one’s getting anyyounger.",Frustration
"See the thing is umm, we’re not able to y’know, uh, conceive.","Frustration, Disappointment"
"And we’ve tried everything, we’ve seen a bunch of doctors.",Frustration
"Yeah, and they-and they say that our-that our only chance to have a babyis that if they take my sperm, her egg and put it together in a dish and then put it intoanother girl. So we were wondering if you could be the girl that we could put it into.","Frustration, Overwhelm, Boredom, Affection"
(shocked) That’s a really nice gift. I was thinking of like a gravyboat.,Unknown
"(entering with Ross) Hey! You guys! Check it out, check it out! (He’swearing a blue blazer) Guess which job I got.","Enthusiasm, Excitement"
"I don’t know, but Donald Trump wants his blue blazer black.",Frustration
What?,Frustration
Blue blazer back. He-he wants it back.,Frustration
But you-you said black. Why would he want his blue blazer black?,Frustration
"Well, you-you know what I meant.",Frustration
"No, you messed it up. You’re stupid.","Frustration, Anger"
So what job did you get Joe?,"Achievement, Curiosity, Interest"
"Oh, ah, tour guide at the museum. Yeah, Ross got it for me.",Satisfaction
"Well, how can you be a tour guide, don’t you have to be a dinosaurexpert or something?",Frustration
"No, not really. They give you all the information, it’s uh, it’slike memorizing a script. (Making like a tour guide) And on your left",Boredom
Great!! That’s great!,"Satisfaction, Enthusiasm, Excitement"
"Uh actually Joey, it’s the Cretasous period.",Frustration
"Yeah but, I can pronounce Jurassic.",Frustration
(entering) Hey!!,Enthusiasm
Hey!,Enthusiasm
"Guess what. Frank Jr., and Alice got married!",Excitement
Oh my God!!,Fear
"And! And, they’re gonna have a baby! (The gang is shocked.) And!And, they want me to grow it for them in my uterus. (The gang is stunned into silence.)",Overwhelm
My God!,Unknown
Are you serious?,Frustration
Yeah,Frustration
You’re really thinking about having sex with your brother?!,Unknown
"Ewww! And Oh no!"" It’s—they just want me to be thesurrogate. It’s her-it’s her egg and her sperm",Frustration
Huh.,Frustration
What did you tell them?,"Frustration, Curiosity"
"Well, they said that I had to think about it first, but what is there tothink about? I’m gonna be giving them the greatest gift you can possibly give.","Achievement, Satisfaction, Enthusiasm"
You’re gonna be carrying their baby and give them a,"Stress, Frustration, Overwhelm"
"Honey, this really is an incredible thing to do for them, but there arethings to think about.",Unknown
"Yeah, like you’re gonna be pregnant. I mean pregnant.",Frustration
I know!,Excitement
"Pheebs, you’re talking about putting your body through an awful lot,I mean morning sickness, uhh, labour, and it’s all for somebody else!","Frustration, Overwhelm"
"Yeah, what’s your point?",Frustration
"Well, the stuff I just mentioned.",Boredom
Wow! I don’t know if I could ever do that. I always figured thefirst time I had a baby was with somebody I love and that baby would be a…keeper.,"Enthusiasm, Love"
Y'know you guys were a lot more supportive when I wanted to make denimfurniture.,Frustration
"No, Pheebs, listen, if you decide to do this, we’ll be supportivelike crazy.","Affection, Love"
Yeah.,Boredom
We just want you to think it through.,Curiosity
"Yeah, honey, maybe you can talk to somebody who’s had a baby. Likeyour mom?","Affection, Love"
My mom never gave birth. Oh! But my birth mom did.,"Gratitude, Love"
"Umm, (moves her hand’s down to his butt) I love this touchy. Can Itake it to work with me?","Affection, Curiosity"
"Oh, yeah, sure, it’s not mine anyway. It can with the pants.","Frustration, Boredom"
Oh! (They kiss and she leaves),"Satisfaction, Affection, Love"
I am so jealous.,Jealousy
You guys are really right…there aren’t you?,Frustration
Yes. Right where?,Confusion
In the beginning where y’know it’s all sex and talking and sexand talking and…,"Overwhelm, Boredom, Exhaustion"
