Dialogue,Emotions
Hi.,Calmness
Hi! Hi Ben!,Enthusiasm
Hi.,Joy
"Hi, we have a little bathroom emergency.",Frustration
"Oh, yeah go ahead.",Boredom
"Uh, before we do uh, are any of Joey’s special romance magazines inthere?","Boredom, Curiosity"
No. No.,Frustration
(to Ben) Okay! All clear!,"Achievement, Satisfaction"
(running to the bathroom) Thanks Phoebe!,Gratitude
"Ben, its Rachel! (He closes the door.) But whatever.","Frustration, Boredom"
(to Ben) Everything okay in there?,Unknown
Don’t talk to me now!,"Frustration, Irritation"
"Awww, just like his daddy.","Affection, Love"
Hey listen can you do me a big favor? The dean’s office just calledand said there was an urgent meeting. Can you watch Ben for like an hour?,"Stress, Overwhelm, Gratitude"
What-what about Monica?,Curiosity
"Oh, she isn’t home.",Boredom
"(nervous) So it would just be, me alone?",Unknown
"Well, Ben would be there.",Satisfaction
Huh umm…,Frustration
What’s the matter?,Curiosity
"Well that—y’know it’s just uh, I’ve never done thatbefore. Me and him alone.",Unknown
"Rach, he’s not an ex-con.",Frustration
"Okay. Okay. Okay. Uh, what do I, what do I do with him?",Frustration
I don’t know! Just-just talk to him-entertain him and keep him alive.,"Stress, Frustration, Overwhelm, Boredom"
Okay.,Boredom
"Okay. (Ben enters) Ben? Come here. All right, I’m gonna leave youhere with Aunt Rachel for about an hour. Okay? Are you gonna be okay?","Anxiety, Relief, Worry"
Yeah I think so.,Boredom
(To Rachel) I wasn’t talking to you.,Frustration
I’ll be okay.,Relief
"Okay, I’ll see you soon buddy. (He hugs and kisses him.) Be back inan hour.","Affection, Excitement, Contentment"
Bye dad.,Affection
"Bye. (Ross exits.) Ahhh… (Silence) So this is fun, huh?","Boredom, Interest"
Not really.,Boredom
"Okay. Uh, want something-want something to drink?","Boredom, Interest"
Okay.,"Satisfaction, Boredom"
Uh great! How do you feel about,Enthusiasm
I’m not allowed to have soda.,"Frustration, Disappointment, Disorientation"
Okay. Well that’s pretty much all that we have—Oh! Oh! Haveyou ever had a virgin margarita? (Holds up a bottle of margarita mix.),Enthusiasm
What’s a virgin?,Curiosity
Water it is.,"Achievement, Satisfaction"
What about the second minister we meet with? I kinda liked him.,Satisfaction
You mean the spitter?,Frustration
Come on! It wasn’t that bad!,Frustration
Easy for you to say; you’ll be wearing a veil.,Frustration
"All right, what about the third guy?",Frustration
You mean the guy who kept staring at your chest?,"Frustration, Disappointment, Embarrassment"
Can you blame him?,Frustration
"Sorry, I just don’t like the idea of when I say, Ido",Frustration
Well then we still have a problem.,Frustration
Yeah!,Enthusiasm
(returning with Joey) With what?,Frustration
"Well, we’re trying to find someone to perform our wedding andthey’re all either boring or annoying or y’know, can’t stop staring at theladies. (Points to her chest.)","Frustration, Disappointment, Anticipation"
Oo! You should have one of us do it!,Enthusiasm
"Phoebe, we’re getting",Frustration
No! No! It’s-it’s uh a real thing! Anyone can get ordained onthe Internet and perform like weddings and stuff!,"Frustration, Enthusiasm"
Are you serious?,Frustration
Yes! A friend of mine did it and it’s totally legal!,"Satisfaction, Enthusiasm"
I call it!!,"Achievement, Excitement"
What?! No! It was my idea!,Frustration
Guys thank you very much but neither of you is marrying us.,"Frustration, Gratitude"
Does calling it not mean anything anymore?!,Frustration
"We are going to have a legitimate member of the clergy! And when I saylegitimate I mean, gay and in control of his saliva!",Excitement
"Ben y’know when uh, when you were a baby, you and I used to hangout all the time. ‘Cause I was, I was your daddy’s girlfriend.","Affection, Nostalgia"
But you’re not anymore!,Frustration
"No, I’m not.",Frustration
‘Cause you guys were on a break.,Frustration
Hey! We were,Excitement
When’s my daddy coming back?,"Loneliness, Love"
"(checks her watch) Fifty-two minutes. (Pause) So no-no brothers andsisters, huh? That must be nice. You don’t have to share stuff.","Stress, Frustration, Loneliness, Jealousy"
Sharing is good.,Satisfaction
"Oh, you’re one of",Frustration
Really? Like how?,Curiosity
"Well y’know, we would umm, repeat everything the other said, or uh,we’d jump out of closets to scare each other, or switch the sugar for the salt sothey’d put salt on their cereal.","Enthusiasm, Affection"
(laughs) That’s a good one.,Satisfaction
Yeah? You like that one?,Enthusiasm
"Yeah, you’re funny.",Satisfaction
"I’m funny? Oh thank God! Well hey, I’ve got a ton of these!Umm, oh hear—Do you want a good one? Here’s a good one. Umm, you uh, you take aquarter, take a quarter and, and you blacken the edge. Right? (Does so.) And then you sayto person, I bet you can’t roll this quarter from your forehead to your chin withoutit leaving your face. And then when they do it, they’re left with a big black pencilline right down the center of their face.","Satisfaction, Enthusiasm"
Can I do it to you?,Curiosity
"Yeah, I-I-I-I’m funny Ben, but I’m not stupid. Okay?",Frustration
"So, did you uh, find anyone to marry you guys yet?","Boredom, Curiosity"
"No, but Horny for Monica Minister called, wanting to know if we werestill together.",Frustration
We’re never gonna find anybody.,Frustration
Well then let me do it!,Frustration
Joe…,"Anticipation, Curiosity, Interest"
"No-no-no! Look, I’ve been thinking about it. I’m an actor right?So I won’t get nervous talking in front of people.",Frustration
Joey look it’s really sweet…,"Enthusiasm, Affection, Love"
"No-no-no-no look no! I won’t spit, and I won’t stare atMonica’s breasts! Y’know? Everyone knows I’m an ass man!","Frustration, Embarrassment"
That is true.,Satisfaction
"Yeah and the most important thing is that it won’t be some like,stranger up there who barely knows you. It’ll be me! And I swear I’ll do areally good job. Plus, y’know I love you guys and-and it would really mean a lot tome.","Affection, Gratitude, Love, Excitement"
"(To Monica) Y’know, we haven’t found anybody else.","Frustration, Satisfaction"
It might be kinda cool.,Enthusiasm
So I can do it?,Doubt
Yeah you can do it.,Enthusiasm
"All right!!! Okay!! All right! Okay-okay, I gotta get started on myspeech! Oh, wait a minute, Internet ministers can still have sex right?","Excitement, Confusion"
Yeah.,Boredom
Okay.,Calmness
"Hey Pheebs, how’s it going?",Enthusiasm
"Oh, I have a headache. A horrible headache!","Frustration, Pain"
"Oh, I’m sorry. Can I get you something?",Unknown
"Oh my God, you’ve",Exhaustion
"Here, take a couple of these. (She gets up to grab a couple of pills.)","Satisfaction, Gratitude"
What is it?,Confusion
It’s Hexadrin.,Interest
"Oh no, I don’t believe in Western medicine. No, if you just applypressure to these points right here. (She’s pinching the bit of skin between herright thumb and forefinger with her left hand.) Then your hand starts to hurt and youstill have a headache, so thanks. (Takes the pills.)",Frustration
"Okay, while we’re waiting for these pills to kick in, I’mgonna sit you down on the couch. Come on. (Phoebe gets up and goes with her.) Get somenice soft pillows under your head, I’m gonna turn the TV on and you can watchwhatever you want. And I’m—Sit down—(She sits down on the couch)—gonnamake you some tea. And then, I’m gonna rub your feet.","Affection, Gratitude, Relaxation"
Oh.,Boredom
"Oh! My head! Oh! (He’s sitting on the chair, lies back, and puts hisfeet up for Monica to rub.) Oh!","Frustration, Affection, Relaxation"
Coming.,"Satisfaction, Relaxation, Contentment, Relief"
I have a bone to pick with you.,Frustration
Uh-oh.,Frustration
Yes! Ben learned a little trick.,"Achievement, Satisfaction, Excitement"
Oh yeah? Did he pull the old… (She is waving her hand up and downher face. She’s thinking about the pencil mark.),"Frustration, Curiosity"
That’s right! That’s right!,Excitement
Oh that.,Disappointment
Yeah that! You know I hate practical jokes! They’re mean andthey’re stupid and-and I don’t want my son learning them!,"Frustration, Disappointment"
"Oh, come on!",Frustration
"I was barefoot. Now tell me, the toilet thing is the only thing you taughthim right?",Frustration
(looking at his mark) Yes.,"Achievement, Satisfaction"
It’s amazing! My headache is completely gone! What are those pillscalled?,Relief
Hexadrin. (She gets the box out of her purse.),"Achievement, Satisfaction"
"Oh, I love you Hexadrin! (She kisses the box.) Oh look! It comes with astory! (She pulls out the instructions and side affects paper.)","Affection, Excitement, Interest"
"No Phoebe, those are like the side affects and stuff.",Frustration
Say what?,"Confusion, Interest"
"Y’know, the possible side affects.","Boredom, Curiosity, Confusion"
"Oh my God! (Starts reading them.) Dizziness, nervousness, drowsiness,facial swelling, nausea, headache—Headache. Vomiting, stomach bleeding, liver damage!Now okay, I don’t recall any of this coming up when you gave me these little deathcapsules! Oh I’m sorry, extra strength death capsules!","Frustration, Disappointment"
"Phoebe, relax none of that stuff ever happens! They just put it on therefor legal reasons!","Trust, Relaxation"
Why?,Frustration
In case it happens.,Relief
(entering) Hey!,Excitement
Hey!,Enthusiasm
Say hello to Reverend Joey Tribbiani! (Holds up the piece of paper bearingthe proof of his ordination.),"Achievement, Satisfaction, Excitement"
Hey!,Enthusiasm
You did it! You got ordained?!,"Achievement, Enthusiasm"
"Yeah, I just got off the Internet! Man, there is a lot of porn out there!","Overwhelm, Curiosity, Interest"
Our minister…,Unknown
I have liver damage. Ow! Oh! (She grabs the left side of her torso.),Pain
"Phoebe, your liver is right here. (She points to the right side of hertorso.)",Confusion
"Okay, then I must be disoriented.","Confusion, Disorientation"
"Anyway, I started working on what I’m going to say for the ceremony,do you wanna hear it?","Enthusiasm, Interest"
Okay.,"Satisfaction, Contentment, Calmness"
Yeah!,Enthusiasm
"Now-now, listen this is just a first draft so… (Starts to read thepiece of paper he brought.) We are gathered here today on this joyous occasion tocelebrate the special love that Monica and Chandler share."" (Monica and Chandler likeit so far.) Eh? (He continues reading.) ""It is a love based on giving and receiving.As well as having and sharing. And the love that they give and have is shared andreceived. And through this having and giving and sharing and receiving."" (Phoebe nodsher approval.) ""We too can share and love and have and receive.""""","Enthusiasm, Affection, Gratitude, Love"
(To Monica) Should we call the spitter?,Curiosity
Hey Rachel! (The camera cuts to her face and we see that Ben pulled thequarter trick with her as well.),"Achievement, Frustration, Satisfaction, Enthusiasm"
Hi!,Enthusiasm
What a nice surprise! What are you doing here?,Unknown
"Well y’know I was just in the neighborhood and I passed by yourbuilding and I thought to myself, What’s up with Carol and sweet","Curiosity, Interest"
Can I ask what—Come on in.,"Curiosity, Interest"
Okay.,Unknown
"Umm uh, I’ll make some coffee and we can uh, chat.","Boredom, Calmness"
"I’d love that. I would loooove… (Carol goes to make the coffeeand she sits down.) So uh, so where is sweet little Ben? I would love to have a little...","Enthusiasm, Affection, Love"
(jumping up from behind her chair) Gotcha!! (Rachel jumps up startled.),Unknown
"I found him! (To Ben) Very funny, come here! (She sits down on thecoffee table and Ben walks up.) That is exactly why I’ve come here to talk to youokay?","Frustration, Satisfaction, Affection, Love, Trust"
"(from the kitchen) Rach, do you want some sugar in your coffee?",Affection
"Yes oh—(To Ben)—Do I want sugar in my coffee? (Ben nods no.)No, just some milk would be good Carol. Thanks. (To Ben) Okay, do you remember all thatstuff I taught you yesterday?","Frustration, Satisfaction, Gratitude"
(mimicking her) Remember all that stuff I taught you yesterday?,Frustration
Don’t do that.,Frustration
Don’t do that.,Frustration
"Seriously, your dad doesn’t like pranks.",Frustration
"Seriously, your dad doesn’t like pranks.",Frustration
Oh damnit!,Frustration
Oh damnit!,Frustration
No! Don’t say that! Don’t say that!,Frustration
Damnit!,Frustration
No don’t! Go back to repeating!,Frustration
Damnit!,Frustration
Oh crap!,Frustration
Oh crap!,Frustration
I feel like my face is swelling. (To Monica) Is my face swelling?,Frustration
"Phoebe, your face is fine! Come on, none of this stuff is going tohappen to you! Stop being such a baby!",Frustration
"Oh, interesting you should call me that! Now that I may never have one!(Holds up the warning label.)","Frustration, Curiosity"
"Okay you guys, I got a little more written. Are you ready?","Achievement, Satisfaction, Excitement, Engagement"
Yeah. O-okay.,"Frustration, Anxiety"
(reading) When I think of the love that these two givers andreceivers share,"Affection, Gratitude, Love"
How about receiving?,Curiosity
Yes!,Enthusiasm
"See Joe, not that that’s not grrreat! But, one of the cool thingsabout having somebody we know perform the ceremony is that it can be about us!Y’know, it can be more personal. You can tell stories about us!","Enthusiasm, Affection, Gratitude, Love, Excitement"
"Ooh, like the time you and I went to Atlantic City and I made you laugh sohard you threw up your whole steak?! Remember?","Affection, Nostalgia"
"No, not us… (Motions Joey and him.) Us! (Motions Monica and him.)",Frustration
"I gotcha. Sorry. (To Monica) So, did you ever make him throw up a wholeanything?",Curiosity
Did you ever feed him a poison capsule that made him bleed from theeyes?,"Frustration, Disorientation"
It doesn’t say that!,Frustration
Oh! Suddenly somebody knows all about the side affects!,Frustration
"See Joe, we want you to tell stories but y’know, romanticstories. Nice stories.",Frustration
"Oh. Okay. Ooh! Ooh! Okay, maybe I’ll talk about London! Y’knowwhen you two hooked up! Only, only I won’t say hooked up. I’ll say, Begantheir beautiful journey…""""","Enthusiasm, Curiosity"
There you go!,"Achievement, Satisfaction"
"…by doin’ it.""""",Achievement
Joe?,"Stress, Frustration"
"Okay. All right. Umm, so uh, so how did it happen? Did your eyes meetacross the room? And then the next thing y’know you’re in the bathtub togetherand she’s feeding you strawberries?","Boredom, Enthusiasm, Curiosity"
Isn’t that what happened with you and the bride’s maid?,Embarrassment
Yeah!! I call that London style.,Enthusiasm
"No that is not what happened with us. Well, I was umm, I was really sadthat night because this guy that I was Ross’s mom.",Unknown
Oh.,Boredom
"And then Chandler was, was really sweet and he consoled me. And well wedrank too much…","Affection, Love, Heartbreak, Exhaustion"
Yeah baby!,Enthusiasm
And I was a perfect gentleman and I walked her to her hotel room andsaid goodnight.,Satisfaction
Oh.,Unknown
But then later that night…,Boredom
Yeah baby!,Enthusiasm
(answering the door) Hey!,Excitement
(standing outside) Cute PJ’s! You’re really livin’ it uphere in London huh?,"Affection, Curiosity, Interest"
Well I was… I was exactly expecting company after…(He looksat his watch.) 9:15.,"Frustration, Boredom"
(entering) Is Joey here?,Curiosity
"Well, last time I saw him he was heading out the door with thebride’s maid and a bucket of strawberries. So uh, you’re not still upset aboutwhat that guy told ya are ya?","Frustration, Boredom, Affection"
Wouldn’t you be?,Frustration
"Well, look it’s been a really emotional time y’know, andyou’ve had a lot to drink. And you’ve just got to let that",Respect
Really?,Unknown
You kidding? You’re the most beautiful woman in most rooms…(She jumps up and kisses him.) (Breaking the kiss.) Whoa! Whoa! Whoa! What’s goingon? You and I just made out! You and I are making out?,Affection
"Well, not anymore.",Satisfaction
But we don’t do that.,Frustration
"I know, I just thought it would be fun.",Interest
How drunk are you?,Confusion
Drunk enough to know that I want to do this. Not so drunk that youshould feel guilty about taking advantage.,"Satisfaction, Enthusiasm, Trust, Excitement, Relaxation"
(thinks) That’s the perfect amount!,Satisfaction
Okay!,Excitement
(breaking the kiss) Y’know what’s weird?,Curiosity
What?,Frustration
This doesn’t feel weird!,Satisfaction
I know.,Frustration
You’re a really good kisser.,Affection
