Dialogue,Emotions
(entering) Hi guys!,Enthusiasm
"Hey, Pheebs! Hi!","Affection, Excitement"
"Hey. Oh, oh, how'd it go?","Enthusiasm, Excitement"
"Um, not so good. He walked me to the subway and said 'We should do thisagain!'",Frustration
Ohh. Ouch.,Frustration
"What? He said 'we should do it again', that's good, right?","Confusion, Relief"
"Uh, no. Loosely translated 'We should do this again' means 'You willnever see me naked'.",Frustration
Since when?,Frustration
"Since always. It's like dating language. Y'know, like 'It's not you' means'It is you'.","Frustration, Confusion, Realization"
Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearingalcoholics and complaining about them to you'.,"Frustration, Jealousy, Disappointment"
"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha,I already am'.","Frustration, Jealousy, Betrayal"
And everybody knows this?,Frustration
Yeah. Cushions the blow.,Satisfaction
"Yeah, it's like when you're a kid, and your parents put your dog tosleep, and they tell you it went off to live on some farm.","Frustration, Realization"
"That's funny, that, no, because, uh, our parents actually did, uh, sendour dog off to live on a farm.",Boredom
"Uh, Ross.",Frustration
"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they hadthis unbelievable farm, they had horses, and, and rabbits that he could chase and it was-it w- .....Oh my God, Chi Chi!","Frustration, Overwhelm, Excitement"
"So how does it feel knowing you're about to die?""""",Fear
Warden,"Frustration, Satisfaction"
"Hey, that was really good!",Satisfaction
Thanks! Let's keep going.,"Satisfaction, Gratitude"
Okay. So. Whaddya want from me,"Frustration, Boredom"
I just wanna go back to my cell. 'Cause in my cell,"Frustration, Boredom"
"Smoke away.""""",Calmness
I think this is probably why Damone smokes in his cell alone.,Loneliness
What?,Frustration
Relax your hand!,"Stress, Frustration"
Not so much!,Frustration
Whoah!,Excitement
Hey!,Enthusiasm
Hey!,Enthusiasm
"Alright, now try taking a puff.",Achievement
Alright.. okay. No. Give it to me.,Frustration
"No no no, I am not giving you a cigarette.",Frustration
"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",Frustration
"Don't think of it as a cigarette. Think of it as the thing that's beenmissing from your hand. When you're holding it, you feel right. You feel complete.","Satisfaction, Contentment"
Y'miss it?,"Nostalgia, Curiosity"
"Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my..God. (He continues to smoke.)","Boredom, Relaxation"
"No, no, no. They say it's the same as the distance from the tip of aguy's thumb to the tip of his index finger.",Frustration
That's ridiculous!,Frustration
Can I use.. either thumb?,"Curiosity, Confusion"
"(carrying a tray of drinks) Alright, don't tell me, don't tell me!(Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an icedtea. I'm getting pretty good at this!","Achievement, Satisfaction, Excitement, Engagement"
"Yeah. Yeah, excellent.",Satisfaction
(leaving to serve others) Good for me!,Satisfaction
"Y'okay, Phoebe?",Calmness
"Yeah- no- I'm just- it's, I haven't worked- It's my bank.","Stress, Frustration, Overwhelm"
What did they do to you?,Curiosity
"It's nothing, it's just- Okay. I'm going through my mail, and I open uptheir monthly, you know, STATEMENT-","Frustration, Boredom"
Easy.,"Achievement, Satisfaction"
- and there's five hundred extra dollars in my account.,"Achievement, Satisfaction"
"Oh, Satan's minions at work again...",Frustration
"Yes, 'cause now I have to go down there, and deal with them.",Frustration
What are you talking about? Keep it!,Confusion
"It's not mine, I didn't earn it, if I kept it, it would be likestealing.","Frustration, Belonging"
"Yeah, but if you spent it, it would be like shopping!",Enthusiasm
"Okay. Okay, let's say I bought a really great pair of shoes. Do you knowwhat I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I washappy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine,not-not-mine'...",Frustration
We're with you. We got it.,"Achievement, Satisfaction, Trust"
Okay. I'd- just- I'd never be able to enjoy it. It would be like thisgiant karmic debt.,"Stress, Frustration, Overwhelm"
"Chandler, what are you doing?",Frustration
(puling him up) Hey. Whaddya doing?,"Frustration, Boredom"
"Oh! Oh, God!","Frustration, Overwhelm"
What is this?!,Frustration
"I'm smoking. I'm smoking, I'm smoking.","Exhaustion, Anxiety"
"Oh, I can't believe you! You've been so good, for three years!","Frustration, Satisfaction"
And this- is my reward!,"Achievement, Frustration, Satisfaction"
"Hold on a second, alright? Just think about what you went through the lasttime you quit.",Doubt
"Okay, so this time I won't quit!","Achievement, Determination"
Ohhh! Put it out!,Frustration
"All right! I'm putting it out, I'm putting it out. (He drops it inPhoebe's coffee.)",Frustration
"Oh, no! I- I can't drink this now!",Frustration
"Alright. I'm gonna go change, I've got a date.",Excitement
This Alan again? How's it goin'?,Curiosity
"'S'going pretty good, y'know? It's nice, and, we're having fun.","Satisfaction, Relaxation"
So when do we get to meet the guy?,"Anticipation, Curiosity"
"Let's see, today's Monday... Never.",Frustration
"Oh, come on! Come on!",Frustration
No. Not after what happened with Steve.,Frustration
What are you talking about? We love Schhteve! Schhteve was schhexy!..Sorry.,"Enthusiasm, Love, Embarrassment"
"Look, I don't even know how I feel about him yet. Just give me a chanceto figure that out.",Unknown
"Well, then can we meet him?",Curiosity
Nope. Schhorry.,Frustration
"I mean, why should I let them meet him? I mean, I bring a guy home, andwithin five minutes they're all over him. I mean, they're like- coyotes, picking off theweak members of the herd.","Frustration, Jealousy"
"Listen. As someone who's seen more than her fair share of bad beef, I'lltell you: that is not such a terrible thing. I mean, they're your friends, they're justlooking out after you.","Satisfaction, Affection, Trust"
"I know. I just wish that once, I'd bring a guy home that they actuallyliked.","Frustration, Disappointment"
