Dialogue,Emotions
"(enters the room) Hey, you guys, what are you doing tomorrow night?","Enthusiasm, Curiosity"
"(browsing through a diary) Well, let me see... I-I believe I'm... yes, falling asleep in front of the TV.","Boredom, Relaxation, Tiredness"
"Look, my agent hooked me up with six tickets to a great play.","Achievement, Satisfaction, Enthusiasm"
I could fall asleep at a play.,Boredom
What is it?,Confusion
"It's a one-woman play called Why don't you like me: a bitter woman's journey through life"".""","Frustration, Loneliness, Heartbreak"
It sounds interesting!,"Enthusiasm, Interest"
"Yeah, it does sound interesting, I mean, to listen to a woman complain for two hours, I don't think it gets bett... (Ross starts snoring, faking to fall asleep)","Frustration, Boredom"
"I know, I know, we can drive, we can vote, we can work, what more do these broads want?","Frustration, Offense, Irritation"
"You guys are gonna have a great time, I promise!",Enthusiasm
What? How come that you don't have to go!,Frustration
I wish I could but I just found out that I have to be at work,Frustration
"(browsing through a diary) Uh, let's see, who do I hate?","Frustration, Boredom"
"(gets up from the sofa and moves to the kitchen but Joey blocks her way) Oh, sorry... Oops, sorry.",Frustration
"(lifts Rachel up and moves her behind him so she can walk on) Hey, here you go.","Affection, Trust, Relief"
"Ooh... oooh... (pause) (Rachel is all bah-jiggity about Joey) oh, ah... (pause) (to Monica) Can I ask you a question?","Enthusiasm, Affection, Curiosity"
Yeah.,Boredom
Do you think it's possible for two friends to fool around and... and not have it be a big deal?,Affection
"No, I don't think it ever works. Why?","Frustration, Curiosity"
No reason.,Frustration
"No, no, Rachel?",Frustration
Yeah,"Frustration, Boredom"
Who do you wanna fool around with?,Confusion
"(with high pitched voice) Nobody, forget it!",Frustration
(giggling and whispering) Maybe.,"Affection, Interest"
(giggling and whispering) Maybe.,Unknown
(whispering) You can't!,Frustration
"(whispering) Why? (Monica gesticulates mumbling something that starts with because"") Seriously I did not understand a word that you said.""",Frustration
In the hall.,Unknown
You wanna fool around with Joey?,"Curiosity, Insecurity"
"Yeah! You know, ever since I had that dream about him, and can't get it out of my head! And what's the big deal, people do it all the time!","Boredom, Enthusiasm"
Who? Who do you know that are friends that just fool around?,Frustration
"Ok, off the top of my head... Don and Janet.",Boredom
"Who, who are they?",Curiosity
I know them from work.,Satisfaction
Both of them?,"Frustration, Overwhelm"
"No, one of them...",Frustration
Which one?,Frustration
"I don't know, what were the names I just said?","Frustration, Confusion"
"Rachel, things can get incredibly complicated.","Stress, Overwhelm"
,Unknown
What the hell are you cooking!,Frustration
Hey!,Excitement
Hey!,Excitement
Hey!,Excitement
"Hey, you guys won't believe what I have to do for work today.",Enthusiasm
"Yes, but, Ross you",Frustration
"(covering with his hand Chandler's face, like pretending he's not there) (to Monica) There're these two professors who are joining my department and I have to meet them here and show them around campus.","Stress, Frustration"
What's so bad about that?,Frustration
It's I just know they're gonna be a couple of windbags wearing tweed jackets with suede elbow patches.,"Frustration, Boredom"
(fingering her elbow): Ross?,Affection
"(looking his elbow, where there's a patch) These aren't suede.",Frustration
"(to Gunther) Excuse me, I'm looking for someone. You don't, by any chance, know a Ross Geller?",Curiosity
"(to Gunther) Excuse me, I'm looking for someone. You don't, by any chance, know a Ross Geller?","Curiosity, Interest"
No.,Frustration
"Hi, hi, I'm Ross Geller.","Excitement, Confusion"
"Oh, hi. I'm professor Wealer.","Enthusiasm, Engagement"
"Oh, oh, that's, that's, that's nice.",Satisfaction
It's a... It's good to meet you! Thank you so much for taking the time out to show me around.,"Gratitude, Excitement"
"Oh, no, it's no big deal, I mean, if I weren't doing this I'd just, you know, be at the gym working out.",Relaxation
(to Chandler) Is he gonna introduce us?,Frustration
"(to Monica) No, I think we're just blurry shapes to him now.",Frustration
"And, by the way, I really enjoyed your paper on the connection between geographic isolation and rapid mutagenesis.","Satisfaction, Interest"
"Oh, ha, I wrote that in one minute.",Achievement
(to chandler) Twenty bucks says they're married within the month.,"Excitement, Confidence"
"(hitting Monica with his suitcase) (to Charlie) We should probably get going, you know, we got a lot of ground to cover.",Frustration
"Oh, ah, isn't there another professor that is supposed to come with us?","Frustration, Anxiety"
I don't think so.,Frustration
"I'm pretty sure, professor Spafford from Cornell?","Anticipation, Curiosity"
"Oh, well he's obviously late and the rule in my class is if you can't come on time","Frustration, Disappointment"
You don't think we should wait for him?,Frustration
"You know what, he's a big boy, I'm sure he'll find us, ok?","Boredom, Indignation"
Professor Geller?,Interest
"Oh, damn it!",Frustration
"(from the answering machine) Hi Joey it's Jane Rogers, can't wait for your party tonight. Listen, I forgot your address, can you give me a call? Thanks, bye.","Gratitude, Excitement"
"(from the answering machine) Hi Joey it's Jane Rogers, can't wait for your party tonight. Listen, I forgot your address, can you give me a call? Thanks, bye.","Gratitude, Excitement"
(entering the room) Hey!,Enthusiasm
Hey!,Excitement
What's happenin'?,Boredom
"Yeah, it's a real shame you can't make it to that one-woman show tonight.","Frustration, Disappointment"
"Oh, I'd love to, but I gotta get up so early the next day and so, you know me, work comes first","Stress, Overwhelm, Boredom"
"Oh, yeah, yeah, yeah... (she plays the answering machine)","Frustration, Boredom"
Hi Joey,Affection
(yelling) Stupid Jane Rogers!!,Frustration
(angry) You are having a party tonight??,Anger
Kinda have a... a thing for the Days Of Our Life's people.,"Affection, Nostalgia, Engagement, Interest"
And you weren't going to tell us? How did you think you were gonna get away with that?,"Frustration, Anger"
I do it every year.,Satisfaction
You do that every year??,Frustration
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,"Frustration, Insecurity"
"Oh, that's why you got these tickets to that play, to get rid of us??",Frustration
Yeah...,Frustration
And last year is that why you sent us to that medieval times restaurant?,Frustration
Yeah...,Frustration
"OH! And the year before that, when you set up that nighttime tour of that button factory?",Excitement
(Smiling) I can't believe you guys went for that one!,Unknown
"Joey, why wouldn't you invite us to your parties?",Frustration
"You're fine, ok? But everyone else acts like an idiot around famous people!",Frustration
"Well, then so you just invite me...!",Frustration
"(speaking aloud) Please, I was trying to be nice, you're the worst one!",Frustration
"Oh, Joey, come on! Please, please! Let me come, I will behave, I promise! I will behave! Please, please, please...","Frustration, Anxiety"
"Ok, ok! Fine! You can come, but don't tell anybody else. It's up on the roof at 8.",Frustration
"(yelling and jumping like a child) OH, a soap opera roof party!! I'm going to a soap opera roof party!! Oh my God, oh my God!! (realizing how she's behaving) And it's out of my system!","Enthusiasm, Realization"
"(speaking very slowly) And then my wife and I went on a cruise to the Galapagos. There was a sea food buffet you wouldn't believe. There were clams, and mussels, and oysters, and cracked crab, and snow crab, and king crab. It's a pity I'm allergic to shellfish.",Excitement
"(very bored, he tries to avoid the conversation speaking to Charlie) So, where did you get your undergraduate degree?",Boredom
And that's not all I'm allergic to.,Frustration
"(to Charlie) Oh, it's not over!",Frustration
"I'm also allergic to peanuts, and cashews, and almonds, and filberts...","Frustration, Overwhelm"
So basically all nuts?,Boredom
Interestingly... no.,Interest
"Kinda playing fast and loose with the word interesting"".""",Frustration
If you'll excuse me I'm going to use the restroom. (he goes away),Relief
Oh my God!!,Unknown
I've lost the will to live.,Desperation
Let's ditch him!,"Frustration, Satisfaction"
What?,Frustration
"Come on, he's still in the bathroom! I'm begging you!",Frustration
