Dialogue,Emotions
"Hey! I just got uh, my teacher evaluations! Check out what this onestudent wrote, I loved Dr. Geller’s class. Mind blowing lectures! Dr. Geller","Gratitude, Excitement"
"Ahh, Hotties of the Paleontology Department, there’s a bigselling calendar, eh?",Excitement
Who wrote it?,Frustration
"Oh, I wish I knew, but the evaluations are all anonymous.",Frustration
"Oh hey, do you still have their final exams?",Curiosity
Yeah.,Boredom
"Oh, ‘cause you can just match the evaluation to the exam with thesame handwriting and boom, there’s your admirer. (Ross is stunned.)",Frustration
A hot girl’s at stake and all of the sudden he’s Rain Man.,"Frustration, Enthusiasm"
"Okay, wait a minute, wait a minute, why are we so sure that this is agirl?","Curiosity, Confusion"
"It’s a girl! Anyway, it wou—it wouldn’t matter. Okay?Because I’m a teacher and",Frustration
"Oh, is that against the rules?",Frustration
"No, but it is frowned upon.",Frustration
I see.,Unknown
"Besides, there’s a big age difference.",Disappointment
"Oh, well think of it like this, when you’re 90…",Enthusiasm
I know when I’m 90 she’ll be like 80 and it won’t seem likesuch a big difference.,Affection
"No that’s not what I was going to say at all. No, what I was going tosay is when you’re 90 you’ll still have the memory of what it was like to bewith a 20-year-old.","Frustration, Jealousy"
Hey Chandler! Y’know that girl you went to college with who-whobecame a movie director?,Excitement
"Oh yeah, Dana Keystone. She was in my Movement class.",Satisfaction
What’s a Movement class?,Confusion
It’s Chandler’s way of pretending he didn’t take mime.,Curiosity
"Oh well listen, anyway she’s directing the new Al Pacino movie. Yougotta get me an audition!",Enthusiasm
"Oh, I don’t know man. I haven’t talked to her in like tenyears.","Frustration, Loneliness, Nostalgia"
"No-no-no, please-please Chandler I-I-I would owe you",Gratitude
You,"Frustration, Satisfaction, Overwhelm, Boredom"
"Hey-hey dude, why are you changing the subject? Why? Will you make thecall or what?",Frustration
"Oh okay, I’ll-I’ll try.",Unknown
"All right! Thanks! You’re the best! Now listen, the last day ofauditions is Thursday. Okay? So I gotta get in there by Thursday. Okay? Just rememberThursday. Thursday. Can you remember Thursday?",Excitement
"Yeah so, Tuesday?","Frustration, Boredom"
"(angrily) Thursday! Look if you need help remembering think of like this,the third day. All right? Monday, one day. Tuesday, two day. Wednesday, when? Huh? Whatday? Thursday! The third day! Okay?!","Frustration, Anger"
(sarcastically) Thank you.,Gratitude
Okay.,Boredom
(entering from the bathroom) Hey Mon? I’m gonna check my messages.,Relaxation
You just thought of that in there?,Frustration
"Yeah sure, nature called, she wanted to see who else did.",Unknown
"(on phone) Hello? (Shocked that someone answered.) Uh, Rachel. (To thegang.) Great, someone is in our apartment. Call the cops!","Frustration, Overwhelm"
You’re on the phone!,Frustration
"(on phone) Oh my God! Oh my God! Thank you! (Hangs up) That was the firedepartment, there was a fire at our place!","Gratitude, Relief"
Oh my God! How bad was it?,Unknown
"Well, he didn’t say, but it was a fire. I’m guessing not verygood. Come on, we gotta go!","Frustration, Overwhelm"
Come on! (The girls all run out and Joey holds up Chandler by smiling.),"Satisfaction, Enthusiasm, Affection, Excitement"
What are you smiling about? What is so funny?,"Frustration, Curiosity"
"The part I want to audition for is a fireman, this is so meant to be!","Enthusiasm, Belonging"
"(another professor) Wow! It looks like you were very generous with yourgrades this semester! (Ross frantically starts to change some as a female student,Elizabeth, approaches.)",Frustration
(startled) Yeah?,Unknown
Oh thank you. Thanks very much. (Leans up against the board and on athumbtack.) Ow! (He pulls away.),"Pain, Relief"
That was you?,Frustration
"Oh I, I don’t-I don’t think that would be the best idea.",Frustration
What time?,"Frustration, Confusion"
Gotcha. (Starts to leave.),"Achievement, Frustration"
"Oh! So-so seriously, what time?",Confusion
Coming through! (Has to dodge a fireman) Oh! Coming through! (Sees acute one.) Oh! Hello! Hi! (Smiles then realizes) No! Right! Coming through!,"Frustration, Overwhelm, Determination, Confusion"
"Oh well, it’s not so bad.",Relaxation
"Yeah, most of the damage is pretty mostly contained in the bedrooms.",Satisfaction
Oh!,Unknown
My God! (They both run into the bedrooms.),Excitement
"(to the fireman) Hey buddy, do you think I can borrow your uniform thisThursday?",Curiosity
Excuse me?,Frustration
Joey! He’s working! (To Chandler) You would look,Frustration
"Oh, how bad is it?",Curiosity
"Oh, it’s bad. It’s really bad. The only thing in there thatisn’t burned is an ass. Which I do",Frustration
How’s your room Rach?,Curiosity
Everything’s ruined. My bed. My clothes. Look at my favorite bluesweater. (Hold it up.),Frustration
Isn’t that mine?,Frustration
Fine! I’m sorry for your loss! (Hands it back to her.),Frustration
"So uh, you’re not gonna be able to live here for a while, youladies have a place to stay?",Frustration
"(stands up) Wow! Oh-okay, look pal, I am",Enthusiasm
"(pulling Rachel back down) Yes, they can stay with us.","Affection, Gratitude, Love"
Have you figured out what started the fire Mr. Fireman?,"Curiosity, Confusion"
"Well uh, do either of you smoke?",Curiosity
"No, not usually. But yeah, I could use one right now.",Satisfaction
"No-no-no, do you uh light candles? Burn incense?","Frustration, Curiosity"
Yes! I do! All the time! I love them! Oh my God! I did it! It’s me!It’s me! I burned down the house! I burned down the house!,"Excitement, Triumph"
