Dialogue,Emotions
"Uh, Rach, we're running low on resumes over here.","Neutral, Confusion, Frustration"
Do you really want a job with,"Confidence, Excitement, Optimism"
"Well, if you're gonna work for mechanics, those are the ones to workfor.","Contentment, Confidence, Optimism"
"Hey, look, you guys, I'm going for anything here, OK? I cannot be awaitress anymore, I mean it. I'm sick of the lousy tips, I'm sick of being called 'Excuseme...'","Anger, Frustration"
"Rach, did you proofread these?","Neutral, Frustration, Optimism"
"Uh... yeah, why?","Neutral, Confusion, Frustration"
"Uh, nothing, I'm sure they'll be impressed with your excellent","Confidence, Neutral, Optimism"
"(upset) Oh my Goood! Oh, do you think it's on all of them?","Anger, Fear, Surprise"
"Oh no, I'm sure the Xerox machine caught a few.","Neutral, Confusion, Frustration"
"Hey, guys.","Happiness, Confidence, Excitement"
Hey.,"Neutral, Confusion, Frustration"
"Hey... hi, ladies... uh, can I get you anything? (to Monica, quietly):Did you bring the mail?","Anticipation, Confusion"
Lots of responses.,"Neutral, Anticipation, Frustration"
"(to Monica): Really? (out loud): Sure, we have scones left! (to Monica):OK, read them to me.","Contentment, Confidence, Neutral"
"(reading): Dear Ms. Green, thank you for your inquiry, however... oh...(crumples up letter)","Sadness, Surprise, Frustration"
(out loud): We have apple cinnamon...,"Happiness, Contentment, Excitement"
(reading): OK... Dear Ms. Green... yeah... yeah... yeah... No. (crumpesup letter),"Neutral, Disgust, Frustration"
Wow!,"Surprise, Excitement, Optimism"
What?,"Surprise, Confusion, Frustration"
(reading): Your Visa bill is huge!,"Surprise, Disgust, Frustration"
(grabs the bill) Give me that!,"Anger, Confusion, Frustration"
"You know, I can't believe you. Linda is so great! Why won't you go outwith her again?","Disgust, Confusion, Frustration"
I don't know.,"Neutral, Confusion, Frustration"
Is this still about her whole 'The Flintstones could've reallyhappened' thing?,"Disgust, Confusion, Frustration"
"No, it's not just that. It's just—I want someone who... who","Confusion, Frustration, Longing"
...little playthings with yarn?,"Disgust, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
Could you want her more?,"Love, Excitement, Longing"
Who?,"Neutral, Surprise, Confusion"
"(sarcastically) Dee, the sarcastic sister from","Disgust, Frustration"
"Look, I am totally, totally over her, OK, I just... (Rachel comes over,Ross lays head on table): Hiiii!","Sadness, Disgust, Frustration"
Hi! How are you?,"Happiness, Contentment, Confidence"
"We're fine, we're fine.","Contentment, Confidence, Neutral"
OK. (walks away),"Confidence, Neutral, Frustration"
Shut up!,"Anger, Disgust, Frustration"
We're not—we're not saying anything.,"Neutral, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
Uhhhh... Joey cried last night.,"Sadness, Confusion, Frustration"
Thank you.,"Happiness, Contentment, Neutral"
"(to the girls) We were playing poker, alright...","Confidence, Excitement, Anticipation"
"There was chocolate on the three. It looked like an eight, alright?","Surprise, Confusion, Frustration"
"Oh, guys, you should've seen him. 'Read 'em and weep.'","Happiness, Confidence, Excitement"
And then he did.,"Confidence, Surprise, Excitement"
"Well, now, how come you guys have never played poker with us?","Confidence, Anticipation"
"Yeah, what is that? Like, some kind of guy thing? Like, some kind ofsexist guy thing? Like it's poker, so only guys can play?",Anger
