Dialogue,Emotions
"(enters the room) Hey, you guys, what are you doing tomorrow night?","Excitement, Anticipation, Optimism"
"(browsing through a diary) Well, let me see... I-I believe I'm... yes, falling asleep in front of the TV.","Neutral, Nostalgia, Confusion"
"Look, my agent hooked me up with six tickets to a great play.","Happiness, Excitement, Optimism"
I could fall asleep at a play.,Neutral
What is it?,"Neutral, Anticipation, Confusion"
"It's a one-woman play called Why don't you like me: a bitter woman's journey through life"".""","Anger, Frustration"
It sounds interesting!,"Excitement, Anticipation"
"Yeah, it does sound interesting, I mean, to listen to a woman complain for two hours, I don't think it gets bett... (Ross starts snoring, faking to fall asleep)","Neutral, Disgust, Frustration"
"I know, I know, we can drive, we can vote, we can work, what more do these broads want?","Anger, Disgust, Frustration"
"You guys are gonna have a great time, I promise!","Happiness, Excitement, Optimism"
What? How come that you don't have to go!,"Surprise, Confusion, Frustration"
I wish I could but I just found out that I have to be at work,"Neutral, Frustration"
"(browsing through a diary) Uh, let's see, who do I hate?","Neutral, Confusion, Frustration"
"(gets up from the sofa and moves to the kitchen but Joey blocks her way) Oh, sorry... Oops, sorry.","Surprise, Confusion, Frustration"
"(lifts Rachel up and moves her behind him so she can walk on) Hey, here you go.","Happiness, Confidence, Love"
"Ooh... oooh... (pause) (Rachel is all bah-jiggity about Joey) oh, ah... (pause) (to Monica) Can I ask you a question?","Excitement, Anticipation, Confusion"
Yeah.,"Contentment, Confidence, Neutral"
Do you think it's possible for two friends to fool around and... and not have it be a big deal?,"Neutral, Confusion, Frustration"
"No, I don't think it ever works. Why?","Neutral, Confusion, Frustration"
No reason.,"Neutral, Confusion, Frustration"
"No, no, Rachel?","Surprise, Confusion, Frustration"
Yeah,"Contentment, Neutral, Confusion"
Who do you wanna fool around with?,"Excitement, Anticipation"
"(with high pitched voice) Nobody, forget it!","Anger, Frustration"
(giggling and whispering) Maybe.,"Happiness, Excitement, Anticipation"
(giggling and whispering) Maybe.,"Happiness, Excitement, Anticipation"
(whispering) You can't!,"Anger, Fear, Frustration"
"(whispering) Why? (Monica gesticulates mumbling something that starts with because"") Seriously I did not understand a word that you said.""","Disgust, Confusion, Frustration"
In the hall.,"Contentment, Neutral"
You wanna fool around with Joey?,"Excitement, Anticipation, Nostalgia"
"Yeah! You know, ever since I had that dream about him, and can't get it out of my head! And what's the big deal, people do it all the time!","Excitement, Confusion, Frustration"
Who? Who do you know that are friends that just fool around?,"Anticipation, Confusion, Frustration"
"Ok, off the top of my head... Don and Janet.","Confidence, Excitement, Anticipation"
"Who, who are they?","Surprise, Anticipation, Confusion"
I know them from work.,Neutral
Both of them?,"Surprise, Anticipation, Confusion"
"No, one of them...","Neutral, Confusion, Frustration"
Which one?,"Neutral, Anticipation, Confusion"
"I don't know, what were the names I just said?","Neutral, Confusion, Frustration"
"Rachel, things can get incredibly complicated.","Anticipation, Confusion, Frustration"
,"Neutral, Confusion, Frustration"
What the hell are you cooking!,"Anger, Disgust, Frustration"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"Hey, you guys won't believe what I have to do for work today.","Surprise, Excitement, Anticipation"
"Yes, but, Ross you","Neutral, Confusion, Frustration"
"(covering with his hand Chandler's face, like pretending he's not there) (to Monica) There're these two professors who are joining my department and I have to meet them here and show them around campus.","Confidence, Excitement, Anticipation"
What's so bad about that?,"Neutral, Confusion, Frustration"
It's I just know they're gonna be a couple of windbags wearing tweed jackets with suede elbow patches.,"Neutral, Disgust, Frustration"
(fingering her elbow): Ross?,"Surprise, Confusion, Frustration"
"(looking his elbow, where there's a patch) These aren't suede.","Neutral, Confusion, Frustration"
"(to Gunther) Excuse me, I'm looking for someone. You don't, by any chance, know a Ross Geller?","Confidence, Neutral, Anticipation"
"(to Gunther) Excuse me, I'm looking for someone. You don't, by any chance, know a Ross Geller?","Neutral, Anticipation, Confusion"
No.,"Neutral, Confusion, Frustration"
"Hi, hi, I'm Ross Geller.","Happiness, Contentment, Confidence"
"Oh, hi. I'm professor Wealer.","Confidence, Neutral, Excitement"
"Oh, oh, that's, that's, that's nice.","Happiness, Contentment, Excitement"
It's a... It's good to meet you! Thank you so much for taking the time out to show me around.,"Happiness, Excitement"
"Oh, no, it's no big deal, I mean, if I weren't doing this I'd just, you know, be at the gym working out.","Contentment, Neutral, Frustration"
(to Chandler) Is he gonna introduce us?,"Excitement, Anticipation"
"(to Monica) No, I think we're just blurry shapes to him now.","Neutral, Sadness, Confusion"
"And, by the way, I really enjoyed your paper on the connection between geographic isolation and rapid mutagenesis.","Contentment, Confidence, Excitement"
"Oh, ha, I wrote that in one minute.","Confidence, Excitement, Optimism"
(to chandler) Twenty bucks says they're married within the month.,"Confidence, Excitement, Optimism"
"(hitting Monica with his suitcase) (to Charlie) We should probably get going, you know, we got a lot of ground to cover.","Anger, Excitement, Frustration"
