Dialogue,Emotions
"Y'know, I can't believe I'm getting my nails done!  And","Happiness, Surprise, Excitement"
"Chandler, there’s a guy right over there. (Points to the counter)","Confidence, Surprise, Excitement"
That’s a mailman! That’s,"Happiness, Surprise, Excitement"
"Chandler, don’t worry! This doesn’t make you any less of aguy! (Chandler starts blowing on his fingernails like women do.)","Disgust, Confusion, Frustration"
"Hey, you know who used to have nails like that?","Surprise, Nostalgia"
Hmm.,"Neutral, Confusion, Frustration"
"OH…MY…GAWD!! (Yep, you guessed it. It’s Janice.)","Surprise, Love, Excitement"
Joey let me ask you a question.,"Neutral, Anticipation, Confusion"
"Ohh, Nothing.","Neutral, Confusion, Frustration"
Didn’t it drive you crazy to have a switch and not know what itdid?,"Confusion, Frustration"
I,"Confidence, Excitement, Optimism"
They wouldn’t have put it there if it didn’t do something! Howcan you not care?,"Anger, Confusion, Frustration"
Like this. (Shrugs),"Neutral, Confusion, Frustration"
"Well, here’s another question for ya. Uhh, do you know what thatsilver knob on the toilet does?","Neutral, Confusion, Frustration"
Sure! It flushes it.,"Contentment, Confidence, Neutral"
"Okay, good. Now that since you know, when you come over would you mindactually using it?","Confidence, Neutral, Frustration"
"(entering, with Janice in tow) Hello!","Happiness, Excitement, Anticipation"
Hey! (Sees Janice.) Ah!! (Janice screams in surprise.),"Fear, Surprise, Excitement"
Guess who we ran into today?!,"Surprise, Excitement, Anticipation"
Janice?!,"Surprise, Excitement, Anticipation"
Isn’t this amazing?,"Excitement, Anticipation"
How have you been?,"Contentment, Neutral, Nostalgia"
"Oh well, I’m divorced.","Neutral, Sadness"
"Ohhh, wow.","Surprise, Excitement, Anticipation"
"Yeah, I’m riding the alimony pony. (Does the now famous laugh.)","Happiness, Contentment, Excitement"
And there it is.,Neutral
"I just came up to say, Hi!"" Hi! (to Chandler) And you","Happiness, Neutral, Excitement"
Okay. Bye.,"Contentment, Neutral"
Bye.,Neutral
Bye.,"Contentment, Neutral, Optimism"
Bye.,Neutral
Bye.,Neutral
Bye.,Neutral
B-bye!,"Happiness, Excitement, Anticipation"
Bye-bye.,"Contentment, Neutral, Optimism"
"Bye. (Finally closes the door on her.) (After it’s closed) Ican’t stand the woman! (Phoebe is shocked, Joey is relieved.)",Surprise
What?! I thought you were crazy about her!,"Surprise, Confusion, Frustration"
"Yeah, I know, but all of those little annoying things she did beforewe fell in love? Like her voice, her laugh, her personality—Well, they’re allback! Y’know? And she’s picked up like nine new ones!","Love, Excitement, Nostalgia"
So what are you doing bringing her here?! There’s people here!,"Anger, Fear, Frustration"
Don’t worry about it. I’m taking care of it tonight.(Chandler opens the fridge and grabs something to drink.),"Contentment, Confidence, Neutral"
You are not. You have,"Neutral, Confusion, Frustration"
"(standing in the door of the fridge) Well, I don’t have to breakup with her this time. We’re not involved! I’m going to do a pre-emptive strike!I’m going to end it with her before it starts. My ass is like frozen! (Closes thefridge.)","Confidence, Excitement, Frustration"
"Yeah, try sticking it in the freezer for 20 minutes. (They all look aroundand then back at Joey.) I’m tellin’ ya!","Confidence, Excitement, Optimism"
"I can’t believe you really walk alone here! I mean, you hear suchstories about New York.","Fear, Surprise"
"No, it’s really not that bad. I mean, I-I for one, feel perfectlysafe.","Confidence, Neutral, Optimism"
Help! Help!! Help! Help!!,Fear
"No, no, no Ross! Ross, these are friends of mine from home. (Introducingthem) Liam, Devon, this is Ross.","Happiness, Confidence, Excitement"
"Hey, mate.","Happiness, Contentment, Confidence"
How are ya man?,"Happiness, Contentment, Confidence"
"Oh hey, that was a good one, huh? (Imitating himself) Help! Help!","Happiness, Excitement"
"So how are you? I’ve been meaning to ring you ever since I arrivedbut umm, well, I’ve been rather busy.","Neutral, Excitement, Frustration"
Do you realise that we have not seen each other since the night of thatU2 concert?,"Surprise, Excitement, Nostalgia"
Oh my God. I think you’re right.,Surprise
"(puts his arm around her) Well, actually the last time you and I saw eachother was that morning.","Happiness, Surprise, Nostalgia"
"Oh, Liam. (Ross laughs and takes her back.)","Happiness, Love, Excitement"
"Oh, Liam. So uh, what, were you guys playing soccer or something—orshould I call it (In an English accent) football?",Excitement
We were playing rugby.,"Happiness, Excitement, Nostalgia"
