Dialogue,Emotions
Hey you guys I got some bad news. (He sets the stack of papers down on thetable.),"Sadness, Fear, Surprise"
"Well that’s no way to sell newspapers. Why don’t you try,Extra! Extra! Read all about it!""""","Confidence, Excitement, Optimism"
"No, Monica’s restaurant got a horrible review in the Post. (They allgasp.) I didn’t want her to see it, so I ran around the neighborhood and bought allthe copies I could find. (He hands the paper to Phoebe and they all read it.)","Sadness, Surprise, Frustration"
"Man, this is bad! And I’ve had my share of bad reviews. I stillremember my first good one though. (Quoting) Everything else in this production of""","Sadness, Nostalgia, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey.,Neutral
(seeing the stack of newspapers) Oh my God! Look at all the newspapers!It must be a good review! Is it great?!,"Excitement, Anticipation, Optimism"
Umm…,"Confusion, Frustration"
(reading) Oh dear God!,"Fear, Surprise, Disgust"
"But the good news is, no one in a two-block radius will ever know.","Confidence, Excitement, Optimism"
What about the rest of Manhattan?!,"Anger, Disgust, Frustration"
"Yeah, they all know.","Contentment, Confidence, Neutral"
"Oh my God, this is horrible!","Sadness, Fear, Surprise"
I’m so sorry.,Sadness
I’m so humiliated!,"Sadness, Frustration"
"Yeah but y’know what they say Mon, There’s no such thingas bad press.""""","Confidence, Neutral, Optimism"
"You don’t think that umm, (reading) The chef’s Mahi Mahiwas awful awful","Disgust, Frustration"
I didn’t write it.,"Neutral, Confusion, Frustration"
Is he right? Am I really—Am I awful?,"Sadness, Confusion, Frustration"
No!,"Anger, Disgust, Frustration"
"Yeah! Yeah Monica! You listen to me, okay? And I’m not just sayingthis because I’m your friend, I’m sayin’ it ‘cause it’s thetruth. You’re food is abysmal!","Confidence, Anger, Frustration"
Ross!,"Happiness, Surprise, Excitement"
(startling him) What?! What?,"Fear, Surprise, Confusion"
I am freaking out!,"Fear, Surprise, Excitement"
Are ya?,"Confusion, Frustration, Optimism"
My due date is in one week!,"Happiness, Excitement, Anticipation"
What are you doing up?,"Neutral, Surprise, Confusion"
That is seven days!,"Neutral, Surprise, Anticipation"
"Okay look, I had a lot of water before I went to bed. Can we do thisafter…","Neutral, Confusion, Frustration"
"(interrupting him) No-no-no-no-no Ross! Please, come on we do not haveany of the big stuff we need! We do not a changing table! We do not have a crib! We do nothave a diaper service!",Frustration
It’s funny you should mention diapers.,Surprise
I’m serious.,"Confidence, Neutral, Excitement"
"Okay look, there’s nothing to worry about. We have plenty of time.There’s a great baby furniture store on west 10","Contentment, Confidence, Optimism"
Okay. Thank you. That’s great. Thank you. Wait-wait! Where on west10,"Excitement, Anticipation, Confusion"
"(interrupting her) Okay. Okay. If uh, if you’re gonna do this, thenI’m gonna do that. (Points to the bathroom.) So… (Starts for the bathroom.)","Anger, Frustration"
"(stopping him) Oh, wait Ross! I’m sorry, one more thing!","Anticipation, Confusion, Frustration"
(annoyed) Yeah!,"Anger, Frustration"
"Umm, our situation. Y’know umm, what we mean to each other. And Imean we-we’re having this baby together, and we live together. Isn’t that,isn’t that weird?","Fear, Confusion, Frustration"
(stunned) (thinks) Well uh…,"Surprise, Confusion, Frustration"
I’m just kidding! You can go pee! (He does so in a hurry.),"Happiness, Excitement"
"(entering) Hey uh Monica, I can’t remember. Did we say we were gonnameet here or at the movies?","Anticipation, Confusion, Frustration"
"We said at the movies, but…","Neutral, Confusion, Frustration"
"Okay, I’ll see you there. (Starts to leave)","Confidence, Neutral, Anticipation"
Joey! (He returns) Now that you’re here…,"Happiness, Excitement, Anticipation"
"Sure, I can hang out ‘til I have to meet ya. (To Chandler) Whatuh—How come you’re not going?","Neutral, Confusion, Frustration"
I have a job interview I have to get ready for.,Anticipation
I thought you already have a job.,"Surprise, Confusion, Frustration"
