Dialogue,Emotions
"It's so weird, how did Joey end up kissing Charlie last night?   I thought you'd end up kissing Charlie.","Surprise, Confusion, Frustration"
"Hey, I thought I'd end up kissing Charlie too ok? But","Happiness, Surprise, Frustration"
"I missed most of the party (pause) Charlie's a girl, right?","Surprise, Confusion, Frustration"
"Yes, she is this new professor of my department that I did","Confidence, Excitement, Anticipation"
"I don't know why Joey had to kiss her! I mean, of all the girls   at the party, GOD!","Anger, Disgust, Frustration"
Why do you care so much?,"Confusion, Frustration"
"Yes Rachel, why","Confidence, Confusion, Frustration"
(worried) Be-cause Ross is the father of my child! You know...   and I... want him to hook up with lots of women! (pause) I just... All I'm saying   is... I don't think that Joey and Charlie have anything in common.,Unknown
"Oh, I don't know, they seem to have a shared interest in each   other's tonsils...","Surprise, Disgust"
"Wow, Joey and a professor! Can you imagine if they had kids   and if the kids got her intelligence and Joey's raw sexual magnetism... Oh,   those nerds will get","Excitement, Anticipation"
"All right, so... Ross, you're ok with all this? I mean...","Confusion, Frustration"
"Yeah, it's no big deal. I mean, I just met her and I'm fine with   it...","Contentment, Confidence, Neutral"
"Oh, God. I forgot how","Nostalgia, Confusion, Frustration"
"Oh, God. I forgot how","Confusion, Frustration"
Hey!,"Happiness, Excitement, Anticipation"
Hi!,"Happiness, Excitement, Optimism"
I'm gonna get some more coffee.,"Contentment, Confidence, Optimism"
"Oh, you know what? I'll come with you!","Excitement, Anticipation, Optimism"
Ok. (they both go),Neutral
"(to Joey) So, a professor, uh?","Neutral, Surprise, Anticipation"
"Yeah! She is cool, and she's so smart! Her mind is totally acrimonious   (which, being Joey, he mispronounces amonious""). (pause) That's not   how she used it...?""","Excitement, Confusion, Frustration"
"(talking to Ross) I feel like I owe you an explanation. I don't   ordinarily go around kissing guys at parties. I'm... well, I'm kind of embarrassed.   I really hope you don't think less of me.",Unknown
"Uhm no! Think less of you! No, I don't think less of you. I mean,   you saw someone you liked and you kissed them. I mean, those people who like   someone and don't kiss them... those-those people are stupid, I hate those people.","Confidence, Anger, Disgust"
"You know, actually I'm a little surprised to myself. I mean,   Joey is so different from the guys I usually date. I mean, they're all professors,   and intellectuals, and","Contentment, Surprise, Nostalgia"
"Yeah, I know the type.","Neutral, Confusion, Frustration"
"Hey, if you wanna grab a bite before work we'd better get acrimonious.   No? Am I getting close?","Excitement, Confusion, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement"
Hey you guys! Look what I just got. (she shows them a pair of   slippers),"Happiness, Surprise, Excitement"
"Oh, OH! Wow, I love those! Where did you get them?","Happiness, Love, Excitement"
I bought them off Ebay! They used to belong to the late Shania   Twain.,"Happiness, Excitement, Nostalgia"
"(after a pause) Phoebe, Shania Twain is still alive!","Happiness, Surprise, Excitement"
Oh... then I overpaid. (she goes to the bathroom),"Neutral, Confusion, Frustration"
"Hey, what's this?","Surprise, Excitement, Confusion"
"Oh, it's a gift certificate to this new SPA in SOHO.","Happiness, Excitement, Anticipation"
"Oh, you can't show Phoebe this! She hates those corporate massage   chains.","Disgust, Frustration"
"Ah, why, now I can't get a massage? There are so many things   that she disapproves of! I can't eat veal, I can't wear fur, I can't go hunting...","Anger, Disgust, Frustration"
Do you wanna go hunting?,"Excitement, Anticipation, Optimism"
"Well, I would like to have the option!!","Frustration, Longing, Optimism"
"(coming back from the bathroom) What's up? (she sees the gift   certificate in Rachel's hands) Hey, Rachel!!","Happiness, Surprise, Excitement"
Oh!,"Happiness, Surprise, Excitement"
"No, you can't go there! You know how I feel about these big   massage places""! They're putting people like me out of business!""","Anger, Fear, Frustration"
"And she wants to go hunting, too!!","Happiness, Excitement, Anticipation"
"Phoebe, come on, I don't wanna waste it! It would be like throwing   away a hundred bucks!",Frustration
"Ok, this is not about the","Neutral, Confusion, Frustration"
I don't care about any of that!!,Anger
"Well, do you care about friendship?","Neutral, Confusion, Frustration"
Oh!,"Surprise, Excitement, Anticipation"
"I feel really strongly about this, Rachel. Please, don't use   this gift certificate. I'm asking you as a friend.","Sadness, Frustration"
"Oh, not as a friend, Phoebe!! Fine, I won't use it!","Disgust, Frustration"
Promise?,"Confidence, Excitement, Anticipation"
I promise.,"Confidence, Excitement, Optimism"
Thank you. (she tears up the gift certificate),"Sadness, Anger, Frustration"
But I am going hunting!!,"Excitement, Anticipation, Frustration"
(entering) Hey honey! I missed you today!,"Happiness, Love, Excitement"
"Oh, yeah?","Confidence, Surprise, Excitement"
Yeah. (they kiss) What d'you wanna do tonight?,"Love, Excitement, Anticipation"
"Oh, well... Maybe we could... (he sweeps the stuff off the   table and wordlessly invites Monica to have sex on it)","Love, Excitement, Anticipation"
"Ok, trying to turn me on by making a mess? Know your audience!   Besides, tomorrow we're doing those fertility tests and until then you need   to keep your tadpoles in the tank.","Anger, Disgust, Frustration"
We really need to take those tests?,"Neutral, Confusion, Frustration"
"Honey, we've been trying to have a baby for over a year. I think   it's a good idea to find out if everything's ok. Just a few routine tests.","Anticipation, Optimism"
But I don't wanna do it in a cup!,"Disgust, Frustration"
What is the big deal?,"Neutral, Confusion, Frustration"
It's weird! In a doctor's office?,"Surprise, Disgust, Confusion"
It's not ok to do it in a doctor's office but it is ok to do   it in a parked car behind a Taco Bell?,"Disgust, Confusion, Frustration"
"(embarrassed) I cannot believe Ross told you that! (pause)   And in my defense, it was a Wendy's!",Surprise
"Look, I don't wanna do this test either, but I really do think   it's a good idea!","Neutral, Frustration, Optimism"
"Yeah, ok. I'm sure that doctor's office can't be worst than   on a class trip to the Hershey's factory!","Confidence, Excitement, Optimism"
(really embarrassed) OH!,"Surprise, Confusion"
"Oh, yeah! RACHEL TALKS TOO!","Happiness, Confidence, Excitement"
(sipping red wine from a glass) Who says that wine has to cost   more than milk!,"Contentment, Confidence, Optimism"
Heeey!,"Happiness, Surprise, Excitement"
Heeey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Optimism"
"Come on in, how are ya?","Happiness, Contentment, Excitement"
I'm good!,"Happiness, Contentment, Confidence"
Can I offer you a drink?,Neutral
,"Neutral, Confusion, Frustration"
"Uh-oh. I hade a pretty hectic day at work too, today I had to   open a door and go (looking scared) ohhhh!","Fear, Surprise, Disgust"
So I am just so excited to be   here. And I can't wait to start exploring the city!,"Happiness, Excitement, Anticipation"
"Hey, if you need a tour guide... (point to himself)","Confidence, Excitement, Optimism"
"Oh, you mean it? That would be so","Happiness, Excitement, Anticipation"
"Yeah, definitely, definitely. Ok, what do you wanna see first?","Happiness, Excitement, Anticipation"
"Oh, well, we can go see the Chronos Quartet at the Avery Fisher   Hall.","Contentment, Excitement, Anticipation"
(looking puzzled and nodding) Ok!,"Neutral, Surprise, Confusion"
And there is a collection of Walt Whitman letters on display   at the public library.,"Contentment, Neutral, Nostalgia"
"I know, yeah!","Happiness, Confidence, Excitement"
"And first, I have to see the MET!","Excitement, Anticipation, Optimism"
"Ok, let me stop you right there. The Mets suck, ok? You wanna   see the Yankees.","Neutral, Disgust, Frustration"
"No, no, no, not the Mets, the MET, singular!","Confidence, Excitement, Frustration"
"Which one, they all suck!","Neutral, Disgust, Frustration"
The museum!,"Happiness, Excitement, Anticipation"
(looking puzzled) I don't think so.,Confusion
(to the receptionist) Hi there!,"Happiness, Confidence, Excitement"
"(in an affected tone) Hello, welcome to Lavender Day Spa   SPA. How may I help you?","Confidence, Neutral"
"Oh, hi. I have a massage appointment under Rachel Green, and   here is my gift certificate.","Happiness, Confidence, Neutral"
This has been torn up.,"Sadness, Confusion, Frustration"
And... taped back together.,"Neutral, Nostalgia, Longing"
"Ok well, I'll call you as   soon as your massage therapist is ready.","Contentment, Confidence, Neutral"
Ok,"Contentment, Confidence, Neutral"
Have a seat through the glass doors.,"Contentment, Confidence, Neutral"
(imitating the receptionist's tone) through the glass doors.,"Neutral, Surprise, Anticipation"
Through the glass doors.,"Neutral, Anticipation"
Alright-y then.,"Confidence, Excitement, Optimism"
"Phoebe, your next client's in the waiting room.","Confidence, Neutral, Anticipation"
"Phoebe, your next client's in the waiting room.","Confidence, Neutral, Anticipation"
"Ok. Do we have to talk like that then they're not around? (She   sees Rachel) Oh, no, no! Listen, is there someone   who can fill in for me?","Fear, Surprise, Frustration"
"Sorry, everyone is booked!","Neutral, Frustration"
But that woman can't know I work   here. She's a friend of mine and I made this big stink about how awful this   massage chains are.,"Anger, Confusion, Frustration"
Then why you work here?,"Neutral, Confusion, Frustration"
'Cause it's good money! But that doesn't change the fact that   this is an evil blood sucking corporate machine!,"Anger, Disgust, Frustration"
"Well, I think this is a great place to work!","Happiness, Contentment, Confidence"
"(watching around and whispering) Ok, are they listening?",Fear
Ross!,"Happiness, Surprise, Excitement"
Ross!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Love, Excitement"
I need to talk to you about Charlie.,"Sadness, Anticipation"
"(annoyed) Oh, do you, do you really?",Frustration
"Yeah, I'm... I'm kind of having a little problem.","Sadness, Confusion, Frustration"
"Look, if you don't know what the word acrimonious""   means","Neutral, Confusion, Frustration"
"No, look, you know Charlie, right? She's cool, she's funny, her   body is soo...","Happiness, Confidence, Excitement"
Get to the problem!,"Anger, Frustration"
Yes. It's just that she's so much smarter than all the girls I've   ever dated! Combined! I don't want her to think I'm stupid!,"Confidence, Fear, Frustration"
(looking down) Are you wearing two belts?,"Surprise, Confusion"
"(checking) EH, what do you know!","Surprise, Excitement, Optimism"
You were saying you didn't want to seem stupid.,"Neutral, Confusion, Frustration"
"Right, right, right, well, she wants to go to all this cultural   places and I don't know how to talk about that stuff. You gotta help me out!","Confusion, Frustration, Longing"
"You know, I really don't want to   get involved in you guy's relationship.","Neutral, Confusion, Frustration"
"Please, c'mon, you're the smartest person I know and I really   like this girl, ok, I don't wanna lose her.","Love, Excitement, Optimism"
(after a short hesitation) Fine.,"Neutral, Frustration"
Thanks.,"Happiness, Contentment, Neutral"
"Ok. Let's see. Oh, you should take her to the MET!","Excitement, Anticipation, Optimism"
The Metsss!,"Excitement, Anticipation, Optimism"
"Oh, no! The MET! The Metropolitan Museum of Art.","Fear, Surprise, Excitement"
"(realizing) Oh, that's what she meant! (pause) You know, if they're   gonna shorten it, they should call it the MUSE! You know, short for museum,   and avoid all the confusion!","Surprise, Excitement, Confusion"
"Yeah, most of it it's a place","Contentment, Neutral, Confusion"
"Ok, all right, so I'll take her to the MET.","Confidence, Excitement, Optimism"
"Yeah, uh, uh, ok, there's this great rare bookstore   on Madison Avenue. You know what? She loves architecture,   you know what you should do? You should take a walk down fifth to the   Saint Patrick's Cathedral and there there's this great little pastry shop that   she'd love.","Love, Excitement, Optimism"
"Geez, sounds like you should be going on this date!","Surprise, Excitement"
But I'm not! (pause). You know what if you're in the mood for   Thai food...,"Confidence, Neutral, Frustration"
"Whoa, whoa, whoa! Slow down, you go","Surprise, Confusion, Frustration"
Ok.,"Contentment, Confidence, Neutral"
You got to tell me exactly what to do there.,"Confusion, Frustration"
"Ok, when you walk in the museum, take the right, that's the antiquities   wing. Ancient Egypt, Mesopotamia, up to the Byzantine Empire.","Confidence, Excitement, Anticipation"
"Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make   the right (and he bends his arm to the left. Ross then bends Joey's arm to the   right and Joey nods)","Surprise, Excitement, Anticipation"
I have a weird feeling about this place. (pause) How do I   know that they are not gonna secretly videotape me and put it all over the internet.,Fear
"Because, honey, I mean this in the sweetest way possible, nobody   is gonna wanna watch that.","Neutral, Disgust, Frustration"
Mr. Bing? (Chandler jumps up) Here you are! You'll go into that   room and deposit your specimen into the container.,"Surprise, Confusion, Frustration"
"Deposit my specimen? You know,   usually I have to call a  900 number for that kind   of talk. Thanks, got it.",Confidence
"Hey, honey, my test is down the hall, are you sure you're going   to be ok?","Confidence, Neutral"
"Yeah, I guess!",Neutral
"I know this is embarrassing, but nobody cares! No one here even   knows you!","Confidence, Neutral"
OH MY GOD!!,"Fear, Surprise, Excitement"
"Oh, Come on!","Anger, Disgust, Frustration"
Ah ahahahhahaa! How great is this!,"Happiness, Excitement"
"Hey, we're probably fertile, let's go home!","Confidence, Excitement, Anticipation"
Why are you here?,"Neutral, Confusion, Frustration"
"Well, Sid and I are trying again and we had trouble last time   because apparently we...","Confusion, Frustration, Optimism"
"(to Heaven) No no no... I mean,","Confusion, Frustration, Longing"
Oh! Someone's a little cranky today cuz   they have to do it in a cup! (laughs) Oh! They gave you the kiddy size (looking   at the cup in his hand).,"Happiness, Excitement, Frustration"
What!?,"Surprise, Confusion, Frustration"
This was fun! But I've got an invasive vaginal exam to get to!   (leaves),"Surprise, Disgust, Excitement"
This was fun! But I've got an invasive vaginal exam to get to!   (leaves),"Confidence, Disgust, Excitement"
"I'd love to stay, but I have eh... (points at the cup) got   a hot date... (starts to leave)","Confidence, Excitement, Anticipation"
Please... go! (Then shouts after him) Just let me know if you   need a hand!,"Neutral, Fear, Frustration"
(disgusted) I think it just fell off. (Leaves),"Sadness, Disgust, Confusion"
"(In a strange heavy accent) Hello ja""","Happiness, Surprise, Excitement"
"Wow, a Swedish massage from a real Swedish person. (Puts her   head in the hole and Phoebe enters)","Surprise, Excitement, Optimism"
"Okay, then I'm Swedish...","Confidence, Neutral, Nostalgia"
"So, what's your name?","Happiness, Neutral"
It's a normal Swedish name... Ikea...,"Confidence, Neutral"
Oh... what an interesting name.,"Neutral, Surprise"
Ja!,"Happiness, Confidence, Excitement"
You know I... (lifts her head and tries to look in Phoebe's   direction),"Confusion, Frustration, Longing"
(pushes her head back down) Time for your scalp massage!,"Happiness, Contentment, Neutral"
(Sees Phoebe's slippers through the hole) Wow... I really love   your... (startled as she realizes those are Phoebe's slippers),"Fear, Surprise, Love"
Is something wrong?,"Neutral, Confusion"
"No, it's just that uhm... it feels so good... Ikea... (pause)   Yeah, say hey, you'll know this, what's the capital of Sweden?","Excitement, Anticipation, Confusion"
(Thinks for a few moments) Uhm... Stockholm.,"Neutral, Anticipation, Confusion"
Damn! I wish I knew if that was right!,"Confusion, Frustration"
(gesturing at an imaginary painting) Note the painterly   lines and subtle impasto on this canvas. Monet painted quickly and usually outdoors   as his elusive subject was light itself.,"Confidence, Excitement, Optimism"
"Now, do you have any idea what you just said?","Surprise, Confusion, Frustration"
"(shaking his head as if to say: of course not!) No, no, my mouth   says the words, my brain is thinking monster trucks!","Confidence, Excitement, Optimism"
