Dialogue,Emotions
Hi.,Neutral
Hi! Hi Ben!,"Happiness, Excitement, Anticipation"
Hi.,Neutral
"Hi, we have a little bathroom emergency.","Neutral, Surprise, Frustration"
"Oh, yeah go ahead.","Confidence, Neutral, Optimism"
"Uh, before we do uh, are any of Joey’s special romance magazines inthere?","Neutral, Confusion, Frustration"
No. No.,"Sadness, Confusion, Frustration"
(to Ben) Okay! All clear!,"Happiness, Confidence, Excitement"
(running to the bathroom) Thanks Phoebe!,"Happiness, Excitement, Anticipation"
"Ben, its Rachel! (He closes the door.) But whatever.","Neutral, Confusion, Frustration"
(to Ben) Everything okay in there?,Neutral
Don’t talk to me now!,"Neutral, Anger, Frustration"
"Awww, just like his daddy.","Happiness, Love, Nostalgia"
Hey listen can you do me a big favor? The dean’s office just calledand said there was an urgent meeting. Can you watch Ben for like an hour?,"Neutral, Surprise, Anticipation"
What-what about Monica?,"Fear, Confusion, Frustration"
"Oh, she isn’t home.","Neutral, Sadness"
"(nervous) So it would just be, me alone?","Fear, Confusion"
"Well, Ben would be there.","Confidence, Excitement, Anticipation"
Huh umm…,"Surprise, Confusion, Frustration"
What’s the matter?,Neutral
"Well that—y’know it’s just uh, I’ve never done thatbefore. Me and him alone.",Confusion
"Rach, he’s not an ex-con.","Confidence, Neutral, Frustration"
"Okay. Okay. Okay. Uh, what do I, what do I do with him?","Confusion, Frustration"
I don’t know! Just-just talk to him-entertain him and keep him alive.,"Neutral, Fear, Frustration"
Okay.,"Contentment, Confidence, Neutral"
"Okay. (Ben enters) Ben? Come here. All right, I’m gonna leave youhere with Aunt Rachel for about an hour. Okay? Are you gonna be okay?","Neutral, Anticipation"
Yeah I think so.,"Contentment, Confidence, Optimism"
(To Rachel) I wasn’t talking to you.,"Neutral, Anger, Frustration"
I’ll be okay.,"Confidence, Optimism"
"Okay, I’ll see you soon buddy. (He hugs and kisses him.) Be back inan hour.","Happiness, Love, Excitement"
Bye dad.,"Contentment, Love, Nostalgia"
"Bye. (Ross exits.) Ahhh… (Silence) So this is fun, huh?","Neutral, Confusion, Frustration"
Not really.,Neutral
"Okay. Uh, want something-want something to drink?",Neutral
Okay.,"Contentment, Confidence, Neutral"
Uh great! How do you feel about,"Happiness, Excitement, Anticipation"
I’m not allowed to have soda.,"Neutral, Sadness, Frustration"
Okay. Well that’s pretty much all that we have—Oh! Oh! Haveyou ever had a virgin margarita? (Holds up a bottle of margarita mix.),"Happiness, Surprise, Excitement"
What’s a virgin?,"Surprise, Disgust, Confusion"
Water it is.,Neutral
What about the second minister we meet with? I kinda liked him.,"Happiness, Contentment, Optimism"
You mean the spitter?,"Neutral, Fear, Disgust"
Come on! It wasn’t that bad!,"Confidence, Frustration, Optimism"
Easy for you to say; you’ll be wearing a veil.,"Neutral, Frustration, Longing"
"All right, what about the third guy?","Neutral, Anticipation"
You mean the guy who kept staring at your chest?,"Anger, Disgust, Frustration"
Can you blame him?,Neutral
"Sorry, I just don’t like the idea of when I say, Ido","Disgust, Confusion, Frustration"
Well then we still have a problem.,"Neutral, Confusion, Frustration"
Yeah!,"Happiness, Excitement, Optimism"
(returning with Joey) With what?,"Neutral, Confusion, Frustration"
"Well, we’re trying to find someone to perform our wedding andthey’re all either boring or annoying or y’know, can’t stop staring at theladies. (Points to her chest.)","Disgust, Frustration"
Oo! You should have one of us do it!,"Happiness, Confidence, Excitement"
"Phoebe, we’re getting","Happiness, Excitement, Anticipation"
No! No! It’s-it’s uh a real thing! Anyone can get ordained onthe Internet and perform like weddings and stuff!,"Confidence, Excitement, Anticipation"
Are you serious?,Surprise
Yes! A friend of mine did it and it’s totally legal!,"Happiness, Confidence, Excitement"
I call it!!,"Happiness, Confidence, Excitement"
What?! No! It was my idea!,"Anger, Surprise, Frustration"
Guys thank you very much but neither of you is marrying us.,"Disgust, Confusion, Frustration"
Does calling it not mean anything anymore?!,"Confusion, Frustration, Longing"
"We are going to have a legitimate member of the clergy! And when I saylegitimate I mean, gay and in control of his saliva!","Excitement, Anticipation, Optimism"
"Ben y’know when uh, when you were a baby, you and I used to hangout all the time. ‘Cause I was, I was your daddy’s girlfriend.","Contentment, Love, Nostalgia"
But you’re not anymore!,"Confidence, Sadness, Frustration"
"No, I’m not.",Neutral
‘Cause you guys were on a break.,"Neutral, Confusion, Frustration"
Hey! We were,"Happiness, Confidence, Excitement"
When’s my daddy coming back?,"Sadness, Confusion, Longing"
"(checks her watch) Fifty-two minutes. (Pause) So no-no brothers andsisters, huh? That must be nice. You don’t have to share stuff.","Neutral, Sadness, Frustration"
Sharing is good.,"Happiness, Contentment, Love"
"Oh, you’re one of","Surprise, Confusion, Frustration"
Really? Like how?,"Surprise, Confusion"
"Well y’know, we would umm, repeat everything the other said, or uh,we’d jump out of closets to scare each other, or switch the sugar for the salt sothey’d put salt on their cereal.","Happiness, Excitement, Nostalgia"
(laughs) That’s a good one.,"Happiness, Contentment, Excitement"
Yeah? You like that one?,"Confidence, Excitement, Optimism"
"Yeah, you’re funny.","Happiness, Contentment, Confidence"
"I’m funny? Oh thank God! Well hey, I’ve got a ton of these!Umm, oh hear—Do you want a good one? Here’s a good one. Umm, you uh, you take aquarter, take a quarter and, and you blacken the edge. Right? (Does so.) And then you sayto person, I bet you can’t roll this quarter from your forehead to your chin withoutit leaving your face. And then when they do it, they’re left with a big black pencilline right down the center of their face.","Happiness, Excitement, Anticipation"
Can I do it to you?,"Neutral, Confusion, Frustration"
"Yeah, I-I-I-I’m funny Ben, but I’m not stupid. Okay?","Confidence, Frustration"
"So, did you uh, find anyone to marry you guys yet?","Neutral, Anticipation, Confusion"
"No, but Horny for Monica Minister called, wanting to know if we werestill together.","Neutral, Confusion, Frustration"
