Dialogue,Emotions
Would you let it go? It's not that big a deal.,"Confidence, Neutral, Frustration"
"Not that big a deal? It's amazing. Ok, you just reach in there, there'sone little maneuver, and bam, a bra right out the sleeve. All right, as far as I'mconcerned, there is nothing a guy can do that even comes close. Am I right?","Confidence, Excitement"
Come on! You guys can pee standing up.,"Confidence, Excitement, Anticipation"
"We can? All right, I'm tryin' that.","Confidence, Excitement, Anticipation"
"Ok, you know what blows my mind? Women can see breasts any time they want.You just look down and there they are. How you get any work done is beyond me.","Surprise, Confusion"
"Oh, ok, you know what I don't get? The way guys can do so many meanthings, and then not even care.","Sadness, Confusion, Frustration"
Multiple orgasms!,"Happiness, Excitement, Anticipation"
"So, Saturday night, the big night, date night, Saturday night,Sat-ur-day night!","Happiness, Excitement, Anticipation"
"No plans, huh?",Neutral
Not a one.,Neutral
"Not even, say, breaking up with Janice?","Sadness, Surprise, Frustration"
"Oh, right, right, shut up.","Anger, Disgust, Frustration"
"Chandler, nobody likes breaking up with someone. You just gotta do it.","Confidence, Neutral, Frustration"
"No, I know, but it's just so hard, you know? I mean, you're sittingthere with her, she has no idea what's happening, and then you finally get up the courageto do it, and there's the horrible awkward moment when you've handed her the note.","Sadness, Fear, Frustration"
"Why do you have to break up with her? Be a man, just stop calling.","Sadness, Anger, Frustration"
"You know, if you want, I'll do it with you.","Happiness, Contentment, Confidence"
"Oh, thanks, but I think she'd feel like we're gangin' up on her.","Neutral, Confusion, Frustration"
"No, I mean you break up with Janice and I'll break up with Tony.","Confidence, Frustration, Optimism"
Tony?,"Surprise, Anticipation, Confusion"
"Oh, you're breaking up with Tony?","Sadness, Surprise, Frustration"
"Yeah, I know, he's sweet, but it's just not fun anymore, you know? Idon't know if it's me, or his hunger strike, or, I don't know.","Neutral, Sadness, Confusion"
(waitressing) Does anybody want anything else?,"Contentment, Confidence, Neutral"
"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakeypie thing. (Rachel gives him a dirty look) Nothing, just, just, I'm fine.","Sadness, Disgust, Frustration"
(to Rachel) What's the matter? Why so scrunchy?,Confusion
It's my father. He wants to give me a Mercedes convertible.,"Happiness, Excitement, Anticipation"
"That guy, he burns me up.","Anger, Disgust, Frustration"
"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. Hecalled me","Sadness, Anger, Frustration"
"Ooh, I hate when my father calls me that.","Sadness, Disgust, Frustration"
"Did he give you that whole You're-not-up-to-this"" thingagain?""","Sadness, Confusion, Frustration"
"Oh, yeah, yeah. Actually, I got the extended disco version, with threechoruses of You'll never make it on your own"".""","Confidence, Excitement, Optimism"
"(rhythmically) Uh-huh, uh-huh.","Happiness, Contentment, Excitement"
"Hi, Joey.","Happiness, Contentment, Confidence"
"My god, Angela.","Surprise, Love, Excitement"
"Wow, being dumped by you obviously agrees with her.","Surprise, Disgust, Frustration"
Are you gonna go over there?,"Neutral, Anticipation, Confusion"
"No, yeah, no, ok, but not yet. I don't wanna seem too eager. OneMississippi, two Mississippi, three Mississippi. That seems pretty cool. (he walks over toher) Hey, Angela.","Excitement, Anticipation, Confusion"
(casually) Joey.,"Neutral, Confusion, Frustration"
You look good.,"Happiness, Contentment, Confidence"
That's because I'm wearing a dress that accents my boobs.,"Confidence, Excitement"
You don't say.,Neutral
"So, uh, Rachel, what are you, uh, what're you doing tonight?","Neutral, Confusion, Frustration"
"Oh, big glamour night. Me and Monica at Laundorama.","Happiness, Love, Excitement"
