Dialogue,Emotions
"Hey, wouldn't be cool if our duck and chick had a little baby? We couldcall it Chuck.","Happiness, Love, Excitement"
Or... Dick.,"Neutral, Confusion, Frustration"
(entering) Hey.,"Confidence, Neutral, Surprise"
Hey.,Neutral
"Listen, I-I need a favor. Umm, I was in the shower, and as I was cleansingmyself, I ah, I-I, well I felt something.","Disgust, Confusion, Frustration"
Was it like a sneeze only better?,"Surprise, Excitement, Confusion"
"No, no, I mean, I mean a thing on my body.","Confusion, Frustration, Longing"
(with a disgusted look) What was it?,"Disgust, Confusion, Frustration"
"Well, I don't know, it's-it's kinda in a place that's not... It's notvisually accessible to me, and I was hoping maybe you guys could-could help me out.(starts to take off his pants)","Confusion, Frustration, Optimism"
Whoa!!!,"Surprise, Excitement, Anticipation"
No!!,"Sadness, Anger, Fear"
"Come on you guys, it's no big deal! (He turns around and shows him histhing.)","Confidence, Excitement, Optimism"
Whoa-heeeiiiiii-iiiii-ah!! (sees it) Huh.,"Surprise, Excitement, Confusion"
"Well what is it? Is it a mole? (He moves closer to them, and they jumpback.)","Fear, Surprise, Confusion"
"No, it's too wrinkly to be a mole.","Neutral, Disgust, Confusion"
"Well, eww. What? Is it a pimple?","Surprise, Disgust, Confusion"
"No, it's... fancier than a pimple. Look Ross, why don't you just gosee a…","Disgust, Confusion, Frustration"
"(entering, interrupting them) Hey guys! What's... (sees what they'redoing and stops, the guys are stunned)","Fear, Surprise, Confusion"
"Okay, well, it's definite, two more weeks of winter.","Contentment, Confidence, Neutral"
Ahhh.,"Happiness, Contentment, Neutral"
"Yeah, right.",Unknown
"(to her date) Okay, and then this is the coffee house. This is where Iplay my music. (points to the stage)","Confidence, Excitement, Optimism"
Good deal.,"Contentment, Confidence"
"Yeah, and these are my friends. People. This is Vince, Vince the people.","Happiness, Confidence, Excitement"
Hi!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
Vince is a fireman.,"Contentment, Confidence, Excitement"
Wow! Have you ever rescued anyone from a burning building before?,"Surprise, Excitement, Anticipation"
"98 hot saves, highest in the force.","Confidence, Excitement"
"Well, y'know if Joey and I played with matches we could get you up toan even hundred.","Happiness, Confidence, Excitement"
"(dead serious) Fire safety is not a joke, son.","Confidence, Neutral, Fear"
"You're right, I know.",Neutral
"(to Phoebe) Look, I gotta go. I'm on call tonight. (kisses her) See youSaturday. (leaves)","Happiness, Love, Excitement"
Okay. (watches him leave),"Neutral, Sadness, Nostalgia"
"Wow, he's cute, Pheebs! But I thought you just started dating thatKindergarten teacher.","Happiness, Surprise, Confusion"
"Oh, Jason? Yeah, uh-huh, we're seeing each other tonight.","Confidence, Excitement, Anticipation"
What-Pheebs?! Two dates in one day? That's so unlike you.,"Surprise, Confusion"
"I know, I know! I'm like playing the field. Y'know? Like, juggling twoguys, I'm sowing my wild oats. Y'know? Y'know, this kind've like y'know oat-sowin',field-playin' juggler.","Confidence, Excitement, Optimism"
"So Pheebs, do they know about each other?","Confusion, Frustration"
"Does a dog's lips move when he reads? (Joey makes an `I don't know'face, and looks to Chandler and Rachel, who're also stumped) Okay, no they don't.","Neutral, Confusion, Frustration"
(entering) Hey guys!,"Happiness, Excitement, Optimism"
Hey.,"Contentment, Neutral, Nostalgia"
Hi!,"Happiness, Love, Excitement"
(going over to him) Well?!,"Confidence, Anticipation, Frustration"
"(joining them) Okay, how'd it go at the doctor's?","Neutral, Anticipation, Confusion"
"Well, he said there's definitely nothing to worry about, it's totallybenign.",Confidence
Well what is it?!,"Anger, Confusion, Frustration"
"He couldn't even tell me! He said it was just some sort of skin...abnormality. And the worst thing is he-he-he said, he said, without being able to identifyit, he was reluctant to remove it.","Sadness, Fear, Frustration"
"Y'know what? You should go to my guy, because when I went in therewith my third nipple. He just lopped it right off. Y'know? So I guess I'm lucky. I meannot as lucky as people who were born with two nipples.","Neutral, Confusion, Frustration"
"At least they knew what yours was. Y'know, yours had a name.","Sadness, Nostalgia, Frustration"
"Oh! Maybe they'll name yours after you! Y'know, they'll call it, The Ross.And then people would be like, Awww","Happiness, Excitement, Anticipation"
"(sarcastic) Yeah, that'd be cool!","Disgust, Frustration"
Pete's breaking up with me.,"Sadness, Anger, Disgust"
What?!,Surprise
"I just checked my messages, and he said that when he gets back fromAtlanta,","Neutral, Anticipation, Optimism"
And?,"Neutral, Confusion, Frustration"
Well that's it. People never say `We need to talk' unless it's somethingbad.,"Sadness, Confusion, Frustration"
"Whoa, that doesn't necessarily mean that he's breaking up with you.","Neutral, Confusion, Frustration"
Really?!,"Surprise, Excitement, Anticipation"
"Yeah, maybe he just cheated on you.","Sadness, Anger, Disgust"
"...and I know I'll never miss doing it, but I gotta tell you, it's prettycool knowing that you're making a difference in a kid's life.","Happiness, Contentment, Excitement"
"That is so great! Oh, I... (sees that a parked car near them has caughton fire) Oh my God!","Fear, Surprise"
Whoa!,"Surprise, Excitement"
(the fire has worsened) Oh my God!!!,"Sadness, Fear, Surprise"
"Ahh-ahh, we'd better call the fire department!","Fear, Surprise"
(stopping him) No! No!,"Sadness, Anger, Fear"
"No, no?","Surprise, Confusion, Frustration"
"Well, we don't n-n-n-n-need a fireman, we'd, we'd like a good mechanic.(hears the sound of approaching sirens) Oh my God, here they come! Well, we gotta get outof here!","Fear, Surprise, Frustration"
W-w-w-wait! Why?!,"Surprise, Confusion, Frustration"
"Well look, if I wanted to see a fireman, I would date one. Okay? (shedrags him away)","Confidence, Anger, Frustration"
"Th-th-that's all it is, a third nipple. Y'know? Just your run-of-the-millthird nipple. Y'know? You can take it off. Just slice that baby right off!","Neutral, Disgust, Frustration"
"Take your shirt off, and let's see what we're dealing with here.(Ross starts to take off his pants) What are you doing?","Surprise, Confusion, Frustration"
Just showing you my run-of-the-mill-slice-it-right-off third nipple.,"Confidence, Surprise, Disgust"
Well that's not a third nipple.,"Confidence, Surprise, Disgust"
No?,"Neutral, Surprise, Confusion"
"First of all, it's on your ass.","Confidence, Anger, Frustration"
"Well then, what is it?!","Anger, Confusion, Frustration"
"Wait a minute, hold it. (He goes to the door and opens it.) Johnson!Will you come in here a moment?","Confidence, Neutral, Frustration"
I'm with Hamilton!,"Confidence, Excitement, Optimism"
"He's good with rear things, bring him in too.","Confidence, Excitement, Optimism"
"(starting to get up) I gotta go water Pete's plants. (stops) Y'knowwhat, if he's gonna break up with me, maybe I","Sadness, Confusion, Frustration"
"Well, if he's gonna break up with you, maybe Joey and I should waterhis plants. If y'know what I mean.","Confidence, Anticipation, Frustration"
"Or ha-ha, we could go over there and pee on them.","Happiness, Disgust, Excitement"
"(entering with Rachel) …and I-I can't take it! Y'know? I'm just,always afraid one of them is gonna catch me with the other one. It's making me crazy.","Fear, Confusion, Frustration"
"Well honey, then why don't you break up with one of them?","Neutral, Confusion, Frustration"
(disgusted) Uh.,"Neutral, Disgust, Frustration"
"Whoa-whoa-whoa. What ah, what happened to playing the field?","Disgust, Confusion, Frustration"
"Well, it just, it doesn't feel like playing anymore, it feels like work.It's like I'm working in the field.","Neutral, Frustration, Longing"
"So Pheebs, pick one of them.","Happiness, Love, Excitement"
Yeah. Which one do you like more?,"Happiness, Contentment, Excitement"
"Well, Vince is great, y'know `cause, he's like a guy, guy. Y'know? He'sso burly, he's sooo","Confidence, Love, Excitement"
"Okay, good, so there you go. Go with Vince.","Happiness, Contentment, Confidence"
"Yeah, but Jason's really sensitive.",Neutral
"Well sensitive is important, pick him.","Happiness, Contentment, Confidence"
Yeah.,"Contentment, Confidence, Neutral"
"Oh sure, go with the sissy.","Neutral, Disgust, Frustration"
Jason is not a sissy!,"Confidence, Anger, Frustration"
"Oh no-no-no-no, I meant Chandler.","Surprise, Confusion, Frustration"
Y'know I have dinner plans!!,"Confidence, Excitement, Frustration"
"Thank you soo much for coming on such a short notice. Ladies andgentlemen, I've-I've-I've been practicing medicine for twenty-three years, and I'mstumped.","Confusion, Frustration, Optimism"
"Whoa. (they all lean in to get a closer look, Ross isn't pleased)","Surprise, Disgust, Frustration"
"Okay, this is the den. All right, check this out. Lights! (the lightsturn on automatically, but are very bright) Whoa! All right. Less lights! Bad lights!Lights go away! (they dim) Oh, see you just need to find the right command.","Confidence, Surprise, Excitement"
"Yes, and the dimmer switch.","Neutral, Confusion, Frustration"
"Whoa! For a rich guy he's got, that's a pretty small TV.","Surprise, Disgust, Frustration"
"No-no-no, that's a video-phone. But hey guys you're not supposed to behere, so please, do","Neutral, Confusion, Frustration"
(sitting down on the couch) I-kea! This is comfortable.,"Contentment, Neutral"
(entering with Phoebe) This place is amazing.,"Happiness, Excitement"
"God, that is the nicest kitchen.","Happiness, Contentment, Excitement"
I know.,"Contentment, Confidence, Neutral"
"No! But it's the nicest kitchen, the refrigerator told me to have agreat day.","Happiness, Confidence, Excitement"
Look at this! A millionaire's checkbook.,"Surprise, Excitement"
"Joey, put that down! (the phone rings) Oh my God! It's Pete. Okay, getout!! How the hell do you answer a video-phone! (steps in front of it, and automaticallyanswers it)","Surprise, Confusion, Frustration"
Monica? (the gang ducks and hides),"Fear, Surprise, Confusion"
I guess that's how.,"Neutral, Confusion, Frustration"
