Dialogue,Emotions
"So I told Carl, ‘Nobody, no matter how famous their parents are,nobody is allowed to climb on the dinosaur.’ But of course this went in one ear andout.....","Neutral, Confusion, Frustration"
,"Neutral, Confusion, Frustration"
,"Neutral, Confusion, Frustration"
,"Neutral, Confusion, Frustration"
,Unknown
,"Neutral, Confusion, Frustration"
Hey. When you guys were kids and you played,"Happiness, Contentment, Nostalgia"
I was always Joanne.,"Contentment, Confidence"
"Question. Was ah, ‘Egg the Gellers!’ the war cry of yourneighbourhood?","Happiness, Excitement, Nostalgia"
Ewww! Oh! It’s the Mattress King!,"Surprise, Disgust"
Booo!!,"Anger, Surprise, Disgust"
(to Janice) Don’t look honey. Change the channel! Change thechannel!,"Fear, Frustration"
"Wait! Wait! I wanna see this. After I divorce him, half of that kingdomis gonna be mine.","Confidence, Anger, Excitement"
(on TV),"Neutral, Excitement, Anticipation"
What a wank!,"Anger, Disgust, Frustration"
"Oh, I cannot believe he’s using our divorce to sell mattresses.","Sadness, Disgust, Frustration"
"I know! And four ninety-nine for a pillow top queen set, who cares aboutthe divorce, those babies will sell themselves. (they all stare at her) And I’mappalled for you by the way.","Confidence, Disgust, Frustration"
(on TV),"Contentment, Neutral, Excitement"
"‘Okay. (listens) Okay, daddy we’ll see you tomorrow night.(listens) Okay bye-bye.’ (hangs up)","Contentment, Confidence, Neutral"
We?,"Confidence, Surprise, Confusion"
"Are ah, having dinner with my Dad tomorrow night, I hope that’sokay.","Contentment, Excitement, Anticipation"
"Oh shoot, tomorrow’s not so good, I’m supposed to um, fall offthe Empire State building and land on a bicycle with no seat. Sorry.","Surprise, Confusion"
"Ross, my father doesn’t hate you.","Contentment, Neutral"
"Please, he refers to me as ‘wethead’.","Anger, Confusion, Frustration"
"But honey he calls everybody by a nickname! Okay, look, I know, allright, just one dinner, please, just one night for me, please. I just want him to love youlike I do. (Ross looks at her) All right, well not exactly like I do, but, but, if you docome to dinner, I’ll love you like I do in that black thing that you like.","Love, Frustration, Longing"
(leaning in) I’ll go.,"Confidence, Excitement, Anticipation"
Fine.,Neutral
Thank you.,Happiness
Hi Gunther.,Neutral
"Yeah, we’ll see!","Confidence, Anticipation, Optimism"
"(entering) Hey, you guys!","Happiness, Excitement, Optimism"
Hey!,"Happiness, Surprise, Excitement"
Guess what?,"Surprise, Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
I got a gig!,"Happiness, Excitement, Optimism"
Yay!!,"Happiness, Excitement, Optimism"
"See, that’s why I could never be an actor. Because I can’tsay gig.","Neutral, Confusion, Frustration"
"Yeah, I can’t say croissant. (realises) Oh my God!","Surprise, Frustration"
What’s the part?,"Neutral, Confusion, Frustration"
"Well, it’s not a part, no. I’m teaching acting for soap operasdown at the Learning Extension.","Contentment, Confidence, Neutral"
Come on! That’s great.,"Happiness, Excitement, Optimism"
Wow!,"Happiness, Surprise, Excitement"
"Yeah, yeah. It’s like my chance to give something back to the actingcommunity.","Happiness, Excitement, Optimism"
Y’know your probably not allowed to sleep with any of your students.,"Confidence, Disgust, Frustration"
(glares at him) I know!,"Confidence, Anger, Frustration"
"Ugh! I don’t know Monica. It feels funny just being here. I mean ifyou buy a bed from Janice’s ex-husband, that’s like betraying Chandler.","Disgust, Confusion, Frustration"
Not at these prices.,"Neutral, Disgust, Frustration"
"(sees a little kid playing with a race car bed) (to kid) Hi. Y'know inEngland this car would be on the other side of the store. (the kid just stares at her, andshe makes the ‘that went right over your head’ motion) Woo!",Confidence
"(lying down on a mattress) Oh! Ohhhhh! Oh! Phoebe, come here. Aw, thisis my new bed. You gotta feel this bad boy.","Happiness, Contentment, Excitement"
"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...(hops onto the bed) Oh! Oh my God! Aw, all right take this bed, you can make otherfriends.","Surprise, Confusion, Frustration"
"Good evening. I’m Mr. Tribbiani. And I will be teaching acting forsoap operas. Now um, on my first day as (proudly) Dr. Drake Remoray on","Confidence, Excitement"
Hi!,"Happiness, Excitement, Optimism"
Hey! Ooh! How was teaching last night?,"Excitement, Anticipation"
"Oh it was great. Yeah, you get to say stuff like, ’Hey, the belldoesn’t dismiss you,","Happiness, Confidence, Excitement"
"Ooooh, nice.","Happiness, Surprise, Excitement"
"Oh, and guess what, I got an audition for",Excitement
"Oh, yay!","Happiness, Excitement, Optimism"
"Yeah, it’s this great part, this boxer named Nick. And I’m so,so right for it, y'know, he’s just like me. Except he’s a boxer, and has an eviltwin.","Confidence, Excitement, Optimism"
Oh. (goes and answers the door and there is this,"Surprise, Anticipation"
Dom da-da dom! Here ye! Here ye! Delivery from the Mattress King. (toPhoebe) You Miss Geller?,"Confidence, Excitement, Anticipation"
Okay.,"Neutral, Confusion, Frustration"
Sign here. (hands her a clipboard),"Confidence, Neutral, Frustration"
"Oh, do I have a middle name. All right Monica Velula Geller. It’sthat bedroom there. (points to Monica’s room)","Happiness, Contentment, Excitement"
"Hey, Monica bought a bed from the Mattress King?","Surprise, Excitement, Anticipation"
"Yeah, so please, please, please, don’t say anything to Chandler.",Unknown
You want me to lie to Chandler?,"Fear, Confusion, Frustration"
Is that a problem?,"Neutral, Confusion, Frustration"
No.,Neutral
"Oh, hey, hey Nick the boxer let’s see what you got. All right ya,put ‘em up. Come on. (they start shadow boxing)","Happiness, Confidence, Excitement"
"Hey, you’re ah, pretty good at this.","Happiness, Confidence, Excitement"
"Yeah, well I had to learn, I was staying at the Y and some off the youngmen weren’t acting Christian enough.","Sadness, Anger, Frustration"
Ahh!,"Fear, Surprise, Excitement"
Hey now!,"Happiness, Confidence, Excitement"
Hey!!! Oww!! And I’m bleeding.,"Fear, Surprise"
Oh! Oh! Oh!,"Surprise, Excitement, Anticipation"
"Okay, great.","Happiness, Contentment, Confidence"
"Wow! And I’m a vegetarian! All right, all right, well I’msorry, we’ll put some ice on it.","Surprise, Excitement"
Okay.,Neutral
"‘Kay, put your head back.","Contentment, Confidence, Neutral"
All right. I can’t see.,"Neutral, Confusion, Frustration"
"All right, I have ya. Oh God.","Neutral, Fear, Surprise"
Which bedroom do ya want it in Miss Geller?,"Neutral, Confusion, Frustration"
"Oh, it’s the compulsively neat one by the window, okay.","Neutral, Confusion, Frustration"
Gotcha. (he and his helper walk in carrying the racecar bed.),"Happiness, Excitement, Anticipation"
Hi Daddy!,"Happiness, Love, Excitement"
"This where they put it? What, there no table available in thekitchen! Hello, baby.","Surprise, Confusion, Frustration"
You remember Ross.,"Confidence, Nostalgia, Longing"
Um-hmm.,"Contentment, Neutral, Confusion"
Nice to see you again Dr. Green.,"Happiness, Contentment, Excitement"
So! (they both try to sit next to Rachel but Dr. Green issuccessful.) (to Ross) How’s the library?,"Confidence, Neutral, Frustration"
"Ugh, museum.","Neutral, Disgust, Frustration"
What happened to the library?,"Neutral, Sadness, Confusion"
"There never was a library. I mean there are libraries, its just that I ah,I never worked at one.","Neutral, Confusion, Frustration"
"You know what’s really good here, the lobster. What do you sayshall I just order three.","Happiness, Confidence, Excitement"
"Yeah, if you’re really hungry. (Dr. Green stares at him) It was ajoke, I made a joke.","Confidence, Surprise, Frustration"
"Yeah, actually Daddy Ross is allergic to lobster.","Contentment, Neutral, Confusion"
What kind of person is allergic to lobster? I guess the kind ofperson that works at a library.,"Neutral, Confusion, Frustration"
It’s not a library...,"Neutral, Confusion, Frustration"
"(interrupting him) I know!! It’s a museum! What, you’re theonly one around here who can make a joke! At least mine was funny. Ah, waiter, we willhave two lobsters and a menu. (nods at Ross, and mouths I don’t know to the waiter.)","Confidence, Disgust, Frustration"
"So, Dr. Green, how’s the old boat.","Contentment, Neutral, Nostalgia"
They found rust. You know what rust does to a boat?,"Fear, Disgust, Frustration"
It gives it a nice antiquey look.,"Contentment, Nostalgia, Optimism"
"(he stares at Ross) Rust, is boat cancer, Ross.","Disgust, Confusion, Frustration"
"Wow. I’m sorry, when I was a kid I lost a bike to that. (Rachelgiggles at that)","Happiness, Surprise, Nostalgia"
"Excuse me for a moment, will you please, I want to say good night tothe Levines, before we go.","Neutral, Anticipation"
Okay.,"Contentment, Confidence, Neutral"
Okay! (picks up a knife and pretends to stab his heart.),"Fear, Surprise, Excitement"
Aw honey stop! It’s not that bad.,"Contentment, Love"
Yeah. (sees the bill) Op! Uh-oh! I think your Dad must’ve addedwrong. He only tipped like four percent.,"Surprise, Disgust, Frustration"
Yeah. That’s Daddy.,"Happiness, Contentment, Love"
That’s Daddy?! But doesn’t it bother you? You’re awaitress.,"Surprise, Confusion, Frustration"
"Yes, it bothers me Ross, but y'know if he was a regular at the coffeehouse, I’d be serving him sneezers.","Neutral, Frustration"
So?,Neutral
"So. Ross, I’ve bugged him about this a million times, he’s notgonna change.","Confusion, Frustration, Optimism"
You really serve people sneezers?,"Surprise, Disgust, Confusion"
"Well um,","Neutral, Confusion, Frustration"
You kids ready?,"Happiness, Excitement, Anticipation"
"Thanks again, Dr. Green.",Happiness
All right.,"Contentment, Confidence, Neutral"
"Oh, wait, wait, wait, wait, I think I forgot my receipt.","Surprise, Confusion, Frustration"
"Oh, ah, you don’t need that.","Confidence, Neutral, Frustration"
Why not?,"Confidence, Excitement, Anticipation"
"The carbon, it’s messy, I mean it gets on your fingers and causes,the, the ah, night blindness.","Disgust, Confusion, Frustration"
(gets his receipt and notices the twenty) What is this? Who put atwenty down here? Huh?,"Surprise, Confusion, Frustration"
"Oh, yeah, that would be me, um, I have, I have a problem I-I tip way toomuch, way, way, too much, it’s a sickness really.","Confusion, Frustration, Optimism"
"Yeah it is, it is. (to Ross) We really, really have to do somethingabout that.","Anticipation, Frustration"
I know.,"Contentment, Confidence, Neutral"
"Excuse me, you think I’m cheap?","Anger, Frustration"
"Oh Daddy, no he didn’t mean anything by that, he reallydidn’t.","Neutral, Frustration"
"Nothing I do means anything, really.","Sadness, Confusion, Frustration"
"This is nice. I pay two hundred dollars for dinner, you put downtwenty, and you come out looking like Mr. Big Shot. You really want to be Mr. Big Shot?Here, I’ll tell you what, you pay the whole bill, Mr. Big Shot, all right. (rips upthe bill, and throws it at Ross, then leaves)","Anger, Frustration"
Well Mr. Big Shot is better than ‘wethead’.,"Confidence, Disgust, Frustration"
"Okay, some tricks of the trade. Now, I’ve never been able to cry asan actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take apair of tweezers, and just start pulling. Or ah, or, let’s say I wanna convey thatI’ve just done something evil. That would be the basic ‘I have a fishhook in myeyebrow and I like it’ (Does it by raising one eyebrow, and showing off the pretendfishhook.) Okay, let’s say I’ve just gotten bad news, well all I do there is tryand divide 232 by 13. (looks all confused) And that’s how it’s done. Great soapopera acting tonight everybody, class dismissed.","Confusion, Frustration"
"Hey, Mr. Trib.","Happiness, Confidence, Neutral"
Hey-hey.,"Happiness, Excitement, Anticipation"
"Guess what, I got an audition!","Happiness, Confidence, Excitement"
"Awww, one of my students got an audition. I’m so proud.","Happiness, Excitement"
I was wondering if you would consider coaching me for it?,"Happiness, Excitement, Optimism"
You bet! What’s the part?,"Happiness, Confidence, Excitement"
"Oh it’s great, it’s a role on","Happiness, Contentment, Excitement"
"You had to do it, didn’t you? You couldn’t just leave italone.","Anger, Disgust, Frustration"
Four percent. Okay. I tip more than that when there’s a bug in myfood.,"Anger, Disgust, Frustration"
"Ross, tonight was about the two of you getting along. (Ross groans andrubs his neck) Oh, would you just see my chiropractor, already.","Neutral, Disgust, Frustration"
"Yeah, I’m gonna go to a doctor who went to school in a mini-mall.","Confidence, Disgust, Frustration"
"Hey Pheebs, what are you doing?","Happiness, Excitement, Anticipation"
"I’m, I’m freaking out! Monica kinda trusted me with somethingand she shouldn’t have! All right, I haven’t lived here in a while, so I have toask you something. Does Monica still turn on the lights in her bedroom?","Fear, Confusion, Frustration"
Um. yeah.,"Neutral, Confusion, Frustration"
I am,"Contentment, Confidence, Neutral"
"All right, look, here’s the bottom line Ross, this is fixable, ifwe act fast, okay. So, I’ll invite him to brunch tomorrow and you can make nice.","Confidence, Excitement, Optimism"
"Look, honey, I have tried to make nice, it doesn’t work.","Sadness, Disgust, Frustration"
"Okay, look, Ross, I realise that my Father is difficult, but that’swhy you have got to be the bigger man here.","Confidence, Frustration, Optimism"
"Look sweetie, I could be the bigger man, I could be the biggest man, Icould be a big, huge, giant man, and it still wouldn’t make any difference, exceptthat I could pick your Father up and say ‘Like me! Like me tiny doctor!’","Confidence, Anger, Frustration"
"Okay, well can’t you just try it one more time Ross? For me? Forme?",Frustration
"Rachel one brunch is not gonna solve anything. You gotta face it, okaywe’re never gonna get along.","Disgust, Frustration"
"Okay, well you are just gonna have too, okay. Because I already got aMother and a Father who cannot stay in the same room together, okay, I don’t wannahave to have a separate room for you too!! (starts to cry)","Sadness, Anger, Frustration"
"Okay, okay, okay. (hugs her) I’ll get the bagels.","Happiness, Contentment, Love"
(sees the bed) What’s this?,"Surprise, Confusion"
Isn’t it cool! Varoom! Varoom!,Excitement
This is not the bed I ordered!,"Surprise, Disgust, Frustration"
"I know, you must’ve won like a contest or something!","Surprise, Excitement, Anticipation"
Phoebe!,"Happiness, Love, Excitement"
Why is this car in my bedroom?,"Surprise, Confusion, Frustration"
"I’m sorry, okay, I-I wasn’t looking, and the store says thatthey won’t take it back because you signed for it...","Sadness, Fear, Frustration"
When did I sign for it?,"Surprise, Confusion, Frustration"
"When I was you! Y'know what, it’s all Joey’s fault,‘cause he left his nose open!","Anger, Frustration"
Did you make brownies today?,"Happiness, Excitement, Anticipation"
"Knock, knock.","Surprise, Excitement, Anticipation"
