Dialogue,Emotions
"Okay, okay, I checked. We have: Earl Grey, English Breakfast, CinnamonStick, Camomile, Mint Medley, Blackberry, and.. oh, wait, there's one more, um.. LemonSoother. You're not the guy that asked for the tea, are you? (Guy shakes his head) Okay.","Neutral, Surprise, Confusion"
"Mail call, Rachel Green, bunk seven.","Happiness, Excitement, Anticipation"
"Thank you. (Examines it) Oh, cool! Free sample of coffee!","Happiness, Surprise, Excitement"
Oh good! 'Cause where else would we get any?,"Happiness, Excitement, Optimism"
Oh. Right. ...Oh great.,"Neutral, Confusion, Frustration"
What is it?,"Neutral, Surprise, Confusion"
"Country club newsletter. My mother sends me the engagement notices for'inspiration.' Oh my God! Oh my God, it's Barry and Mindy!","Surprise, Disgust, Excitement"
Barry who you almost...?,"Surprise, Confusion, Frustration"
Barry who I almost.,"Anticipation, Confusion, Frustration"
"And Mindy, your maid of...?","Excitement, Anticipation"
"Mindy, my maid of. Oh!","Happiness, Surprise, Excitement"
"(Takes it) That's Mindy? Wow, she is pretty. (Sees Rachel's look) Lucky.To have had a friend like you.","Happiness, Surprise"
"Marcel. Bring me the rice, c'mon. Bring me the rice, c'mon. Good boy. Goodboy. C'mere, gimme the rice. (Marcel brings the rice) Thank you, good boy. Well, I seehe's finally mastered the difference between 'bring me the' and 'pee in the'. (Rachelignores him) 'Bring me the' and- Rach?","Happiness, Contentment, Love"
What?,"Surprise, Confusion, Frustration"
Hi.,"Contentment, Confidence, Neutral"
"Oh, I'm sorry. Oh, this is so stupid! I mean, I gave Barry up, right? Ishould be happy for them! I am, I'm happy for them.","Sadness, Confusion, Frustration"
Really.,"Neutral, Confusion, Frustration"
"No. Oh, oh, I guess it would be different if I were- with somebody.","Neutral, Confusion, Longing"
"Whoah, uh, what happened to, uh, 'Forget relationships! I'm done withmen!' The whole, uh, penis embargo?","Disgust, Confusion, Frustration"
"Oh, I don't know. I guess it's not about no guys, it's about the rightguy, y'know? I mean, with Barry, it was safe and it was easy, but there was no heat. WithPaolo, that's all there was, was heat! And it was just this raw, animal, sexual...","Sadness, Disgust, Longing"
"Wait-wait. I, I got it. I was there.","Confidence, Excitement, Anticipation"
"Well, I mean, do you think you can ever have both? Y'know? Someone who'slike, who's like your best friend, but then also can make your toes curl?","Excitement, Anticipation, Longing"
"Yes. Yes. Yes! Yes, I really do! In fact, it's funny, very often, someonewho you wouldn't think could-could curl your toes, might just be the one who...","Happiness, Confidence, Excitement"
Hi.,Neutral
...Gets interrupted. Hi!,"Surprise, Excitement, Anticipation"
"Hi, how was the movie?","Contentment, Neutral, Anticipation"
Wonderful!,"Happiness, Excitement, Optimism"
So good!,"Happiness, Excitement, Optimism"
Suck-fest.,"Anger, Disgust, Frustration"
Toootal chick-flick.,"Happiness, Excitement, Anticipation"
"I-I'm sorry it wasn't one of those movies with, like, y'know, guns andbombs and, like, buses going really fast...","Frustration, Longing"
"Hey, I don't need violence to enjoy a movie. Just so long as there's alittle nudity.","Happiness, Excitement, Optimism"
There was nudity!,"Surprise, Disgust, Excitement"
I meant,"Neutral, Confusion, Frustration"
"Alright, I've gotta go. C'mon, Marcel! C'mon! We're gonna go take a bath.Yes we are, aren't we? Yes, we are.","Happiness, Confidence, Excitement"
"They're still just friends, right?","Confusion, Frustration, Longing"
(To Marcel) And I will see you tomorrow!,"Happiness, Excitement, Anticipation"
"That's right, you're gonna spend tomorrow at Aunt Rachel's, aren't you.","Contentment, Neutral, Anticipation"
"Oh, hang on, hang on. Does Aunt Monica get a say in this?","Anticipation, Confusion, Frustration"
"'Pwease, Aunt Monica, pwease?' Oh, unclench. You're not even gonna bethere.","Sadness, Confusion, Frustration"
I can't believe we are even having this discussion.,"Disgust, Confusion, Frustration"
"I agree. I'm, like, in disbelief.","Surprise, Confusion"
"I mean, don't you think if things were gonna happen with Rachel, theywould've happened already?","Neutral, Confusion, Frustration"
"I'm telling you, she said she's looking for a relationship with someoneexactly like me.","Confidence, Love, Excitement"
She really said that?,"Surprise, Excitement, Confusion"
"Well, I added the 'exactly like me' part... But she said she's looking forsomeone, and someone is gonna be there tonight.","Confidence, Excitement, Anticipation"
'Tonight' tonight?,"Excitement, Anticipation, Optimism"
"Well, I think it's perfect. Y'know, it's just gonna be the two of us, shespent all day taking care of my monkey...","Happiness, Contentment, Love"
I can't remember the last time I got a girl to take care of my monkey.,"Neutral, Disgust, Confusion"
"Anyway, I figured after work I'd go pick up a bottle of wine, go overthere and, uh, try to woo her.","Confidence, Excitement, Anticipation"
"Hey, y'know what you should do? You should take her back to the1890's, when that phrase was last used.",Nostalgia
"Now, now the one in the feather boa, that's Dr. Francis. Now, she usedto be a man. Okay, now look, see, there's Raven. We hate her. We're glad she's dying.Okay- (Marcel pushes down a cushion to reveal a shoe) Wh- wh- Marcel, are you playing withMonica's shoes? You know you're not supposed to pl- whoah. Marcel, did you poo in theshoe? (Takes the shoe into the kitchen) Marcel, bad monkey! Oh! Oh! (She notices thenewsletter and taps the contents of the shoes onto it, then folds it shut) Sorry, Barry.Little engagement gift. I'm sure you didn't register for that. (She leaves the apartmentholding the newsletter at arm's length. However, she leaves the door open. Marcel runs outin the opposite direction. There is a shot from the TV and Rachel runs back in) Who died?Who died? Roll him over! Oh, c'mon, roll him over! Oh...! Well, we know it wasn't Dexter,right Marcel? Because- (Looks down and notices he is missing) Marcel? Marc- (Notices theopen door)","Sadness, Anger, Confusion"
How could you lose him?,"Anger, Confusion, Frustration"
"I don't know. We were watching TV, and then he pooped in Monica's shoe-","Surprise, Disgust, Confusion"
Wait. He pooped in my shoe? Which one?,"Surprise, Disgust, Confusion"
I don't know. The left one.,"Neutral, Confusion, Frustration"
Which,"Neutral, Confusion, Frustration"
"Oh. Oh, those little clunky Amish things you think go with everything.","Disgust, Frustration"
(Entering) Hey.,"Neutral, Confusion, Frustration"
Hi.,Neutral
"Whoah, ooh, why is the air in here so negative?","Surprise, Confusion, Frustration"
Rachel lost Marcel.,"Sadness, Frustration, Longing"
"Oh no, how?","Fear, Surprise, Confusion"
He- he pooped in my shoe.,"Surprise, Disgust, Frustration"
Which one?,"Neutral, Anticipation, Confusion"
Those cute little black ones I wear all the time.,"Happiness, Contentment, Confidence"
"No, which","Neutral, Confusion, Frustration"
"C'mon, you guys, what're we gonna do, what're we gonna do?","Excitement, Anticipation, Frustration"
Alright alright. You're a monkey. You're loose in the city. Where do yougo?,"Neutral, Excitement, Confusion"
"Okay, it's his first time out, so he's probably gonna wanna do some ofthe touristy things. I'll go to","Confidence, Excitement, Anticipation"
"Oh, my, God, c'mon, you guys! He's gonna be home any minute! He's gonnakill me!","Fear, Anticipation, Frustration"
"Okay, we'll start with the building. You guys take the first and secondfloor, Phoebe and I'll take third and fourth.","Confidence, Excitement, Anticipation"
"Well, what'm I gonna do? What'm I gonna do?","Sadness, Confusion, Frustration"
"Okay, you stay here, and just wait by the phone. Spray","Confidence, Excitement, Anticipation"
Anybody wanna trade? Oh...,"Neutral, Confusion, Frustration"
Whaddyou want?,"Neutral, Anticipation, Frustration"
"Mr. Heckles, our friend lost a monkey. Have you seen it?","Surprise, Confusion, Frustration"
"I left a Belgian waffle out here, did you take it?","Surprise, Confusion, Frustration"
No!,"Sadness, Anger, Fear"
