Dialogue,Emotions
Pheebs? Could you get that? Please?,"Happiness, Anticipation"
Why? Just 'cause you're too lazy to get up off your touchie?,"Anger, Frustration"
No! No! It's just that all the people in the entire,"Sadness, Confusion, Frustration"
(smiles) Okay! (Goes to answer the phone.),"Happiness, Contentment, Confidence"
(under her breath) Sucker!,"Confidence, Anger, Disgust"
(answering the phone) Hello? (Listens) Hey Joey!,"Happiness, Love, Excitement"
"Hey Pheebs! Listen, uh can you do me a favor? I forgot the pin number tomy ATM card can, can you get it for me?","Neutral, Confusion, Frustration"
Sure! Where is it?,"Happiness, Confidence, Excitement"
"Uh, I scratched it on the ATM machine down on the corner.","Confidence, Neutral, Frustration"
Ohh! So you're 5639?!,"Surprise, Excitement, Confusion"
That's it! Thanks Pheebs!,"Happiness, Excitement"
(entering) Hey!,"Happiness, Surprise, Excitement"
"(to Joey) Ooh, do you want to talk to Chandler?","Happiness, Excitement, Anticipation"
(To Phoebe) Is that Joey?! (She nods yes) Let me talk to him!,"Surprise, Excitement, Anticipation"
No! (She nods no to Chandler) Because he didn't believe in my movie! Whichis a big mistake because it is real! Real!,"Confidence, Anger, Frustration"
Hey! Tribbiani! Get back to work! Break time's over!,"Confidence, Anger, Frustration"
Who was that?,"Surprise, Confusion"
"Uhh, my stunt double. Yeah, and y'know, he's getting a little too familiarfor my tastes.","Neutral, Disgust, Frustration"
"(To Phoebe) Y'know what? I have been trying to apologize to him allweek! If he's not gonna let me do it on the phone, I'm gonna go down there and do it inperson.","Confidence, Frustration"
"Uhh Pheebs, I heard that. Can you put him on?","Surprise, Excitement, Frustration"
Yeah! (She hands the phone to Chandler.),"Happiness, Excitement, Anticipation"
(To Joey) Hey!,"Happiness, Confidence, Excitement"
Don't come out here!,"Anger, Fear, Surprise"
"No-no-no-no, I've supported you one hundred percent and I want toprove that to you in person!","Confidence, Excitement, Optimism"
I got that! I forgive ya! Don't come out here!,Happiness
Forgive me? You haven't been taking my calls in a week!,"Sadness, Anger, Frustration"
"Well, I'm totally over it Chandler. Friends forever! Don't come out here!","Happiness, Contentment, Confidence"
(To Joey) Would you mind doing a picture with us?,"Happiness, Excitement, Anticipation"
"Uh, what was that?","Fear, Surprise, Confusion"
"Uh,","Neutral, Confusion, Frustration"
Monica! I'm sorry I'm late! (Starts looking around for her) Monica?(Goes into Monica's bedroom.),"Surprise, Anticipation, Frustration"
"(entering) Phoebe? (Phoebe comes back into the living room) Oh, Phoebe,I'm so sorry. Have you been here long?",Sadness
(saddened) It's okay. What the hell took you so long?,"Sadness, Anger, Frustration"
"Okay, you can not tell Chandler. Okay? That I ran into Richard.",Fear
Which Richard?,"Surprise, Anticipation, Confusion"
,"Neutral, Confusion, Frustration"
Richard Simmons?! Oh my God!,"Surprise, Disgust, Excitement"
"Noo! My ex-boyfriend Richard! Y'know the tall guy, moustache?","Sadness, Surprise, Nostalgia"
"Oh! Okay, that actually makes more sense. So how was it?","Contentment, Surprise"
"It was, it was really nice. We started talking and I-I ended up havinglunch with him.","Happiness, Love, Excitement"
That is so weird! I had a dream that you'd have lunch with Richard.,"Surprise, Excitement"
Really?,Surprise
"But again, Simmons. Go on.","Confidence, Neutral"
"The strange part was, he was really nice, umm and he looks great, but Ididn't feel anything at all!","Neutral, Confusion, Frustration"
Ooh! So now why can't we tell Chandler?,"Excitement, Anticipation"
Because it would totally freak him out and tomorrow's our anniversary. Ijust don't want anything to spoil that.,"Happiness, Love, Excitement"
"Oh, I can't believe you guys lasted a whole year!","Happiness, Surprise, Excitement"
I know.,"Contentment, Confidence, Neutral"
Wow! I owe Rachel 20 bucks!,"Happiness, Surprise, Excitement"
What?,"Surprise, Confusion, Frustration"
On a totally different bet.,"Neutral, Confusion, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
It's almost our anniversary!,"Happiness, Excitement, Anticipation"
I know. Can you believe it? One year ago today I was just yourannoying friend Chandler.,"Happiness, Surprise, Nostalgia"
Awww! Now you're just,"Happiness, Surprise, Frustration"
Huh.,"Neutral, Confusion, Frustration"
I got you a present!,"Happiness, Surprise, Excitement"
"Oh, but it's not 'til tomorrow!","Excitement, Anticipation, Optimism"
"I know, but you have to open it today! (Hands it too him.)","Excitement, Anticipation, Frustration"
Okay.,"Contentment, Confidence, Neutral"
(grabbing the gift from him and opening it) Okay! There you go! It's twotickets to Vegas!,"Happiness, Surprise, Excitement"
Wow!,"Happiness, Surprise, Excitement"
"For this weekend! Oh gosh, it would be perfect, we get to see Joey pluswe get to start our anniversary celebration on the plane. We can call it outplane-aversary.","Happiness, Excitement, Anticipation"
Do we have to?,"Neutral, Frustration"
No.,"Neutral, Disgust, Frustration"
"Okay this is great, but Joey said he didn't want any of us out there.","Neutral, Confusion, Frustration"
