Dialogue,Emotions
"Okay, guys, listen, don't forget that tomorrow is the day that Emilygets married again, so whatever we do, just try to really keep Ross's mind off of it.","Excitement, Anticipation, Frustration"
"Oh, yeah, good idea.","Contentment, Confidence, Neutral"
"Hey man, what's up?","Happiness, Contentment, Excitement"
"(sits down at the table) Oh, eh, just thinking about Emily getting marriedtomorrow. (Joey panics.)","Fear, Excitement, Anticipation"
"Ooh, Ross, look! Look! (Points behind Ross.)","Surprise, Excitement"
(turning and looking) What? Where?,"Surprise, Anticipation, Confusion"
Right over there! Right there! Look-look-look!,"Confidence, Excitement, Anticipation"
What am I looking at?,"Surprise, Confusion, Frustration"
(to the rest of the gang) Somebody help me out here!,"Fear, Anticipation, Frustration"
"(entering, with Gary) Hey!","Happiness, Surprise, Excitement"
Hello!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
How are you?,Neutral
"Monica, I'm sorry I didn't come by last night. I was out with Gary; helet me ride around with him in his cop car. We saw and prevented crimes.","Confidence, Surprise, Excitement"
You got to go on a ride along?!,"Happiness, Excitement, Anticipation"
Uh-huh!,"Happiness, Contentment, Excitement"
I want to go on a ride along!,"Excitement, Anticipation, Optimism"
Me too!,"Happiness, Excitement, Optimism"
Okay!,"Happiness, Excitement, Optimism"
"Yeah, yeah! Me too!","Happiness, Excitement, Anticipation"
Really?! You?,Surprise
Yeah.,Neutral
"Well, it's kinda dangerous.","Neutral, Fear"
"Well, I like danger.","Confidence, Excitement, Anticipation"
"Okay, you guys free tonight?","Excitement, Anticipation, Optimism"
Tonight? You-you didn't say it was going to be at nighttime.,"Surprise, Confusion, Frustration"
Hey!,"Happiness, Surprise, Excitement"
"Hey! Oh, I'm so glad you're home, I thought tonight we could","Happiness, Excitement, Anticipation"
"Ohh, thank God!",Happiness
"Okay, I've broken them down into categories. Okay, we have uh, we gotholidays, birthdays, candids, y'know… And then what I've done is I'vecross-referenced them by subject. Right? So if you're looking up, oh let's say birthdaysand dogs, you get Photo 152. See? (Hands her the photo.)","Happiness, Confidence, Excitement"
"Ohh, it's me and La Poo! Wow! I miss that dog.","Happiness, Love, Nostalgia"
"You can also find him under umm, dog and dead.","Neutral, Confusion, Frustration"
Great! Thanks!,Happiness
"All right, hand me that other box of photos; that's the very last one.","Contentment, Neutral, Nostalgia"
Okay.,Neutral
"Oops. Sorry! Well, good thing you number all of them, huh?",Happiness
I hadn't! Photo 152 was a prototype.,"Neutral, Confusion, Frustration"
"Ohhhh. Honey, honey, honey, it's okay, it's okay honey. I'm gonna fixyou a drink, huh? Maybe a margarita?","Happiness, Contentment, Love"
"Ross has the blender! Ugh, everything's just falling apart!","Anger, Disgust, Frustration"
"No honey, it's okay! Listen, I'll got to Ross's and get the blender, youget all the margarita stuff ready.","Happiness, Confidence, Excitement"
"All right, he's keys are in the drawer. Y'know what? I also need somecash.","Contentment, Neutral, Excitement"
"Okay, you want me to stop at the ATM?","Neutral, Confusion, Frustration"
"Nah, while you're at Ross's if you see any lying around…","Confidence, Neutral, Anticipation"
What?!,"Surprise, Confusion, Frustration"
"What?! I-I-I don't, I don't do that!","Fear, Surprise, Confusion"
"(to Gary) That was so cool man, the way you leaned on that guy.","Happiness, Confidence, Excitement"
It is starting to get dark out there.,"Contentment, Neutral"
(to Gary) He told you everything! I mean you totally cracked him!,"Confidence, Excitement"
"Yeah well, being that he was the victim, they're usually pretty talkative.","Confidence, Neutral, Frustration"
(laughing) Okay. (Deadpan) But it is officially nighttime.,"Happiness, Contentment"
"Oh hey, Gary, want me to grab the berry for ya?","Happiness, Confidence, Excitement"
It's called the cherry.,"Confidence, Excitement, Optimism"
It's the—Chandler!!,"Happiness, Surprise, Excitement"
"(returning from a deli) Okay, I got it! This place makes the best sandwichin the world!","Happiness, Confidence, Excitement"
Hey Joe does it have meatballs on it?,"Neutral, Excitement, Anticipation"
"Oh-ho, yeah!","Happiness, Excitement, Optimism"
Does it have melted cheese and marinara sauce?,"Contentment, Excitement, Anticipation"
