Dialogue,Emotions
"(dejected) Hi, you guys.","Sadness, Frustration"
Hey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Anticipation"
What’s the matter?,Neutral
Well it’s just—it’s one of those situations that I justhate. Y’know? A massage client gave me three tickets to the Helmet-Pelts exhibit atthe Morgan Chase museum.,"Neutral, Surprise, Frustration"
(nodding knowingly) Now you’re thinking you gotta sleep with him.,"Confidence, Excitement, Anticipation"
No! No! It’s just that he gave me three tickets and there are sixof us!,"Surprise, Confusion, Frustration"
I’ll give up my ticket.,"Neutral, Sadness, Frustration"
Me too.,"Happiness, Contentment, Excitement"
Okay that’s so generous!,"Happiness, Excitement"
And I think Ross is generous too.,"Happiness, Contentment, Confidence"
Great! Okay then it’s just us girls!,"Happiness, Confidence, Excitement"
,Unknown
Yeah.,Neutral
So what-what is the exhibit.,"Neutral, Confusion"
It’s mostly just photographs of lesbian love scenes interspersedwith video games and free sandwiches.,"Happiness, Love, Excitement"
Oh man! (Hits Chandler),"Anger, Surprise, Frustration"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Contentment, Excitement"
Hey!,"Happiness, Excitement, Anticipation"
Hey Ross listen Chandler got you out of going to the lesbian sandwichmuseum this weekend!,Excitement
Thanks? But I have plans; Elizabeth and I are going out of town.,"Excitement, Anticipation, Optimism"
Oh that’s great!,"Happiness, Excitement, Optimism"
Yeah.,"Contentment, Confidence, Neutral"
I mean think about all the money that you’re gonna make!,"Excitement, Anticipation, Optimism"
Why? What?,"Surprise, Confusion, Frustration"
"Well, her father pays you for baby-sitting right?",Neutral
"No, no, that’s funny. But maybe it’s time to move on, let it go,y’know? Stop it! Besides, Rachel is going out with Elizabeth’s father, so ah,he’s much older than she is. Looks like I’m not the only one interested infossils, huh?","Neutral, Frustration"
I mean Ross all that does is remind us that you are interested infossils.,"Neutral, Disgust, Frustration"
"Okay, okay. Uh, well uh, Rachel is going to need to yell sweet nothings(Paul enters) in","Excitement, Anticipation, Confusion"
Ross.,"Neutral, Confusion, Frustration"
"Oh, come on you guys; that’s funny! Y’know? Because he’sneed—he’s got like a hearing aide y’know, ‘cause-‘causey’know, ‘cause he’s all old, and…","Happiness, Excitement"
"Okay look, Ross, just so you know that since Lizzie likes you so much,I’ve decided to accept the fact that you’re going out with her.","Happiness, Contentment"
"Really? That okay, that’s great.","Happiness, Contentment, Excitement"
"Yeah. But then I changed my mind. I’m funny like that. So I toldLizzie, now I’m telling you, I don’t want you seeing my daughter anymore.","Sadness, Anger, Frustration"
"All right look, I-I realize it upsets you.",Frustration
Yes it does.,"Confidence, Neutral, Optimism"
"But, Elizabeth and I are-are both adults and so I don’t thinkthere’s really anything you can do about it.","Confidence, Neutral, Frustration"
I’ll call the university and tell them about your relationship andhave you fired.,"Anger, Fear, Frustration"
Ohh! A man with a plan!,"Excitement, Anticipation, Optimism"
"Oh, this is so exciting! You get your picture back up on the wall offame! Eek!","Surprise, Excitement"
I know. It was so cool when I was up there before. Me and Jim Belushiwould just be crackin’ up about something… Then I get fired off of,"Excitement, Nostalgia, Frustration"
"(gasps) Ohh, okay maybe they put your picture back up they can put younext to Matt Lauer. Look at him, smiling at me. (Giggles) Yeah I know; we’d be greattogether!","Happiness, Excitement, Optimism"
Hey! So I’m back.,"Happiness, Confidence, Excitement"
Who are you?,"Neutral, Confusion"
"Joey Tribbiani! From the wall! (The dry cleaner doesn’t remember)Okay, maybe this will jog your memory, huh? (Holds his picture up in front of his face.)Huh? Okay eh-ah-anyway, I’m ready to go back up on the wall I’m the star of anew TV show.","Confidence, Excitement, Frustration"
(picking up a,"Neutral, Excitement, Anticipation"
"Oh well, it’s not on TV yet.",Neutral
"Well, then it’s not on the wall yet.","Neutral, Confusion, Frustration"
"Okay, fine, I will bring you a tape, huh? (Walks away)","Anger, Frustration"
"So umm, now do you have any of Matt Lauer’s clothes here? Maybe?Just ones that haven’t been cleaned yet?","Neutral, Confusion, Frustration"
"Oh, I love museums!","Happiness, Love, Excitement"
Umm.,"Neutral, Confusion, Frustration"
Soakin’ up all the culture.,"Happiness, Excitement, Anticipation"
Yeah.,"Contentment, Confidence, Neutral"
Where do you want to start?,"Confidence, Neutral, Anticipation"
"Ooh, the gift shop!","Happiness, Excitement, Anticipation"
Yeah!,"Happiness, Excitement, Optimism"
"Hey, and then lunch.","Happiness, Excitement, Anticipation"
"Oh, wait yes, but I can’t eat too much. Paul is taking me out todinner tonight, he said he has a big surprise planned.","Love, Excitement, Anticipation"
"Oh wow. What, do you think maybe he’s gonna tell you that he’sgay?","Surprise, Disgust, Frustration"
What?! No! Why?!,"Surprise, Confusion, Frustration"
"No reason! That would just be a really big surprise, right?","Surprise, Excitement, Anticipation"
"(to the couple) You can put the aisle over here (points),and put the wedding ceremony right over here. (Points.)","Contentment, Confidence, Excitement"
I didn’t know you could get married here.,Surprise
"This would be a beautiful place to get married, yeah, but Iwouldn’t put the aisle there and I would","Contentment, Excitement, Frustration"
