Dialogue,Emotions
"Pheebs, can you help me pick out an engagement ring for Monica? Ican’t figure this out! It’s so hard! Should I get her a (turning to each page)Tiffany cut or a Princess cut or a—ah-ah! Paper cut!","Excitement, Confusion, Frustration"
"Now, have you told anyone else?","Anticipation, Confusion, Frustration"
"No, I don’t want to tell anybody else because I don’t wantMonica to find out.","Fear, Confusion, Frustration"
You told me.,"Neutral, Confusion, Frustration"
"Well, it’s because I trust you, you’re one of my bestfriends, and you walked in on me when I was looking at ring brochures.","Happiness, Love, Excitement"
"Yeah well, once again not knocking pays off. I only wish you hadn’tbeen on the toilet.","Confidence, Disgust, Frustration"
Me too.,"Happiness, Contentment, Excitement"
Hey. (Heads straight for the fridge.),Neutral
Hey.,Neutral
"Hey! So Chandler, wanna go to the coffeehouse?","Happiness, Confidence, Excitement"
Oh all right.,"Contentment, Neutral"
"Yeah, coffeehouse.",Neutral
"Oh perfect, we were just gonna see if you wanted to go.","Happiness, Excitement, Anticipation"
"Oh well, we don’t because we got…the…other pl-place.","Confidence, Neutral, Frustration"
How rude.,"Anger, Disgust, Frustration"
"Oh, I’m sorry. You wanna bite? (Holds his piece out for him.)","Happiness, Contentment, Confidence"
So how are things going with Paul?,"Neutral, Anticipation"
"Good. Although y’know, he-he’s a private guy. Y’know, Iwish I could get him to open up a little bit, share some feelings.","Neutral, Frustration, Longing"
That’s easy! You just have to think of him as a-as a jar of picklesthat won’t open.,"Confusion, Frustration, Optimism"
So what are you saying; I should run him under hot water and bang hishead against a table?,"Anger, Disgust, Frustration"
No that’s what you do when you want to get the truth out ofsomeone.,"Confidence, Neutral, Frustration"
(entering) Hi honey.,"Happiness, Love, Excitement"
Hi!,"Happiness, Excitement, Anticipation"
(To Rachel) Watch this.,"Confidence, Excitement, Anticipation"
(To Rachel) How are you?,Neutral
(To Phoebe) Okay.,Neutral
Hi Paul!,"Happiness, Contentment, Excitement"
Hi Phoebe.,"Happiness, Contentment, Neutral"
So how are things going with you?,"Contentment, Neutral, Anticipation"
Can’t complain.,"Contentment, Neutral, Optimism"
(whispering) Come on.,"Confidence, Excitement"
Okay. (Gets up and starts to leave with Paul.),"Confidence, Excitement, Anticipation"
(To Ross) Hey!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Optimism"
Ross!,"Happiness, Surprise, Excitement"
Great to see you!,"Happiness, Excitement, Optimism"
Good to see you too!,"Happiness, Contentment, Excitement"
How you doing?,"Happiness, Contentment, Confidence"
Good. Bye! (Starts to leave.),"Happiness, Confidence, Excitement"
Okay! You take care!,"Happiness, Contentment, Confidence"
"Hey Pheebs, what-what was the deal with you and Chandler blowing us offbefore?","Surprise, Confusion, Frustration"
"Yeah! That was so weird, huh?","Surprise, Excitement, Confusion"
"Phoebe, why’d you do it?","Surprise, Confusion, Frustration"
I didn’t do it! It was Chandler! He’s… He’s mad atyou!,"Anger, Frustration"
What?! Why?!,"Surprise, Confusion, Frustration"
"Please, I think you know why.","Confidence, Confusion, Frustration"
I can’t think of anything.,"Neutral, Confusion, Frustration"
"Come on Ross, you’re a paleontologist, dig a little deeper.","Confidence, Frustration, Optimism"
"Wait a minute, is it because Joey and I didn’t invite him to thatKnicks game a couple of weeks ago?","Surprise, Confusion, Frustration"
Do you think that’s something that he’d be mad at you for?,"Neutral, Confusion, Frustration"
I guess it could.,"Neutral, Confusion, Frustration"
Well then I think that’s it.,"Contentment, Confidence, Neutral"
"Well, if he’s angry, he really shouldn’t just cover it up. I-Iwish he would just tell me the truth.","Anger, Confusion, Frustration"
"Oh, if that’s what you want you then you really should run his headunder hot water and bang his head against a table.","Anger, Disgust, Frustration"
"Honey I made a reservation at China Garden, is that okay?","Happiness, Contentment, Excitement"
"Yeah that’s great. But first, wait, talk to me, talk to me. Tell meabout your day.","Happiness, Excitement, Anticipation"
It was fine.,"Contentment, Neutral, Frustration"
"Okay. Hey, what are you thinking? What are you thinking right now?","Excitement, Anticipation, Confusion"
I’m thinking that you are looking really fine it that dress.,"Confidence, Love, Excitement"
"Yeah that’s great Paul, but y’know I wanna knowwhat—(Puts her hands on his shoulders)—Wow, those are really great! I just wannaknow what, what is behind this-this strong, silent exterior. Y’know they say thatstill waters run deep and I wanna swim in yours.",Excitement
Are you talking about having sex?,"Neutral, Disgust, Confusion"
"No Paul, I don’t know anything about you! Y’know, like-likeyour childhood! Tell me about your childhood!","Neutral, Confusion, Frustration"
Normal.,Neutral
"Okay, well then how about puberty! Come on, that’s always a painfultime! Y’know your friends invite you to a slumber party and then they stick your handin warm water while you’re sleeping so that you pee in your sleeping bag.","Surprise, Nostalgia"
Nope! That never happened to me!,"Confidence, Disgust, Frustration"
"Well, you’re lucky you never met that bitch Sharon Majesky. Anyway,umm… The rest of you life, y’know? Any regrets?","Neutral, Disgust, Frustration"
Nope.,Neutral
"All right Paul, I’m not asking for a lot here. Okay? Just give mesomething. Anything!","Anger, Frustration"
Okay.,"Contentment, Confidence, Neutral"
Okay.,"Contentment, Confidence, Neutral"
Okay.,Neutral
All right.,"Contentment, Confidence, Neutral"
When I was six years old.,"Happiness, Excitement, Nostalgia"
Hm-mmm.,"Contentment, Confidence, Neutral"
I wanted a big wheel. And instead my parents got me this little plasticchicken that you hop around on. It was embarrassing; kids made fun of me. That was apretty tough year.,"Sadness, Frustration"
"That’s-that’s great! See? I already feel like I know you alittle better! Thank you. Okay, come on. Now we can go eat. Let’s go. (Gets up toleave, but Paul doesn’t move.)","Happiness, Excitement, Anticipation"
It was horrible. They called me chicken boy.,"Sadness, Anger, Frustration"
Oh!,"Surprise, Excitement, Confusion"
"And in fifth grade I got into a fight. Well, it wasn’t really afight. Richard Darinvel bit me on the nose and, and I feel down. I still have a littlescare right here (points to it) you can see it.","Sadness, Fear, Frustration"
"Yeah. Yeah, I-I-I see the scare. Listen, Paul, I think this is reallygreat that-that y’know, you shared your feelings. It’s really, it’sbeautiful, but umm, what do you say we go share some food?","Happiness, Contentment, Excitement"
"Oh, I couldn’t eat now.","Contentment, Neutral, Frustration"
What?! Wait! What are you talking about?! You love their Kung PaoChicken!,"Surprise, Confusion, Frustration"
Chicken? (Pointing to himself.) Chicken boy!,Confidence
"My God, I’m sorry! I’m sorry! I didn’t mean to do that! Iwouldn’t do that!","Sadness, Fear"
Nothin! This is the nine millionth ring store we’ve been too andI can’t find the perfect ring! (Goes over to another display counter and startspointing at rings.) Ugly ring! Ugly ring! Ugly ring! (Notices that one of the jewelers iswatching him.) It’s a beautiful selection. (The jeweler walks away slowly.),"Anger, Disgust, Frustration"
"Okay, so maybe you don’t get her a ring. Maybe you-maybe you dosomething different. Y’know? Maybe you get her an engagement bracelet, y’know?Or an engagement tiara? Or—ooh! An engagement Revolutionary War musket! (Picks one upfrom the display in the corner.","Confidence, Surprise, Excitement"
"Y’know, I’m so glad I picked you to help me with this.","Happiness, Contentment, Confidence"
Huh? Can you just imagine getting down on one knee and handing her thisgorgeous piece of weaponry?,"Surprise, Excitement, Anticipation"
"Yeah, I’m gonna stick with the ring. (Goes to another displaycounter.) Oh, this one’s nice! (Pointing to another ring.) I like this one! Sir? Uh,kind sir? Can I see this one?","Excitement, Anticipation, Optimism"
"(coming over after returning the musket) Wait a minute, no, this is,this is the reason you brought me. Okay? I know how to haggle. So let me handle this fromhere on out.","Confidence, Frustration, Optimism"
Can I help you?,"Confidence, Neutral"
"Uh-uh, yes. I would like to see that ring please.","Happiness, Excitement, Anticipation"
"Or not, whatever.","Neutral, Disgust, Frustration"
"This ring is from the 1920s, it’s a one and a half caratdiamond with sapphires on either side.","Happiness, Excitement, Nostalgia"
