Dialogue,Emotions
All right! Here we go! 1999! The year of Joey!,"Confidence, Excitement, Optimism"
"(deadpan, standing next to Monica) We're very happy for you.","Happiness, Contentment, Neutral"
What's the matter?!,"Confusion, Frustration"
"We wanted to kiss at midnight, but nobody else is going to soy'know…","Excitement, Anticipation, Longing"
"All right, I'll take care of it.","Contentment, Confidence, Optimism"
"Oh no, wait! Joey!","Fear, Surprise, Anticipation"
(hopping) 73! 72! 71!,"Happiness, Confidence, Excitement"
"Ross! Ross! Ross, listen! Who are you kissing at midnight, huh? Rachel orPhoebe?","Excitement, Anticipation"
What?,"Surprise, Confusion, Frustration"
"Well you gotta kiss someone, you can't kiss your sister.","Confidence, Disgust, Frustration"
"Well, who's gonna kiss my sister.","Neutral, Confusion, Frustration"
Chandler.,"Neutral, Confusion, Frustration"
"Awww, man! Really?","Surprise, Frustration"
"Dude-dude, who would you rather have kiss your sister, me or Chandler?","Confidence, Excitement, Frustration"
That's a good point.,"Contentment, Confidence"
Yeah.,"Contentment, Confidence, Neutral"
"Oh well, since I have that whole history with Rachel, I guess Phoebe.","Neutral, Nostalgia, Frustration"
"Okay, great!","Happiness, Confidence, Excitement"
All right.,Neutral
Pheebs! Pheebs! Ross wants to kiss you at midnight!,"Happiness, Excitement, Anticipation"
"It's so obvious, why doesn't he just ask?","Confusion, Frustration"
"Rach! Rach! Listen, I'm gonna kiss you at midnight.","Happiness, Love, Excitement"
What?!,"Surprise, Confusion, Frustration"
"Well, everyone's gotta kiss someone. You can't kiss Ross you got thehistory.","Neutral, Confusion, Frustration"
So?,Neutral
"So? Who would you rather have kiss you, me or Chandler?","Happiness, Excitement, Anticipation"
"Oh, good point.",Neutral
Yeah!,"Happiness, Confidence, Excitement"
(watching the ball drop) 3! 2! 1!,"Happiness, Excitement, Anticipation"
(To Monica) Happy New Year!,"Happiness, Excitement, Anticipation"
Happy New Year.,"Happiness, Excitement, Optimism"
"(To Phoebe) Happy New Year, Pheebs!","Happiness, Love, Excitement"
You too!,"Happiness, Contentment, Excitement"
"(To Joey) Happy New Year, Joey!","Happiness, Excitement, Anticipation"
So did that do anything for ya?,"Neutral, Confusion, Frustration"
Y'know what? I'm gonna go out on a limb and say no divorces in '99!,"Confidence, Excitement, Optimism"
But your divorce isn't even final yet.,"Neutral, Sadness, Frustration"
"Just the one divorce in '99! Y'know what, I am gonna be happy this year. Iam gonna make myself happy.","Happiness, Contentment, Optimism"
"Do you want us to leave the room, or?","Neutral, Confusion"
Everyday I am gonna do one thing that I haven't done before.,"Excitement, Anticipation, Optimism"
Ooh! That's a good one! Mine is to pilot a commercial jet.,"Happiness, Excitement, Anticipation"
"That's good one too, Pheebs. Now all you have to do is find aplaneload of people who's resolution is to plummet to their deaths.",Unknown
"Maybe your resolution is to not make fun of your friends, especially theones who may soon be flying you to Europe for free on their own plane.","Confidence, Excitement, Anticipation"
She has a better chance of sprouting wings and flying up your nose thanyou do of not making fun of us.,"Confidence, Anger, Frustration"
"In fact, I'll bet you 50 bucks that you can't go the whole year withoutmaking fun of us. Eh, y'know what, better yet? A week.","Confidence, Excitement, Frustration"
"I'll take that bet my friend. And you know what, paying me the 50bucks could be the new thing you do that day!"" (Ross looks at him.) And itstarts right now!""","Confidence, Excitement, Anticipation"
"All right, my New Year's resolution is to learn how to play the guitar.","Excitement, Anticipation, Optimism"
Ohh.,"Neutral, Surprise, Confusion"
Really?! How come?,"Surprise, Confusion"
"Well, y'know those special skills I have listed on my resume? I would loveit would be great if one of those was true.","Confidence, Sadness, Frustration"
Do you want me to teach you? I'm a great teacher.,"Confidence, Excitement, Optimism"
Really? Who-who have you taught?,"Surprise, Anticipation, Confusion"
"Well, I taught me and I","Neutral, Confusion, Frustration"
Yeah that'd be great! Thanks Pheebs!,"Happiness, Excitement"
"Op, look! Claire forgot her glasses! And she's gonna be really needingthese to keep an eye on that boyfriend, who, I hear, needs to keep his stapler in his deskdrawer, if you know what I'm talking about.","Surprise, Excitement"
"Hey Rach, maybe your resolution should be to umm, gossip less.","Confidence, Frustration, Optimism"
I don't gossip!,"Confidence, Neutral, Disgust"
"Well, maybe sometimes I find out things or I hear something and I passthat information on y'know kinda like a public service, it doesn't mean I'm a gossip. Imean, would you call Ted Kopel a gossip?","Confidence, Neutral, Frustration"
"Well if Ted Kopel talked about his coworkers botched boob jobs, I would.","Confidence, Disgust, Frustration"
What? They were like this!,"Surprise, Confusion, Frustration"
Okay! (She leaves.) (To Chandler and Joey.) Hey!,"Happiness, Excitement, Anticipation"
,"Neutral, Confusion, Frustration"
I just asked that girl out.,"Happiness, Confidence, Excitement"
Nice!,"Happiness, Excitement, Optimism"
"Nice!! Yeah! Is that part of your resolution, your new thing for today?","Confidence, Excitement, Optimism"
Yes it is. See. (Shows them the piece of paper she gave him with her nameand phone number on it.),"Happiness, Confidence, Excitement"
(reading it) Elizabeth Hornswoggle?,"Surprise, Confusion"
"That's right, uh, Elizabeth Hornswoggle.","Confidence, Neutral, Frustration"
Horn-swoggle.,"Confusion, Frustration, Optimism"
You all right Chandler? Is there something funny about that name?,"Confusion, Frustration"
"No. No, I just think that maybe I-I'd heard it somewhere before. (Sitsdown rubbing his temple.)","Nostalgia, Confusion, Frustration"
Oh really! Where? Somewhere funny I'd bet! (Chandler is straining to keepquiet as Phoebe enters.),"Surprise, Excitement, Frustration"
"Hi, Pheebs!","Happiness, Love, Excitement"
Hey!,"Happiness, Excitement, Optimism"
"Oh-oh, guess what? I-I have a date with Elizabeth (Talking into Chandler'sear.) Hornswoggle.","Happiness, Excitement, Anticipation"
"Hornswoggle? (To Chandler) Ooh, this must be killing you.",Unknown
"All right, see you later.","Happiness, Contentment, Confidence"
"See ya! All right Pheebs, I am ready for my first lesson.","Happiness, Confidence, Excitement"
"Okay. (Joey tries to take the guitar.) Oh no-no-no, you don't touch theguitar! First you learn here, (Points to her head.) then you learn here. (Points to theguitar.)","Confidence, Excitement, Frustration"
"Umm, okay.","Neutral, Confusion, Frustration"
"Okay, lesson one: chords. Now, I don't know the actual names of thechords but umm, I-I-I made up names for the way my hand looks while I'm doing them. (Shestarts to show Joey the chords. Transcribers Note: For this one you'll have to use yourimagination, 'cause it would take me 50 pages to describe each one. So if you want to seethem, you'll have to wait for this episode to come to a TV near you.) (Holding up her handand then reconfiguring her hand with each name.) So then, this is Bear Claw. Okay, umm,Turkey Leg and Old Lady. (Joey tries to imitate them.)","Contentment, Excitement, Anticipation"
