Dialogue,Emotions
Hi!,"Happiness, Excitement, Optimism"
Hey!,"Happiness, Excitement, Anticipation"
Hey!,"Happiness, Excitement, Anticipation"
"So, I’m in my apartment doing the","Contentment, Neutral, Confusion"
"(reading) Three down,","Confidence, Excitement, Anticipation"
How cool is this?! We know three down! I’m touching three down!(She has her hand on his shoulder.),"Happiness, Confidence, Excitement"
Yeah you are baby.,"Happiness, Confidence, Love"
"Three down knows I’m married, what’s three down doin’?","Confusion, Frustration"
So did they call you to tell you your name’s gonna be in this?,"Surprise, Excitement, Anticipation"
"No. They really like me over there. They want to do a big profile on me,but I said no.","Confidence, Excitement, Optimism"
Why’d you say no?,"Neutral, Confusion, Frustration"
"Remember what happened the last time I did an interview for them? I said Iwrite a lot of my own lines, and then the writers got mad and made my character fall downthe elevator shaft. So who knows what I might say this time.","Anger, Fear, Frustration"
If,"Neutral, Confusion, Frustration"
"Oh, come on Joey! You will totally keep it in check this time, and plusy’know the publicity would be really good for your career! And you deserve that! Andif you do the interview you can mention, oh I don’t know, gal pal Rachel Green?","Confidence, Excitement, Optimism"
Is that gal pal spelled L-O-S-E-R?,"Anger, Disgust, Frustration"
"Okay, don’t listen to him. Please?","Confidence, Frustration, Longing"
"Fine! All right, I’ll do it. But hey! You guys have to be at the nexttable so you can stop me if I y’know, start to say something stupid.","Confidence, Frustration, Optimism"
"Just then or-or all the time, ‘cause we-we have jobs y’know.","Neutral, Confusion, Frustration"
Come on! We will be there for you the whole time! Just remember gal palRachel Green. (Excited) Ha-ha! I’m gonna be in,"Happiness, Confidence, Excitement"
Yeah.,Neutral
I really appreciate you taking the time to do this.,Happiness
"Oh, not at all. Happy to do it.","Happiness, Contentment, Confidence"
(To Chandler) You think we’re being obvious?,"Confidence, Surprise, Frustration"
"No, we’re just four people with neck problems. You talk likethis. (Out of the sides of their mouths.)","Neutral, Confusion, Frustration"
(To Joey) Y’know I think its great you wanted to meethere. Y’know when most people hear the magazine is paying for it they want to go to abig fancy restaurant.,"Happiness, Contentment, Excitement"
"(laughs) Actually, I didn’t know the magazine was paying for it.Wouldn’t have mattered, I’m doing this for the fans, not for the free food.","Happiness, Contentment, Excitement"
Can I get you anything?,"Neutral, Anticipation"
"Umm, I’ll have a cup of coffee.",Neutral
And I’ll have all the muffins.,"Happiness, Contentment, Excitement"
(entering) Hey!,"Happiness, Surprise, Excitement"
Shhh! We’re not talking.,"Neutral, Confusion, Frustration"
Oh. Finally! Oh. (Sits back in relief.),"Happiness, Excitement"
"So, according to your bio, you’ve done quite a bit of workbefore","Contentment, Confidence, Optimism"
"Well, there are so many things, it’s hard to pick just one.",Neutral
"I’m gonna get some coffee, anyone want anything?","Contentment, Neutral, Anticipation"
"Oh yeah, I’d actually love a blueberry muffin and a chamomile tea.","Happiness, Contentment, Excitement"
"Uh, double latte, extra foam.","Contentment, Confidence, Neutral"
And a bagel with only…,"Happiness, Contentment, Confidence"
(interrupting him) I was just being polite!,Anger
"Okay, how about when you’re not working. What do you do inyour spare time?","Neutral, Anticipation"
"In my spare time I uh, read to the blind. And I’m also a mento forthe kids.(The gang shake their heads.) Y’know a mento, a role model. (Chandler biteshis fist to keep from talking.)","Confidence, Disgust, Frustration"
A mento…,Unknown
Right.,"Contentment, Neutral"
Like the candy?,"Surprise, Excitement, Nostalgia"
"Matter of fact, I do.","Happiness, Confidence, Neutral"
"Well umm, another thing our readers always want to know is howour soap stars stay in such great shape. Do you have some kind of fitness regime?","Confidence, Anticipation"
"Uh, we stars just try to eat right and get lots of exercise.","Contentment, Confidence, Neutral"
Yeah!,"Happiness, Excitement, Optimism"
Hey! We totally forgot about lunch!,"Excitement, Frustration"
It tastes like feet!,"Surprise, Disgust, Frustration"
"Uhh, I don’t believe in these crazy diets y’know, justeverything in moderation.","Contentment, Confidence, Neutral"
Your muffins. (Sets down a huge plate of muffins in front ofJoey.),"Happiness, Contentment, Surprise"
I’ll take those to go. (To the interviewer) For the kids.,"Contentment, Love, Optimism"
"Oh, I know what I wanted to ask you. You were on the show yearsago and then they killed you off. What happened there?","Surprise, Nostalgia"
"It was so stupid, I said some stuff in an interview that I shouldn’thave said. But believe me, that’s not gonna happen today.","Confidence, Frustration, Optimism"
"Understood. So, what’d you say back then?","Neutral, Anticipation"
"Well, I said that I… (The gang jumps up and interrupts him.)","Surprise, Excitement, Frustration"
"You guys, this is Shelley, she’s interviewing me for","Confidence, Excitement, Anticipation"
"(interrupting him) Hi! I’m gal pal Rachel Green, and if you wantthe dirt, I’m the one you come too. This might be Joey’s baby (rubbing herstomach), who knows? I’m just kidding—Seriously, (leans into the cassetterecorder Shelley is using) gal pal Rachel Green.","Confidence, Excitement"
(leaning into the recorder as well) Who just lost the respect of herunborn child.,"Anger, Disgust, Frustration"
"Umm, I’m gonna just go get this warmed up. (She takes hercoffee mug up to the counter.)","Confidence, Neutral, Excitement"
Okay.,"Contentment, Confidence, Neutral"
Joey! You’re doing great!,"Happiness, Confidence, Excitement"
"Yeah, so far nothing stupid.","Contentment, Confidence, Neutral"
Mento?,"Neutral, Confusion, Frustration"
No thanks.,Neutral
"(returning) So, as Joey’s friends, is there anything thatyou guys think our readers ought to know?","Confidence, Excitement, Anticipation"
"Uh no, no just-just that he is a great guy.","Contentment, Confidence, Neutral"
"(scoffs at him) Yeah, that’s gonna get you into",Disgust
"Umm, I…I just think you don’t expect someone so hot to be sosweet.","Happiness, Surprise, Love"
Oh! I like that. What’s your name?,"Happiness, Excitement"
"Umm, Phoebe Buffay.","Confidence, Neutral, Nostalgia"
How do you spell that? So we can get it right.,"Confidence, Neutral, Frustration"
"Oh okay, it’s P as in Phoebe, H as in hoebe, O as in oebe, E as inebe, B as in bee-bee and E as in (In an Australian accent) ‘Ello there mate!","Happiness, Confidence, Excitement"
"Great! Well, it was nice meeting all of you.","Happiness, Contentment, Confidence"
"Yeah, you too.","Neutral, Confusion, Frustration"
You too!,"Happiness, Excitement, Optimism"
Thanks.,"Happiness, Contentment"
Bye. (They resume their previous positions.),"Contentment, Confidence, Neutral"
"So it seems like you have a lot of friends, who would you sayis your best friend?","Happiness, Contentment, Love"
How come you have two?,"Surprise, Confusion"
"Oh, Joey! Sorry!","Surprise, Frustration"
No that’s all right. Don’t worry about it.,"Contentment, Confidence, Neutral"
Oh but look! That’s gonna leave a stain!,"Surprise, Frustration"
Rach! Hey! It’s fine! You’re at Joey’s!,"Happiness, Excitement"
Really?,"Neutral, Surprise, Confusion"
Yeah! Look! (He throws some of his spaghetti on the floor.),"Surprise, Excitement, Frustration"
I’ve never lived like this before.,"Contentment, Excitement, Optimism"
I know.,"Contentment, Confidence, Neutral"
"All right, don’t waste it, I mean its still food. (He picks it up andeats it.)","Contentment, Neutral, Optimism"
"All right I've been feeling incredibly guilty about this, because I wannabe a good friend, and damnit I am a good friend. So just, just shut up and close your eyes(kisses Joey).","Happiness, Love"
"Wow, you are a good friend, 'course the audition was this morning, and Ididn't get it. But that was a hell of a kiss. Rachel is a very lucky girl.",Sadness
"Umm, no. No best friend, no. Just a lot of close friends.","Neutral, Confusion, Frustration"
"So umm, now back to the show. How does it feel to have a hugegay fan base?","Surprise, Excitement"
Really? Me? Wow! I don’t even know any huge gay people!,Surprise
It hurts me. It physically hurts me.,"Sadness, Frustration"
"Now, off the record, you’re not…","Neutral, Confusion, Frustration"
