Dialogue,Emotions
"(holding a lure) So now, what is this now?",Confusion
Guggly worm.,Neutral
(laughs and picks up another lure) And this?,"Happiness, Excitement, Anticipation"
Glow-pop giggly jammer.,"Happiness, Excitement, Confusion"
(laughs harder) You make it so funny.,"Happiness, Contentment, Excitement"
"(not wanting to be left out, picks up something) Hey umm, what’sthis?",Confusion
"(examining it) Ohh, a hunk of sandwich from last year. (Monica drops thesandwich)","Surprise, Disgust, Frustration"
"(pretend fishing in the living room) Ohh, Geller’s got one hooked!Ohh! Looks like a big one! Yeah, ohh! Ohh! (Swinging the rod back and forth) It’s theclassic struggle between man and—(swings the rod and knocks over a lamp.) Someoneknocked over a lamp.","Surprise, Excitement, Frustration"
"(going over and picking up the rod) That’s all right. Hey you guys,you know what’s going to be great about the fishing trip this year? When my dad getsme out in the middle of the lake and gives me that, Joey","Happiness, Excitement, Anticipation"
Great!,"Happiness, Excitement"
"You don’t have to stop having fun just because I’m here.Kathy didn’t cheat on all of you. (To Joey) Well, except you. (They hug and Chandlergoes into the bathroom with the chick and duck following him.)","Happiness, Contentment, Love"
"Hey, Joey, I don’t think that you should leave Chandler alone. Imean it’s only been two days since he broke up with Kathy. Maybe you can go fishingnext week?",Unknown
"Look, there’s nothing I can do for him right now, he’s still inhis sweat pants, that’s still Phase One. Y'know? I’ll be back for Phase Two, Iwould never miss Phase Two.","Confidence, Neutral, Excitement"
What’s Phase Two?,"Surprise, Anticipation, Confusion"
Gettin’ drunk and going to a strip club.,"Excitement, Anticipation, Optimism"
How does going to a strip club help him better?,"Disgust, Confusion, Frustration"
Because there are naked ladies there.,"Disgust, Excitement, Anticipation"
"Which helps him get to Phase Three, picturing yourself with other women.","Excitement, Anticipation, Optimism"
There are naked ladies there too.,"Neutral, Surprise, Disgust"
Yeah.,Neutral
(opening the bathroom door and kicking out the chick and duck) Wouldyou give me one minute!! Please.,"Anger, Confusion, Frustration"
"So, these will match the jacket you picked out for me last week?","Happiness, Contentment, Excitement"
Um-hmm. (Joshua turns to look in the mirror and leaves Rachel staring athis ass.) There we go. There it is.,"Confidence, Neutral, Frustration"
(turning around) Oh! You know what I need?,"Surprise, Excitement, Anticipation"
Yeah!,"Happiness, Confidence, Excitement"
"Gloves. Brown, leather dress gloves.","Confidence, Excitement, Anticipation"
