Dialogue,Emotions
Are you looking at naked tribe's women?,"Surprise, Disgust, Confusion"
"No, look. (Shows him the magazine.)","Confidence, Excitement, Anticipation"
That's a pig.,"Neutral, Disgust, Confusion"
"I know, I know, but look at the knobs on her.","Anger, Disgust"
Hey! (Joey quickly hides the magazine under the couch.),"Confidence, Fear, Surprise"
Emily's cousin kicked me out!,"Sadness, Anger, Frustration"
What?!,Surprise
Why?,Confusion
"Well, when you're subletting an apartment from your wife's cousin and thenyou get a divorce, sometimes the cousin suddenly wants his apartment back.","Sadness, Confusion, Frustration"
How can he do that? Didn't you sign a lease?,"Surprise, Confusion, Frustration"
Who needs a lease when,"Neutral, Confusion, Frustration"
"Hey, you can stay with us! We'll take care of ya!","Happiness, Contentment, Confidence"
"Oh, yeah! Absolutely! Anything you need man! But you have to promiseme the second you are feeling better so that we can make fun of your hair!","Happiness, Confidence, Excitement"
Yeah.,"Contentment, Confidence, Neutral"
You got it.,"Happiness, Contentment, Confidence"
Okay.,"Neutral, Confusion, Frustration"
"Thanks you guys, I really appreciate this. All right, I'm gonna getpacking again. Man, I've been moving around so much I'm beginning to feel like a nomad.",Nostalgia
What?,"Surprise, Confusion, Frustration"
He thought you said gonad.,"Surprise, Confusion"
"Oh, Larry.","Neutral, Sadness, Disgust"
"Umm, do health inspectors work on commission?",Confusion
"No, bribes.","Neutral, Disgust, Frustration"
It's okay to laugh right?,"Happiness, Contentment, Excitement"
"Yeah, I was just kidding.",Unknown
Okay. (She laughs harder.),"Happiness, Excitement"
I'll check the kitchen floors.,"Contentment, Confidence, Neutral"
"Okay, knock yourself out, Larry.","Confidence, Neutral, Frustration"
Yum-my!,"Happiness, Excitement, Anticipation"
Larry?,"Neutral, Surprise, Confusion"
Oh yeah! I'd let him check out my kitchen floors.,"Happiness, Confidence, Excitement"
"(entering) A 98. I deducted 2 points because you are not wearing yourchef's hat, and","Confidence, Disgust, Frustration"
"Uh, look, Larry honey, umm, I wrote the book on Section 5 and I knowthat you don't have to wear your hat unless you're in the kitchen.","Confidence, Neutral, Frustration"
And where is your hat?,"Neutral, Confusion, Frustration"
"It's in the kitchen, I'll go get it.","Confidence, Neutral, Anticipation"
Ahh,Neutral
"Hey, you should really read that book you wrote. (To Larry) Wow! You","Confidence, Surprise, Excitement"
"Oh, I don't know about that.","Neutral, Confusion"
"Yeah, but then I can be you sidekick Vunda.","Happiness, Love, Excitement"
"Maybe uh, Vunda could give me her number and I can ask her to dinnersometime.","Confidence, Excitement, Anticipation"
"Okay, she would love that! Y'know, 'cause you know all the clean placesto eat.","Happiness, Confidence, Excitement"
I-I'll call ya.,"Confidence, Excitement, Anticipation"
Okay.,"Contentment, Confidence, Neutral"
He's so funny! (She imitates what he just did.),"Happiness, Love, Excitement"
Thanks.,"Happiness, Contentment"
Thank you. (To Monica) Mon?,"Happiness, Contentment, Confidence"
Hmm?,"Neutral, Surprise, Confusion"
How's Ross doing? Y'know since all the Emily stuff.,Neutral
"He's not great umm, but he's dealing with it. Oh wait a minute, you'renot gonna try…","Neutral, Confusion, Frustration"
"Oh, honey, please, no, I can't get started with all that Ross stuffagain. I mean, he's gonna screwed up for a looong time. And besides y'know, I don't, Idon't go for guys right after they get divorced.","Neutral, Disgust, Frustration"
"Right, you only go for them 5 minutes before they get married.",Unknown
(To Gunther) Two pounds of Moca Java please.,"Contentment, Confidence, Neutral"
(To Monica) Danny. Are you guys ever gonna go out again?,Neutral
"I don't know! He hasn't called me since that one time when we went out.I see him in the hallway, we flirt, I'm all ha-ha-ha-ha, and nothing.","Confusion, Frustration, Longing"
(To them) Hey!,"Happiness, Confidence, Excitement"
Hi Danny! (Notices his box of liquor he's carrying.) Wow! Thirsty huh?,Surprise
"Uh, actually, actually, I'm having a party at my place on Saturday, it'ssort of a house warming kind of thing.","Excitement, Anticipation, Optimism"
"Ohh, fun!","Happiness, Excitement, Anticipation"
"Ohh, great!","Happiness, Excitement, Optimism"
"Yeah, I'm really looking forward to it.","Happiness, Excitement, Anticipation"
Yeah.,"Contentment, Confidence, Neutral"
"Okay, see ya. (Heads out.)","Happiness, Contentment, Confidence"
"Well, I guess we won't be warming his house.","Neutral, Frustration"
"(laughs) Okay. All right, I see what he's doing! He's not asking me out,because he wants","Happiness, Excitement"
And you're not gonna do that.,"Confidence, Neutral, Frustration"
That's right! 'Cause,"Confidence, Excitement, Optimism"
So-so there is no party.,"Neutral, Confusion, Frustration"
"No, there's a party. There's a party. But the power, that is still upfor grabs. You follow me?","Excitement, Anticipation, Confusion"
"I think so. Se, he-he's not inviting you to his party because he likesyou.","Happiness, Love, Excitement"
Exactly.,"Contentment, Confidence, Neutral"
Ross?,"Neutral, Surprise, Nostalgia"
(entering from the bathroom) Hey roomies!,"Happiness, Excitement, Anticipation"
Love what you've done with the place.,"Happiness, Contentment, Love"
"Oh, yeah I know, I know, it's a lot of boxes, but again I reallyappreciate you guys letting me stay here.",Contentment
"Not a problem. And listen, hey! Since you're gonna be here for a while,why don't—I was thinking we uh, put your name on the answering machine.","Happiness, Contentment, Excitement"
Oh yeah!,"Happiness, Excitement, Optimism"
"Oh, I uh, hope you don't mind, I kinda uh, jazzed it up a little. Checkthis out. (He plays the greeting, and","Confidence, Excitement, Anticipation"
"Hey, all right!","Happiness, Excitement, Optimism"
"Pretty cool, huh?","Excitement, Optimism"
"(To Chandler) You're fake laughing too, right?",Unknown
"Oh, the tears are real.","Sadness, Disgust, Confusion"
You look beautiful this evening.,"Happiness, Contentment, Love"
(smiles) Show me the badge again.,"Happiness, Confidence, Excitement"
Shiny.,"Excitement, Anticipation, Optimism"
"Oh, will you mind if I wash up? Because I came straight from work and whoknows where these babies (Holds up his hands) have been.","Neutral, Disgust, Frustration"
(laughing) You are just nonstop!,"Happiness, Excitement"
(coming back) We're outta here!,"Happiness, Confidence, Excitement"
Why?!,"Surprise, Confusion, Frustration"
Just walking past the kitchen I saw 10 violations! I'm shutting thisplace down!,"Anger, Surprise, Disgust"
(awed) You have the power to do that?,Surprise
This does. (Shows her his badge.),"Confidence, Neutral, Surprise"
(excited) Shut it down.,"Confidence, Excitement"
Hey.,Neutral
What are you doing?,"Surprise, Confusion"
Nothing.,"Neutral, Confusion, Frustration"
You built a fort didn't ya?,"Happiness, Contentment, Surprise"
(smiles) Kinda.,"Happiness, Contentment, Confidence"
"(notices something) Oh my God, the air purifier! Ross's air purifier!All I heard through 4 years of college was (makes a humming noise.)","Surprise, Nostalgia, Frustration"
"Dude, you should've gone out once and a while.",Frustration
I,"Neutral, Confusion, Frustration"
"Come on, Chandler, Ross is our friend. He needs us right now, so why don'tyou be a grown up and come and watch some TV in the fort!","Confidence, Love, Optimism"
"Oh, hi Danny.","Happiness, Neutral, Surprise"
"Hey guys, I just uh, wanted to invite you to the party tomorrow night.","Happiness, Excitement, Anticipation"
"Oh, thanks! We'll try to stop by.","Happiness, Contentment, Excitement"
"Uh, actually, I think I'm gonna be busy.","Neutral, Confusion, Frustration"
You are?,"Confidence, Neutral, Confusion"
"Yeah! Remember I got that uh, gala.","Happiness, Confidence, Excitement"
"Yeah, what's the gala for?","Anticipation, Confusion"
"It's a uh, regatta gala.","Excitement, Anticipation, Optimism"
Really! You-you sail?,"Surprise, Excitement, Confusion"
"No-no, but I support it.","Contentment, Neutral"
"Okay, (To Monica) hope I see you tomorrow night.","Happiness, Excitement, Anticipation"
Okay.,"Contentment, Confidence, Neutral"
Take care. (Leaves.),Neutral
Okay. (Closes the door.) Walked right into that one didn't he?,"Confidence, Surprise"
What one? You wanted him to invite you to the party and he did it!,"Happiness, Excitement"
"Yeah, but he waited until the last minute! So if I said yes, he wouldknow I had nothing better to do than wait around for an invitation to his stupid party. Isaid, No!"" Which puts""","Neutral, Disgust, Frustration"
Great. So the ball is in his court?,"Confidence, Neutral, Anticipation"
Ball? There is no ball.,"Neutral, Confusion, Frustration"
"(glaring at him) Joey, please! (Motions to his computer.)","Anger, Disgust, Frustration"
Sorry.,"Neutral, Sadness"
Ahhhhhhhhhh…,Fear
(entering) Hello children!,"Happiness, Confidence, Excitement"
Hey! Wanna play some foosball? Please?,"Happiness, Excitement, Optimism"
Okay. (Starts to head for where the foosball table usually is.),"Happiness, Excitement, Anticipation"
"No-no, no! We have to move the table into my room, yeah! 'Cause of all theboxes. Come on!",Excitement
"All right, I have one question.","Confidence, Neutral"
Bye-bye little puppet Joey hand?,Happiness
"No, the quiet down thing!","Anger, Confusion, Frustration"
You mean this. (Does the maneuver perfectly.),"Confidence, Excitement"
"Um-hmm! Look, I-I-I don't know how much more of this I can take! Did youknow he taped over my","Anger, Confusion, Frustration"
"(gasps) All right look, y'know, this maybe tough but come on, this isRoss! I survived college with him!","Happiness, Confidence, Nostalgia"
"All right, I guess I can hold out a little longer. Let's have a game.","Contentment, Anticipation, Optimism"
Okay.,Neutral
No-no-no-no!,"Sadness, Fear, Frustration"
YES!!,"Happiness, Excitement, Optimism"
"(entering) Uh fellas, (Does the maneuver and gives them a double thumbsup, which Chandler returns as he closes the door.)","Happiness, Confidence, Excitement"
"Okay, so he's out of here.","Happiness, Contentment, Confidence"
Um-hmm.,Neutral
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Excitement, Anticipation"
