Dialogue,Emotions
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hey-hey-hey. So what happened? A forest tick you off?,"Confidence, Excitement, Frustration"
No. Y'know how we’re always saying we need a place for the mail.,"Contentment, Frustration, Optimism"
Yeah!,"Happiness, Excitement, Anticipation"
"Well, I started building one. But then I decided to take it to the nextstep.","Happiness, Confidence, Excitement"
You’re building a post office?,"Neutral, Confusion, Frustration"
"No, an entertainment unit, with a mail cubby built right in. It’s aone day job, max.","Confidence, Excitement, Optimism"
Okay. (notices that Joey is wearing some really tight jeans) My word!Those are snug.,Surprise
"Oh yeah. These are my old work pants, Sergio Valente’s.","Contentment, Confidence, Nostalgia"
Power saw kinda got away from me there.,"Neutral, Surprise, Frustration"
(joining Phoebe outside) Hey Pheebs.,"Happiness, Contentment, Love"
Hey!,"Happiness, Surprise, Excitement"
Any sign of your brother?,"Neutral, Anticipation, Frustration"
"No, but he’s always late.","Neutral, Anticipation, Frustration"
I thought you only met him once?,"Surprise, Confusion, Frustration"
"Yeah, I did. I think it sounds y'know big sistery, y'know,‘Frank’s always late.’","Contentment, Confusion, Frustration"
"Well relax, he’ll be here.","Confidence, Optimism"
"No, I know, I’m just nervous. Y'know it’s just y'knowMom’s dead, don’t talk to my sister, Grandma’s been sleeping a lot lately.It’s like the last desperate chance to have a family, y'know, kinda thing.You’re so sweet to wait with me.","Sadness, Fear, Longing"
"Well, actually Gunther sent me. You’re not allowed to have cups outhere, it’s a thing. (takes her cup and goes back inside)","Neutral, Confusion, Frustration"
Does anyone else think David Copperfield is cute?,"Love, Excitement, Longing"
"No, but he told me, he thinks your a fox.","Neutral, Surprise, Confusion"
"All right, Janice, likes him. In fact she likes him so much she puthim on her freebie list.","Confidence, Love, Excitement"
Her what?,"Surprise, Confusion, Frustration"
"Well, we have a deal, where we each get to pick five celebrities thatwe can sleep with, and the other one can’t get mad.","Happiness, Contentment, Optimism"
"Ah, the heart of every healthy relationship. Honesty, respect, and sexwith celebrities.",Happiness
"So, Chandler, who’s on your list?",Anticipation
"Ah, Kim Basinger, Cindy Crawford, Halle Berry, Yasmine Bleeth, and ah,Jessica Rabbit.","Love, Excitement, Anticipation"
"Now, you do realize that she’s a cartoon, and way out of yourleague?","Sadness, Anger, Frustration"
"I know, I know, I just always wondered if I could get her eyes to popout of her head.","Surprise, Disgust, Confusion"
