Dialogue,Emotions
"So, you and Rachel tonight, huh?","Happiness, Excitement, Anticipation"
"So, you and Rachel tonight, huh?","Excitement, Anticipation, Frustration"
Yeah. It's actually our first official date,"Happiness, Excitement, Optimism"
Wow! So tonight may be the night! You're nervous?,"Excitement, Anticipation"
"Naa, no. This is the part I'm actually good at.","Confidence, Excitement, Optimism"
What must it be like not to be crippled by fear  and self-loathing.,"Sadness, Fear"
(pause) It's OK!,Confidence
How can you be so confident?,"Confidence, Surprise, Frustration"
"Well, I... I know exactly what I'm gonna do!","Confidence, Excitement, Optimism"
Really? Like you have a routine?,Neutral
"No, no no no no. See. Each woman is different.You have  to appreciate their uniqueness.","Confidence, Neutral, Optimism"
Really?,"Neutral, Surprise, Confusion"
"No, I do six things! First, I look deep in her eyes.  Then, I kiss her. Next I take my hand and I softly graze her thigh.","Love, Excitement, Anticipation"
You mean like this? (he starts touching his thigh  in a funny and awkard way),Unknown
"NO! Not like that, no no. No, like this. (He starts  lightly grazing Chandler's thigh)","Confidence, Frustration"
"Oh, I see what you mean, that's quite nice. (They  look at each other, both embarassed)","Contentment, Neutral"
More foosball?,Excitement
...and beer!!,"Happiness, Excitement, Anticipation"
(entering) Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
(to Chandler) Hey sweetie! (they  kiss),"Happiness, Love, Excitement"
(looking at Monica's legs) WOW!,"Surprise, Love, Excitement"
Hey! Stop staring at my wife's legs! No no! Stop  staring at your sister's legs!,"Anger, Disgust, Frustration"
"I'm sorry, it's just... how did you get so tan?","Surprise, Confusion"
She went on one of those spray-on tan places.,"Neutral, Disgust, Confusion"
"Eh, you got a spray-on tan?","Neutral, Surprise, Disgust"
Chandler gets pedicures!,"Surprise, Disgust"
"(laughing) Why, why you do, like with the-the toe separators?","Happiness, Surprise, Confusion"
(To Monica) Why...why?,"Sadness, Confusion, Frustration"
"Still, I can't believe that's sprayed on... I mean,  it looks really good. I wonder if I should get one!","Excitement, Optimism"
"Sure, then you should get a mini skirt so you can  really show it off.","Confidence, Excitement, Frustration"
"So, do you get colours or just French tips?",Unknown
There. Here's their card.,"Contentment, Confidence, Neutral"
"Thanks. (he takes the card) Hey, I know where this  place is! It used to be an X-rated video... (pauses when he realizes what he  is saying) florist. (he goes away)","Surprise, Nostalgia, Confusion"
Hey!,"Happiness, Excitement, Anticipation"
Hey Pheebs!,"Happiness, Love, Excitement"
Hey Phoebe!,"Happiness, Excitement, Anticipation"
"Oh, you won't believe who moved back to town.","Surprise, Excitement, Anticipation"
"I know, Amanda! Ah! She called me  too! She's the worst!","Anger, Disgust, Frustration"
Who's Amanda?,Confusion
She's this girl who used to live  in the building before you did. Then she moved to England and she picked up  this fake British accent. On the machine this is her message. (she apes Amanda  using an awful British accent) Monica,"Neutral, Surprise, Disgust"
Are you trying to do a British accent?,Confusion
(pause) (to Phoebe) Chandler gets  pedicures!,Surprise
"Just so I know, how many more of those can I expect?","Neutral, Anticipation, Frustration"
You know what Amanda said to me when she got me on  the phone? (apes Amanda in a british accent) Oh,"Surprise, Confusion, Frustration"
"I know, and she's always bragging  about all the famous people she's met.","Confidence, Disgust, Frustration"
"Oh, I know! Oh...I slept with Billy Joel"".  All right","Surprise, Excitement, Confusion"
"Oh, what are we gonna do! I don't  wanna see her!!","Sadness, Fear, Frustration"
"Ugh, Let's just cut her out!","Anger, Disgust, Frustration"
What?,"Surprise, Confusion, Frustration"
Cut her out of our lives! Just ignore her calls and  dodge her 'till she gets the point!,"Anger, Disgust, Frustration"
"Oh, I guess we could try that, but...  it seems so harsh! (to Chandler) Have you ever done that?","Sadness, Fear, Confusion"
"No, had it done to me though. Feels good !","Happiness, Contentment, Excitement"
"Well... I like how you look, what are you?","Happiness, Confidence, Excitement"
Puerto Rican.,"Confidence, Nostalgia"
"Two, I think a two.","Confidence, Neutral, Frustration"
"You've got to face the red light.  When the red light goes on the spraying is about to start so close your eyes.  When the spraying stops, count to five. Pat yourself down to avoid drip marks  then turn around so we can get your back. Got it?","Confidence, Anticipation, Frustration"
"Spray, count, pat, then turn, spray, count and pat.","Contentment, Confidence, Excitement"
"Wow, you catch on quick.","Happiness, Confidence, Excitement"
"Well, I have a PhD, so... (assistant walk out, not  impressed by this statement)","Confidence, Disgust, Frustration"
"One Mississipi, two Mississipi, Three Mis...(the sprayer  starts again, spraying him in the face and torso again) WAIT! WAIT! I'm not-I've  not finished counting!! (he leaves the booth) (the assistant enters the room)","Surprise, Confusion, Frustration"
You sprayed my front twice!,"Anger, Surprise, Frustration"
You've never turned?,"Anticipation, Confusion, Frustration"
"No, I barely even  got to three Mississippi.",Frustration
Mississippi? I said count to  five'!,"Surprise, Confusion, Frustration"
"Mississippilesly? (pause) Well, how  bad is it?","Neutral, Confusion, Frustration"
"Ain't that bad yet, but it keeps  getting darker for the next four hours.","Neutral, Fear, Anticipation"
"So, how dark is it  gonna get?","Neutral, Anticipation, Confusion"
You got sprayed with two two'  s and...,"Surprise, Confusion, Frustration"
I'm a four?,"Confusion, Frustration, Optimism"
"Yeah, but you're back's a zero.  You're gonna wanna even that out.","Disgust, Frustration, Optimism"
(sarcastically) Really!,"Disgust, Frustration"
You might wanna get back in there.,"Confidence, Excitement, Optimism"
(annoyed) Ok!,"Neutral, Frustration"
"Wait, wait a minute, there's no light  on the back wall! How do I know when it's gonna start? Hello? (he slowly turns  and the spraying begins, on his face) Ah, oh, ah! (he turns, but then he turns  again and is sprayed in the front again) Ah! (he spits and angrily goes out  of the spray-on tan booth and the assistant enters the room) The same thing  happened again!","Anger, Fear, Frustration"
You got two more twos?,"Excitement, Anticipation, Frustration"
(hysterically) I'm an eight!,"Happiness, Confidence, Excitement"
"I thought you paid. (Rachel does not answer and seems  puzzled) Ha, guess we won’t be going back there!","Surprise, Frustration"
So.,"Neutral, Confusion, Frustration"
Yeah.,"Contentment, Neutral"
"Hey what do you say, we move this onto the likes of  the couch?","Confidence, Excitement, Anticipation"
"I say ‘cheesy line’, but ok.","Contentment, Neutral"
What’s the matter?,Neutral
"I am sorry, I don’t know, I am sorry, I don’t  know why I did that!","Sadness, Confusion, Frustration"
Okay,"Contentment, Confidence, Neutral"
"Ok, so sorry.",Neutral
"I am sorry! Again... I don't know, I don’t  know what happened, I must be nervous!","Neutral, Confusion, Frustration"
"I don’t get it, Chandler loved it!","Surprise, Confusion, Frustration"
"Ok, ok, ok. I promise, I promise, I promise, I won’t  do it again. I really do. I promise. This is gonna be great.","Happiness, Confidence, Excitement"
Ok.,"Contentment, Confidence, Neutral"
"(a little giddy) Uh, was that good for you?","Happiness, Confidence, Excitement"
"Oh, yeah. Could be Rachel asking if someone could  baby-sit again.","Neutral, Anticipation"
It could be Amanda!,"Excitement, Anticipation, Optimism"
"Oh, you’re right! I was just kidding about  Rachel. Babysitting is a gas!","Happiness, Excitement"
Hello Monica. It’s Amanda calling again. I  am in the neighborhood hoping I can pop by your flat!,"Happiness, Excitement, Anticipation"
You're from Yonkers! Your last name  is Buffo-Martisis!,"Surprise, Excitement, Confusion"
"Let’s see.. to assure you get this directly,  ring me back on my mobile.","Confidence, Neutral, Anticipation"
"Ok, don’t hold thy breath!","Neutral, Frustration"
Hello? Is someone on the line?,"Confidence, Surprise, Confusion"
"Yes, I was looking for Monica.","Neutral, Confusion, Longing"
"Hang on, she’s right here. (he enters the  living room and hands the phone to Monica) Someone's on the phone, for ya.","Neutral, Surprise, Anticipation"
"We weren’t picking up, it’s  Amanda!","Surprise, Excitement, Anticipation"
(to Amanda) I get pedicures!,"Happiness, Confidence, Excitement"
"Hi Amanda! Actually now... it’s...  is not a good time. Dinner tomorrow night? (Phoebe mouths 'no') Ok, Phoebe  and I will see you then!",Neutral
"Why, why, why didn’t you just say no!","Anger, Confusion, Frustration"
"Well, I said 'no' to her coming  over now! I couldn’t say 'no' twice! I get this uncontrollable need to  please people!","Neutral, Frustration"
"(leaving) Fine, fine! You would not hold up well  under torture!","Anger, Frustration"
And you would?,"Confidence, Frustration"
I did!,"Happiness, Confidence, Excitement"
"Absolutely! Absolutely. I d... it’s just a  little weird, it’s you, and it’s me, it's just gonna take some  getting used to.","Nostalgia, Confusion, Frustration"
"Ok. Well, how, how can we make it easier?","Neutral, Frustration, Optimism"
"Ok, let’s work from the top down! (Joey nods,  but then puzzled because he does not get it) Just work the bra, Joe!","Confusion, Frustration"
"Ok, yeah, got it.","Contentment, Confidence, Neutral"
Okay.,"Contentment, Confidence, Neutral"
This thing welded shut?!,"Surprise, Confusion, Frustration"
Okay.,"Contentment, Confidence, Neutral"
"All right, turn around, I got to get a look at this  thing.",Excitement
Oh!,Surprise
Ow!,"Surprise, Frustration"
Sorry!,"Sadness, Frustration"
Well this is romantic!,"Happiness, Love, Excitement"
"I'm sorry! (He stands up) This never happened to me  before! I'm an expert at taking off bras! I can do it with one hand! I can  do it with my eyes closed! One time I just looked at one, and it popped open!  I blame your bra!","Confidence, Surprise, Frustration"
It’s a standard issue bra clasp!,"Confidence, Surprise, Excitement"
Then I blame you! Yeah! That's right! You threw me  off with all your slapping!,"Anger, Frustration"
"Ok well, well I'm really, I'm sorry about that Joey,  but do you think that maybe on some level, you don't",Unknown
(contemplates for a few moments what Rachel just said)  NAH! I don't have another level!!,"Confusion, Frustration"
Hold on! There is,"Confidence, Excitement, Anticipation"
I went to that tanning place your,"Neutral, Confusion, Frustration"
Was that place...,"Neutral, Surprise, Confusion"
"Oh! And it gets worse! (Turns his side to Chandler  and Monica and pulls up his shirt. There's a distinct line across his body,  where his belly is very tanned and his back is very pale.)","Surprise, Disgust, Frustration"
Oh My God! You can do a duet of Ebony and Ivory  all by yourself!,"Happiness, Surprise, Excitement"
"How could you mess this up? It's  so easy? You go into the booth, you count to five and you turn around!!","Anger, Confusion, Frustration"
(looks at her suspiciously) How do you count to five?,"Confusion, Frustration"
One Two Three...,"Happiness, Excitement, Anticipation"
"(Yells) Damnit! (Goes to the door to leave. Rachel  just enters, sees him and starts laughing)","Anger, Confusion, Frustration"
(laughing) oooh! Oh oh!,"Happiness, Surprise, Excitement"
(Still yelling) I Know!,"Confidence, Anger, Frustration"
oh oh! What is up with Miss Hawaiian Tropic?,"Surprise, Anticipation, Confusion"
How was your date with Joey?,"Happiness, Excitement, Anticipation"
"Well, it was good.. until we got back to our apartment,  and then we were fooling around and he started to put his hand up my leg and  I kept slapping it away!",Sadness
You didn't,"Neutral, Confusion, Frustration"
"Well, it wasn't just me, alright? He freaked out  too! He couldn't even undo my bra!","Surprise, Disgust, Frustration"
"Wow, really? One time he just looked  at my bra and it popped open.","Surprise, Disgust"
"I do not know what's wrong with us, I mean, we have  kissed before and that's been great! But this time it was leading somewhere  and I was very aware of the fact that it was Joey touching me.","Confusion, Frustration, Longing"
"Well, you guys have been friends  forever. Remember the first time that you kissed Ross? How weird that was?  You couldn't stop laughing? You got through that.","Happiness, Contentment, Nostalgia"
"(looking thoughtful) Ok, that's true. That's true,  we can do this. You're right, you're right, we can do this. We're just gonna  power through!","Confidence, Excitement, Optimism"
Hey Chandler can I talk to you for a second (points  to the hall).,"Confidence, Anticipation, Frustration"
"(To Joey) No need!! Problem solved, we are","Happiness, Contentment, Confidence"
"(sees what he is doing) Chandler,  stop! It is","Neutral, Confusion, Frustration"
(without taking his eyes off the bra) You don't  know! (Monica just smiles),"Surprise, Disgust, Excitement"
Hey Phoebe!,Happiness
Hey!,Happiness
Is Amanda here yet?,"Anticipation, Confusion, Frustration"
No.,"Neutral, Confusion, Frustration"
"(sits down) Oh good. Good, look  I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan.  Chandler agreed to call here in a few minutes with an emergency.","Confidence, Excitement, Optimism"
