Dialogue,Emotions
"Oh hey you guys, I couldn’t get a reservation for the night of my birthday, so we have to do dinner Thursday night instead.","Frustration, Optimism"
Thursday? But that’s Halloween.,"Surprise, Excitement, Anticipation"
So?,"Neutral, Confusion, Frustration"
"[It’s just] So spooky, that’s all.","Fear, Surprise"
"So, so, is Mike coming to dinner?","Excitement, Anticipation, Optimism"
"No! It’s my first birthday with a boyfriend, and he has to work. Uch, I get mad at him, but I think it’s a little to soon to show my true colors.","Sadness, Anticipation, Frustration"
"Pheebs, I would make a reservation for five, because one of us has to stay home and watch Emma. (to Ross:) Which one of us should go to dinner?","Neutral, Confusion, Frustration"
"Oh, Rachel!","Happiness, Surprise, Love"
"Actually, um, I was thinking maybe both of us could go.","Confidence, Excitement, Anticipation"
"Oh, yay!","Happiness, Excitement, Anticipation"
"Thanks, I put a lot of extra thoughts on your gift.","Happiness, Contentment, Excitement"
"Alright, okay, so we can all go now. That is fun. Hey, you know what? We all haven’t been together the six of us in such a long time.","Happiness, Excitement, Nostalgia"
What are you talking about? We’re all together right now.,"Confidence, Confusion, Frustration"
"Um, Mon, Chandler’s not here.","Neutral, Confusion, Frustration"
"Oh, dear god!","Fear, Surprise, Disgust"
"Good morning everyone, it’s nice to see our team together for the first time. Now, before we get started, are there any questions? (colleague raises hand) Yes, Ken is it?","Happiness, Excitement, Anticipation"
"That’s right. Is it true, that the reason you are here in Tulsa is that you fell asleep in a meeting and took the job without realizing what you were saying yes to?","Surprise, Disgust, Confusion"
"(laughs) Well, don’t believe everything you hear, Ken. (both turning away to files) But yeah, that’s true. Alright, let’s get started, by take a look at last quarter’s figures. (The female next to Chandler starts smoking, towards her:) Ah, Claudia, aren’t you supposed to blow smoke up the bosses’ ass?","Happiness, Confidence, Frustration"
I’m sorry. Does the smoke bother you?,Neutral
"No, no, no-no-no. I smoked for years, then I quit. Right now, I can’t remember why. (to everyone:) You’re not allowed to smoke in this office. Not right?","Neutral, Confusion, Frustration"
"Yes, in Oklahoma it’s legal to smoke in offices with fifteen people or less. (passing the pack) Would you like one?","Contentment, Confidence, Neutral"
"Alright, lo…look. I don’t smoke anymore. But if the rest of you want to light up, go ahead, it’s fine. (everyone lights up) So you all smoke then? That’s almost rude, that I’m not.","Neutral, Confusion, Frustration"
That’s not true. If you don’t wanna smoke …,Neutral
"(loud) Ken, please! No, I can’t, I can’t smoke. If I smoke, my wife would kill me.","Fear, Confusion, Frustration"
"I’m sorry, but isn’t your wife back in New York?","Neutral, Sadness, Confusion"
"I always liked you, Ken. (takes a cigarette)","Happiness, Contentment, Love"
"(from outside) Trick or treat! (It’s obviously Halloween eve, the night of her birthday dinner.)","Happiness, Excitement, Anticipation"
(opening the door) Hey!,"Happiness, Surprise, Excitement"
"Ooh, and treat it is. (Monica’s breasts.)","Surprise, Excitement, Anticipation"
Hmhmm. (ties up),"Confidence, Neutral, Frustration"
"Wow, so glad I changed. Almost wore my ??? outfit that can’t contain my breasts.","Happiness, Confidence, Surprise"
"This is not, what I’m wearing. I’m ovulating and Chandler’s gonna be home any minute, so I thought we would try before dinner.","Excitement, Anticipation, Confusion"
"Ohh. Oh wait! (Jis) you guys won’t be late for my dinner, will you?","Happiness, Excitement, Anticipation"
"Believe me, Chandler and I have not seen each other in over a week. We’ll probably be the first ones there.","Confidence, Excitement, Anticipation"
"’kay, see you there. Happy humping! (outside meeting Chandler.) Hey…hey! Oh, wow, somebody smoked out here? Oh my god, don’t people know, you’re not allowed to smoke in public spaces?","Neutral, Surprise, Disgust"
"Actually, in Oklahoma smoking is legal in all commune areas and offices with fewer than fifteen people.","Confidence, Neutral, Optimism"
You smoked!,"Anger, Surprise, Disgust"
"No! I just happened t’do a lot trivias about smoking in different states. For example, in Hawaii cigarettes are called Leyhallalookoos.","Surprise, Excitement, Confusion"
"(smells at him) Chandler, you stink of cigarettes.","Anger, Disgust, Frustration"
"Uch, do you think, Monica is gonna be able smell it?","Fear, Disgust, Frustration"
Are you kidding? The woman has the nose of a bloodhound … and the breasts of a Greek goddess.,"Surprise, Disgust, Excitement"
Pheebs?,"Happiness, Love, Excitement"
(embarrassed) I’m gonna go. (leaves to stairs),Sadness
"(getting in) Okay, something to cover the smell … Oven cleaner! (sprays himself, reads label) Unscented!","Confidence, Surprise, Disgust"
(naughty in doorway) Welcome home. I’ve missed you. join me in the bedroom?,"Love, Excitement, Anticipation"
"No thanks, I’m good.","Contentment, Confidence, Neutral"
"(comes over) O-kay, so you wanna play it that way, do you?","Confidence, Anger, Frustration"
