Dialogue,Emotions
(while Joey's giving her a massage) Oh! That feels sooo good!,"Happiness, Contentment, Excitement"
"(speaking to herself and reading Cosmopolitan) Oh, lucky me! Coffee and a live sex show!","Disgust, Excitement, Anticipation"
"I'm sorry, what?","Surprise, Confusion, Frustration"
"Oh... Oh, I'm sorry! I'm not... I was just-I was just reading to Emma.",Neutral
From... Cosmo??,"Surprise, Excitement, Confusion"
"Yeah, yeah... It's... climax your way to better skin"".""","Excitement, Anticipation, Optimism"
"(to Joey) So, I have to go shopping today, which is my least favourite thing, I'm soo bad at picking out clothes!","Neutral, Disgust, Frustration"
"So you need someone who knows fashion, to tell you what looks good.","Confidence, Frustration, Optimism"
"(hiding herself behind the magazine and whispering) Not me, not me, not me, not me, not me!","Fear, Disgust, Frustration"
Oh hey Rach!,"Happiness, Love, Excitement"
Yeah...,"Neutral, Confusion, Frustration"
Maybe you could take Charlie shopping.,"Happiness, Contentment, Neutral"
"Oh, well...","Neutral, Confusion, Frustration"
I'm sure you have better things to do.,"Contentment, Confidence, Neutral"
"Are you kidding? Rachel loves to shop! And she has great taste! Yeah, she's the one who taught me, you don't wear white after labour day and that you always, always, always have to put on underwear when you're trying on clothes.","Happiness, Contentment, Confidence"
"If you have the time, I'd really appreciate the help.",Unknown
"Ok, uh-uh... Let's-Let's shop!!","Excitement, Confusion, Optimism"
"(to Charlie) Ok, you're gonna come back with some very classy clothes... (aside to Rachel)... and some slutty lingerie, SLUTTY!","Surprise, Excitement"
"(entering and talking on mobile phone) Ok, great! All right, bye! (she hangs up) Pain in the ass!! (she looks at the others, then back at the phone) That's off, right?","Anger, Frustration"
"What's the matter, Pheebs?",Neutral
"Oh... Mike's sister just invited me to a party tonight, he's gonna be there. And she was like Oh","Surprise, Excitement, Anticipation"
"Which you're not, because you've totally hung up on him!","Anger, Confusion, Frustration"
Exactly!,"Happiness, Confidence, Excitement"
And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,"Confidence, Excitement, Anticipation"
"(after a short pause) I didn't even think about that! (pause) Aaargh,","Surprise, Confusion, Frustration"
"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.","Happiness, Excitement, Anticipation"
"Ok, that'll be great!","Happiness, Excitement, Optimism"
"Oh, ain't that nice? The three of you trying on slutty lingerie together.","Anger, Surprise, Disgust"
That's not what we're gonna do!,"Confidence, Frustration"
"Why would you ruin it, who was that hurtin'?","Confusion, Frustration, Longing"
(looking at the picture of the female reproductive system) Wow! Fortunately she has a,Surprise
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!","Sadness, Confusion, Frustration"
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!!","Happiness, Contentment, Surprise"
(entering) Hi there.,"Happiness, Confidence, Neutral"
Hi.,"Happiness, Contentment, Neutral"
Hi.,"Contentment, Neutral, Optimism"
I'm sorry there wasn't better news from your test last week but I wanted to talk to you about your options.,Sadness
Ok.,Neutral
"Above all, even though your chances of conceiving through natural means aren't great, you never know! So, keep having sex on a regular basis.",Optimism
"Oh, DAMN IT!","Anger, Surprise, Frustration"
"Don't worry, after a while he'll tune it out.","Confidence, Neutral, Frustration"
