Dialogue,Emotions
(entering) Hi!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hey!,"Happiness, Surprise, Excitement"
So what’s the final head count on my baby shower?,"Excitement, Anticipation, Optimism"
"About twenty, a couple people from work who had something else to do.",Neutral
Also both of your sisters called and neither can make it.,"Neutral, Sadness, Frustration"
"What?! You mean they’re not coming to a social event wherethere’s no men and there’s no booze?! That’s shocking! I don’t care,as long as my mom’s here.","Surprise, Disgust"
"Oh my God, your mother!","Fear, Surprise, Excitement"
What?! My mom’s not gonna be here?!,"Sadness, Surprise, Frustration"
"Well, given that we forgot to invite her it would be an awfully bigcoincidence if she was.","Neutral, Confusion, Frustration"
My God!,"Fear, Surprise, Confusion"
"Well it wasn’t my fault, Phoebe was in charge of the invitations!","Anger, Frustration"
"Well I don’t, I don’t have a mother so often I forget thatother people…","Neutral, Sadness, Confusion"
(interrupting her) Oh give it a rest!,"Anger, Disgust, Frustration"
So my mother is not coming to my baby shower?!,"Sadness, Surprise, Frustration"
No. (Pause) Neither is mine.,"Neutral, Sadness, Frustration"
"Okay, y’know what? Don’t worry, okay? We’ll take care ofit. We’ll call her. Just go home and get ready.","Happiness, Confidence"
"Please, make sure she comes. It’s really important to me, I meanit’s my mom!","Love, Excitement"
"I know. I know, what’s her number?","Confidence, Excitement, Anticipation"
I don’t know.,"Neutral, Confusion, Frustration"
"Go! I have it in my book. Go! (Rachel leaves and Monica calls Mrs.Green.) (To Phoebe) Wait a minute! If you’re in charge of the invitations why am Ithe one who has to call her—Hello Mrs. Green! Hi, it’s Monica Geller.","Confidence, Excitement, Frustration"
"Oh, hello Monica.","Happiness, Contentment, Surprise"
"(on phone) Hi, umm I know this is last minute, but we’ve decided tothrow an impromptu baby shower for Rachel today.","Surprise, Excitement, Anticipation"
"I know, my daughter’s told me about it when they received theirimpromptu invitations a month ago.","Love, Excitement, Anticipation"
"Yeah, I’m sorry. I’m-I’m so sorry.",Sadness
For what dear? For not inviting me or lying about it?,"Sadness, Anger, Frustration"
"(To Phoebe) Oh my God, my ass is sweating! (on phone) Please! Please!Can you come? It’s today at four.",Frustration
Well all right. I’ll see you at four.,"Contentment, Confidence, Neutral"
Thank you. (Hangs up.),"Happiness, Contentment, Confidence"
Isn’t it at three?,"Confidence, Neutral, Confusion"
Son of a bitch! (Calls Mrs. Green again.),"Anger, Surprise, Frustration"
Hey Joe! You wanna shoot some hoops?,"Happiness, Confidence, Excitement"
"Oh no, I can’t go. I’m practicing; I got an audition to be thehost of a new game show.","Confidence, Excitement, Anticipation"
Oh cool!,"Happiness, Surprise, Excitement"
That’s great.,"Happiness, Contentment, Confidence"
"Yeah-yeah, and if I get it by day I’ll (In a sexy voice) Dr. DrakeRemoray, but by night I’ll be (In an announcer’s voice) Joey Trrrribbiani!","Confidence, Excitement, Anticipation"
You’ll be perfect for this! That’s already your name!,"Happiness, Confidence, Excitement"
But the audition’s in a couple hours and I don’t even understandthe game.,"Anticipation, Confusion, Frustration"
Well do you want some help?,"Confidence, Anticipation, Optimism"
Oh really? That’d be great! You guys can be the contestants!,"Happiness, Excitement, Anticipation"
Awesome!,"Happiness, Excitement"
"Okay, I guess we can lose to junior high girls some other time.","Confidence, Frustration"
(announcer voice) All right! Let’s play Bamboozled!,Excitement
Bamboozled?,"Disgust, Confusion, Frustration"
"Yeah, isn’t that a cool name?","Happiness, Confidence, Excitement"
(simultaneously with Chandler) Yeah!,"Happiness, Confidence, Excitement"
(simultaneously with Ross) No!,"Anger, Surprise, Frustration"
"All right. Uhh, okay. Our first contestant is Ross Geller. Why don’tyou tell us a little something about you Ross?","Neutral, Anticipation, Confusion"
"Well uh, I-I’m a paleontologist. Umm, I-I live in New York. I have ason Ben. Uh, hi Ben! (Waves.) And uh…","Contentment, Neutral, Confusion"
"I said a little bit Ross. Now, how about you Chandler?","Contentment, Confusion, Frustration"
"Well Joey, I’m a headhunter. I hook up out of work Sovietscientists with rogue third-world nations. Hi Rasputin! (Waves.)","Confidence, Excitement, Anticipation"
"Excellent! Let’s play Bamboozled! Chandler, you’ll go first.What is the capital of Columbia?","Happiness, Confidence, Excitement"
Bogota.,"Neutral, Excitement, Anticipation"
"It’s Ba-go-ta, but close enough. Now, you can either pass your turnto Ross or pick a Wicked Wango card.","Confidence, Neutral, Frustration"
What does a Wicked Wango card do?,"Anticipation, Confusion"
"I should know that. Let’s see, just one moment please. Umm, here weare, a Wicked Wango card determines whether you go higher or lower.","Anticipation, Confusion, Frustration"
Higher or lower than what?,"Anticipation, Confusion, Frustration"
This is embarrassing. (Looks it up.),"Confusion, Frustration"
(To Ross) Can you believe how lame this is?,Frustration
"I’m sorry, I don’t believe contestants are allowed to talk toeach other.","Neutral, Confusion, Frustration"
"Oh, I told the stripper to be here at five. That’s good right?","Confidence, Surprise, Disgust"
You ordered a stripper for the shower?! That is totally inappropriate!,"Anger, Disgust"
What? He’s gonna be dressed as a baby! (Mrs. Green enters.) Oh hiMrs. Green!,"Happiness, Surprise, Excitement"
Hi!,"Happiness, Excitement, Optimism"
I’m so glad you could make it.,"Happiness, Excitement"
"Yes, thank you so much. And again, we’re so sorry. We could notfeel worse about it.",Sadness
