Dialogue,Emotions
(she enters) Hey guys!,"Happiness, Confidence, Excitement"
Hey!,"Happiness, Surprise, Excitement"
"Honey, I got us that room at the Woodford Inn this weekend.","Happiness, Excitement, Anticipation"
That place in Vermont? You,"Neutral, Surprise, Anticipation"
"Wait, you can't go away this weekend! It's Emma's birthday!","Sadness, Anticipation, Frustration"
Yeah!,"Happiness, Confidence, Excitement"
We're having a party.,"Happiness, Excitement, Anticipation"
"Well, can't you just have the party when we get back?","Neutral, Frustration, Optimism"
No.,Neutral
"No,   that day... that won't be her real birthday!","Confusion, Frustration, Longing"
Gee if only she were one and had no idea what the hell a birthday   was!,"Disgust, Confusion, Frustration"
"C'mon you guys, this is really important to us.","Confidence, Frustration"
"Well, I'm sorry, but Chandler and I could really use a weekend away.   You know, to reconnect... emotionally.","Happiness, Excitement, Longing"
There's this thing I really want us to do. I read about it in Maxim...,"Excitement, Anticipation"
"Well, can't you just go to Vermont the next day?","Neutral, Confusion, Frustration"
"Yeah, we want everyone to be there. As much as I hate to delay your doing   weird sex stuff to my little sister.","Anger, Disgust, Frustration"
"And I mean, you know, you guys... This is a big deal. I mean, how can   we have her first birthday party without her aunt and her uncle!","Happiness, Excitement, Longing"
"All right, we'll stay. We can just drive up after the party.","Contentment, Confidence, Optimism"
"Fine, but if we end up not doing this Maxim thing because of this   party...",Frustration
"Believe me, that is not why we won't   be doing that!","Confidence, Disgust, Frustration"
"You know Pheebs, when I was little, on my birthday, my daddy would   hide a present in every room of the house, and then he would draw a treasure   map to help me find 'em all.","Happiness, Excitement, Nostalgia"
"Oooh, I love family traditions like that. When uhm...   when Ursula and I were kids, on our birthday, our stepdad would sell his blood   to buy us food!","Disgust, Nostalgia"
(he enters) Hey guys!,"Happiness, Confidence, Excitement"
Hi!,"Happiness, Confidence, Excitement"
"Hey, I brought the camera for Emma's video.","Happiness, Confidence, Excitement"
"Oh, good, good! We had this idea to make a birthday video for Emma   and we'll give it to her when she is 18.","Happiness, Excitement, Anticipation"
"Oh, COOL!! Wow, it's like a time capsule!","Surprise, Excitement, Nostalgia"
Yeah!,"Happiness, Confidence, Excitement"
"Oh, just think... she's gonna be watching that video on a TV that hasn't   even been invented yet! With friends who right now are just like babies! And   they'll be living in a floating city that the humans built to escape the ant   people!","Excitement, Anticipation, Optimism"
"That's the hope! So, is Emma awake yet?","Excitement, Anticipation, Optimism"
"Oh no, it's still nap time. But she'll be up soon.","Contentment, Confidence, Neutral"
"Ah, and where is Joey?","Neutral, Anticipation, Longing"
I said it's still nap time.,"Contentment, Neutral, Frustration"
"(taping Joey with the cam) Hey, there is uncle Joey!","Happiness, Excitement, Anticipation"
Hey!,"Happiness, Surprise, Excitement"
"Hey, say something to Emma on her 18th birthday!","Happiness, Love, Excitement"
"18, uh? (starts to prepare himself to say his How You Doin'""   line)""","Confidence, Excitement, Anticipation"
"What, what!? it's for her hot friends!","Surprise, Excitement, Confusion"
When they see this you'll be 52!,"Surprise, Excitement, Anticipation"
And starting to think about settling down!,"Happiness, Excitement, Optimism"
"Hey Joey, will you please set this up for people to put Emma's presents   on?","Confidence, Excitement, Anticipation"
I'd love to! Yeah!,"Happiness, Love, Excitement"
Yeah! I wrote Emma a song.,"Happiness, Love, Excitement"
"Oh, yeah! How was I supposed to know?","Surprise, Confusion, Frustration"
"Joey, it's a birthday party.","Happiness, Excitement, Anticipation"
"Yeah, but for a one-year-old. What's the point... the other day she laughed   for like an hour at a cup. Just a cup with a picture of Elmo on it dressed as   a farmer. And he's standing next to this cow and the cow says El-moo""!   (Joey starts laughing) Yeah... that's a funny cup!""","Happiness, Contentment, Excitement"
Hey!,"Happiness, Surprise, Excitement"
Hey hey! Where's the birthday girl?,"Happiness, Excitement, Anticipation"
"Oh, she's still napping","Contentment, Confidence, Neutral"
"Oh, sure, she was probably up all night, excited about the party   she knows is happening.","Happiness, Excitement, Anticipation"
"Look, I know that you guys really want to get to Vermont and this isn't   a really big deal to you, but it really is to us, ok? Emma will never have a   first birthday again.","Sadness, Frustration, Longing"
All right... you're right. We're sorry. Now let's wake up Emma and   get the fun time started!,"Happiness, Excitement, Optimism"
"No really, she didn't sleep well last night, so we can't wake her up.",Neutral
"Are you freaking kidding me, Green?","Anger, Surprise, Frustration"
HI!,"Happiness, Confidence, Excitement"
(points the camcorder towards them to record their entrance) Hey!,"Happiness, Surprise, Excitement"
So glad you came!,"Happiness, Excitement, Optimism"
I can't believe Emma is already one!,"Happiness, Surprise, Excitement"
(to Monica) I remember your first birthday! Ross was jealous of all the   attention we were giving you. He pulled on his testicles so hard! We had to   take him to the emergency room!,"Surprise, Disgust, Nostalgia"
Hey Mr. and Mrs. Geller! Let me help you with that.,"Happiness, Confidence, Love"
Thank you!,"Happiness, Excitement"
"Oh man, this is great, uh? The three of us together again! You know what   would be fun? If we gave this present to Emma from all of us!","Happiness, Love, Excitement"
Which one are you?,"Anticipation, Confusion, Optimism"
I can't believe Emma is still asleep!,"Surprise, Frustration"
"I know, what are we gonna do?","Fear, Confusion, Frustration"
I've got a plan. I've got a plan. I'm going to ram this platter really   hard into your ribs. You're gonna scream out and that'll wake her up!,"Anger, Fear, Excitement"
I'm not going to Vermont with this Monica!,"Neutral, Anger, Frustration"
"Hey Pheebs, you know what? I was thinking... since you wrote a song,   maybe I could do something for Emma using my talents!","Confidence, Love, Excitement"
"No, no, no! My talents as an actor!","Confidence, Frustration, Optimism"
Oh!,"Surprise, Excitement, Anticipation"
"You know, I could like maybe... I could do a dramatic reading of one   of her books!","Confidence, Excitement, Anticipation"
Or you could stick a fork in an apple!,"Surprise, Excitement, Confusion"
"Hey, I think Emma might like it!","Happiness, Confidence, Excitement"
Oh! Emma might like what?,"Surprise, Confusion"
"Um, my present!","Happiness, Excitement, Anticipation"
What did you get her?,"Neutral, Anticipation"
Actually we prepared performances.,"Happiness, Excitement, Anticipation"
Separate performances.,"Confidence, Neutral, Frustration"
But equally real!,"Confidence, Excitement, Optimism"
"Well, this sounds like fun! Well, you know what? Actually? People are   getting a little antsy waiting Emma to wake up from her nap, so would you mind   performing them once now?","Excitement, Anticipation, Frustration"
"Sure, yeah!","Happiness, Confidence, Excitement"
(unconfidently) O K.,"Neutral, Confusion, Frustration"
"(to everybody) All right, let’s get this party started, huh?   Joey and Phoebe are gonna perform a little something for us.","Happiness, Excitement, Anticipation"
"Oh, great!","Happiness, Excitement, Optimism"
(to Joey) Are you gonna be embarrassed going up there having nothing   prepared?,"Neutral, Frustration"
"Hey, I do it every week with three cameras pointed at me and a whole   crew waiting!","Confidence, Excitement, Optimism"
"So, Joey, what are you gonna do for us?","Happiness, Excitement, Anticipation"
I will be doing a dramatic reading of one of Emma’s books.,"Confidence, Excitement, Anticipation"
"Oh, ok, which one?",Neutral
