Dialogue,Emotions
Ohh. Mmm.,"Happiness, Contentment, Neutral"
(Comes in the front door and walks towards the kitchen.) Hi.,"Happiness, Contentment, Neutral"
"Hey, you have got to try this cheesecake.","Happiness, Excitement, Anticipation"
"Oh, y’know I'm not that much of a sweet tooth. I—(Chandlerputs a forkful of the cheesecake in her mouth.)—Wow. My God, so creamy. Oh my God,this is the best cheesecake I have ever had. Where did you get this? (She reaches over tolook at the label on the box.)","Happiness, Surprise, Excitement"
(nervously) It was at the front door. When I got home. Somebody sentit to us.,"Fear, Surprise"
"Chandler, this is not addressed to you. This is addressed to Mrs.Braverman downstairs. (Gasping) Thief.","Anger, Fear, Surprise"
I—no! I didn't read the box before I opened it. And you can'treturn a box after you've opened the box.,"Surprise, Confusion, Frustration"
"Why, why not?","Confusion, Frustration"
Because it's too delicious.,"Happiness, Contentment, Excitement"
"Chandler, you stole this cheesecake. That is wrong.","Neutral, Anger, Frustration"
"No-no-no! It is going to be okay, because Mrs. Braverman is gonna sendaway for a free one and that way we","Confidence, Excitement, Optimism"
"(taking a bite) Oh, I’m sorry what?","Neutral, Confusion, Frustration"
"All right, I should get going, big day a work. Y’know I’m in acoma? Today, they do this test on me and it turns out I’m not brain dead.","Confidence, Surprise, Excitement"
So…,"Neutral, Confusion, Frustration"
"Ah-ah-ah Mr. Smartie Pants, it’s just not my character that’snot brain dead. Hey, so Pheebs, we still on for tonight?","Confidence, Excitement, Frustration"
Absolutely!,"Happiness, Confidence, Excitement"
I’ll see you at 8:00.,"Confidence, Excitement, Anticipation"
Okay. (Joey exits.),Neutral
"Oh, what’s at 8:00?","Surprise, Anticipation"
"Oh, I have dinner plans with Joey. We get together about once a month todiscuss the rest of you guys.","Contentment, Confidence, Excitement"
"Wow, did not know that! May I say how lovely you look today?","Happiness, Confidence, Surprise"
Duly noted.,"Contentment, Confidence, Neutral"
"Thanks. (Phoebe gets up to get a refill.) (To Monica) Oh! So for tomorrow,do you want to rent a car and drive down together or what?","Happiness, Contentment, Excitement"
What are you talking about?,"Surprise, Confusion, Frustration"
"Cousin Frannie’s wedding, its tomorrow night.","Happiness, Excitement, Anticipation"
,"Neutral, Confusion, Frustration"
No.,Neutral
