Dialogue,Emotions
"(reading the comics) Eh..., I don’t, I don’t know.","Neutral, Confusion, Frustration"
What?,"Surprise, Confusion, Frustration"
"Well, as old as he is in dog years, do you think Snoopy should stillbe allowed to fly this thing?","Neutral, Confusion, Frustration"
Rachel?,"Surprise, Anticipation, Confusion"
Yeah.,"Contentment, Confidence, Neutral"
"Do you remember when you first came here, how you spent two weeksgetting trained by another waitress?","Contentment, Neutral, Nostalgia"
"Oh, sure! Do you need me to train somebody new?","Happiness, Confidence, Excitement"
"(laughs) Good one. Actually, ah, Terry wants you to take the trainingagain, whenever.","Happiness, Contentment, Confidence"
"(to Chandler) Eh, do you believe that?","Neutral, Confusion, Frustration"
(thinks about it) Yeah?,"Confidence, Excitement, Anticipation"
"So that’s two boxes of the Holiday Macaroons. On behalf of the BrownBirds of America, I salute you. (Does the Brown Bird salute, she blows on a bird call,then holds her hand, palm facing out, next to her face, and then waves it like a birdflapping it’s wings.)","Happiness, Confidence, Excitement"
"Just admit it Chandler, you have no backhand.","Confidence, Frustration"
"Excuse me little one, I have a very solid backhand.","Confidence, Excitement, Optimism"
Shielding your face and shrieking like a girl... is not a backhand.,"Anger, Disgust, Confusion"
I was shrieking... like a Marine.,"Fear, Surprise, Excitement"
"All right here. Watch me execute the three ‘P’s of championshipplay. Power. (swings the racquet) Precision. (swings the racquet.) and penache. (does abackswing and hits Sarah who’s started up the stairs, knocking her down, they bothwatch in horror.)","Anger, Surprise"
You broke a little girl’s leg?!!,"Anger, Surprise, Disgust"
I know. I feel horrible. Okay.,"Sadness, Disgust, Frustration"
(reading the paper) Says here that a muppet got whacked on,"Neutral, Surprise, Disgust"
"Well, I’m gonna go see her. I want to bring her something, what doyou think she’ll like?","Love, Excitement, Anticipation"
Maybe a,"Neutral, Confusion, Frustration"
I’m gonna get back to retraining. (gets up),"Confidence, Frustration"
"All right, see you guys. (starts to leave)","Happiness, Contentment, Optimism"
"Look out kids, he’s coming! (Ross continues to leave with hishead down in shame.)","Sadness, Fear"
And I gotta go sell some Christmas trees.,"Contentment, Confidence, Excitement"
"Have fun. Oh wait, no, don’t! I forgot I am totally against thatnow.","Surprise, Confusion, Frustration"
What? Me having a job?,Surprise
"No, no, I am against innocent trees being cut down in their prime, andtheir, their corpses grotesquely dressed in like tinsel and twinkly lights. (to Joey) Hey,how do you sleep at night?","Sadness, Anger, Disgust"
